OPE_ID,NAME,CITY,STATE,Institution Type & Control, Total Recipients , Total Awards ,,,,,,,,,,,,,,,,,
288200,SYRACUSE UNIVERSITY,SYRACUSE,NY,Private 4 Year,"4,036","$17,211,540 ",,,,,,,,,,,,,,,,,
288300,UTICA COLLEGE- UTICA,UTICA,NY,Private 4 Year,"1,205","$4,735,564 ",,,,,,,,,,,,,,,,,
288500,ALBANY COLLEGE OF PHARMACY AND HEALTH SC,ALBANY,NY,Private 4 Year,246,"$1,025,006 ",,,,,,,,,,,,,,,,,
288900,UNION COLLEGE,SCHENECTADY,NY,Private 4 Year,351,"$1,579,909 ",,,,,,,,,,,,,,,,,
289200,UNITED STATES MERCHANT MARINE ACADEMY,GREAT NECK,NY,Public 4 Year,69,"$288,421 ",,,,,,,,,,,,,,,,,
289400,UNIVERSITY OF ROCHESTER,ROCHESTER,NY,Private 4 Year,"1,054","$4,527,098 ",,,,,,,,,,,,,,,,,
289500,VASSAR COLLEGE,POUGHKEEPSIE,NY,Private 4 Year,590,"$2,575,737 ",,,,,,,,,,,,,,,,,
289600,VILLA MARIA COLLEGE-BUFFALO,BUFFALO,NY,Private 4 Year,328,"$1,276,512 ",,,,,,,,,,,,,,,,,
289900,WAGNER COLLEGE,STATEN ISLAND,NY,Private 4 Year,336,"$1,488,973 ",,,,,,,,,,,,,,,,,
290000,WEBB INSTITUTE,GLEN COVE,NY,Private 4 Year,5,"$17,725 ",,,,,,,,,,,,,,,,,
290100,WELLS COLLEGE,AURORA,NY,Private 4 Year,264,"$1,145,068 ",,,,,,,,,,,,,,,,,
290300,YESHIVA UNIVERSITY,NEW YORK,NY,Private 4 Year,562,"$2,271,181 ",,,,,,,,,,,,,,,,,
290500,NORTH CAROLINA A&T STATE UNIV,GREENSBORO,NC,Public 4 Year,"5,724","$25,126,803 ",,,,,,,,,,,,,,,,,
290600,APPALACHIAN STATE UNIVERSITY,BOONE,NC,Public 4 Year,"4,518","$17,813,154 ",,,,,,,,,,,,,,,,,
290700,UNIVERSITY OF NC AT ASHEVILLE,ASHEVILLE,NC,Public 4 Year,"1,354","$5,387,679 ",,,,,,,,,,,,,,,,,
290800,BARTON COLLEGE,WILSON,NC,Private 4 Year,517,"$2,140,483 ",,,,,,,,,,,,,,,,,
291000,BELMONT ABBEY COLLEGE,BELMONT,NC,Private 4 Year,821,"$3,369,779 ",,,,,,,,,,,,,,,,,
291100,BENNETT COLLEGE,GREENSBORO,NC,Private 4 Year,500,"$2,375,890 ",,,,,,,,,,,,,,,,,
291200,BREVARD COLLEGE,BREVARD,NC,Private 4 Year,291,"$1,227,991 ",,,,,,,,,,,,,,,,,
291300,CAMPBELL UNIVERSITY,BUIES CREEK,NC,Private 4 Year,"1,822","$6,999,442 ",,,,,,,,,,,,,,,,,
291400,CATAWBA COLLEGE,SALISBURY,NC,Private 4 Year,602,"$2,495,154 ",,,,,,,,,,,,,,,,,
291500,CENTRAL PIEDMONT COMMUNITY COLLEGE,CHARLOTTE,NC,Public 2 Year,"12,188","$38,265,168 ",,,,,,,,,,,,,,,,,
291600,CHOWAN UNIVERSITY,MURFREESBORO,NC,Private 4 Year,979,"$4,503,222 ",,,,,,,,,,,,,,,,,
291700,COLLEGE OF THE ALBEMARLE,ELIZABETH CITY,NC,Public 2 Year,"1,283","$4,202,909 ",,,,,,,,,,,,,,,,,
291800,DAVIDSON COLLEGE,DAVIDSON,NC,Private 4 Year,241,"$980,033 ",,,,,,,,,,,,,,,,,
291900,DAVIDSON COUNTY COMMUNITY COLLEGE,LEXINGTON,NC,Public 2 Year,"3,072","$9,901,705 ",,,,,,,,,,,,,,,,,
292000,DUKE UNIVERSITY,DURHAM,NC,Private 4 Year,969,"$4,069,799 ",,,,,,,,,,,,,,,,,
292300,EAST CAROLINA UNIVERSITY,GREENVILLE,NC,Public 4 Year,"7,501","$31,173,856 ",,,,,,,,,,,,,,,,,
292600,ELIZABETH CITY STATE UNIVERSITY,ELIZABETH CITY,NC,Public 4 Year,"1,738","$7,796,430 ",,,,,,,,,,,,,,,,,
292700,ELON UNIVERSITY,ELON,NC,Private 4 Year,507,"$2,105,481 ",,,,,,,,,,,,,,,,,
292800,FAYETTEVILLE STATE UNIVERSITY,FAYETTEVILLE,NC,Public 4 Year,"3,532","$15,125,217 ",,,,,,,,,,,,,,,,,
292900,GARDNER-WEBB UNIVERSITY,BOILING SPRINGS,NC,Private 4 Year,"1,297","$5,062,463 ",,,,,,,,,,,,,,,,,
293000,GREENSBORO COLLEGE,GREENSBORO,NC,Private 4 Year,425,"$1,819,320 ",,,,,,,,,,,,,,,,,
293100,GUILFORD COLLEGE,GREENSBORO,NC,Private 4 Year,"1,082","$4,244,014 ",,,,,,,,,,,,,,,,,
293300,HIGH POINT UNIVERSITY,HIGH POINT,NC,Private 4 Year,455,"$1,846,647 ",,,,,,,,,,,,,,,,,
293400,ISOTHERMAL COMMUNITY COLLEGE,SPINDALE,NC,Public 2 Year,"1,456","$4,897,251 ",,,,,,,,,,,,,,,,,
293600,JOHNSON C SMITH UNIVERSITY,CHARLOTTE,NC,Private 4 Year,"1,045","$4,622,887 ",,,,,,,,,,,,,,,,,
293700,KING'S COLLEGE-CHARLOTTE,CHARLOTTE,NC,Proprietary 2 Year,455,"$1,907,018 ",,,,,,,,,,,,,,,,,
293900,LEES MCRAE COLLEGE,BANNER ELK,NC,Private 4 Year,420,"$1,721,226 ",,,,,,,,,,,,,,,,,
294000,LENOIR COMMUNITY COLLEGE,KINSTON,NC,Public 2 Year,"1,920","$6,986,438 ",,,,,,,,,,,,,,,,,
294100,LENOIR-RHYNE UNIVERSITY,HICKORY,NC,Private 4 Year,656,"$2,744,529 ",,,,,,,,,,,,,,,,,
294200,LIVINGSTONE COLLEGE,SALISBURY,NC,Private 4 Year,"1,071","$5,055,750 ",,,,,,,,,,,,,,,,,
294300,LOUISBURG COLLEGE,LOUISBURG,NC,Private 2 Year,593,"$2,509,108 ",,,,,,,,,,,,,,,,,
294400,MARS HILL COLLEGE,MARS HILL,NC,Private 4 Year,862,"$3,597,289 ",,,,,,,,,,,,,,,,,
294500,MEREDITH COLLEGE,RALEIGH,NC,Private 4 Year,546,"$2,264,985 ",,,,,,,,,,,,,,,,,
294600,METHODIST UNIVERSITY,FAYETTEVILLE,NC,Private 4 Year,938,"$3,806,773 ",,,,,,,,,,,,,,,,,
294700,MITCHELL COMMUNITY COLLEGE,STATESVILLE,NC,Public 2 Year,"1,847","$6,120,253 ",,,,,,,,,,,,,,,,,
294800,MONTREAT COLLEGE,MONTREAT,NC,Private 4 Year,372,"$1,479,438 ",,,,,,,,,,,,,,,,,
294900,UNIVERSITY OF MOUNT OLIVE,MOUNT OLIVE,NC,Private 4 Year,"2,118","$7,348,079 ",,,,,,,,,,,,,,,,,
295000,NORTH CAROLINA CENTRAL UNIVERSITY,DURHAM,NC,Public 4 Year,"4,194","$18,859,217 ",,,,,,,,,,,,,,,,,
295100,NORTH CAROLINA WESLEYAN COLLEGE,ROCKY MOUNT,NC,Private 4 Year,"1,101","$4,552,773 ",,,,,,,,,,,,,,,,,
295300,PEACE COLLEGE,RALEIGH,NC,Private 4 Year,665,"$2,820,992 ",,,,,,,,,,,,,,,,,
295400,UNIV OF NORTH CAROLINA AT PEMBROKE,PEMBROKE,NC,Public 4 Year,"3,235","$13,145,855 ",,,,,,,,,,,,,,,,,
295500,PFEIFFER UNIVERSITY,MISENHEIMER,NC,Private 4 Year,443,"$1,806,259 ",,,,,,,,,,,,,,,,,
295600,PIEDMONT INTERNATIONAL UNIVERSITY,WINSTON SALEM,NC,Private 4 Year,128,"$476,855 ",,,,,,,,,,,,,,,,,
295700,QUEENS UNIVERSITY OF CHARLOTTE,CHARLOTTE,NC,Private 4 Year,596,"$2,304,915 ",,,,,,,,,,,,,,,,,
295800,ROCKINGHAM COMMUNITY COLLEGE,WENTWORTH,NC,Public 2 Year,"1,104","$3,467,960 ",,,,,,,,,,,,,,,,,
296000,SALEM COLLEGE,WINSTON-SALEM,NC,Private 4 Year,627,"$2,654,517 ",,,,,,,,,,,,,,,,,
296100,SANDHILLS COMMUNITY COLLEGE,PINEHURST,NC,Public 2 Year,"2,243","$7,408,972 ",,,,,,,,,,,,,,,,,
296200,SHAW UNIVERSITY,RALEIGH,NC,Private 4 Year,"1,662","$7,280,360 ",,,,,,,,,,,,,,,,,
296400,SOUTHEASTERN COMMUNITY COLLEGE,WHITEVILLE,NC,Public 2 Year,964,"$3,122,171 ",,,,,,,,,,,,,,,,,
296800,ST AUGUSTINES COLLEGE,RALEIGH,NC,Private 4 Year,"1,089","$4,868,161 ",,,,,,,,,,,,,,,,,
297000,SURRY COMMUNITY COLLEGE,DOBSON,NC,Public 2 Year,"1,582","$5,611,390 ",,,,,,,,,,,,,,,,,
297200,NORTH CAROLINA STATE UNIV-RALEIGH,RALEIGH,NC,Public 4 Year,"5,620","$22,375,706 ",,,,,,,,,,,,,,,,,
297300,GASTON COLLEGE,DALLAS,NC,Public 2 Year,"3,652","$12,146,123 ",,,,,,,,,,,,,,,,,
297400,UNIVERSITY OF N C-CHAPEL HILL,CHAPEL HILL,NC,Public 4 Year,"3,963","$16,697,896 ",,,,,,,,,,,,,,,,,
297500,UNIVERSITY OF NC AT CHARLOTTE,CHARLOTTE,NC,Public 4 Year,"9,244","$37,039,472 ",,,,,,,,,,,,,,,,,
297600,UNIVERSITY OF N C - GREENSBORO,GREENSBORO,NC,Public 4 Year,"6,908","$28,508,564 ",,,,,,,,,,,,,,,,,
297800,WAKE FOREST UNIV - UNDERGRADUATE,WINSTON-SALEM,NC,Private 4 Year,533,"$2,223,484 ",,,,,,,,,,,,,,,,,
297900,WARREN WILSON COLLEGE,ASHEVILLE,NC,Private 4 Year,323,"$1,303,229 ",,,,,,,,,,,,,,,,,
298100,WESTERN CAROLINA UNIVERSITY,CULLOWHEE,NC,Public 4 Year,"3,511","$14,072,245 ",,,,,,,,,,,,,,,,,
298200,WESTERN PIEDMONT COMMUNITY COLLEGE,MORGANTON,NC,Public 2 Year,"1,755","$6,101,987 ",,,,,,,,,,,,,,,,,
298300,WILKES COMMUNITY COLLEGE,WILKESBORO,NC,Public 2 Year,"1,711","$6,313,769 ",,,,,,,,,,,,,,,,,
298400,UNIVERSITY OF N C-WILMINGTON,WILMINGTON,NC,Public 4 Year,"3,819","$15,021,391 ",,,,,,,,,,,,,,,,,
298500,WINGATE UNIVERSITY,WINGATE,NC,Private 4 Year,786,"$3,259,979 ",,,,,,,,,,,,,,,,,
298600,WINSTON-SALEM STATE UNIVERSITY,WINSTON-SALEM,NC,Public 4 Year,"3,047","$13,095,780 ",,,,,,,,,,,,,,,,,
298800,BISMARCK STATE COLLEGE,BISMARCK,ND,Public 4 Year,964,"$3,293,675 ",,,,,,,,,,,,,,,,,
298900,DICKINSON STATE UNIVERSITY,DICKINSON,ND,Public 4 Year,398,"$1,476,699 ",,,,,,,,,,,,,,,,,
299000,JAMESTOWN COLLEGE,JAMESTOWN,ND,Private 4 Year,266,"$999,834 ",,,,,,,,,,,,,,,,,
299100,LAKE REGION STATE COLLEGE,DEVILS LAKE,ND,Public 2 Year,348,"$1,205,545 ",,,,,,,,,,,,,,,,,
299200,UNIVERSITY OF MARY,BISMARCK,ND,Private 4 Year,521,"$1,995,553 ",,,,,,,,,,,,,,,,,
299300,MAYVILLE STATE UNIVERSITY,MAYVILLE,ND,Public 4 Year,311,"$1,182,590 ",,,,,,,,,,,,,,,,,
299400,MINOT STATE UNIVERSITY,MINOT,ND,Public 4 Year,784,"$2,848,786 ",,,,,,,,,,,,,,,,,
299500,DAKOTA COLLEGE AT BOTTINEAU,BOTTINEAU,ND,Public 2 Year,285,"$1,145,121 ",,,,,,,,,,,,,,,,,
299600,NORTH DAKOTA STATE CLG OF SCIENCE,WAHPETON,ND,Public 2 Year,825,"$2,964,958 ",,,,,,,,,,,,,,,,,
299700,NORTH DAKOTA STATE UNIVERSITY,FARGO,ND,Public 4 Year,"2,687","$10,028,249 ",,,,,,,,,,,,,,,,,
300500,UNIVERSITY OF NORTH DAKOTA,GRAND FORKS,ND,Public 4 Year,"2,521","$9,380,226 ",,,,,,,,,,,,,,,,,
300700,WILLISTON STATE COLLEGE,WILLISTON,ND,Public 2 Year,206,"$710,449 ",,,,,,,,,,,,,,,,,
300800,VALLEY CITY STATE UNIVERSITY,VALLEY CITY,ND,Public 4 Year,301,"$1,150,959 ",,,,,,,,,,,,,,,,,
301000,ANTIOCH UNIVERSITY,YELLOW SPRINGS,OH,Private 4 Year,388,"$1,239,826 ",,,,,,,,,,,,,,,,,
301100,ART ACADEMY OF CINCINNATI,CINCINNATI,OH,Private 4 Year,96,"$417,894 ",,,,,,,,,,,,,,,,,
301200,ASHLAND UNIVERSITY,ASHLAND,OH,Private 4 Year,952,"$3,712,423 ",,,,,,,,,,,,,,,,,
301400,BALDWIN-WALLACE COLLEGE,BEREA,OH,Private 4 Year,"1,251","$4,930,203 ",,,,,,,,,,,,,,,,,
301600,BLUFFTON UNIVERSITY,BLUFFTON,OH,Private 4 Year,446,"$1,694,982 ",,,,,,,,,,,,,,,,,
301800,BOWLING GREEN STATE UNIVERSITY,BOWLING GREEN,OH,Public 4 Year,"6,279","$24,583,678 ",,,,,,,,,,,,,,,,,
302300,CAPITAL UNIVERSITY,COLUMBUS,OH,Private 4 Year,907,"$3,559,185 ",,,,,,,,,,,,,,,,,
302500,CEDARVILLE UNIVERSITY,CEDARVILLE,OH,Private 4 Year,716,"$2,696,774 ",,,,,,,,,,,,,,,,,
302600,CENTRAL STATE UNIVERSITY,WILBERFORCE,OH,Public 4 Year,"1,681","$7,456,754 ",,,,,,,,,,,,,,,,,
302900,CINCINNATI CHRISTIAN UNIVERSITY,CINCINNATI,OH,Private 4 Year,363,"$1,337,164 ",,,,,,,,,,,,,,,,,
303000,OHIO CHRISTIAN UNIVERSITY,CIRCLEVILLE,OH,Private 4 Year,"2,859","$9,418,046 ",,,,,,,,,,,,,,,,,
303100,CLEVELAND INSTITUTE OF MUSIC,CLEVELAND,OH,Private 4 Year,38,"$155,268 ",,,,,,,,,,,,,,,,,
303200,CLEVELAND STATE UNIVERSITY,CLEVELAND,OH,Public 4 Year,"5,576","$22,336,846 ",,,,,,,,,,,,,,,,,
303300,COLLEGE OF MT ST JOSEPH,CINCINNATI,OH,Private 4 Year,637,"$2,458,147 ",,,,,,,,,,,,,,,,,
303500,OHIO DOMINICAN UNIVERSITY,COLUMBUS,OH,Private 4 Year,756,"$2,955,087 ",,,,,,,,,,,,,,,,,
303600,FRANCISCAN UNIV OF STEUBENVILLE,STEUBENVILLE,OH,Private 4 Year,556,"$2,205,095 ",,,,,,,,,,,,,,,,,
303700,COLLEGE OF WOOSTER,WOOSTER,OH,Private 4 Year,416,"$1,702,956 ",,,,,,,,,,,,,,,,,
303900,COLUMBUS COLLEGE OF ART AND DESIGN,COLUMBUS,OH,Private 4 Year,542,"$2,271,120 ",,,,,,,,,,,,,,,,,
304000,CUYAHOGA COMMUNITY COLLEGE,CLEVELAND,OH,Public 2 Year,"16,538","$51,969,558 ",,,,,,,,,,,,,,,,,
304100,"DEFIANCE COLLEGE, THE",DEFIANCE,OH,Private 4 Year,420,"$1,632,640 ",,,,,,,,,,,,,,,,,
304200,DENISON UNIVERSITY,GRANVILLE,OH,Private 4 Year,421,"$1,891,065 ",,,,,,,,,,,,,,,,,
304500,UNIVERSITY OF FINDLAY,FINDLAY,OH,Private 4 Year,814,"$3,167,393 ",,,,,,,,,,,,,,,,,
304600,FRANKLIN UNIVERSITY,COLUMBUS,OH,Private 4 Year,"3,081","$9,616,403 ",,,,,,,,,,,,,,,,,
304800,HEIDELBERG UNIVERSITY,TIFFIN,OH,Private 4 Year,483,"$1,994,430 ",,,,,,,,,,,,,,,,,
304900,HIRAM COLLEGE,HIRAM,OH,Private 4 Year,597,"$2,418,740 ",,,,,,,,,,,,,,,,,
305000,JOHN CARROLL UNIVERSITY,UNIVERSITY HEIGHTS,OH,Private 4 Year,782,"$3,302,700 ",,,,,,,,,,,,,,,,,
305100,KENT STATE UNIVERSITY,KENT,OH,Public 4 Year,"15,814","$58,928,977 ",,,,,,,,,,,,,,,,,
306500,KENYON COLLEGE,GAMBIER,OH,Private 4 Year,170,"$726,114 ",,,,,,,,,,,,,,,,,
306600,LAKE ERIE COLLEGE,PAINESVILLE,OH,Private 4 Year,347,"$1,454,326 ",,,,,,,,,,,,,,,,,
306800,LORAIN COUNTY COMMUNITY COLLEGE,ELYRIA,OH,Public 2 Year,"6,507","$18,953,796 ",,,,,,,,,,,,,,,,,
306900,LOURDES COLLEGE,SYLVANIA,OH,Private 4 Year,962,"$3,668,628 ",,,,,,,,,,,,,,,,,
307200,MALONE UNIVERSITY,CANTON,OH,Private 4 Year,753,"$2,828,582 ",,,,,,,,,,,,,,,,,
307300,MARIETTA COLLEGE,MARIETTA,OH,Private 4 Year,446,"$1,804,971 ",,,,,,,,,,,,,,,,,
307700,MIAMI UNIVERSITY,OXFORD,OH,Public 4 Year,"5,153","$19,739,440 ",,,,,,,,,,,,,,,,,
307800,WRIGHT STATE UNIVERSITY,DAYTON,OH,Public 4 Year,"5,660","$22,623,031 ",,,,,,,,,,,,,,,,,
308300,UNIVERSITY OF MOUNT UNION,ALLIANCE,OH,Private 4 Year,698,"$2,892,982 ",,,,,,,,,,,,,,,,,
308400,MUSKINGUM UNIVERSITY,NEW CONCORD,OH,Private 4 Year,717,"$2,832,870 ",,,,,,,,,,,,,,,,,
308500,NOTRE DAME COLLEGE OF OHIO,CLEVELAND,OH,Private 4 Year,779,"$3,057,757 ",,,,,,,,,,,,,,,,,
308600,OBERLIN COLLEGE,OBERLIN,OH,Private 4 Year,309,"$1,245,268 ",,,,,,,,,,,,,,,,,
308900,OHIO NORTHERN UNIVERSITY,ADA,OH,Private 4 Year,667,"$2,662,464 ",,,,,,,,,,,,,,,,,
309000,OHIO STATE UNIVERSITY-ALL CAMPUSES,COLUMBUS,OH,Public 4 Year,"13,475","$53,576,130 ",,,,,,,,,,,,,,,,,
310000,OHIO UNIVERSITY,ATHENS,OH,Public 4 Year,"10,746","$40,014,717 ",,,,,,,,,,,,,,,,,
310900,OHIO WESLEYAN UNIVERSITY,DELAWARE,OH,Private 4 Year,452,"$1,868,425 ",,,,,,,,,,,,,,,,,
311000,OTTERBEIN UNIVERSITY,WESTERVILLE,OH,Private 4 Year,708,"$2,691,033 ",,,,,,,,,,,,,,,,,
311300,PONTIFICAL COLLEGE JOSEPHINUM,COLUMBUS,OH,Private 4 Year,16,"$66,523 ",,,,,,,,,,,,,,,,,
311400,FIRELANDS REGIONAL MEDICAL CENTER - SOUT,SANDUSKY,OH,Private 2 Year,57,"$237,977 ",,,,,,,,,,,,,,,,,
311500,RABBINICAL COLLEGE OF TELSHE,WICKLIFFE,OH,Private 4 Year,32,"$151,001 ",,,,,,,,,,,,,,,,,
311600,UNIV OF RIO GRANDE,RIO GRANDE,OH,Private 4 Year,"1,652","$6,529,436 ",,,,,,,,,,,,,,,,,
311900,SINCLAIR COMMUNITY COLLEGE,DAYTON,OH,Public 2 Year,"10,651","$32,932,802 ",,,,,,,,,,,,,,,,,
312100,TIFFIN UNIVERSITY,TIFFIN,OH,Private 4 Year,"2,673","$9,579,066 ",,,,,,,,,,,,,,,,,
312300,UNIVERSITY OF AKRON,AKRON,OH,Public 4 Year,"9,432","$34,253,046 ",,,,,,,,,,,,,,,,,
312500,UNIVERSITY OF CINCINNATI,CINCINNATI,OH,Public 4 Year,"10,644","$39,366,962 ",,,,,,,,,,,,,,,,,
312700,UNIVERSITY OF DAYTON,DAYTON,OH,Private 4 Year,918,"$3,489,834 ",,,,,,,,,,,,,,,,,
313100,UNIVERSITY OF TOLEDO,TOLEDO,OH,Public 4 Year,"6,312","$24,259,275 ",,,,,,,,,,,,,,,,,
313300,URBANA UNIVERSITY,URBANA,OH,Private 4 Year,548,"$2,101,205 ",,,,,,,,,,,,,,,,,
313400,URSULINE COLLEGE,PEPPER PIKE,OH,Private 4 Year,373,"$1,478,987 ",,,,,,,,,,,,,,,,,
313500,WALSH UNIVERSITY,NORTH CANTON,OH,Private 4 Year,813,"$3,062,405 ",,,,,,,,,,,,,,,,,
302400,CASE WESTERN RESERVE UNIV,CLEVELAND,OH,Private 4 Year,867,"$3,516,431 ",,,,,,,,,,,,,,,,,
314100,WILBERFORCE UNIVERSITY,WILBERFORCE,OH,Private 4 Year,395,"$1,714,687 ",,,,,,,,,,,,,,,,,
314200,WILMINGTON COLLEGE,WILMINGTON,OH,Private 4 Year,525,"$2,033,432 ",,,,,,,,,,,,,,,,,
314300,WITTENBERG UNIVERSITY,SPRINGFIELD,OH,Private 4 Year,554,"$2,258,009 ",,,,,,,,,,,,,,,,,
314400,XAVIER UNIVERSITY,CINCINNATI,OH,Private 4 Year,822,"$3,137,485 ",,,,,,,,,,,,,,,,,
314500,YOUNGSTOWN STATE UNIVERSITY,YOUNGSTOWN,OH,Public 4 Year,"6,364","$24,358,902 ",,,,,,,,,,,,,,,,,
314600,WESTERN OKLAHOMA STATE COLLEGE,ALTUS,OK,Public 2 Year,680,"$2,254,573 ",,,,,,,,,,,,,,,,,
314700,BACONE COLLEGE,MUSKOGEE,OK,Private 4 Year,775,"$3,277,774 ",,,,,,,,,,,,,,,,,
314900,SOUTHERN NAZARENE UNIVERSITY,BETHANY,OK,Private 4 Year,762,"$2,849,388 ",,,,,,,,,,,,,,,,,
315000,CAMERON UNIVERSITY,LAWTON,OK,Public 4 Year,"3,003","$11,351,794 ",,,,,,,,,,,,,,,,,
315100,OKLAHOMA WESLEYAN UNIVERSITY,BARTLESVILLE,OK,Private 4 Year,540,"$1,668,927 ",,,,,,,,,,,,,,,,,
315200,UNIV OF CENTRAL OKLAHOMA,EDMOND,OK,Public 4 Year,"5,658","$21,644,250 ",,,,,,,,,,,,,,,,,
315300,CONNORS STATE COLLEGE,WARNER,OK,Public 2 Year,"1,430","$5,226,142 ",,,,,,,,,,,,,,,,,
315400,EAST CENTRAL UNIVERSITY,ADA,OK,Public 4 Year,"1,891","$7,548,078 ",,,,,,,,,,,,,,,,,
315500,EASTERN OKLAHOMA STATE COLLEGE,WILBURTON,OK,Public 2 Year,"1,131","$4,285,485 ",,,,,,,,,,,,,,,,,
315600,REDLANDS COMMUNITY COLLEGE,EL RENO,OK,Public 2 Year,698,"$2,171,906 ",,,,,,,,,,,,,,,,,
315700,LANGSTON UNIVERSITY,LANGSTON,OK,Public 4 Year,"1,622","$7,138,672 ",,,,,,,,,,,,,,,,,
315800,MURRAY STATE COLLEGE,TISHOMINGO,OK,Public 2 Year,"1,364","$4,761,706 ",,,,,,,,,,,,,,,,,
316000,NORTHEASTERN OKLAHOMA A & M COLLEGE,MIAMI,OK,Public 2 Year,"1,567","$5,877,541 ",,,,,,,,,,,,,,,,,
316100,NORTHEASTERN STATE UNIVERSITY,TAHLEQUAH,OK,Public 4 Year,"3,990","$15,678,845 ",,,,,,,,,,,,,,,,,
316200,NORTHERN OKLAHOMA COLLEGE,TONKAWA,OK,Public 2 Year,"2,194","$7,655,053 ",,,,,,,,,,,,,,,,,
316300,NORTHWESTERN OKLAHOMA STATE UNIV,ALVA,OK,Public 4 Year,837,"$3,277,923 ",,,,,,,,,,,,,,,,,
316400,OKLAHOMA BAPTIST UNIVERSITY,SHAWNEE,OK,Private 4 Year,715,"$2,943,321 ",,,,,,,,,,,,,,,,,
316500,OKLAHOMA CHRISTIAN UNIVERSITY,OKLAHOMA CITY,OK,Private 4 Year,575,"$2,306,414 ",,,,,,,,,,,,,,,,,
316600,OKLAHOMA CITY UNIVERSITY,OKLAHOMA CITY,OK,Private 4 Year,410,"$1,663,346 ",,,,,,,,,,,,,,,,,
316700,UNIV OF SCIENCE & ARTS OF OKLAHOMA,CHICKASHA,OK,Public 4 Year,432,"$1,836,623 ",,,,,,,,,,,,,,,,,
316800,ROGERS STATE UNIVERSITY,CLAREMORE,OK,Public 4 Year,"2,283","$8,091,927 ",,,,,,,,,,,,,,,,,
317000,OKLAHOMA STATE UNIVERSITY,STILLWATER,OK,Public 4 Year,"6,161","$24,282,852 ",,,,,,,,,,,,,,,,,
317200,OKLAHOMA STATE UNIVERSITY-OKMULGEE,OKMULGEE,OK,Public 4 Year,"1,682","$5,585,407 ",,,,,,,,,,,,,,,,,
317400,OKLAHOMA PANHANDLE STATE UNIVERSITY,GOODWELL,OK,Public 4 Year,595,"$2,369,911 ",,,,,,,,,,,,,,,,,
317600,CARL ALBERT STATE COLLEGE,POTEAU,OK,Public 2 Year,"1,558","$5,896,567 ",,,,,,,,,,,,,,,,,
317800,SEMINOLE STATE COLLEGE,SEMINOLE,OK,Public 2 Year,"1,016","$3,527,506 ",,,,,,,,,,,,,,,,,
317900,SOUTHEASTERN OKLAHOMA STATE UNIV,DURANT,OK,Public 4 Year,"1,858","$7,275,498 ",,,,,,,,,,,,,,,,,
318000,SOUTHWESTERN CHRISTIAN UNIVERSITY,BETHANY,OK,Private 4 Year,574,"$2,166,895 ",,,,,,,,,,,,,,,,,
318100,SOUTHWESTERN OKLAHOMA STATE UNIV,WEATHERFORD,OK,Public 4 Year,"1,728","$6,680,449 ",,,,,,,,,,,,,,,,,
318300,ST GREGORY'S UNIVERSITY,SHAWNEE,OK,Private 4 Year,331,"$1,265,900 ",,,,,,,,,,,,,,,,,
318400,UNIVERSITY OF OKLAHOMA,NORMAN,OK,Public 4 Year,"5,629","$22,230,671 ",,,,,,,,,,,,,,,,,
318500,UNIVERSITY OF TULSA,TULSA,OK,Private 4 Year,521,"$2,187,120 ",,,,,,,,,,,,,,,,,
318600,BLUE MOUNTAIN COMMUNITY COLLEGE,PENDLETON,OR,Public 2 Year,"1,108","$3,605,409 ",,,,,,,,,,,,,,,,,
318800,CENTRAL OREGON COMMUNITY COLLEGE,BEND,OR,Public 2 Year,"4,041","$13,391,463 ",,,,,,,,,,,,,,,,,
318900,CLATSOP COMMUNITY COLLEGE,ASTORIA,OR,Public 2 Year,761,"$2,461,180 ",,,,,,,,,,,,,,,,,
319100,CONCORDIA UNIVERSITY,PORTLAND,OR,Private 4 Year,692,"$2,755,187 ",,,,,,,,,,,,,,,,,
319300,EASTERN OREGON UNIVERSITY,LA GRANDE,OR,Public 4 Year,"1,930","$7,204,713 ",,,,,,,,,,,,,,,,,
319400,GEORGE FOX UNIVERSITY,NEWBERG,OR,Private 4 Year,856,"$3,393,057 ",,,,,,,,,,,,,,,,,
319600,LANE COMMUNITY COLLEGE,EUGENE,OR,Public 2 Year,"7,504","$25,344,963 ",,,,,,,,,,,,,,,,,
319700,LEWIS & CLARK COLLEGE,PORTLAND,OR,Private 4 Year,451,"$1,948,888 ",,,,,,,,,,,,,,,,,
319800,LINFIELD COLLEGE,MCMINNVILLE,OR,Private 4 Year,735,"$2,635,197 ",,,,,,,,,,,,,,,,,
319900,MARYLHURST UNIVERSITY,MARYLHURST,OR,Private 4 Year,367,"$1,206,921 ",,,,,,,,,,,,,,,,,
320300,MOUNT ANGEL SEMINARY,ST BENEDICT,OR,Private 4 Year,8,"$45,160 ",,,,,,,,,,,,,,,,,
320400,MOUNT HOOD COMMUNITY COLLEGE,GRESHAM,OR,Public 2 Year,"5,228","$17,384,800 ",,,,,,,,,,,,,,,,,
320600,MULTNOMAH UNIVERSITY,PORTLAND,OR,Private 4 Year,278,"$1,093,275 ",,,,,,,,,,,,,,,,,
320700,PACIFIC NORTHWEST COLLEGE OF ART,PORTLAND,OR,Private 4 Year,216,"$861,263 ",,,,,,,,,,,,,,,,,
320800,NORTHWEST CHRISTIAN UNIVERSITY,EUGENE,OR,Private 4 Year,286,"$1,129,110 ",,,,,,,,,,,,,,,,,
