OPEID,PELLID,Name,State,Type & Control,Recipients,Awards
488600,4886,ELECTRONIC INSTITUTES,PA,private 2 year,18,"61,600"
326200,3262,ELIZABETHTOWN COLLEGE,PA,private 4 year,327,"727,962"
1054200,10542,EMPIRE BEAUTY SCHOOL,PA,proprietary,"3,824","8,095,708"
653900,6539,EPISCOPAL SCHOOL OF NURSING,PA,private 2 year,64,"123,252"
489400,4894,ERIE BUSINESS CENTER,PA,proprietary,594,"1,368,880"
2203900,14695,ERIE INSTITUTE OF TECHNOLOGY,PA,proprietary,146,"345,789"
533000,15946,FAYETTE COUNTY AREA VOCATIONAL TECHNOLOGY,PA,public 2 year,79,"182,064"
972300,9723,FRANKFORD HOSPITAL SCHOOL OF NURSING,PA,private 2 year,99,"213,947"
326500,3265,FRANKLIN & MARSHALL COLLEGE,PA,private 4 year,182,"490,042"
791600,15456,FRANKLIN COUNTY CAREER AND TECHNOLOGY CENTER,PA,public 2 year,19,"40,375"
326600,3266,GANNON UNIVERSITY,PA,private 4 year,709,"1,746,039"
3128800,31288,GECAC TRAINING INSTITUTE,PA,private 2 year,28,"53,469"
326700,3267,GENEVA COLLEGE,PA,private 4 year,597,"1,388,498"
326800,3268,GETTYSBURG COLLEGE,PA,private 4 year,269,"701,525"
405800,4058,GRATZ COLLEGE,PA,private 4 year,2,"5,740"
2112200,14820,GREAT LAKES INSTITUTE OF TECHNOLOGY,PA,proprietary,461,"1,005,986"
1086000,15272,GREATER ALTOONA CAREER & TECHNOLOGY CENTER,PA,public 2 year,89,"196,790"
1000600,16626,GREATER JOHNSTOWN AREA VOCATIONAL TECHNICAL SCHOOL -,PA,public 2 year,121,"272,918"
1096300,16825,GREENE COUNTY VOCATIONAL TECHNICAL SCHOOL,PA,public 2 year,20,"64,104"
327000,3270,GWYNEDD-MERCY COLLEGE,PA,private 4 year,344,"889,385"
2276600,16084,HANOVER PUBLIC SCHOOL DISTRICT PRACTICAL NURSING PROGRAM,PA,public 2 year,18,"45,728"
327200,3272,HARCUM COLLEGE,PA,private 2 year,273,"724,775"
327300,3273,HARRISBURG AREA COMMUNITY COLLEGE,PA,public 2 year,"4,948","9,554,874"
3085200,30852,HARRISON CAREER INSTITUTE,PA,proprietary,151,"334,659"
327400,3274,HAVERFORD COLLEGE,PA,private 4 year,117,"317,102"
2554500,25545,HAZLETON AREA VOCATIONAL TECHNICAL SCHOOL PRACTICAL NURSING PROGRAM,PA,public 2 year,22,"72,350"
657600,6576,HERITAGE VALLEY HEALTH SYSTEM,PA,private 2 year,34,"65,772"
327500,3275,HOLY FAMILY UNIVERSITY,PA,private 4 year,580,"1,398,176"
3535300,35353,HUNTINGDON COUNTY CAREER AND TECHNOLOGY CENTER,PA,public 2 year,19,"56,367"
746900,7469,HUSSIAN SCHOOL OF ART,PA,proprietary,53,"149,012"
743600,7436,ICM SCHOOL OF BUSINESS AND MEDICAL CAREERS,PA,proprietary,"1,742","3,957,298"
327600,3276,IMMACULATA UNIVERSITY,PA,private 4 year,299,"208,185"
2350200,23502,INDIANA COUNTY TECHNOLOGY CENTER,PA,public 2 year,9,"18,550"
327700,3277,INDIANA UNIVERSITY OF PENNSYLVANIA - MAIN CAMPUS,PA,public 4 year,"3,766","9,737,276"
1021700,10217,INTERNATIONAL ACADEMY OF DESIGN AND TECHNOLOGY,PA,proprietary,911,"1,994,635"
820000,8200,JAMESON MEMORIAL HOSPITAL SCHOOL OF NURSING,PA,private 2 year,37,"102,914"
2616100,26161,JEAN MADELINE AVEDA INSTITUTE,PA,proprietary,138,"341,303"
865300,16566,JEFFERSON COUNTY DUBOIS AREA VOCATIONAL TECHL SCHOOL PRACTICAL NURSING,PA,public 2 year,45,"96,055"
3103300,31033,JNA INSTITUTE OF CULINARY ARTS,PA,proprietary,88,"165,002"
2114200,14734,JOHNSON COLLEGE,PA,private 2 year,138,"348,157"
327900,3279,JUNIATA COLLEGE,PA,private 4 year,305,"708,262"
328000,3280,KEYSTONE COLLEGE,PA,private 4 year,676,"1,522,892"
328200,3282,KINGS COLLEGE,PA,private 4 year,456,"1,106,437"
332200,3322,KUTZTOWN UNIVERSITY,PA,public 4 year,"1,902","4,936,238"
3236400,32364,L T INTERNATIONAL BEAUTY SCHOOL,PA,proprietary,121,"341,010"
398700,3987,LA ROCHE COLLEGE,PA,private 4 year,419,"934,200"
328700,3287,LA SALLE UNIVERSITY,PA,private 4 year,"1,019","2,594,816"
328300,3283,LACKAWANNA COLLEGE,PA,private 2 year,841,"1,760,497"
328400,3284,LAFAYETTE COLLEGE,PA,private 4 year,189,"513,419"
328500,3285,LANCASTER BIBLE COLLEGE,PA,private 4 year,215,"446,166"
2310800,16342,LANCASTER COUNTY CAREER AND TECHNOLOGY CENTER,PA,public 2 year,212,"454,787"
986300,9863,LANCASTER GENERAL COLLEGE OF NURSING AND HEALTH SCIENCES,PA,private 2 year,76,"145,876"
2212700,15630,LANCASTER SCHOOL OF COSMETOLOGY,PA,proprietary,84,"151,644"
777900,7779,LANSDALE SCHOOL OF BUSINESS,PA,proprietary,178,"353,955"
2292700,16197,LANSDALE SCHOOL OF COSMETOLOGY,PA,proprietary,22,"46,732"
2546200,17118,LAUREL BUSINESS INSTITUTE,PA,proprietary,328,"868,521"
2545000,17212,LAWRENCE COUNTY CAREER AND TECHNICAL CENTER,PA,public 2 year,51,"145,793"
2330300,16494,LEBANON COUNTY CAREER AND TECHNOLOGY CENTER,PA,public 2 year,47,"139,021"
328800,3288,LEBANON VALLEY COLLEGE,PA,private 4 year,256,"569,386"
681000,6810,LEHIGH CARBON COMMUNITY COLLEGE,PA,public 2 year,"1,821","3,574,637"
328900,3289,LEHIGH UNIVERSITY,PA,private 4 year,429,"1,064,845"
888900,8889,LEHIGH VALLEY COLLEGE,PA,proprietary,975,"2,170,864"
2282500,16100,LENAPE AREA VOCATIONAL TECHNICAL SCHOOL,PA,public 2 year,94,"190,899"
2118000,14300,LEVITTOWN BEAUTY ACADEMY,PA,proprietary,80,"161,259"
775900,7759,LINCOLN TECHNICAL INSTITUTE,PA,proprietary,514,"1,074,726"
783200,7832,LINCOLN TECHNICAL INSTITUTE,PA,proprietary,698,"1,641,541"
329000,3290,LINCOLN UNIVERSITY,PA,public 4 year,"1,086","3,299,865"
332300,3323,LOCK HAVEN UNIVERSITY OF PENNSYLVANIA,PA,public 4 year,"1,565","3,855,389"
681100,6811,LUZERNE COUNTY COMMUNITY COLLEGE,PA,public 2 year,"1,850","4,187,149"
329300,3293,LYCOMING COLLEGE,PA,private 4 year,326,"799,114"
2206200,15603,MAGNOLIA SCHOOL,PA,proprietary,71,"163,390"
329400,3294,MANOR COLLEGE,PA,private 2 year,289,"663,088"
332400,3324,MANSFIELD UNIVERSITY,PA,public 4 year,"1,218","3,220,050"
329600,3296,MARYWOOD UNIVERSITY,PA,private 4 year,607,"1,440,709"
489800,4898,MCCANN SCHOOL OF BUSINESS & TECHNOLOGY,PA,proprietary,"1,365","2,591,417"
856800,8568,MEDIAN SCHOOL OF ALLIED HEALTH CAREERS,PA,proprietary,162,"406,113"
2362300,16831,MERCER COUNTY CAREER CENTER,PA,public 2 year,55,"122,253"
489900,4899,MERCY HOSPITAL SCHOOL OF NURSING,PA,private 2 year,38,"87,822"
329700,3297,MERCYHURST COLLEGE,PA,private 4 year,"1,105","2,477,222"
329800,3298,MESSIAH COLLEGE,PA,private 4 year,425,"1,007,619"
709000,7090,METHODIST HOSPITAL SCHOOL OF NURSING,PA,private 2 year,17,"28,675"
3109100,31091,METROPOLITAN CAREER CENTER/COMPUTER TECHNOLOGY INSTITUTE,PA,private 2 year,157,"405,574"
2158300,15206,MIFFLIN-JUNIATA CAREER AND TECHNOLOGY CENTER,PA,public 2 year,49,"107,051"
332500,3325,MILLERSVILLE UNIVERSITY,PA,public 4 year,"1,481","3,535,618"
445200,4452,MONTGOMERY COUNTY COMMUNITY COLLEGE,PA,public 2 year,"1,771","3,640,297"
330000,3300,MOORE COLLEGE OF ART & DESIGN,PA,private 4 year,188,"507,510"
330100,3301,MORAVIAN COLLEGE,PA,private 4 year,275,"715,307"
330200,3302,MOUNT ALOYSIUS COLLEGE,PA,private 4 year,696,"1,630,862"
330400,3304,MUHLENBERG COLLEGE,PA,private 4 year,152,"343,143"
3952300,39523,NATIONAL MASSAGE THERAPY INSTITUTE,PA,proprietary,102,"184,075"
3439400,34394,NAWCC SCHOOL OF HOROLOGY,PA,private 2 year,1,"3,500"
398800,3988,NEUMANN COLLEGE,PA,private 4 year,592,"1,504,814"
778000,7780,NEW CASTLE SCHOOL OF TRADES,PA,proprietary,491,"1,142,903"
490100,4901,NEWPORT BUSINESS INSTITUTE,PA,proprietary,65,"145,914"
491400,4914,NEWPORT BUSINESS INSTITUTE,PA,proprietary,105,"274,142"
3471400,34714,NORTH CENTRAL INDUSTRIAL TECHNICAL EDUCATION CENTER,PA,private 2 year,15,"45,706"
719100,7191,NORTHAMPTON COMMUNITY COLLEGE,PA,public 2 year,"2,085","4,102,309"
2161400,15052,NORTHEASTERN HOSPITAL SCHOOL OF NURSING,PA,private 2 year,72,"171,451"
2353100,16702,NORTHERN TIER CAREER CENTER,PA,public 2 year,36,"86,229"
3950500,39505,NORTHWEST REGIONAL TECHNOLOGY INSTITUTE,PA,proprietary,22,"37,292"
2153500,15063,OAKBRIDGE ACADEMY OF ARTS,PA,proprietary,41,"98,126"
2183000,15427,ORLEANS TECHNICAL INSTITUTE,PA,private 2 year,665,"1,196,473"
2289500,16162,PACE INSTITUTE,PA,proprietary,209,"503,013"
330900,3309,PEIRCE COLLEGE,PA,private 4 year,"1,101","2,100,722"
944900,5939,PENNCO TECH,PA,proprietary,396,"969,905"
2119300,14822,"PENNSYLVANIA ACADEMY OF COSMETOLOGY, ARTS & SCIENCES",PA,proprietary,93,"211,670"
2107300,14653,PENNSYLVANIA ACADEMY OF THE FINE ARTS,PA,private 4 year,66,"194,904"
2269900,16021,PENNSYLVANIA COLLEGE OF ART & DESIGN,PA,private 4 year,60,"134,500"
339500,3395,PENNSYLVANIA COLLEGE OF TECHNOLOGY,PA,public 4 year,"2,198","5,318,488"
490200,4902,PENNSYLVANIA COMMERCIAL COLLEGE,PA,proprietary,468,"881,023"
2330600,16508,PENNSYLVANIA GUNSMITH SCHOOL,PA,proprietary,21,"58,900"
3180400,31804,PENNSYLVANIA HIGHLANDS COMMUNITY COLLEGE,PA,public 2 year,594,"1,265,760"
3006800,30068,PENNSYLVANIA INSTITUTE OF CULINARY ARTS,PA,proprietary,"1,110","2,897,771"
2574800,17353,PENNSYLVANIA INSTITUTE OF TAXIDERMY,PA,proprietary,9,"15,525"
1099800,10998,PENNSYLVANIA INSTITUTE OF TECHNOLOGY,PA,private 2 year,359,"857,034"
2255200,22552,PENNSYLVANIA SCHOOL OF BUSINESS,PA,proprietary,253,"569,071"
3766300,37663,PENNSYLVANIA SCHOOL OF MUSCLE THERAPY,PA,proprietary,33,"33,399"
332900,3329,PENNSYLVANIA STATE UNIVERSITY (THE),PA,public 4 year,"15,059","37,309,297"
335100,3351,PHILADELPHIA BIBLICAL UNIVERSITY,PA,private 4 year,352,"793,985"
335400,3354,PHILADELPHIA UNIVERSITY,PA,private 4 year,500,"1,238,327"
531000,5310,PITTSBURGH INSTITUTE OF AERONAUTICS,PA,private 2 year,84,"167,662"
1081400,10814,PITTSBURGH INSTITUTE OF MORTUARY SCIENCE,PA,private 2 year,54,"115,138"
743700,7437,PITTSBURGH TECHNICAL INSTITUTE,PA,proprietary,"1,406","3,244,490"
2301300,23013,PJA SCHOOL,PA,proprietary,348,"923,377"
335700,3357,POINT PARK UNIVERSITY,PA,private 4 year,"1,190","2,867,477"
1171500,11715,POTTSVILLE HOSPITAL & WARNE CLINIC,PA,private 2 year,37,"89,101"
3923300,39233,PRECISION MANUFACTURING INSTITUTE,PA,private 2 year,16,"28,876"
2213400,15631,PROFESSIONAL SKILLS CAREER ACADEMY,PA,proprietary,34,"57,050"
895500,15865,PRUONTOS HAIR DESIGN INSTITUTE & BEAUTY SCHOOL OF COSTMETOLOGY,PA,proprietary,25,"31,440"
1038800,10388,READING AREA COMMUNITY COLLEGE,PA,public 2 year,"2,033","3,896,566"
656500,14104,READING HOSPITAL AND MEDICAL CENTER,PA,private 2 year,82,"137,894"
335900,3359,ROBERT MORRIS UNIVERSITY,PA,private 4 year,"1,059","2,470,824"
1205000,12050,ROSEDALE TECHNICAL INSTITUTE,PA,private 2 year,243,"679,543"
336000,3360,ROSEMONT COLLEGE - ROSEMONT COLLEGE,PA,private 4 year,180,"511,398"
1321400,13124,ROXBOROUGH MEMORIAL HOSPITAL,PA,proprietary,55,"151,225"
336600,3366,SAINT FRANCIS UNIVERSITY,PA,private 4 year,422,"1,065,889"
336700,3367,SAINT JOSEPH'S UNIVERSITY,PA,private 4 year,553,"862,176"
336800,3368,SAINT VINCENT COLLEGE & SEMINARY,PA,private 4 year,331,"822,320"
594600,5946,SCHOOL OF RADIOLOGIC TECHNOLOGY AT ST CHRISTOPHER HOSPITAL,PA,proprietary,15,"52,400"
2147800,14984,SCHUYLKILL INSTITUTE OF BUSINESS & TECHNOLOGY,PA,proprietary,137,"355,832"
2251200,15888,SCHUYLKILL TECHNOLOGY CENTERS,PA,public 2 year,73,"123,950"
336200,3362,SETON HILL UNIVERSITY,PA,private 4 year,503,"1,295,462"
657800,6578,SHARON REGIONAL HEALTH SYSTEM SCHOOL OF NURSING,PA,private 2 year,31,"65,739"
332600,3326,SHIPPENSBURG UNIVERSITY,PA,public 4 year,"1,215","2,871,922"
332700,3327,SLIPPERY ROCK UNIVERSITY,PA,public 4 year,"2,115","5,265,878"
1292900,12929,SOUTH HILLS BEAUTY ACADEMY,PA,proprietary,60,"107,891"
1326300,13263,SOUTH HILLS SCHOOL OF BUSINESS & TECHNOLOGY,PA,proprietary,443,"1,079,817"
336400,16229,ST CHARLES BORROMEO SEMINARY,PA,private 4 year,12,"28,950"
655100,6551,ST MARGARET MEMORIAL HOSPITAL SCHOOL OF NURSING,PA,private 2 year,69,"166,138"
2539900,17013,STAR TECHNICAL INSTITUTE,PA,proprietary,544,"1,229,217"
2615400,26154,STAR TECHNICAL INSTITUTE,PA,proprietary,735,"1,625,931"
2206300,15604,STROUDSBURG SCHOOL OF COSMETOLOGY,PA,proprietary,20,"47,662"
3561400,35614,SUSQUEHANNA COUNTY CAREER & TECHNOLOGY CENTER,PA,public 2 year,6,"17,729"
336900,3369,SUSQUEHANNA UNIVERSITY,PA,private 4 year,269,"659,295"
337000,3370,SWARTHMORE COLLEGE,PA,private 4 year,158,"479,725"
1252300,12523,TALMUDICAL YESHIVA OF PHILADELPHIA,PA,private 4 year,24,"77,200"
337100,3371,TEMPLE UNIVERSITY,PA,private 4 year,"7,429","19,904,801"
791200,14990,THADDEUS STEVENS COLLEGE OF TECHNOLOGY,PA,public 2 year,269,"721,913"
337600,3376,THIEL COLLEGE,PA,private 4 year,470,"1,235,396"
1239300,13549,THOMAS JEFFERSON UNIVERSITY,PA,private 4 year,218,"331,673"
491000,4910,THOMPSON INSTITUTE,PA,proprietary,"2,221","5,314,200"
783900,7839,TRIANGLE TECH,PA,proprietary,730,"1,852,486"
3010800,30108,TRI-STATE BUSINESS INSTITUTE,PA,proprietary,"1,200","2,227,064"
337800,3378,UNIVERSITY OF PENNSYLVANIA,PA,private 4 year,"1,044","2,865,428"
337900,8815,UNIVERSITY OF PITTSBURGH - PITTSBURGH,PA,public 4 year,"5,067","12,265,059"
335300,3353,UNIVERSITY OF SCIENCES IN PHILADELPHIA,PA,private 4 year,500,"1,349,717"
338400,3384,UNIVERSITY OF SCRANTON,PA,private 4 year,670,"1,731,623"
335000,3350,UNIVERSITY OF THE ARTS (THE),PA,private 4 year,488,"1,357,716"
594200,5942,UPMC PRESBYTERIAN SCHOOL OF MEDICAL IMAGING,PA,private 2 year,9,"27,400"
338500,3385,URSINUS COLLEGE,PA,private 4 year,305,"836,565"
330600,3306,VALLEY FORGE CHRISTIAN COLLEGE,PA,private 4 year,368,"920,882"
338600,3386,VALLEY FORGE MILITARY COLLEGE,PA,private 2 year,33,"90,677"
2306200,16298,VENANGO COUNTY AREA VOCATIONAL TECHNICAL SCHOOL,PA,public 2 year,24,"75,550"
2061000,13650,VENUS BEAUTY ACADEMY,PA,proprietary,85,"165,554"
338800,3388,VILLANOVA UNIVERSITY,PA,private 4 year,638,"1,626,080"
2192800,15499,WALNUT HILL COLLEGE,PA,proprietary,215,"550,214"
338900,3389,WASHINGTON AND JEFFERSON COLLEGE,PA,private 4 year,266,"678,252"
658200,6582,WASHINGTON HOSPITAL (THE) - SCHOOL OF NURSING,PA,private 2 year,98,"187,578"
339100,3391,WAYNESBURG COLLEGE,PA,private 4 year,612,"1,285,470"
1162200,11622,WELDER TRAINING & TESTING INSTITUTE,PA,proprietary,12,"41,350"
332800,3328,WEST CHESTER UNIVERSITY OF PENNSYLVANIA,PA,public 4 year,"1,791","4,502,782"
2350100,16699,WESTERN AREA CAREER & TECHNOLOGY CENTER,PA,public 2 year,35,"86,782"
658300,6583,WESTERN PENNSYLVANIA HOSPITAL SCHOOL OF NURSING,PA,private 2 year,35,"81,538"
2202300,15574,WESTERN SCHOOL OF HEALTH AND BUSINESS CAREERS,PA,proprietary,"1,038","2,616,112"
339200,3392,WESTMINISTER COLLEGE,PA,private 4 year,314,"772,315"
1017600,10176,WESTMORELAND COUNTY COMMUNITY COLLEGE,PA,public 2 year,"2,245","4,644,451"
331300,3313,WIDENER UNIVERSITY,PA,private 4 year,785,"1,881,078"
2529800,17083,WILKES BARRE AREA VOCATIONAL TECHNICAL SCHOOL PRACTICAL NURSING PRGM,PA,public 2 year,104,"220,088"
339400,3394,WILKES UNIVERSITY,PA,private 4 year,659,"1,582,370"
339600,3396,WILSON COLLEGE,PA,private 4 year,190,"486,260"
3503300,35033,WINNER INSTITUTE OF ARTS & SCIENCES,PA,private 2 year,69,"170,161"
1313400,13134,YESHIVATH BETH MOSHE,PA,private 4 year,20,"59,100"
339900,3399,YORK COLLEGE OF PENNSYLVANIA,PA,private 4 year,813,"1,835,231"
536500,16526,YORK COUNTY SCHOOL OF TECHNOLOGY,PA,public 2 year,59,"82,632"
2120800,14766,YORKTOWNE BUSINESS INSTITUTE,PA,proprietary,278,"750,990"
2127400,14765,YTI CAREER INSTITUTE,PA,proprietary,931,"2,004,824"
3122500,31225,ACADEMIA SERRANT,PR,proprietary,306,"715,679"
3142300,31423,ACADEMIA VOCATIONAL DEL TURABO,PR,proprietary,94,"314,637"
3843300,38433,ADVANCED TECH COLLEGE,PR,proprietary,124,"214,325"
3849300,38493,AGUADILLA TECHNICAL COLLEGE,PR,proprietary,16,"41,079"
2303800,16268,AMERICAN EDUCATIONAL COLLEGE,PR,proprietary,"1,117","3,166,800"
3600300,36003,AMERICAN TECHNOLOGICAL COLLEGE,PR,proprietary,389,"1,132,237"
1194100,11941,AMERICAN UNIVERSITY OF PUERTO RICO,PR,private 4 year,"3,603","10,110,726"
2234900,15758,ANTILLES SCHOOL OF TECHNICAL CAREERS,PR,proprietary,433,"1,144,667"
3544300,35443,ATENAS COLLEGE,PR,private 2 year,958,"2,704,960"
2505400,16871,"ATLANTIC COLLEGE, INC",PR,private 4 year,752,"2,076,456"
2297700,16212,AUTOMECA TECHNICAL COLLEGE,PR,proprietary,"1,752","5,000,047"
502200,10015,BAYAMON CENTRAL UNIVERSITY,PR,private 4 year,"2,429","7,197,477"
3758300,37583,BAYAMON COMMUNITY COLLEGE,PR,proprietary,156,"409,678"
3120500,31205,CAGUAS CENTRAL COLLEGE,PR,proprietary,1,450
3025500,30255,CAGUAS INSTITUTE OF MECHANICAL TECHNOLOGY,PR,proprietary,"3,244","9,202,074"
3608300,36083,CARIBBEAN FORENSIC & TECHNICAL COLLEGE,PR,proprietary,212,"530,863"
1252500,12525,CARIBBEAN UNIVERSITY,PR,private 4 year,"3,698","10,996,516"
1072400,10724,CARLOS ALBIZU UNIVERSITY-SAN JUAN MAIN CAMPUS,PR,private 4 year,397,"1,018,160"
3585300,35853,CENTRO DE CAPACITACION Y ASESORAMIENTO VETELBA,PR,proprietary,323,"872,435"
2189100,15465,CENTRO DE ESTUDIOS MULTIDISCIPLINARIOS,PR,private 2 year,"1,818","5,166,126"
3336300,33363,CENTURY COLLEGE,PR,proprietary,126,"239,134"
3735400,37354,"CHARLIE'S GUARD, DETECTIVE BUREAU, AND ACADEMY",PR,proprietary,138,"423,946"
2335500,16544,COLEGIO BIBLICO PENTECOSTAL DE PUERTO RICO,PR,private 4 year,139,"363,448"
3157600,31576,"COLEGIO DE LAS CIENCIAS, ARTES Y TELEVISION",PR,proprietary,406,"912,799"
2552300,17120,COLEGIO MAYOR DE TECHNOLOGIA,PR,proprietary,519,"1,625,605"
3531300,35313,COLEGIO PENTECOSTAL MIZPA,PR,private 4 year,145,"408,417"
3800300,38003,COLEGIO T´CNICO DE ELECTRICIDAD GALLOZA,PR,proprietary,70,"147,515"
3061900,30619,COLEGIO TECHNOLOGICO Y COMERCIAL DE PUERTO RICO,PR,proprietary,108,"213,757"
2097000,20970,COLEGIO TECNICO METROPOLITANO,PR,proprietary,536,"1,621,602"
1056700,10567,COLEGIO TECNOLOGICO DE SAN JUAN,PR,public 4 year,785,"2,161,240"
890200,13517,COLUMBIA CENTRO UNIVERSITARIO,PR,proprietary,"1,457","4,100,278"
2241900,15868,COMMONWEALTH OF PUERTO RICO DEPARTMENT OF EDUCATION -DEPT OF EDUCATIO,PR,public 2 year,"2,681","8,172,618"
1081900,10819,CONSERVATORIO DE MUSICA DE PUERTO RICO,PR,public 4 year,192,"576,096"
3070500,30705,D'MART INSTITUTE,PR,proprietary,"1,645","4,280,486"
3021900,30219,EDIC  COLLEGE,PR,proprietary,903,"2,668,435"
2165100,13587,EDP COLLEGE OF PUERTO RICO,PR,proprietary,"1,877","5,151,252"
2570400,17287,EDUCATIONAL TECHNICAL COLLEGE (EDUTEC),PR,proprietary,"1,159","3,483,099"
2189300,14823,EMMA'S BEAUTY ACADEMY,PR,proprietary,560,"1,573,101"
3075600,30756,EMMA'S BEAUTY ACADEMY,PR,proprietary,527,"1,641,856"
2569400,17345,ESCUELA DE ARTES PLASTICAS DE PUERTO RICO,PR,public 4 year,325,"1,005,379"
3106900,31069,ESCUELA DE PERITOS ELECTRICISTAS DE ISABELA,PR,proprietary,90,"175,639"
3751300,37513,ESCUELA HOTELERA DE SAN JUAN,PR,proprietary,422,"1,085,491"
2576100,17346,ESCUELA TECNICA DE ELECTRICIDAD,PR,proprietary,816,"2,138,189"
3123100,31231,GLOBELLE TECHNICAL INSTITUTE INCORPORATED,PR,proprietary,145,"324,454"
2593700,25937,HISPANIC AMERICAN COLLEGE,PR,proprietary,508,"1,349,933"
2260800,14105,HUERTAS JUNIOR COLLEGE,PR,proprietary,"1,887","4,640,339"
2340600,14952,HUMACAO COMMUNITY COLLEGE,PR,private 2 year,620,"1,488,278"
3781400,37814,INDUSTRIAL TECHNICAL COLLEGE,PR,proprietary,134,"425,131"
2504500,16915,INSTITUCION CHAVIANO DE MAYAGUEZ,PR,proprietary,35,"117,450"
2343600,15542,INSTITUTE OF BEAUTY CAREERS,PR,proprietary,799,"2,045,384"
3800400,38004,INSTITUTE OF BEAUTY OCCUPATIONS AND TECHNOLOGY COURSE,PR,proprietary,362,"799,148"
1194000,11940,INSTITUTO COMERCIAL DE PUERTO RICO JUNIOR COLLEGE-MAIN,PR,proprietary,"1,669","3,917,507"
2166400,14534,INSTITUTO DE BANCA Y COMERCIO,PR,proprietary,"16,449","45,010,558"
2170300,15305,INSTITUTO DE EDUCACION TECNICA OCUPACIONAL LA REINE-MANATI,PR,proprietary,521,"1,114,963"
3098100,30981,INSTITUTO IRMA VALENTIN - MANATI,PR,proprietary,605,"1,439,921"
2512100,16099,INSTITUTO IRMA VALENTIN - UTUADO,PR,proprietary,456,"1,148,700"
2611100,26111,INSTITUTO MERLIX,PR,proprietary,270,"655,213"
3452300,34523,INSTITUTO PRE-VOCACIONAL E INDUSTRIAL DE PUERTO RICO,PR,private 2 year,91,"189,529"
3469300,34693,INSTITUTO VOCACIONAL AUREA E. MENDEZ,PR,proprietary,114,"308,974"
393800,3938,INTER AMERICAN UNIVERSITY OF PUERTO RICO,PR,private 4 year,"35,405","106,926,439"
2276400,16055,INTERNATIONAL JUNIOR COLLEGE - MAIN CAMPUS,PR,proprietary,412,"1,113,686"
2562500,17233,INTERNATIONAL TECHNICAL COLLEGE,PR,proprietary,186,"495,158"
3785300,37853,J.G. GUAYNABO TECHNICAL COLLEGE,PR,proprietary,80,"124,451"
3112100,31121,JOHN DEWEY COLLEGE,PR,private 4 year,"6,035","16,715,729"
3552300,35523,LESTON COLLEGE,PR,proprietary,118,"229,430"
2195800,14452,LICEO DE ARTE Y TECNOLOGIA,PR,private 2 year,"1,334","3,523,892"
3025900,30259,"LICEO DE ARTE, DISENOS Y COMERCIO",PR,proprietary,574,"1,509,339"
2549700,17139,MAISON D' ESTHETIQUE ACADEMY,PR,proprietary,295,"734,181"
2063100,12178,MBTI BUSINESS TRAINING INSTITUTE,PR,proprietary,"1,280","3,146,837"
2195400,15006,MODERN HAIRSTYLING INSTITUTE,PR,proprietary,344,"792,294"
2195500,15007,MODERN HAIRSTYLING INSTITUTE,PR,proprietary,127,"327,758"
2195900,15008,MODERN HAIRSTYLING INSTITUTE,PR,proprietary,394,"937,280"
3414300,34143,MONTECLARO ESCUELA DE HOTELERIA Y ARTES CULINARIAS,PR,private 2 year,12,"32,359"
3965400,39654,MYRANGEL BEAUTY INSTITUTE,PR,proprietary,25,"60,434"
2260600,15953,NATIONAL COLLEGE OF BUSINESS AND TECHNOLOGY,PR,proprietary,"5,233","11,539,349"
3124200,31242,NOVA COLLEGE OF PUERTO RICO,PR,proprietary,267,"658,862"
3461400,34614,POLITEC INSTITUTE,PR,proprietary,211,"451,897"
2534900,16989,PONCE PARAMEDICAL COLLEGE (POPAC),PR,proprietary,"2,779","8,475,183"
393600,3936,PONTIFICAL CATHOLIC UNIVERSITY OF PUERTO RICO (THE),PR,private 4 year,"6,743","21,720,981"
3104400,31044,PROFESSIONAL ELECTRICAL SCHOOL,PR,proprietary,127,"274,981"
3085700,30857,PROFESSIONAL TECHNICAL INSTITUTION,PR,proprietary,486,"1,221,247"
3076000,30760,PUERTO RICO BARBER COLLEGE,PR,proprietary,151,"342,411"
2566800,17246,PUERTO RICO TECH JUNIOR COLLEGE -,PR,proprietary,193,"481,462"
1314800,13148,RAMIREZ COLLEGE OF BUSINESS & TECHNOLOGY,PR,proprietary,574,"1,650,637"
2563500,17357,ROGIE'S SCHOOL OF BEAUTY CULTURE,PR,proprietary,498,"1,060,073"
3638300,36383,ROSSLYN TRAINING ACADEMY OF COSMETOLOGY,PR,proprietary,75,"256,640"
1120300,11203,"RYDER MEMORIAL HOSPITAL, SCHOOL OF PRACTICAL NURSING",PR,private 2 year,11,"38,813"
2502400,16829,SERBIA'S TECHNICAL COLLEGE,PR,proprietary,520,"1,005,407"
3068400,30684,STAR CAREER COLLEGE,PR,proprietary,179,"413,329"
3115900,31159,TRINITY COLLEGE OF PUERTO RICO,PR,private 2 year,313,"960,113"
3326300,33263,UNIVERSAL CAREER COUNSELING CENTERS,PR,proprietary,836,"2,349,564"
3029700,30297,UNIVERSAL TECHNOLOGY COLLEGE  OF  PR,PR,private 2 year,"1,851","5,004,542"
501900,5019,UNIVERSIDAD ADVENTISTA DE LAS ANTILLAS,PR,private 4 year,706,"2,279,079"
2163300,14999,UNIVERSIDAD CENTRAL DEL CARIBE,PR,private 4 year,76,"210,881"
394100,11718,UNIVERSIDAD DEL ESTE,PR,private 4 year,"10,674","30,742,703"
