OPEID,NAME,CITY,STATE,Insttype,Recips,Awards
4138300,INTERNATIONAL BEAUTY ACADEMY,PHILADELPHIA,PA,Proprietary 2 Year,25,"89,758"
820000,JAMESON MEMORIAL HOSP SCH NURSING,NEW CASTLE,PA,Private 2 Year,43,"186,212"
2616100,JEAN MADELINE ED CTR FOR COSM,PHILADELPHIA,PA,Proprietary 2 Year,246,"888,163"
865300,JEFFERSON CO DUBOIS VOC TECH-PR NSG,REYNOLDSVILLE,PA,Public 4 Year,34,"134,234"
3103300,JNA INSTITUTE OF CULINARY ARTS,PHILADELPHIA,PA,Proprietary 2 Year,82,"333,577"
2114200,JOHNSON COLLEGE,SCRANTON,PA,Private 2 Year,232,"905,146"
327900,JUNIATA COLLEGE,HUNTINGDON,PA,Private 4 Year,338,"1,300,862"
2158300,JUNIATA-MIFFLIN CO AREA VOC TECH,LEWISTOWN,PA,Public 2 Year,61,"185,967"
491000,KAPLAN CAREER INSTITUTE,HARRISBURG,PA,Proprietary 2 Year,"2,108","7,252,739"
743600,KAPLAN CAREER INSTITUTE - ICM CAMPUS,PITTSBURGH,PA,Proprietary 2 Year,844,"2,886,450"
328000,KEYSTONE COLLEGE,LA PLUME,PA,Private 4 Year,952,"3,555,770"
328200,KINGS COLLEGE,WILKES-BARRE,PA,Private 4 Year,715,"2,781,334"
332200,KUTZTOWN UNIVERSITY OF PENNSYLVANIA,KUTZTOWN,PA,Public 4 Year,"3,085","11,730,118"
398700,LA ROCHE COLLEGE,PITTSBURGH,PA,Private 4 Year,512,"1,978,370"
328300,LACKAWANNA COLLEGE,SCRANTON,PA,Private 2 Year,"1,197","4,474,384"
328400,LAFAYETTE COLLEGE,EASTON,PA,Private 4 Year,267,"993,863"
328500,LANCASTER BIBLE COLLEGE,LANCASTER,PA,Private 4 Year,455,"1,551,963"
2310800,LANCASTER COUNTY CAREER & TECH CTR,WILLOW STREET,PA,Public 2 Year,303,"1,084,965"
986300,LANCASTER GENERAL COLLEGE OF NURSING AND,LANCASTER,PA,Private 4 Year,378,"1,161,338"
2212700,LANCASTER SCHOOL OF COSMETOLOGY,LANCASTER,PA,Proprietary 2 Year,92,"262,088"
777900,LANSDALE SCHOOL OF BUSINESS,NORTH WALES,PA,Proprietary 2 Year,384,"1,176,187"
2292700,LANSDALE SCHOOL OF COSMETOLOGY,LANSDALE,PA,Proprietary 2 Year,28,"99,047"
328700,LASALLE UNIVERSITY,PHILADELPHIA,PA,Private 4 Year,"1,650","6,581,331"
2546200,LAUREL BUSINESS INSTITUTE,UNIONTOWN,PA,Proprietary 2 Year,234,"901,389"
2092500,LAUREL TECHNICAL INSTITUTE,SHARON,PA,Proprietary 2 Year,348,"1,378,251"
2545000,LAWRENCE COUNTY CAREER AND TECHNICAL CEN,NEW CASTLE,PA,Public 2 Year,39,"137,799"
3006800,LE CORDON BLEU INSTITUTE OF CULINARY ART,PITTSBURGH,PA,Proprietary 2 Year,"2,190","8,539,358"
2330300,LEBANON CO CAREER & TECHNOLOGY CTR,LEBANON,PA,Public 2 Year,79,"313,843"
328800,LEBANON VALLEY COLLEGE,ANNVILLE,PA,Private 4 Year,396,"1,360,710"
681000,LEHIGH CARBON COMMUNITY COLLEGE,SCHNECKSVILLE,PA,Public 2 Year,"2,713","8,184,658"
328900,LEHIGH UNIVERSITY,BETHLEHEM,PA,Private 4 Year,691,"2,692,262"
2282500,LENAPE SCHOOL OF PRACTICAL NURSING,FORD CITY,PA,Public 2 Year,109,"372,926"
2118000,LEVITTOWN BEAUTY ACADEMY LLC,LEVITTOWN,PA,Proprietary 2 Year,64,"201,780"
4175900,LEWISTOWN HOSPITAL SCHOOL OF NURSING,LEWISTOWN,PA,Private 2 Year,19,"66,962"
775900,LINCOLN TECHNICAL INSTITUTE,ALLENTOWN,PA,Proprietary 2 Year,738,"2,451,818"
730305,LINCOLN TECHNICAL INSTITUTE - PHILADELPH,PHILADELPHIA,PA,Proprietary 2 Year,540,"1,813,064"
329000,LINCOLN UNIVERSITY,LINCOLN UNIVERSITY,PA,Public 4 Year,"1,210","5,266,560"
332300,LOCK HAVEN UNIV OF PENNSYLVANIA,LOCK HAVEN,PA,Public 4 Year,"2,075","7,744,968"
3236400,LT INTERNATIONAL BEAUTY SCHOOL,PHILADELPHIA,PA,Proprietary 2 Year,114,"394,065"
681100,LUZERNE COUNTY COMMUNITY COLLEGE,NANTICOKE,PA,Public 2 Year,"3,280","10,973,605"
329300,LYCOMING COLLEGE,WILLIAMSPORT,PA,Private 4 Year,472,"1,843,451"
329400,MANOR COLLEGE,JENKINTOWN,PA,Private 2 Year,491,"1,735,022"
332400,MANSFIELD UNIVERSITY,MANSFIELD,PA,Public 4 Year,"1,408","5,550,509"
329600,MARYWOOD UNIVERSITY,SCRANTON,PA,Private 4 Year,848,"3,243,767"
489800,MCCANN SCHOOL OF BUSINESS & TECHNOL,POTTSVILLE,PA,Proprietary 2 Year,"4,420","14,595,184"
2362300,MERCER COUNTY AREA VOC TECH SCHOOL,MERCER,PA,Public 2 Year,54,"249,283"
489900,MERCY HOSP SCH OF NURSING,PITTSBURGH,PA,Private 2 Year,36,"157,565"
329700,MERCYHURST COLLEGE,ERIE,PA,Private 4 Year,"1,882","7,112,906"
329800,MESSIAH COLLEGE,GRANTHAM,PA,Private 4 Year,578,"2,105,511"
4158000,METRO BEAUTY ACADEMY,ALLENTOWN,PA,Proprietary 2 Year,142,"532,588"
3109100,METROPOLITAN CAREER CENTER,PHILADELPHIA,PA,Private 2 Year,130,"426,343"
332500,MILLERSVILLE UNIVERSITY OF PA,MILLERSVILLE,PA,Public 4 Year,"2,431","8,978,380"
324700,MISERICORDIA  UNIVERSITY,DALLAS,PA,Private 4 Year,702,"2,538,837"
445200,MONTGOMERY COUNTY COMMUNITY COLLEGE,BLUE BELL,PA,Public 2 Year,"4,384","13,354,992"
330000,MOORE COLLEGE OF ART & DESIGN,PHILADELPHIA,PA,Private 4 Year,205,"784,976"
330100,MORAVIAN COLLEGE,BETHLEHEM,PA,Private 4 Year,526,"2,008,237"
330200,MOUNT ALOYSIUS COLLEGE,CRESSON,PA,Private 4 Year,805,"2,940,545"
330400,MUHLENBERG COLLEGE,ALLENTOWN,PA,Private 4 Year,287,"1,036,784"
3952300,NATIONAL MASSAGE THERAPY INSTITUTE,PHILADELPHIA,PA,Proprietary 2 Year,640,"1,867,088"
3439400,NAWCC SCHOOL OF HOROLOGY,COLUMBIA,PA,Private 2 Year,1,"5,550"
398800,NEUMANN UNIVERSITY,ASTON,PA,Private 4 Year,"1,009","3,849,946"
778000,NEW CASTLE SCHOOL OF TRADES,PULASKI,PA,Proprietary 2 Year,855,"3,145,342"
490100,NEWPORT BUSINESS INSTITUTE,LOWER BURRELL,PA,Proprietary 2 Year,68,"248,696"
491400,NEWPORT BUSINESS INSTITUTE,WILLIAMSPORT,PA,Proprietary 2 Year,93,"328,642"
719100,NORTHAMPTON COMMUNITY COLLEGE,BETHLEHEM,PA,Public 2 Year,"5,479","16,714,038"
2161400,NORTHEASTERN HOSP SCH OF NRSG,PHILADELPHIA,PA,Private 2 Year,55,"162,427"
2353100,NORTHERN TIER CAREER CENTER,TOWANDA,PA,Public 2 Year,36,"154,969"
3950500,NORTHWEST REGIONAL TECHNOLOGY INSTITUTE,ERIE,PA,Proprietary 2 Year,61,"156,316"
2153500,OAKBRIDGE ACADEMY OF ARTS,LOWER BURRELL,PA,Proprietary 2 Year,53,"217,392"
2183000,ORLEANS TECHNICAL INSTITUTE,PHILADELPHIA,PA,Private 2 Year,517,"1,496,881"
2119300,PA ACAD OF COSMETOLOGY ARTS & SCI,JOHNSTOWN,PA,Proprietary 2 Year,90,"325,645"
2289500,PACE INSTITUTE,READING,PA,Proprietary 2 Year,289,"1,198,117"
330900,PEIRCE COLLEGE,PHILADELPHIA,PA,Private 4 Year,"1,558","4,741,166"
490200,PENN COMMERCIAL BUSINESS/TECHNICAL SCHL,WASHINGTON,PA,Proprietary 2 Year,443,"1,451,075"
332900,PENN STATE UNIVERSITY,UNIVERSITY PARK,PA,Public 4 Year,"23,649","85,244,240"
944900,PENNCO TECH,BRISTOL,PA,Proprietary 2 Year,575,"2,056,053"
2107300,PENNSYLVANIA ACADEMY OF FINE ARTS,PHILADELPHIA,PA,Private 4 Year,89,"371,955"
2269900,PENNSYLVANIA COLLEGE OF ART & DESIGN,LANCASTER,PA,Private 4 Year,103,"380,008"
339500,PENNSYLVANIA COLLEGE OF TECHNOLOGY,WILLIAMSPORT,PA,Public 4 Year,"2,867","10,204,166"
2330600,PENNSYLVANIA GUNSMITH SCHOOL,PITTSBURGH,PA,Proprietary 2 Year,34,"124,321"
3180400,PENNSYLVANIA HIGHLANDS COMMUNITY COLLEGE,JOHNSTOWN,PA,Public 2 Year,947,"3,207,057"
2574800,PENNSYLVANIA INSTITUTE OF TAXIDERMY,EBENSBURG,PA,Proprietary 2 Year,9,"41,500"
1099800,PENNSYLVANIA INSTITUTE OF TECH,MEDIA,PA,Private 2 Year,"1,061","3,883,510"
2255200,PENNSYLVANIA SCHOOL OF BUSINESS,ALLENTOWN,PA,Proprietary 2 Year,544,"1,925,244"
3766300,PENNSYLVANIA SCHOOL OF MUSCLE THERAPY,KING OF PRUSSIA,PA,Proprietary 2 Year,137,"323,442"
335400,PHILADELPHIA UNIVERSITY,PHILADELPHIA,PA,Private 4 Year,905,"3,599,026"
1081400,PITTSBURGH INST MORTUARY SCIENCE,PITTSBURGH,PA,Private 2 Year,92,"295,989"
531000,PITTSBURGH INST OF AERONAUTICS,PITTSBURGH,PA,Private 2 Year,228,"826,217"
743700,PITTSBURGH TECHNICAL INSTITUTE,OAKDALE,PA,Proprietary 2 Year,"1,725","6,110,887"
335700,POINT PARK UNIVERSITY,PITTSBURGH,PA,Private 4 Year,"1,564","5,750,603"
3923300,PRECISION MANUFACTURING INSTITUTE,MEADVILLE,PA,Private 2 Year,17,"59,387"
3781300,PRINCETON INFORMATION TECHNOLOGY CENTER,GLENSIDE,PA,Proprietary 2 Year,179,"591,282"
2301300,PRISM CAREER INSTITUTE,UPPER DARBY,PA,Proprietary 2 Year,736,"2,754,165"
895500,PRUONTOS HAIR DESIGN INSTITUTE,ALTOONA,PA,Proprietary 2 Year,30,"127,648"
4145800,PULSE BEAUTY ACADEMY A PAUL MITCHELL PAR,DOWNINGTON,PA,Proprietary 2 Year,102,"339,649"
1038800,READING AREA COMMUNITY COLLEGE,READING,PA,Public 2 Year,"3,986","11,245,775"
656500,READING HOSPITAL SCHOOL OF HEALTH SCIENC,WEST READING,PA,Private 2 Year,139,"491,603"
335900,ROBERT MORRIS UNIVERSITY,MOON TOWNSHIP,PA,Private 4 Year,"1,373","5,100,016"
1205000,ROSEDALE TECHNICAL INSTITUTE,PITTSBURGH,PA,Private 2 Year,398,"1,566,559"
336000,ROSEMONT COLLEGE,ROSEMONT,PA,Private 4 Year,315,"1,315,825"
1321400,ROXBOROUGH MEM HOSP SCH OF NURSING,PHILADELPHIA,PA,Proprietary 2 Year,64,"272,483"
336600,SAINT FRANCIS UNIVERSITY,LORETTO,PA,Private 4 Year,547,"1,977,725"
336700,SAINT JOSEPH'S UNIVERSITY,PHILADELPHIA,PA,Private 4 Year,785,"2,631,488"
2202300,SANFORD-BROWN INSTITUTE,PITTSBURGH,PA,Proprietary 2 Year,"1,532","5,254,573"
2251200,SCHUYLKILL COUNTY AREA VOC TECH SCH,FRACKVILLE,PA,Public 2 Year,42,"155,961"
1171500,SCHUYLKILL HEALTH SCHOOL OF NURSING,POTTSVILLE,PA,Private 2 Year,31,"119,289"
336200,SETON HILL UNIVERSITY,GREENSBURG,PA,Private 4 Year,653,"2,507,658"
657600,SEWICKLEY VALLEY HOSP SCH NRSNG,SEWICKLEY,PA,Private 2 Year,39,"148,250"
657800,SHARON REGIONAL SCHOOL OF NURSING,SHARON,PA,Private 2 Year,23,"101,975"
332600,SHIPPENSBURG UNIVERSITY,SHIPPENSBURG,PA,Public 4 Year,"2,152","8,165,139"
332700,SLIPPERY ROCK UNIVERSITY,SLIPPERY ROCK,PA,Public 4 Year,"2,698","10,264,740"
4149800,SOMERSET COUNTY TECHNOLOGY CENTER,SOMERSET,PA,Public 2 Year,30,"150,496"
1292900,SOUTH HILLS BEAUTY ACADEMY,PITTSBURGH,PA,Proprietary 2 Year,57,"204,126"
1326300,SOUTH HILLS SCHOOL OF BUSINESS & TECHNOL,STATE COLLEGE,PA,Proprietary 2 Year,637,"2,186,696"
657400,"ST LUKE'S HOSPITAL OF BETHLEHEM, PA",BETHLEHEM,PA,Private 2 Year,59,"169,926"
655100,ST MARGARET SCHL OF NURSING,PITTSBURGH,PA,Private 2 Year,79,"283,574"
336800,ST VINCENT COLLEGE,LATROBE,PA,Private 4 Year,483,"1,915,328"
336400,ST. CHARLES BORROMEO SEMINARY,WYNNEWOOD,PA,Private 4 Year,17,"75,555"
2206300,STROUDSBURG SCHOOL OF COSMETOLOGY,STROUDSBURG,PA,Proprietary 2 Year,61,"219,857"
3561400,SUSQUEHANNA COUNTY CAREER & TECHNOL,DIMOCK,PA,Public 2 Year,15,"55,305"
336900,SUSQUEHANNA UNIVERSITY,SELINSGROVE,PA,Private 4 Year,497,"1,911,415"
337000,SWARTHMORE COLLEGE,SWARTHMORE,PA,Private 4 Year,233,"880,766"
1252300,TALMUDICAL YESHIVA OF PHILA,PHILADELPHIA,PA,Private 4 Year,36,"152,950"
337100,TEMPLE UNIVERSITY,PHILADELPHIA,PA,Private 4 Year,"10,187","40,025,294"
791200,THADDEUS STEVENS CLG OF TECHNOLOGY,LANCASTER,PA,Public 2 Year,471,"1,916,473"
337600,THIEL COLLEGE,GREENVILLE,PA,Private 4 Year,534,"2,155,575"
1239300,THOMAS JEFF UNIV-CLG ALLIED HEALTH,PHILADELPHIA,PA,Private 4 Year,202,"848,232"
783900,TRIANGLE TECH,PITTSBURGH,PA,Proprietary 2 Year,290,"1,097,523"
2090200,TRIANGLE TECH,ERIE,PA,Proprietary 2 Year,117,"406,435"
2129000,TRIANGLE TECH,GREENSBURG,PA,Proprietary 2 Year,267,"924,795"
2174400,TRIANGLE TECH,DU BOIS,PA,Proprietary 2 Year,308,"1,009,328"
337800,UNIVERSITY OF PENNSYLVANIA,PHILADELPHIA,PA,Private 4 Year,"1,670","6,791,475"
337900,UNIVERSITY OF PITTSBURGH,PITTSBURGH,PA,Public 4 Year,"5,989","22,397,961"
338400,UNIVERSITY OF SCRANTON,SCRANTON,PA,Private 4 Year,833,"3,064,945"
335000,UNIVERSITY OF THE ARTS (THE),PHILADELPHIA,PA,Private 4 Year,628,"2,629,050"
335300,UNIVERSITY OF THE SCIENCES IN PHILADELPH,PHILADELPHIA,PA,Private 4 Year,555,"2,326,194"
657700,UPMC SHADYSIDE SCHOOL OF NURSING,PITTSBURGH,PA,Private 2 Year,108,"328,952"
338500,URSINUS COLLEGE,COLLEGEVILLE,PA,Private 4 Year,397,"1,614,767"
330600,VALLEY FORGE CHRISTIAN COLLEGE,PHOENIXVILLE,PA,Private 4 Year,476,"1,924,222"
338600,VALLEY FORGE MILITARY COLLEGE,WAYNE,PA,Private 2 Year,119,"518,019"
2306200,VENANGO COUNTY AREA VOC TECH SCHOOL,OIL CITY,PA,Public 2 Year,57,"240,787"
2061000,VENUS BEAUTY ACADEMY,SHARON HILL,PA,Proprietary 2 Year,88,"306,337"
856800,VET TECH INSTITUTE,PITTSBURGH,PA,Proprietary 2 Year,214,"798,542"
338800,VILLANOVA UNIVERSITY,VILLANOVA,PA,Private 4 Year,831,"3,319,926"
2144000,"VISION ACADEMY, THE",ALLENTOWN,PA,Proprietary 2 Year,92,"331,993"
2206200,"VISION ACADEMY, THE",AMBLER,PA,Proprietary 2 Year,110,"362,881"
2192800,WALNUT HILL COLLEGE,PHILADELPHIA,PA,Proprietary 4 Year,198,"794,154"
338900,WASHINGTON & JEFFERSON COLLEGE,WASHINGTON,PA,Private 4 Year,360,"1,413,608"
658200,WASHINGTON HOSP SCH OF NURSING,WASHINGTON,PA,Private 2 Year,77,"244,381"
339100,WAYNESBURG UNIVERSITY,WAYNESBURG,PA,Private 4 Year,578,"2,139,153"
1162200,WELDER TRAINING & TESTING INST,ALLENTOWN,PA,Proprietary 2 Year,39,"151,320"
332800,WEST CHESTER UNIVERSITY,WEST CHESTER,PA,Public 4 Year,"3,362","12,935,962"
2350100,WESTERN AREA CAREER & TECHNOLOGY CT,CANONSBURG,PA,Public 2 Year,74,"326,299"
658300,WESTERN PENN HOSP-SCH OF NURSING,PITTSBURGH,PA,Private 2 Year,26,"100,260"
339200,WESTMINSTER COLLEGE,NEW WILMINGTON,PA,Private 4 Year,484,"1,906,599"
1017600,WESTMORELAND COUNTY COMMUNITY CLG,YOUNGWOOD,PA,Public 2 Year,"3,878","12,373,407"
331300,WIDENER UNIVERSITY,CHESTER,PA,Private 4 Year,"1,074","3,964,620"
2529800,WILKES BARRE AREA CAREER AND TECHNICAL C,WILKES-BARRE,PA,Public 2 Year,132,"424,769"
339400,WILKES UNIVERSITY,WILKES-BARRE,PA,Private 4 Year,759,"2,965,867"
339600,WILSON COLLEGE,CHAMBERSBURG,PA,Private 4 Year,261,"886,152"
1313400,YESHIVATH BETH MOSHE,SCRANTON,PA,Private 4 Year,26,"108,700"
536500,YORK CO AREA VOC-TECH SCH-PRAC NSG,YORK,PA,Public 2 Year,58,"149,617"
339900,YORK COLLEGE OF PENNSYLVANIA,YORK,PA,Private 4 Year,"1,351","4,929,384"
2127400,YORK TECHNICAL INSTITUTE,YORK,PA,Proprietary 2 Year,"1,865","6,756,001"
2120800,"YORKTOWNE BUSINESS INSTITUTE, INC.",YORK,PA,Proprietary 2 Year,208,"800,554"
3081900,YTI CAREER INSTITUTE - ALTOONA,ALTOONA,PA,Proprietary 2 Year,360,"1,329,249"
2304400,YTI CAREER INSTITUTE - MECHANICSBURG,MECHANICSBURG,PA,Proprietary 2 Year,243,"805,775"
3122500,ACADEMIA SERRANT INC.,PONCE,PR,Proprietary 2 Year,434,"1,627,118"
3843300,ADVANCED TECH COLLEGE,BAYAMON,PR,Proprietary 2 Year,289,"977,020"
3849300,AGUADILLA TECHNICAL COLLEGE,AGUADILLA,PR,Proprietary 2 Year,32,"95,400"
2303800,AMERICAN EDUCATIONAL COLLEGE,BAYAMON,PR,Proprietary 2 Year,"1,259","4,738,621"
4176000,AMERICAN TECHNICAL INSTITUTE,BAYAMON,PR,Proprietary 2 Year,52,"172,487"
1194100,AMERICAN UNIVERSITY OF PUERTO RICO,BAYAMON,PR,Private 4 Year,"1,275","5,499,183"
1194101,AMERICAN UNIVERSITY OF PUERTO RICO,MANATI,PR,Private 4 Year,"1,245","5,288,263"
2234900,ANTILLES SCHOOL OF TECH CAREERS,SANTURCE,PR,Proprietary 2 Year,357,"1,457,851"
3544300,ATENAS COLLEGE,MANATI,PR,Private 4 Year,"1,889","7,869,078"
2505400,ATLANTIC COLLEGE,GUAYNABO,PR,Private 4 Year,"1,433","5,583,443"
2297700,AUTOMECA TECHNICAL COLLEGE,BAYAMON,PR,Proprietary 2 Year,"1,833","7,244,618"
502200,BAYAMON CENTRAL UNIVERSITY,BAYAMON,PR,Private 4 Year,"1,850","8,130,931"
3758300,BAYAMON COMMUNITY COLLEGE,BAYAMON,PR,Proprietary 2 Year,333,"1,269,966"
4107300,CARIB TECHNOLOGICAL INSTITUTE,BAYAMON,PR,Proprietary 2 Year,254,"1,268,764"
3608300,CARIBBEAN FORENSIC & TECHNICAL COLL,RIO PIEDRAS,PR,Proprietary 2 Year,121,"509,736"
1252500,CARIBBEAN UNIVERSITY,BAYAMON,PR,Private 4 Year,"5,201","22,127,820"
1072400,CARLOS ALBIZU UNIVERSITY,SAN JUAN,PR,Private 4 Year,358,"1,444,536"
3585300,CENTRO DE CAPACITACION Y ASESORAMIE,ARECIBO,PR,Private 2 Year,46,"163,050"
2189100,CENTRO DE ESTUDIOS MULTIDISCIPLIN,SAN JUAN,PR,Private 2 Year,"3,876","14,820,776"
3336300,CENTURY COLLEGE,AGUADILLA,PR,Proprietary 2 Year,290,"1,226,627"
3735400,"CHARLIES GUARD,DETECTIVE BUREAU&ACA",AGUADILLA,PR,Proprietary 2 Year,199,"681,687"
2335500,COLEGIO BIBLICO PENTECOSTAL DE PR,ST JUST TRUJILLO ALTO,PR,Private 4 Year,185,"740,647"
3157600,"COLEGIO DE CINEMATOGRAFIA, ARTES Y TELEV",BAYAMON,PR,Proprietary 2 Year,914,"3,438,104"
2552300,COLEGIO MAYOR DE TECHNOLOGIA,ARROYO,PR,Proprietary 2 Year,436,"1,852,286"
3061900,COLEGIO TECHNOLOGICO Y COMERCIAL,AGUADA,PR,Proprietary 2 Year,98,"331,107"
3800300,COLEGIO TECNICO DE ELECTRICIDAD GALLOSA,AGUADA,PR,Proprietary 2 Year,83,"271,297"
1056700,COLEGIO TECNOLOGICO DE SAN JUAN,SAN JUAN,PR,Public 4 Year,"1,603","6,870,916"
394100,COLEGIO UNIVERSITARIO DEL ESTE,CAROLINA,PR,Private 4 Year,"13,208","57,212,002"
890200,COLUMBIA CENTRO UNIVERSITARIO,CAGUAS,PR,Proprietary 4 Year,"2,344","9,734,731"
2241901,COMMONWEALTH OF PR DEPT OF EDUC - CARLOS,CAROLINA,PR,Public 2 Year,68,"299,162"
2241907,COMMONWEALTH OF PR DEPT OF EDUC - ITPR R,RIO PIEDRAS,PR,Public 2 Year,"1,514","6,678,117"
2241904,COMMONWEALTH OF PR DEPT OF EDUC - ITPR R,GUAYAMA,PR,Public 2 Year,780,"3,354,666"
2241908,COMMONWEALTH OF PR DEPT OF EDUC - ITPR R,PONCE,PR,Public 2 Year,661,"2,902,684"
2241905,COMMONWEALTH OF PR DEPT OF EDUC - JOSE A,MANATI,PR,Public 2 Year,15,"50,267"
2241902,COMMONWEALTH OF PR DEPT OF EDUC - TOMAS,BAYAMON,PR,Public 2 Year,33,"160,950"
1081900,CONSERVATORIO DE MUSICA DE PUERTO RICO,SAN JUAN,PR,Public 4 Year,297,"1,345,684"
3070500,D'MART INSTITUTE,BARRANQUITAS,PR,Proprietary 2 Year,"1,452","5,092,983"
3021900,EDIC COLLEGE,CAGUAS,PR,Proprietary 2 Year,"1,994","8,446,210"
2165100,EDP COLLEGE OF PUERTO RICO,HATO REY,PR,Private 4 Year,"2,394","9,727,080"
2570400,EDUCATIONAL TECHNICAL COLLEGE,BAYAMON,PR,Proprietary 2 Year,"1,174","4,721,626"
2189300,EMMA'S BEAUTY ACADEMY,MAYAGUEZ,PR,Proprietary 2 Year,490,"1,859,087"
3075600,EMMA'S BEAUTY ACADEMY,JUANA DIAZ,PR,Proprietary 2 Year,616,"2,426,620"
2569400,ESCUELA DE ARTES PLASTICAS,SAN JUAN,PR,Public 4 Year,422,"1,507,529"
3106900,ESCUELA DE PERITOS ELECTRICITAS,ISABELA,PR,Proprietary 2 Year,89,"264,602"
3751300,ESCUELA HOTELERA DE SAN JUAN,SAN JUAN,PR,Proprietary 2 Year,931,"4,064,660"
2576100,ESCUELA TECNICA DE ELECTRICIDAD,PONCE,PR,Proprietary 2 Year,430,"1,916,539"
4164300,GLOBAL INSTITUTE,CAGUAS,PR,Proprietary 2 Year,18,"61,715"
3123100,GLOBELLE TECHNICAL INSTITUTE,VEGA BAJA,PR,Proprietary 2 Year,159,"612,003"
2593700,HISPANIC AMERICAN COLLEGE,CAGUAS,PR,Proprietary 2 Year,461,"1,771,934"
2260800,HUERTAS JUNIOR COLLEGE,CAGUAS,PR,Proprietary 2 Year,"2,028","8,394,481"
2340600,HUMACAO COMMUNITY COLLEGE,HUMACAO,PR,Private 4 Year,917,"3,326,043"
1194000,ICPR JUNIOR COLLEGE,SAN JUAN,PR,Proprietary 2 Year,"2,600","10,362,124"
3781400,INDUSTRIAL TECHNICAL COLLEGE,HUMACAO,PR,Proprietary 2 Year,372,"1,384,115"
2170300,INST EDUC TECNIA OCUP LA REINA,MANATI,PR,Proprietary 2 Year,622,"2,191,980"
2504500,INSTITUCION CHAVIANO DE MAYAGUEZ,MAYAGUEZ,PR,Proprietary 2 Year,156,"563,382"
2343600,INSTITUTE OF BEAUTY CAREERS,ARECIBO,PR,Proprietary 2 Year,888,"2,867,324"
3800400,INSTITUTE OF BEAUTY OCCUPATIONS AND TECH,MOCA,PR,Proprietary 2 Year,331,"1,175,101"
2166400,INSTITUTO DE BANCA Y COMERCIO,RIO PIEDRAS,PR,Proprietary 2 Year,"22,712","90,235,997"
4117200,INSTITUTO EDUCATIVO PREMIER,PONCE,PR,Proprietary 2 Year,411,"1,325,464"
3452300,INSTITUTO PRE-VOCACIONAL E INDUSTRI,ARECIBO,PR,Private 2 Year,212,"648,765"
393803,INTER AMERICAN UNIVERSITY OF PR,SAN GERMAN,PR,Private 4 Year,"4,271","18,918,777"
393802,INTER AMERICAN UNIVERSITY OF PUERTO RICO,RIO PIEDRAS,PR,Private 4 Year,"6,592","24,433,500"
393808,INTER-AMER UNIV PR - GUAYAMA CAMPUS,GUAYAMA,PR,Private 4 Year,"2,519","10,860,261"
393805,INTER-AMER UNIV PR-ARECIBO CAMPUS,ARECIBO,PR,Private 4 Year,"5,122","22,623,155"
393806,INTER-AMER UNIV PR-BARRANQUITAS REG,BARRANQUITAS,PR,Private 4 Year,"2,550","10,548,077"
393811,INTER-AMER UNIV PR-BAYAMON REG CLG,BAYAMON,PR,Private 4 Year,"4,797","20,975,022"
393807,INTER-AMER UNIV PR-FAJARDO REGIONAL,FAJARDO,PR,Private 4 Year,"2,343","10,055,070"
393809,INTER-AMER UNIV PR-PONCE REGIONAL,MERCODITA,PR,Private 4 Year,"6,001","25,545,518"
393804,INTER-AMER UNIV PR-RECINTO AGUADILA,AGUADILLA,PR,Private 4 Year,"4,734","20,321,705"
2562500,INTERNATIONAL TECHNICAL COLLEGE,SAN JUAN,PR,Proprietary 2 Year,180,"654,772"
3469300,IVAEM COLLEGE,CAGUAS,PR,Proprietary 2 Year,186,"755,274"
3785300,J.G. GUAYNABO TECHNICAL COLLEGE,GUAYNABLO,PR,Proprietary 2 Year,114,"438,447"
3112100,JOHN DEWEY COLLEGE,HATO REY,PR,Private 4 Year,"6,901","24,550,072"
3552300,LESTON COLLEGE,BAYAMON,PR,Proprietary 2 Year,273,"698,159"
4131600,LIBERTY TECHNICAL COLLEGE,CAYEY,PR,Proprietary 2 Year,198,"705,237"
3025900,"LICEO DE ARTE, DISENOS Y COMERCIO",CAGUAS,PR,Proprietary 2 Year,538,"2,126,548"
2195800,LICEO E ARTE Y TECNOLGIA,SAN JUAN,PR,Proprietary 2 Year,"1,032","4,199,710"
2063100,MBTI BUSINESS TRNG INSTITUTE,SAN JUAN,PR,Proprietary 2 Year,"3,074","12,914,252"
3025500,MECH TECH COLLEGE,CAGUAS,PR,Proprietary 2 Year,"3,773","13,549,243"
2195400,MODERN HAIRSTYLING INSTITUTE,BAYAMON,PR,Proprietary 2 Year,566,"2,097,520"
2195500,MODERN HAIRSTYLING INSTITUTE,ARECIBO,PR,Proprietary 2 Year,110,"438,415"
2195900,MODERN HAIRSTYLING INSTITUTE,CAROLINA,PR,Proprietary 2 Year,580,"2,096,087"
3414300,MONTECLARO,RIO GRANDE,PR,Private 2 Year,11,"33,263"
3965400,MYRANGEL BEAUTY INSTITUTE,SAN LORENZO,PR,Proprietary 2 Year,347,"1,268,786"
2260600,NATIONAL COLLEGE OF BUSINESS & TECH,BAYAMON,PR,Proprietary 4 Year,"8,781","28,576,795"
3124200,NOVA COLLEGE DE PUERTO RICO,BAYAMON,PR,Proprietary 2 Year,433,"1,479,940"
2100000,POLYTECHNIC UNIVERSITY OF PR,HATO REY,PR,Private 4 Year,"3,110","11,268,766"
