OPEID,Name,State,Type & Control,Recips,Awards
25488,SOUTH TEXAS VOCATIONAL TECHNICAL INSTITUTE,TX,Proprietary 2 Year,"2,085","7,468,907"
25494,SOUTH TEXAS VOCATIONAL TECHNICAL INSTITUTE,TX,Proprietary 2 Year,"2,388","9,059,236"
40363,SOUTHEAST TEXAS CAREER INSTITUTE,TX,Proprietary 2 Year,76,"280,717"
30353,SOUTHERN CAREERS INSTITUTE,TX,Proprietary 2 Year,"1,996","6,783,837"
3613,SOUTHERN METHODIST UNIVERSITY,TX,Private 4 Year,938,"3,947,643"
41317,SOUTHWEST CAREER COLLEGE,TX,Proprietary 2 Year,"1,075","4,032,763"
20936,SOUTHWEST INSTITUTE OF TECHNOLOGY,TX,Proprietary 2 Year,23,"98,215"
22183,SOUTHWEST SCHOOL OF BUSINESS & TECHNICAL CAREERS,TX,Proprietary 2 Year,819,"2,447,741"
3614,SOUTHWEST TEXAS JUNIOR COLLEGE,TX,Public 2 Year,"3,392","12,388,784"
3619,SOUTHWESTERN ADVENTIST UNIVERSITY,TX,Private 4 Year,382,"1,532,044"
3616,SOUTHWESTERN ASSEMBLIES OF GOD UNIVERSITY,TX,Private 4 Year,907,"3,434,244"
3618,SOUTHWESTERN CHRISTIAN COLLEGE,TX,Private 4 Year,141,"567,659"
3620,SOUTHWESTERN UNIVERSITY,TX,Private 4 Year,322,"1,310,712"
3623,ST MARY'S UNIVERSITY SAN ANTONIO,TX,Private 4 Year,"1,139","4,606,525"
30618,STAR COLLEGE OF COSMETOLOGY,TX,Proprietary 2 Year,137,"498,432"
35514,STATE BEAUTY ACADEMY,TX,Proprietary 2 Year,64,"243,571"
3624,STEPHEN F AUSTIN STATE UNIVERSITY,TX,Public 4 Year,"4,900","18,976,922"
20781,STEPHENVILLE BEAUTY COLLEGE,TX,Proprietary 2 Year,26,"89,280"
3625,SUL ROSS STATE UNIVERSITY,TX,Public 4 Year,"1,494","6,074,190"
30094,SW SCHOOL OF BUSINESS & TECHNICAL CAREERS,TX,Proprietary 2 Year,88,"312,322"
30215,SW SCHOOL OF BUSINESS & TECHNICAL CAREERS,TX,Proprietary 2 Year,133,"499,904"
3631,TARLETON STATE UNIVERSITY,TX,Public 4 Year,"3,479","13,752,507"
3626,TARRANT COUNTY COLLEGE DISTRICT,TX,Public 2 Year,"16,268","51,633,644"
3627,TEMPLE COLLEGE,TX,Public 2 Year,"3,314","11,733,253"
3628,TEXARKANA COLLEGE,TX,Public 2 Year,"1,720","5,418,516"
31703,TEXAS A & M UNIVERSITY - TEXARKANA,TX,Public 4 Year,507,"1,805,746"
9651,TEXAS A&M INTERNATIONAL UNIVERSITY,TX,Public 4 Year,"3,233","13,379,231"
3632,TEXAS A&M UNIVERSITY,TX,Public 4 Year,"8,111","33,478,756"
3565,TEXAS A&M UNIVERSITY - COMMERCE,TX,Public 4 Year,"2,897","12,071,259"
11161,TEXAS A&M UNIVERSITY - CORPUS CHRISTI,TX,Public 4 Year,"3,223","14,011,923"
3639,TEXAS A&M UNIVERSITY - KINGSVILLE,TX,Public 4 Year,"3,830","15,492,654"
4948,TEXAS A&M UNIVERSITY SYSTEM HEALTH SCIENCE CENTER,TX,Public 4 Year,27,"141,344"
25681,TEXAS BARBER COLLEGE,TX,Proprietary 2 Year,"1,337","5,067,783"
41585,TEXAS BEAUTY COLLEGE,TX,Proprietary 2 Year,19,"50,328"
3636,TEXAS CHRISTIAN UNIVERSITY,TX,Private 4 Year,"1,106","4,378,663"
3638,TEXAS COLLEGE,TX,Private 4 Year,788,"3,476,993"
30250,TEXAS COLLEGE OF COSMETOLOGY,TX,Proprietary 2 Year,114,"459,476"
31047,TEXAS COLLEGE OF COSMETOLOGY,TX,Proprietary 2 Year,56,"223,883"
31795,TEXAS COLLEGE OF TRADITIONAL CHINESE MEDICINE,TX,Proprietary 4 Year,8,"27,675"
25693,TEXAS CULINARY ACADEMY,TX,Proprietary 2 Year,"5,118","20,552,673"
39873,TEXAS HEALTH SCHOOL,TX,Proprietary 2 Year,148,"404,825"
3641,TEXAS LUTHERAN UNIVERSITY,TX,Private 4 Year,549,"2,143,330"
23122,TEXAS SCHOOL OF BUSINESS,TX,Proprietary 2 Year,"2,739","8,621,489"
3642,TEXAS SOUTHERN UNIVERSITY,TX,Public 4 Year,"5,667","23,920,204"
3634,TEXAS STATE TECHNICAL COLLEGE,TX,Public 2 Year,"3,746","17,532,648"
9225,TEXAS STATE TECHNICAL COLLEGE HARLINGEN,TX,Public 2 Year,"3,973","16,102,211"
33965,TEXAS STATE TECHNICAL COLLEGE MARSHALL,TX,Public 2 Year,533,"2,277,509"
9932,TEXAS STATE TECHNICAL COLLEGE WEST TEXAS,TX,Public 2 Year,"1,051","4,403,836"
3615,TEXAS STATE UNIVERSITY-SAN MARCOS,TX,Public 4 Year,"8,686","35,503,196"
3644,TEXAS TECH UNIVERSITY,TX,Public 4 Year,"6,246","25,123,379"
10674,TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER,TX,Public 4 Year,156,"686,722"
22548,TEXAS VOCATIONAL SCHOOL,TX,Proprietary 2 Year,129,"449,234"
3645,TEXAS WESLEYAN UNIVERSITY,TX,Private 4 Year,880,"3,299,155"
3646,TEXAS WOMANS UNIVERSITY,TX,Public 4 Year,"3,182","12,517,045"
3662,THE VICTORIA COLLEGE,TX,Public 2 Year,"1,656","5,398,237"
12932,TINT SCHOOL OF MAKEUP & COSMETOLOGY,TX,Proprietary 2 Year,61,"210,717"
30352,TINT SCHOOL OF MAKEUP & COSMETOLOGY,TX,Proprietary 2 Year,133,"461,717"
33713,TONI&GUY HAIRDRESSING ACADEMY,TX,Proprietary 2 Year,89,"460,544"
32753,TOUCH OF CLASS SCHOOL OF COSMETOLOGY,TX,Proprietary 2 Year,111,"475,405"
37143,TREND BARBER COLLEGE,TX,Proprietary 2 Year,229,"1,175,562"
3647,TRINITY UNIVERSITY,TX,Private 4 Year,288,"1,036,123"
3572,TRINITY VALLEY COMMUNITY COLLEGE,TX,Public 2 Year,"3,016","9,691,473"
22246,TRI-STATE COSMETOLOGY INSTITUTE,TX,Proprietary 2 Year,361,"1,379,905"
3648,TYLER JUNIOR COLLEGE,TX,Public 2 Year,"4,896","17,387,909"
23620,UNIVERSAL TECHNICAL INSTITUTE,TX,Proprietary 2 Year,"3,464","15,292,940"
22859,UNIVERSITY OF COSMETOLOGY ARTS & SCIENCES,TX,Proprietary 2 Year,807,"2,881,642"
23260,UNIVERSITY OF COSMETOLOGY ARTS & SCIENCES,TX,Proprietary 2 Year,84,"269,438"
30118,UNIVERSITY OF COSMETOLOGY ARTS & SCIENCES,TX,Proprietary 2 Year,110,"322,431"
3651,UNIVERSITY OF DALLAS,TX,Private 4 Year,297,"1,131,771"
3652,UNIVERSITY OF HOUSTON,TX,Public 4 Year,"10,810","42,352,172"
3612,UNIVERSITY OF HOUSTON - DOWNTOWN,TX,Public 4 Year,"6,157","23,016,009"
13231,UNIVERSITY OF HOUSTON - VICTORIA,TX,Public 4 Year,793,"2,896,981"
11711,UNIVERSITY OF HOUSTON-CLEAR LAKE,TX,Public 4 Year,"1,553","5,658,300"
3588,UNIVERSITY OF MARY HARDIN-BAYLOR,TX,Private 4 Year,"1,047","4,040,427"
3594,UNIVERSITY OF NORTH TEXAS,TX,Public 4 Year,"8,868","33,355,246"
3654,UNIVERSITY OF SAINT THOMAS,TX,Private 4 Year,541,"2,215,858"
3658,UNIVERSITY OF TEXAS - AUSTIN,TX,Public 4 Year,"9,995","42,489,488"
3599,UNIVERSITY OF TEXAS - PAN AMERICAN,TX,Public 4 Year,"10,925","51,969,917"
3656,UNIVERSITY OF TEXAS AT ARLINGTON,TX,Public 4 Year,"8,865","32,439,027"
30646,UNIVERSITY OF TEXAS AT BROWNSVILLE,TX,Public 4 Year,"8,830","32,670,569"
9741,UNIVERSITY OF TEXAS AT DALLAS,TX,Public 4 Year,"2,906","11,320,120"
3661,UNIVERSITY OF TEXAS AT EL PASO,TX,Public 4 Year,"10,278","45,116,921"
10115,UNIVERSITY OF TEXAS AT SAN ANTONIO,TX,Public 4 Year,"10,857","43,430,150"
11163,UNIVERSITY OF TEXAS AT TYLER,TX,Public 4 Year,"1,872","7,015,240"
4951,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT HOUSTON,TX,Public 4 Year,102,"473,858"
3659,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT SAN ANTONIO,TX,Public 4 Year,272,"1,005,061"
25554,UNIVERSITY OF TEXAS M.D. ANDERSON CANCER CENTER,TX,Public 4 Year,75,"447,521"
4952,UNIVERSITY OF TEXAS MEDICAL BRANCH AT GALVESTON,TX,Public 4 Year,155,"782,026"
9930,UNIVERSITY OF TEXAS OF THE PERMIAN BASIN,TX,Public 4 Year,"1,068","3,819,180"
10019,UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL CENTER AT DALLAS (THE),TX,Public 4 Year,20,"87,492"
3578,UNIVERSITY OF THE INCARNATE WORD,TX,Private 4 Year,"2,244","9,146,234"
36124,VALLEY GRANDE INSTITUTE FOR ACADEMIC STUDIES,TX,Private 2 Year,575,"2,104,582"
10060,VERNON COLLEGE,TX,Public 2 Year,"1,467","4,800,210"
21448,VET TECH INSTITUTE OF HOUSTON,TX,Proprietary 2 Year,189,"773,006"
12020,VICTORIA BEAUTY COLLEGE,TX,Proprietary 2 Year,134,"417,725"
10130,WADE COLLEGE,TX,Proprietary 2 Year,212,"1,245,450"
3663,WAYLAND BAPTIST UNIVERSITY - PLAINVIEW CAMPUS,TX,Private 4 Year,"1,212","3,872,676"
3664,WEATHERFORD COLLEGE,TX,Public 2 Year,"1,772","6,000,811"
3665,WEST TEXAS A&M UNIVERSITY,TX,Public 4 Year,"2,493","9,265,545"
20983,WESTERN TECHNICAL COLLEGE,TX,Proprietary 2 Year,"1,572","6,169,515"
9549,WESTERN TEXAS COLLEGE,TX,Public 2 Year,420,"1,424,702"
3668,WHARTON COUNTY JUNIOR COLLEGE,TX,Public 2 Year,"1,834","6,099,973"
3669,WILEY COLLEGE,TX,Private 4 Year,"1,035","4,604,929"
41699,AMERICAN BEAUTY ACADEMY,UT,Proprietary 2 Year,14,"39,225"
22708,AMERITECH COLLEGE,UT,Proprietary 2 Year,229,"962,295"
40723,AVEDA INSTITUTE PROVO,UT,Proprietary 2 Year,57,"250,674"
21154,BRIDGERLAND APPLIED TECHNOLOGY COLLEGE,UT,Public 2 Year,303,"924,049"
3670,BRIGHAM YOUNG UNIVERSITY,UT,Private 4 Year,"10,644","44,503,673"
39213,CAMEO COLLEGE OF ESSENTIAL BEAUTY,UT,Proprietary 2 Year,153,"539,877"
34633,CAREERS UNLIMITED,UT,Proprietary 4 Year,48,"209,639"
3676,COLLEGE OF EASTERN UTAH,UT,Public 2 Year,889,"3,205,803"
21566,DAVIS APPLIED TECHNOLOGY COLLEGE,UT,Public 2 Year,505,"1,023,665"
41217,DIXIE APPLIED TECHNOLOGY COLLEGE,UT,Public 2 Year,42,"100,720"
3671,DIXIE STATE COLLEGE OF UTAH,UT,Public 4 Year,"4,038","14,567,854"
21785,EAGLE GATE COLLEGE,UT,Proprietary 4 Year,"1,287","4,405,002"
31082,ECHELON EDGE ACADEMY OF HAIR SKIN & NAILS,UT,Proprietary 2 Year,69,"278,562"
25731,EVANS HAIRSTYLING COLLEGE,UT,Proprietary 2 Year,29,"104,489"
25727,EVANS HAIRSTYLING COLLEGE,UT,Proprietary 4 Year,27,"107,091"
22985,EVEREST COLLEGE,UT,Proprietary 4 Year,"1,744","6,025,867"
31104,HAIRITAGE HAIR ACADEMY,UT,Proprietary 2 Year,49,"213,434"
36173,HEALING MOUNTAIN MASSAGE SCHOOL,UT,Proprietary 2 Year,38,"154,504"
41181,IMAGEWORKS ACADEMY OF HAIR DESIGN,UT,Proprietary 2 Year,41,"163,304"
23610,ITT TECHNICAL INSTITUTE,UT,Proprietary 2 Year,"2,422","8,822,026"
3672,LATTER DAY SAINTS BUSINESS COLLEGE,UT,Private 2 Year,606,"2,186,704"
25040,MARINELLO SCHOOL OF BEAUTY,UT,Proprietary 2 Year,101,"414,556"
25161,MARINELLO SCHOOL OF BEAUTY,UT,Proprietary 2 Year,117,"418,710"
26122,MARINELLO SCHOOL OF BEAUTY,UT,Proprietary 2 Year,90,"305,024"
39093,MAXIMUM STYLE TEC SCHOOL OF COSMETOLOGY,UT,Proprietary 2 Year,45,"168,123"
34133,MOUNTAINLAND APPLIED TECHNOLOGY COLLEGE,UT,Public 2 Year,121,"237,144"
30821,MYOTHERAPY COLLEGE OF UTAH,UT,Proprietary 2 Year,52,"112,168"
10098,NEUMONT UNIVERSITY,UT,Proprietary 4 Year,132,"545,454"
38383,OGDEN INSTITUTE OF MASSAGE THERAPY,UT,Proprietary 2 Year,22,"52,290"
23465,OGDEN WEBER APPLIED TECHNOLOGY COLLEGE,UT,Public 2 Year,596,"1,407,820"
25318,PAUL MITCHELL THE SCHOOL,UT,Proprietary 2 Year,972,"3,926,321"
25568,PAUL MITCHELL THE SCHOOL,UT,Proprietary 2 Year,300,"1,349,786"
25577,PREMIER HAIR ACADEMY,UT,Proprietary 2 Year,30,"138,970"
23608,PROVO COLLEGE,UT,Proprietary 2 Year,670,"2,341,311"
41530,RENAISSANCE ACADEMIE,UT,Proprietary 2 Year,21,"85,273"
39023,RENAISSANCE SCHOOL OF THERAPEUTIC MASSAGE,UT,Proprietary 2 Year,12,"28,551"
5220,SALT LAKE COMMUNITY COLLEGE,UT,Public 2 Year,"10,371","31,006,081"
9433,SHERMAN KENDALL'S ACADEMY OF BEAUTY ARTS & SCIENCES,UT,Proprietary 2 Year,50,"203,091"
20788,SHERMAN KENDALL'S ACADEMY OF BEAUTY ARTS AND SCIENCES,UT,Proprietary 2 Year,43,"181,032"
41421,SKIN INSTITUTE (THE),UT,Proprietary 2 Year,19,"76,003"
41455,SKIN SCIENCE INSTITUTE (THE),UT,Proprietary 2 Year,54,"211,203"
38295,SKINWORKS SCHOOL OF ADVANCED SKINCARE,UT,Proprietary 2 Year,33,"124,994"
3679,SNOW COLLEGE,UT,Public 2 Year,"1,263","4,625,900"
3678,SOUTHERN UTAH UNIVERSITY,UT,Public 4 Year,"2,943","11,720,938"
40543,SOUTHWEST APPLIED TECHNOLOGY COLLEGE,UT,Public 2 Year,71,"150,620"
3674,STEVENS HENAGER COLLEGE,UT,Proprietary 4 Year,"5,417","26,459,667"
11165,UINTAH BASIN APPLIED TECHNOLOGY COLLEGE,UT,Public 2 Year,47,"175,083"
3675,UNIVERSITY OF UTAH,UT,Public 4 Year,"6,187","22,817,771"
11166,UTAH CAREER COLLEGE,UT,Proprietary 4 Year,"1,286","3,493,055"
30306,UTAH COLLEGE OF MASSAGE THERAPY,UT,Proprietary 2 Year,"2,274","6,591,730"
3677,UTAH STATE UNIVERSITY,UT,Public 4 Year,"7,257","26,941,483"
4027,UTAH VALLEY UNIVERSITY,UT,Public 4 Year,"11,705","42,506,565"
25728,VISTA COLLEGE,UT,Proprietary 2 Year,143,"566,589"
3680,WEBER STATE UNIVERSITY,UT,Public 4 Year,"6,393","21,793,737"
33394,WESTERN GOVERNORS UNIVERSITY,UT,Private 4 Year,"7,593","26,391,015"
3681,WESTMINSTER COLLEGE,UT,Private 4 Year,622,"2,419,323"
30911,ACT COLLEGE,VA,Proprietary 2 Year,479,"1,540,848"
31275,ADVANCED TECHNOLOGY INSTITUTE,VA,Proprietary 2 Year,567,"2,834,580"
3702,AVERETT UNIVERSITY,VA,Private 4 Year,705,"2,575,469"
40384,AVI CAREER TRAINING,VA,Proprietary 2 Year,40,"148,601"
31263,AVIATION INSTITUTE OF MAINTENANCE,VA,Proprietary 2 Year,326,"1,290,134"
38834,AVIATION INSTITUTE OF MAINTENANCE,VA,Proprietary 2 Year,223,"780,987"
30107,BAR PALMA BEAUTY CAREERS ACADEMY,VA,Proprietary 2 Year,87,"318,761"
41538,BETHEL COLLEGE,VA,Private 4 Year,1,"5,350"
6819,BLUE RIDGE COMMUNITY COLLEGE,VA,Public 2 Year,"1,697","5,359,925"
3703,BLUEFIELD COLLEGE,VA,Private 4 Year,325,"1,326,918"
10043,BON SECOURS MEMORIAL COLLEGE OF NURSING,VA,Private 2 Year,63,"167,464"
23585,BON SECOURS SAINT MARY'S HOSPITAL SCHOOL OF MEDICAL IMAGING,VA,Private 2 Year,16,"60,342"
3704,BRIDGEWATER COLLEGE,VA,Private 4 Year,431,"1,654,324"
36543,CAREER TRAINING SOLUTIONS,VA,Proprietary 2 Year,217,"764,474"
41373,CAYCE/REILLY SCHOOL OF MASSOTHERAPY,VA,Private 2 Year,20,"54,503"
21287,CENTRAL SCHOOL OF PRACTICAL NURSING,VA,Public 2 Year,24,"88,250"
4988,CENTRAL VIRGINIA COMMUNITY COLLEGE,VA,Public 2 Year,"1,451","4,145,986"
31264,CENTURA COLLEGE,VA,Proprietary 2 Year,625,"2,539,416"
41334,CENTURA COLLEGE,VA,Proprietary 2 Year,50,"187,553"
23344,CENTURA COLLEGE,VA,Proprietary 4 Year,"4,305","18,292,601"
3706,CHRISTOPHER NEWPORT UNIVERSITY,VA,Public 4 Year,705,"2,578,880"
3705,COLLEGE OF WILLIAM & MARY,VA,Public 4 Year,670,"2,770,531"
41273,COLUMBIA COLLEGE,VA,Proprietary 2 Year,55,"167,835"
38763,CULPEPER COSMETOLOGY TRAINING CENTER,VA,Public 2 Year,20,"73,909"
4996,DABNEY S LANCASTER COMMUNITY COLLEGE,VA,Public 2 Year,552,"1,890,566"
3758,DANVILLE COMMUNITY COLLEGE,VA,Public 2 Year,"1,932","6,285,742"
21116,DANVILLE REGIONAL MEDICAL CENTER SCHOOL OF HEALTH PROFESSIONS,VA,Proprietary 2 Year,61,"221,429"
41240,DOMINION SCHOOL OF HAIR DESIGN,VA,Proprietary 2 Year,26,"108,324"
3708,EASTERN MENNONITE UNIVERSITY,VA,Private 4 Year,305,"1,064,038"
3748,EASTERN SHORE COMMUNITY COLLEGE,VA,Public 2 Year,614,"2,008,916"
10198,ECPI COLLEGE OF TECHNOLOGY,VA,Proprietary 4 Year,"9,500","43,709,671"
3709,EMORY & HENRY COLLEGE,VA,Private 4 Year,392,"1,483,706"
9267,EVEREST COLLEGE,VA,Proprietary 2 Year,"2,037","6,776,669"
3711,FERRUM COLLEGE,VA,Private 4 Year,762,"3,002,480"
23427,FORTIS COLLEGE,VA,Proprietary 2 Year,802,"2,990,428"
3749,GEORGE MASON UNIVERSITY,VA,Public 4 Year,"4,890","19,346,152"
8660,GERMANNA COMMUNITY COLLEGE,VA,Public 2 Year,"1,619","4,649,646"
41400,GLOBAL HEALTH NURSE TRAINING SERVICES,VA,Proprietary 2 Year,63,"245,550"
30024,GRAHAM WEBB INTERNATIONAL ACADEMY OF HAIR,VA,Proprietary 2 Year,70,"248,760"
3713,HAMPDEN SYDNEY COLLEGE,VA,Private 4 Year,168,"657,477"
3714,HAMPTON UNIVERSITY,VA,Private 4 Year,"1,693","6,814,526"
22424,HENRICO COUNTY-SAINT MARY'S HOSPITAL SCHOOL OF PRACTICAL NURSING,VA,Public 2 Year,17,"35,240"
23045,HERITAGE INSTITUTE,VA,Proprietary 2 Year,330,"1,201,595"
3715,HOLLINS UNIVERSITY,VA,Private 4 Year,332,"1,321,875"
41562,INSTITUTE OF ADVANCED MEDICAL ESTHETICS,VA,Proprietary 2 Year,14,"43,000"
3759,J SARGEANT REYNOLDS COMMUNITY COLLEGE,VA,Public 2 Year,"5,001","15,520,703"
3721,JAMES MADISON UNIVERSITY,VA,Public 4 Year,"2,066","8,015,001"
6622,JEFFERSON COLLEGE OF HEALTH SCIENCES,VA,Private 4 Year,316,"1,281,034"
4004,JOHN TYLER COMMUNITY COLLEGE,VA,Public 2 Year,"3,117","8,967,561"
11596,LEGENDS INSTITUTE,VA,Proprietary 2 Year,41,"156,578"
20530,LIBERTY UNIVERSITY,VA,Private 4 Year,"15,781","51,906,738"
3719,LONGWOOD UNIVERSITY,VA,Public 4 Year,806,"3,007,101"
8659,LORD FAIRFAX COMMUNITY COLLEGE,VA,Public 2 Year,"1,906","5,529,877"
3720,LYNCHBURG COLLEGE,VA,Private 4 Year,612,"2,332,497"
21758,LYNCHBURG GENERAL HOSPITAL SCHOOL OF NURSING,VA,Private 2 Year,95,"299,889"
3723,MARY BALDWIN COLLEGE,VA,Private 4 Year,710,"2,724,395"
3724,MARYMOUNT UNIVERSITY,VA,Private 4 Year,537,"2,076,793"
22472,MEDSPA CAREERS INSTITUTE,VA,Proprietary 2 Year,101,"333,172"
4992,MILLER-MOTTE TECHNICAL COLLEGE,VA,Proprietary 2 Year,"2,430","7,818,406"
9629,MOUNTAIN EMPIRE COMMUNITY COLLEGE,VA,Public 2 Year,"1,857","6,481,011"
3726,NATIONAL COLLEGE,VA,Proprietary 4 Year,"7,891","29,612,504"
5223,NEW RIVER COMMUNITY COLLEGE,VA,Public 2 Year,"1,908","7,047,280"
3765,NORFOLK STATE UNIVERSITY,VA,Public 4 Year,"3,979","16,831,618"
3727,NORTHERN VIRGINIA COMMUNITY COLLEGE,VA,Public 2 Year,"8,657","29,754,475"
3728,OLD DOMINION UNIVERSITY,VA,Public 4 Year,"5,724","23,394,344"
3751,PATRICK HENRY COMMUNITY COLLEGE,VA,Public 2 Year,"2,197","6,986,324"
9159,PAUL D. CAMP COMMUNITY COLLEGE,VA,Public 2 Year,910,"2,952,290"
9928,PIEDMONT VIRGINIA COMMUNITY COLLEGE,VA,Public 2 Year,"1,366","3,572,705"
3732,RADFORD UNIVERSITY,VA,Public 4 Year,"1,873","7,384,449"
3734,RANDOLPH COLLEGE,VA,Private 4 Year,146,"621,901"
3733,RANDOLPH-MACON COLLEGE,VA,Private 4 Year,266,"1,020,420"
9160,RAPPAHANNOCK COMMUNITY COLLEGE,VA,Public 2 Year,940,"2,703,058"
30913,REGENT UNIVERSITY,VA,Private 4 Year,"1,034","3,445,244"
3707,RICHARD BLAND COLLEGE OF THE COLLEGE OF WILLIAM & MARY,VA,Public 2 Year,490,"1,637,243"
21400,RIVERSIDE SCHOOL OF HEALTH CAREERS,VA,Private 2 Year,135,"389,526"
3736,ROANOKE COLLEGE,VA,Private 4 Year,416,"1,602,778"
34095,RSHT,VA,Proprietary 2 Year,695,"2,641,720"
36454,RUDY & KELLY ACADEMY OF HAIR AND NAILS,VA,Proprietary 2 Year,134,"496,776"
3739,SAINT PAUL'S COLLEGE,VA,Private 4 Year,475,"1,904,329"
9420,SANFORD-BROWN COLLEGE,VA,Proprietary 4 Year,"1,044","4,157,680"
25889,SANZ SCHOOL,VA,Proprietary 2 Year,"1,623","6,315,203"
30428,"SCHOOL BOARD - CITY OF VA. BEACH, VA. BEACH SCHOOL OF PRCTL. NRSG.",VA,Public 2 Year,13,"24,525"
31065,SENTARA NORFOLK GENERAL HOSPITAL,VA,Private 2 Year,156,"541,203"
3737,SHENANDOAH UNIVERSITY,VA,Private 4 Year,456,"1,720,878"
30927,SKYLINE COLLEGE,VA,Proprietary 4 Year,407,"1,829,709"
25354,SKYLINE COLLEGE - RICHMOND,VA,Proprietary 4 Year,68,"296,063"
41338,SOUTHEAST CULINARY & HOSPITALITY COLLEGE,VA,Proprietary 2 Year,77,"393,239"
3738,SOUTHERN VIRGINIA UNIVERSITY,VA,Private 4 Year,362,"1,616,548"
12744,SOUTHSIDE REGIONAL MEDICAL CENTER PROFESSIONAL SCHOOLS,VA,Proprietary 2 Year,68,"312,200"
8661,SOUTHSIDE VIRGINIA COMMUNITY COLLEGE,VA,Public 2 Year,"2,942","8,833,478"
7260,SOUTHWEST VIRGINIA COMMUNITY COLLEGE,VA,Public 2 Year,"1,916","6,479,986"
30965,SPRINGFIELD BEAUTY ACADEMY,VA,Proprietary 2 Year,112,"504,680"
9535,STAUNTON SCHOOL OF COSMETOLOGY,VA,Proprietary 2 Year,29,"126,823"
25412,STRATFORD UNIVERSITY,VA,Proprietary 4 Year,511,"2,014,541"
25388,SUFFOLK BEAUTY ACADEMY,VA,Proprietary 2 Year,84,"282,374"
8592,SUFFOLK PUBLIC SCHOOLS SENTARA OBICI HOSPITAL SCHOOL OF PRACTICAL NURS,VA,Private 2 Year,10,"21,744"
3742,SWEET BRIAR COLLEGE,VA,Private 4 Year,150,"570,275"
36384,TAP THIS VALLEY WORKS CENTER FOR EMPLOYMENT TRAINING,VA,Private 2 Year,8,"28,778"
6871,THOMAS NELSON COMMUNITY COLLEGE,VA,Public 2 Year,"4,534","13,031,528"
3712,TIDEWATER COMMUNITY COLLEGE,VA,Public 2 Year,"14,161","44,770,059"
23209,TIDEWATER TECH,VA,Proprietary 2 Year,452,"1,789,074"
3746,UNIVERSITY OF MARY WASHINGTON,VA,Public 4 Year,575,"2,116,588"
3744,UNIVERSITY OF RICHMOND,VA,Private 4 Year,500,"1,899,370"
3745,UNIVERSITY OF VIRGINIA,VA,Public 4 Year,"1,667","6,895,760"
3747,UNIVERSITY OF VIRGINIA'S COLLEGE AT WISE (THE),VA,Public 4 Year,782,"2,994,682"
3735,VIRGINIA COMMONWEALTH UNIVERSITY,VA,Public 4 Year,"5,651","21,939,626"
7099,VIRGINIA HIGHLANDS COMMUNITY COLLEGE,VA,Public 2 Year,"1,281","4,199,380"
3752,VIRGINIA INTERMONT COLLEGE,VA,Private 4 Year,253,"944,595"
3753,VIRGINIA MILITARY INSTITUTE,VA,Public 4 Year,257,"1,014,954"
3754,VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY,VA,Public 4 Year,"3,508","13,795,704"
9537,VIRGINIA SCHOOL OF HAIR DESIGN,VA,Proprietary 2 Year,146,"516,628"
32804,VIRGINIA SCHOOL OF MASSAGE,VA,Proprietary 2 Year,156,"471,788"
3764,VIRGINIA STATE UNIVERSITY,VA,Public 4 Year,"3,147","13,327,300"
3766,VIRGINIA UNION UNIVERSITY,VA,Private 4 Year,911,"3,813,396"
3762,VIRGINIA UNIVERSITY OF LYNCHBURG,VA,Private 4 Year,251,"777,200"
3767,VIRGINIA WESLEYAN COLLEGE,VA,Private 4 Year,446,"1,669,366"
3760,VIRGINIA WESTERN COMMUNITY COLLEGE,VA,Public 2 Year,"2,814","8,532,530"
21088,WARDS CORNER BEAUTY ACADEMY,VA,Proprietary 2 Year,284,"1,063,439"
3768,WASHINGTON AND LEE UNIVERSITY,VA,Private 4 Year,106,"421,343"
26101,WASHINGTON COUNTY ADULT SKILL CENTER,VA,Public 2 Year,82,"350,800"
21976,WOODROW WILSON REHABILITATION CENTER,VA,Public 2 Year,31,"104,358"
3761,WYTHEVILLE COMMUNITY COLLEGE,VA,Public 2 Year,"1,638","5,938,764"
3946,UNIVERSITY OF THE VIRGIN ISLANDS,VI,Public 4 Year,"1,282","5,213,979"
41469,ADVANCED WELDING INSTITUTE,VT,Proprietary 2 Year,13,"53,388"
3682,BENNINGTON COLLEGE,VT,Private 4 Year,150,"601,791"
12183,BURLINGTON COLLEGE,VT,Private 4 Year,89,"271,875"
37083,BURLINGTON TECHNICAL CENTER,VT,Public 2 Year,1,"1,166"
3683,CASTLETON STATE COLLEGE,VT,Public 4 Year,638,"2,371,524"
3684,CHAMPLAIN COLLEGE,VT,Private 4 Year,643,"2,355,617"
3685,COLLEGE OF ST JOSEPH,VT,Private 4 Year,127,"493,873"
11167,COMMUNITY COLLEGE OF VERMONT,VT,Public 2 Year,"3,191","7,947,571"
3686,GODDARD COLLEGE,VT,Private 4 Year,185,"634,856"
3687,GREEN MOUNTAIN COLLEGE,VT,Private 4 Year,276,"1,083,132"
3688,JOHNSON STATE COLLEGE,VT,Public 4 Year,879,"3,153,894"
25326,LANDMARK COLLEGE,VT,Private 2 Year,96,"342,612"
