OPEID,Name,State,Type & Control,Recips,Awards
7687,JAMES SPRUNT COMMUNITY COLLEGE,NC,Public 2 Year,874,"3,236,976"
2935,JOHN WESLEY COLLEGE,NC,Private 4 Year,70,"236,843"
2936,JOHNSON C. SMITH UNIVERSITY,NC,Private 4 Year,"1,076","4,825,664"
9336,JOHNSTON COMMUNITY COLLEGE,NC,Public 2 Year,"1,796","6,134,453"
2937,KING'S COLLEGE,NC,Proprietary 2 Year,587,"2,475,073"
2939,LEES-MCRAE COLLEGE,NC,Private 4 Year,378,"1,536,787"
2940,LENOIR COMMUNITY COLLEGE,NC,Public 2 Year,"2,163","8,235,785"
2941,LENOIR-RHYNE UNIVERSITY,NC,Private 4 Year,583,"2,215,074"
11926,LEON'S BEAUTY SCHOOL,NC,Proprietary 2 Year,123,"552,062"
2942,LIVINGSTONE COLLEGE,NC,Private 4 Year,978,"4,392,747"
2943,LOUISBURG COLLEGE,NC,Private 2 Year,561,"2,244,732"
2944,MARS HILL COLLEGE,NC,Private 4 Year,621,"2,409,597"
7988,MARTIN COMMUNITY COLLEGE,NC,Public 2 Year,527,"1,832,565"
11197,MAYLAND COMMUNITY COLLEGE,NC,Public 2 Year,626,"2,059,564"
8085,MCDOWELL TECHNICAL COMMUNITY COLLEGE,NC,Public 2 Year,958,"3,425,027"
33613,MEDICAL ARTS SCHOOL (THE),NC,Proprietary 2 Year,216,"713,684"
6478,MERCY SCHOOL OF NURSING,NC,Public 2 Year,19,"50,912"
2945,MEREDITH COLLEGE,NC,Private 4 Year,620,"2,318,507"
2946,METHODIST UNIVERSITY,NC,Private 4 Year,788,"3,043,771"
22809,MID-ATLANTIC CHRISTIAN UNIVERSITY,NC,Private 4 Year,92,"318,577"
2947,MITCHELL COMMUNITY COLLEGE,NC,Public 2 Year,"1,778","6,063,159"
20565,MITCHELLS HAIR STYLING ACADEMY,NC,Proprietary 2 Year,205,"761,910"
22279,MITCHELL'S HAIR STYLING ACADEMY,NC,Proprietary 2 Year,6,"26,887"
22278,MITCHELL'S HAIR STYLING ACADEMY,NC,Proprietary 2 Year,6,"32,559"
8087,MONTGOMERY COMMUNITY COLLEGE,NC,Public 2 Year,483,"1,673,606"
2948,MONTREAT COLLEGE,NC,Private 4 Year,397,"1,414,783"
2949,MOUNT OLIVE COLLEGE,NC,Private 4 Year,"2,003","6,088,352"
8557,NASH COMMUNITY COLLEGE,NC,Public 2 Year,"1,531","5,031,380"
38273,NEW LIFE THEOLOGICAL SEMINARY,NC,Private 4 Year,55,"204,823"
2905,NORTH CAROLINA AGRICULTURAL AND TECHNICAL STATE UNIVERSITY,NC,Public 4 Year,"5,027","23,116,549"
2950,NORTH CAROLINA CENTRAL UNIVERSITY,NC,Public 4 Year,"4,146","19,970,837"
2972,NORTH CAROLINA STATE UNIVERSITY,NC,Public 4 Year,"5,194","21,339,733"
2951,NORTH CAROLINA WESLEYAN COLLEGE,NC,Private 4 Year,862,"3,723,126"
7031,PAMLICO COMMUNITY COLLEGE,NC,Public 2 Year,281,"991,473"
41493,PARK WEST BARBER SCHOOL,NC,Proprietary 2 Year,89,"337,239"
11799,PAUL MITCHELL THE SCHOOL FAYETTEVILLE,NC,Proprietary 2 Year,101,"366,323"
2953,PEACE COLLEGE,NC,Private 4 Year,351,"1,434,706"
2955,PFEIFFER UNIVERSITY,NC,Private 4 Year,453,"1,713,148"
2956,PIEDMONT BAPTIST COLLEGE AND GRADUATE SCHOOL,NC,Private 4 Year,144,"598,828"
9646,PIEDMONT COMMUNITY COLLEGE,NC,Public 2 Year,"1,387","4,787,814"
25606,PINNACLE INSTITUTE OF COSMETOLOGY,NC,Proprietary 2 Year,53,"234,748"
4062,PITT COMMUNITY COLLEGE,NC,Public 2 Year,"3,751","14,148,800"
2957,QUEENS UNIVERSITY OF CHARLOTTE,NC,Private 4 Year,687,"2,300,239"
5447,RANDOLPH COMMUNITY COLLEGE,NC,Public 2 Year,"1,401","4,784,393"
30644,REGENCY BEAUTY INSTITUTE,NC,Proprietary 2 Year,171,"619,891"
41157,REGINA'S COLLEGE OF BEAUTY,NC,Proprietary 2 Year,176,"596,422"
5464,RICHMOND COMMUNITY COLLEGE,NC,Public 2 Year,"1,412","5,011,663"
8613,ROANOKE CHOWAN COMMUNITY COLLEGE,NC,Public 2 Year,634,"2,039,756"
8612,ROBESON COMMUNITY COLLEGE,NC,Public 2 Year,"2,296","8,132,799"
2958,ROCKINGHAM COMMUNITY COLLEGE,NC,Public 2 Year,"1,421","4,806,090"
5754,ROWAN-CABARRUS COMMUNITY COLLEGE,NC,Public 2 Year,"4,266","15,128,837"
2968,SAINT AUGUSTINE'S COLLEGE,NC,Private 4 Year,"1,265","5,901,594"
2960,SALEM COLLEGE,NC,Private 4 Year,460,"1,747,214"
7892,SAMPSON COMMUNITY COLLEGE,NC,Public 2 Year,903,"3,145,779"
2961,SANDHILLS COMMUNITY COLLEGE,NC,Public 2 Year,"2,299","7,843,194"
31090,SCHOOL OF COMMUNICATION ARTS OF NORTH CAROLINA,NC,Proprietary 2 Year,558,"2,038,165"
2962,SHAW UNIVERSITY,NC,Private 4 Year,"1,929","8,655,204"
10264,SOUTH COLLEGE,NC,Proprietary 4 Year,298,"1,125,257"
7985,SOUTH PIEDMONT COMMUNITY COLLEGE,NC,Public 2 Year,"1,547","4,257,208"
2964,SOUTHEASTERN COMMUNITY COLLEGE,NC,Public 2 Year,"1,829","6,605,192"
35553,SOUTHEASTERN INSTITUTE,NC,Proprietary 2 Year,364,"1,055,360"
8466,SOUTHWESTERN COMMUNITY COLLEGE,NC,Public 2 Year,"1,112","4,090,897"
2967,ST. ANDREWS PRESBYTERIAN COLLEGE,NC,Private 4 Year,178,"682,333"
11194,STANLY COMMUNITY COLLEGE,NC,Public 2 Year,"1,669","5,520,826"
2970,SURRY COMMUNITY COLLEGE,NC,Public 2 Year,"1,441","5,167,625"
40983,TECHSKILLS - CHARLOTTE,NC,Proprietary 2 Year,29,"78,914"
9430,TRI-COUNTY COMMUNITY COLLEGE,NC,Public 2 Year,880,"3,128,609"
2974,UNIVERSITY OF NORTH CAROLINA - CHAPEL HILL-,NC,Public 4 Year,"3,289","14,341,944"
2975,UNIVERSITY OF NORTH CAROLINA - CHARLOTTE,NC,Public 4 Year,"6,915","26,350,414"
2976,UNIVERSITY OF NORTH CAROLINA - GREENSBORO,NC,Public 4 Year,"5,762","24,783,142"
2907,UNIVERSITY OF NORTH CAROLINA AT ASHEVILLE,NC,Public 4 Year,"1,040","4,080,048"
2954,UNIVERSITY OF NORTH CAROLINA AT PEMBROKE,NC,Public 4 Year,"3,321","14,312,931"
2984,UNIVERSITY OF NORTH CAROLINA AT WILMINGTON (THE),NC,Public 4 Year,"2,758","11,173,714"
3981,UNIVERSITY OF NORTH CAROLINA SCHOOL OF THE ARTS,NC,Public 4 Year,186,"746,928"
9903,VANCE - GRANVILLE COMMUNITY COLLEGE,NC,Public 2 Year,"2,419","7,558,630"
2978,WAKE FOREST UNIVERSITY,NC,Private 4 Year,470,"1,926,683"
4844,WAKE TECHNICAL COMMUNITY COLLEGE,NC,Public 2 Year,"5,069","14,933,403"
2979,WARREN WILSON COLLEGE,NC,Private 4 Year,274,"996,935"
2980,WAYNE COMMUNITY COLLEGE,NC,Public 2 Year,"2,055","6,811,594"
2981,WESTERN CAROLINA UNIVERSITY,NC,Public 4 Year,"2,443","9,478,212"
2982,WESTERN PIEDMONT COMMUNITY COLLEGE,NC,Public 2 Year,"2,355","9,188,126"
2983,WILKES COMMUNITY COLLEGE,NC,Public 2 Year,"1,735","6,088,153"
4845,WILSON COMMUNITY COLLEGE,NC,Public 2 Year,"1,428","5,548,190"
2985,WINGATE UNIVERSITY,NC,Private 4 Year,476,"1,814,992"
30095,WINSTON-SALEM BARBER SCHOOL,NC,Proprietary 2 Year,68,"269,548"
2986,WINSTON-SALEM STATE UNIVERSITY,NC,Public 4 Year,"3,538","15,554,201"
2988,BISMARCK STATE COLLEGE,ND,Public 4 Year,"1,234","4,434,519"
22365,CANKDESKA CIKANA (LITTLE HOOP) COMMUNITY COLLEGE,ND,Public 2 Year,238,"868,547"
2995,DAKOTA COLLEGE AT BOTTINEAU,ND,Public 2 Year,299,"1,082,133"
2989,DICKINSON STATE UNIVERSITY,ND,Public 4 Year,683,"2,541,691"
25537,FORT BERTHOLD COMMUNITY COLLEGE,ND,Public 2 Year,90,"323,941"
41394,HAIR ACADEMY (THE),ND,Proprietary 2 Year,50,"182,610"
22982,HEADQUARTERS ACADEMY OF HAIR DESIGN,ND,Proprietary 2 Year,68,"255,360"
2990,JAMESTOWN COLLEGE,ND,Private 4 Year,275,"1,049,264"
7756,JOSEFS SCHOOL OF HAIR DESIGN,ND,Proprietary 2 Year,71,"312,840"
10406,JOSEF'S SCHOOL OF HAIR DESIGN,ND,Proprietary 2 Year,63,"195,225"
12295,JZ TREND ACADEMY PAUL MITCHELL PARTNER SCHOOL,ND,Proprietary 2 Year,32,"142,645"
2991,LAKE REGION STATE COLLEGE,ND,Public 2 Year,388,"1,370,056"
2993,MAYVILLE STATE UNIVERSITY,ND,Public 4 Year,311,"1,189,814"
9354,MEDCENTER ONE COLLEGE OF NURSING,ND,Private 4 Year,34,"136,119"
2994,MINOT STATE UNIVERSITY,ND,Public 4 Year,"1,027","3,870,549"
30872,MOLER BARBER COLLEGE OF HAIR STYLING,ND,Proprietary 2 Year,9,"38,564"
2996,NORTH DAKOTA STATE COLLEGE OF SCIENCE,ND,Public 2 Year,822,"2,999,270"
2997,NORTH DAKOTA STATE UNIVERSITY - MAIN CAMPUS - FARGO,ND,Public 4 Year,"2,678","10,128,413"
40313,SALON PROFESSIONAL ACADEMY (THE),ND,Proprietary 2 Year,47,"238,800"
21882,SITTING BULL COLLEGE,ND,Public 4 Year,263,"1,003,284"
12059,TRINITY BIBLE COLLEGE,ND,Private 4 Year,183,"694,519"
23011,TURTLE MOUNTAIN COMMUNITY COLLEGE,ND,Private 4 Year,608,"2,394,594"
22429,UNITED TRIBES TECHNICAL COLLEGE,ND,Private 2 Year,538,"2,034,237"
2992,UNIVERSITY OF MARY,ND,Private 4 Year,626,"2,301,926"
3005,UNIVERSITY OF NORTH DAKOTA,ND,Public 4 Year,"2,278","8,574,251"
3008,VALLEY CITY STATE UNIVERSITY,ND,Public 4 Year,283,"1,050,663"
3007,WILLISTON STATE COLLEGE,ND,Public 2 Year,310,"995,525"
8492,ALEGENT HEALTH SCHOOLS,NE,Private 2 Year,8,"34,762"
9743,BELLEVUE UNIVERSITY,NE,Private 4 Year,"1,977","5,548,174"
6399,BRYAN LGH COLLEGE OF HEALTH SCIENCES,NE,Private 4 Year,134,"424,636"
9617,CAPITOL SCHOOLS OF HAIRSTYLING AND ESTHETICS,NE,Proprietary 2 Year,84,"252,336"
20995,CENTRAL COMMUNITY COLLEGE,NE,Public 2 Year,"2,446","7,419,648"
2539,CHADRON STATE COLLEGE,NE,Public 4 Year,877,"3,272,513"
9862,CLARKSON COLLEGE,NE,Private 4 Year,237,"877,167"
20797,COLLEGE OF HAIR DESIGN,NE,Proprietary 2 Year,222,"916,885"
2540,COLLEGE OF SAINT MARY,NE,Private 4 Year,451,"1,709,375"
2541,CONCORDIA UNIVERSITY,NE,Private 4 Year,367,"1,308,217"
31643,CREATIVE CENTER (THE),NE,Proprietary 4 Year,58,"235,387"
2542,CREIGHTON UNIVERSITY,NE,Private 4 Year,757,"2,966,961"
2543,DANA COLLEGE,NE,Private 4 Year,222,"804,127"
2544,DOANE COLLEGE,NE,Private 4 Year,603,"2,163,795"
2547,GRACE UNIVERSITY,NE,Private 4 Year,197,"683,117"
2548,HASTINGS COLLEGE,NE,Private 4 Year,361,"1,318,593"
11519,JOSEPH'S COLLEGE OF BEAUTY,NE,Proprietary 2 Year,370,"1,824,556"
9523,LA'JAMES INTERNATIONAL COLLEGE,NE,Proprietary 2 Year,45,"195,968"
33233,LITTLE PRIEST TRIBAL COLLEGE,NE,Private 2 Year,105,"397,018"
12586,METROPOLITAN COMMUNITY COLLEGE,NE,Public 2 Year,"7,478","21,531,722"
2553,MIDLAND LUTHERAN COLLEGE,NE,Private 4 Year,325,"1,206,714"
2557,MID-PLAINS COMMUNITY COLLEGE,NE,Public 2 Year,838,"2,812,479"
32793,MYOTHERAPY INSTITUTE,NE,Proprietary 2 Year,19,"88,227"
12976,NEBRASKA CHRISTIAN COLLEGE,NE,Private 4 Year,58,"185,868"
25508,NEBRASKA INDIAN COMMUNITY COLLEGE,NE,Public 2 Year,29,"83,957"
6404,NEBRASKA METHODIST COLLEGE OF NURSING & ALLIED HEALTH,NE,Private 4 Year,212,"881,705"
2555,NEBRASKA WESLEYAN UNIVERSITY,NE,Private 4 Year,481,"1,762,961"
11667,NORTHEAST COMMUNITY COLLEGE,NE,Public 2 Year,"1,516","5,051,306"
31273,OMAHA SCHOOL OF MASSAGE AND HEALTHCARE OF HERZING UNIVERSITY,NE,Proprietary 2 Year,150,"634,160"
2559,PERU STATE COLLEGE,NE,Public 4 Year,716,"2,673,884"
25083,SOUTHEAST COMMUNITY COLLEGE,NE,Public 2 Year,"5,360","13,517,225"
2563,UNION COLLEGE,NE,Private 4 Year,287,"1,072,936"
38214,UNIVERSAL COLLEGE OF HEALING ARTS,NE,Proprietary 2 Year,39,"165,447"
2565,UNIVERSITY OF NEBRASKA,NE,Public 4 Year,"4,180","15,622,688"
2551,UNIVERSITY OF NEBRASKA - KEARNEY,NE,Public 4 Year,"1,779","6,792,618"
2554,UNIVERSITY OF NEBRASKA - OMAHA,NE,Public 4 Year,"3,310","12,518,418"
6895,UNIVERSITY OF NEBRASKA MEDICAL CENTER,NE,Public 4 Year,240,"928,406"
7501,VATTEROTT COLLEGE,NE,Proprietary 2 Year,690,"3,111,674"
2566,WAYNE STATE COLLEGE,NE,Public 4 Year,"1,185","4,434,123"
2560,WESTERN NEBRASKA COMMUNITY COLLEGE,NE,Public 2 Year,"1,061","3,507,236"
26105,XENON INTERNATIONAL ACADEMY II,NE,Proprietary 2 Year,196,"917,134"
2567,YORK COLLEGE,NE,Private 4 Year,203,"791,499"
4733,CHESTER COLLEGE OF NEW ENGLAND,NH,Private 4 Year,79,"296,220"
2572,COLBY-SAWYER COLLEGE,NH,Private 4 Year,321,"1,193,891"
13189,CONTINENTAL ACADEMIE OF HAIR DESIGN,NH,Proprietary 2 Year,38,"147,623"
8493,CONTINENTAL ACADEMIE OF HAIR DESIGN,NH,Proprietary 2 Year,19,"83,726"
4731,DANIEL WEBSTER COLLEGE,NH,Private 4 Year,218,"838,699"
2573,DARTMOUTH COLLEGE,NH,Private 4 Year,652,"2,544,048"
21796,EMPIRE BEAUTY SCHOOL,NH,Proprietary 2 Year,197,"668,148"
8645,EMPIRE BEAUTY SCHOOL,NH,Proprietary 2 Year,192,"627,018"
2575,FRANKLIN PIERCE UNIVERSITY,NH,Private 4 Year,543,"1,885,967"
31013,GRANITE STATE COLLEGE,NH,Public 4 Year,709,"2,112,353"
2583,GREAT BAY COMMUNITY COLLEGE,NH,Public 2 Year,519,"1,573,478"
4729,HESSER COLLEGE,NH,Proprietary 4 Year,"3,295","11,985,405"
22454,KEENE BEAUTY ACADEMY,NH,Proprietary 2 Year,52,"158,008"
2590,KEENE STATE COLLEGE,NH,Public 4 Year,"1,016","3,685,074"
7555,LAKES REGION COMMUNITY COLLEGE,NH,Public 2 Year,453,"1,477,573"
7025,LEBANON COLLEGE,NH,Private 4 Year,35,"98,290"
22233,MAGDALEN COLLEGE,NH,Private 4 Year,16,"74,050"
2582,MANCHESTER COMMUNITY COLLEGE,NH,Public 2 Year,834,"2,402,550"
4730,MCINTOSH COLLEGE,NH,Proprietary 2 Year,3,"3,113"
21748,MICHAEL'S SCHOOL OF HAIR DESIGN & ESTHETICS,NH,Proprietary 2 Year,93,"433,618"
9236,NASHUA COMMUNITY COLLEGE,NH,Public 2 Year,594,"1,816,514"
2579,NEW ENGLAND COLLEGE,NH,Private 4 Year,332,"1,334,878"
22470,NEW ENGLAND SCHOOL OF HAIR DESIGN,NH,Proprietary 2 Year,54,"187,247"
37293,NEW HAMPSHIRE INSTITUTE FOR THERAPEUTIC ARTS,NH,Proprietary 2 Year,20,"77,512"
31823,NEW HAMPSHIRE INSTITUTE OF ART,NH,Private 4 Year,143,"476,837"
2581,NHTI  - CONCORD'S COMMUNITY COLLEGE,NH,Public 2 Year,"1,255","3,891,061"
2591,PLYMOUTH STATE UNIVERSITY OF THE UNIVERSITY SYSTEM OF NEW HAMPSHIRE,NH,Public 4 Year,"1,046","3,841,864"
22116,PORTSMOUTH BEAUTY SCHOOL OF HAIR DESIGN,NH,Proprietary 2 Year,14,"54,652"
7560,RIVER VALLEY COMMUNITY COLLEGE,NH,Public 2 Year,392,"1,202,581"
2586,RIVIER COLLEGE,NH,Private 4 Year,412,"1,480,714"
2587,SAINT ANSELM COLLEGE,NH,Private 4 Year,318,"1,221,319"
21404,SAINT JOSEPH SCHOOL OF  NURSING,NH,Private 2 Year,62,"195,970"
2580,SOUTHERN NEW HAMPSHIRE UNIVERSITY,NH,Private 4 Year,"1,704","4,472,586"
30431,THOMAS MORE COLLEGE OF LIBERAL ARTS,NH,Private 4 Year,27,"105,123"
2589,UNIVERSITY OF NEW HAMPSHIRE,NH,Public 4 Year,"2,773","10,520,497"
34373,UPPER VALLEY EDUCATORS INSTITUTE,NH,Private 2 Year,14,"66,800"
5291,WHITE MOUNTAINS COMMUNITY COLLEGE,NH,Public 2 Year,547,"1,808,881"
33893,ACADEMY OF MASSAGE THERAPY,NJ,Proprietary 2 Year,145,"567,605"
41364,AMERICAN INSTITUTE OF MEDICAL SCIENCES & EDUCATION,NJ,Proprietary 2 Year,52,"166,520"
10851,ANTHEM INSTITUTE,NJ,Proprietary 2 Year,"1,489","5,332,393"
25259,ARTISTIC ACADEMY OF HAIR DESIGN,NJ,Proprietary 2 Year,77,"251,786"
22346,ATLANTIC BEAUTY & SPA ACADEMY,NJ,Proprietary 2 Year,105,"425,517"
2596,ATLANTIC CAPE COMMUNITY COLLEGE,NJ,Public 2 Year,"4,305","12,876,649"
40813,BAIS MEDRASH TORAS CHESED,NJ,Private 4 Year,23,"101,155"
21323,BERDAN INSTITUTE,NJ,Proprietary 2 Year,632,"2,201,677"
4736,BERGEN COMMUNITY COLLEGE,NJ,Public 2 Year,"4,641","16,128,596"
23120,BERGEN COUNTY TECHNICAL SCHOOLS,NJ,Public 2 Year,36,"85,917"
7502,BERKELEY COLLEGE,NJ,Proprietary 4 Year,"3,046","12,271,388"
7947,BETH MEDRASH GOVOHA OF AMERICA,NJ,Private 4 Year,"1,547","7,386,239"
2597,BLOOMFIELD COLLEGE,NJ,Private 4 Year,"1,356","5,741,457"
8404,BROOKDALE COMMUNITY COLLEGE,NJ,Public 2 Year,"4,493","14,758,729"
7730,BURLINGTON COUNTY COLLEGE - PEMBERTON CAMPUS,NJ,Public 2 Year,"2,760","9,112,262"
2598,CALDWELL COLLEGE,NJ,Private 4 Year,568,"2,099,935"
6865,CAMDEN COUNTY COLLEGE,NJ,Public 2 Year,"6,200","21,495,178"
21037,CAPRI INSTITUTE OF HAIR DESIGN,NJ,Proprietary 2 Year,116,"382,721"
21836,CAPRI INSTITUTE OF HAIR DESIGN,NJ,Proprietary 2 Year,137,"505,956"
22655,CAPRI INSTITUTE OF HAIR DESIGN,NJ,Proprietary 2 Year,127,"433,408"
9078,CAPRI INSTITUTE OF HAIR DESIGN,NJ,Proprietary 2 Year,212,"764,193"
2599,CENTENARY COLLEGE,NJ,Private 4 Year,464,"1,796,291"
41341,CENTER FOR ALLIED HEALTH & NURSING EDUCATION (THE),NJ,Proprietary 2 Year,522,"1,913,444"
33243,CENTRAL CAREER SCHOOL,NJ,Proprietary 2 Year,128,"336,062"
2642,COLLEGE OF NEW JERSEY (THE),NJ,Public 4 Year,"1,020","4,171,456"
2600,COLLEGE OF SAINT ELIZABETH,NJ,Private 4 Year,352,"1,444,246"
22527,CONCORDE SCHOOL OF HAIR DESIGN,NJ,Proprietary 2 Year,432,"1,509,114"
22486,COOPER HEALTH SYSTEM - CENTER FOR ALLIED HEALTH EDUCATION,NJ,Private 2 Year,12,"41,693"
35744,CORTIVA INSTITUTE - SOMERSET SCHOOL OF MASSAGE THERAPY,NJ,Proprietary 2 Year,81,"190,614"
7729,COUNTY COLLEGE OF MORRIS,NJ,Public 2 Year,"1,677","5,379,079"
2601,CUMBERLAND COUNTY COLLEGE,NJ,Public 2 Year,"1,718","6,226,879"
21540,DIVERS ACADEMY OF THE EASTERN SEABOARD,NJ,Proprietary 2 Year,82,"265,426"
12346,DOVER BUSINESS COLLEGE,NJ,Proprietary 2 Year,"1,152","3,411,536"
22239,DRAKE COLLEGE OF BUSINESS,NJ,Proprietary 2 Year,"4,141","15,714,453"
2603,DREW UNIVERSITY,NJ,Private 4 Year,413,"1,706,372"
21311,DUCRET SCHOOL OF THE ARTS,NJ,Private 2 Year,25,"105,878"
31226,EASTERN INTERNATIONAL COLLEGE,NJ,Proprietary 2 Year,351,"1,533,416"
38113,EASTERN SCHOOL OF ACUPUNCTURE AND TRADITIONAL MEDICINE,NJ,Proprietary 2 Year,9,"31,275"
20537,EASTWICK COLLEGE,NJ,Proprietary 2 Year,716,"2,237,028"
23442,EMPIRE BEAUTY SCHOOL,NJ,Proprietary 2 Year,419,"1,420,679"
21498,EMPIRE BEAUTY SCHOOL-LAUREL SPRINGS,NJ,Proprietary 2 Year,356,"1,176,199"
7107,ESSEX COUNTY COLLEGE,NJ,Public 2 Year,"7,007","24,771,450"
22618,EUROPEAN ACADEMY OF COSMETOLOGY,NJ,Proprietary 2 Year,151,"571,429"
2607,FAIRLEIGH DICKINSON UNIVERSITY,NJ,Private 4 Year,"1,931","7,515,237"
2610,FELICIAN COLLEGE,NJ,Private 4 Year,782,"3,125,359"
41250,GENTLE HEALING SCHOOL OF MASSAGE,NJ,Proprietary 2 Year,10,"23,617"
2608,GEORGIAN COURT UNIVERSITY,NJ,Private 4 Year,768,"3,011,174"
7507,GIBBS COLLEGE,NJ,Proprietary 2 Year,72,"144,700"
6901,GLOUCESTER COUNTY COLLEGE,NJ,Public 2 Year,"1,819","6,268,532"
21040,HARRIS SCHOOL OF BUSINESS,NJ,Proprietary 2 Year,"1,586","4,816,100"
25869,HARRIS SCHOOL OF BUSINESS,NJ,Proprietary 2 Year,816,"2,686,474"
38033,HEALTHCARE TRAINING INSTITUTE,NJ,Proprietary 2 Year,153,"503,051"
8494,HO HO KUS SCHL OF TRADE & TECH SCIENCES,NJ,Proprietary 2 Year,271,"928,094"
12462,HOHOKUS - HACKENSACK SCHOOL OF BUSINESS & MEDICAL SCIENCES,NJ,Proprietary 2 Year,730,"2,231,737"
20923,HOHOKUS SCHOOL - RETS/NUTLEY,NJ,Proprietary 2 Year,639,"1,947,149"
12954,HUDSON COUNTY COMMUNITY COLLEGE,NJ,Public 2 Year,"6,412","23,098,724"
31973,INSTITUTE FOR HEALTH EDUCATION (THE),NJ,Proprietary 2 Year,214,"822,830"
35363,INSTITUTE FOR THERAPEUTIC MASSAGE,NJ,Proprietary 2 Year,98,"306,895"
21468,JOE KUBERT SCHOOL OF CARTOON & GRAPHIC ART (THE),NJ,Proprietary 2 Year,21,"96,700"
2622,KEAN UNIVERSITY,NJ,Public 4 Year,"4,525","17,871,198"
35303,KEYSKILLS LEARNING,NJ,Proprietary 2 Year,23,"69,946"
12461,LINCOLN TECHNICAL INSTITUTE,NJ,Proprietary 2 Year,"5,636","19,560,273"
22910,LINCOLN TECHNICAL INSTITUTE,NJ,Proprietary 2 Year,172,"785,837"
7506,LINCOLN TECHNICAL INSTITUTE,NJ,Proprietary 2 Year,"2,823","11,518,668"
4740,MERCER COUNTY COMMUNITY COLLEGE,NJ,Public 2 Year,"3,578","10,394,720"
36373,METRO AUTO ELECTRONICS TRAINING INSTITUTE,NJ,Proprietary 2 Year,67,"173,952"
2615,MIDDLESEX COUNTY COLLEGE,NJ,Public 2 Year,"4,962","16,744,675"
5399,MONMOUTH COUNTY VOCATIONAL SCHOOL DISTRICT,NJ,Public 2 Year,43,"161,864"
2616,MONMOUTH UNIVERSITY,NJ,Private 4 Year,"1,059","4,474,230"
2617,MONTCLAIR STATE UNIVERSITY,NJ,Public 4 Year,"4,436","17,400,479"
11523,MORRIS COUNTY SCHOOL OF TECHNOLOGY,NJ,Public 2 Year,12,"51,676"
6420,MOUNTAINSIDE HOSPITAL SCHOOL OF NURSING,NJ,Proprietary 2 Year,33,"111,618"
6421,MUHLENBERG HAROLD B. AND DOROTHY A. SNYDER SCHOOLS,NJ,Private 2 Year,211,"466,243"
41549,NATIONAL CAREER INSTITUTE,NJ,Proprietary 2 Year,109,"375,533"
11708,NATURAL MOTION INSTITUTE OF HAIR DESIGN,NJ,Proprietary 2 Year,134,"509,023"
34245,NEW COMMUNITY WORKFORCE DEVELOPMENT CENTER,NJ,Private 2 Year,337,"979,083"
2613,NEW JERSEY CITY UNIVERSITY,NJ,Public 4 Year,"3,524","13,920,329"
2621,NEW JERSEY INSTITUTE OF TECHNOLOGY,NJ,Public 4 Year,"2,027","8,280,906"
2624,OCEAN COUNTY COLLEGE,NJ,Public 2 Year,"2,988","9,813,646"
25237,OCEAN COUNTY VOCATIONAL - TECHNICAL SCHOOLS,NJ,Public 2 Year,115,"461,418"
22196,OMEGA INSTITUTE,NJ,Proprietary 2 Year,254,"767,048"
7593,PARISIAN BEAUTY ACADEMY,NJ,Proprietary 2 Year,184,"636,951"
9994,PASSAIC COUNTY COMMUNITY COLLEGE,NJ,Public 2 Year,"4,942","14,439,234"
10629,PB COSMETOLOGY EDUCATION CENTRE,NJ,Proprietary 2 Year,151,"633,656"
36506,PC AGE,NJ,Proprietary 2 Year,131,"521,235"
37693,PC TECH LEARNING CENTER,NJ,Proprietary 2 Year,32,"82,646"
21316,PENNCO TECH,NJ,Proprietary 2 Year,873,"3,602,557"
36253,PERFORMANCE TRAINING INSTITUTE,NJ,Proprietary 2 Year,192,"607,162"
2627,PRINCETON UNIVERSITY,NJ,Private 4 Year,555,"2,183,620"
30775,RABBI JACOB JOSEPH SCHOOL,NJ,Private 4 Year,10,"42,300"
8609,RABBINICAL COLLEGE OF AMERICA,NJ,Private 4 Year,54,"250,150"
9344,RAMAPO COLLEGE OF NEW JERSEY,NJ,Public 4 Year,"1,245","5,159,106"
7731,RARITAN VALLEY COMMUNITY COLLEGE,NJ,Public 2 Year,"1,566","4,791,568"
9345,RICHARD STOCKTON COLLEGE OF NEW JERSEY (THE),NJ,Public 4 Year,"2,151","8,476,185"
2628,RIDER UNIVERSITY,NJ,Private 4 Year,"1,159","4,414,785"
10903,RIZZIERI AVEDA SCHOOL OF BEAUTY AND WELLNESS,NJ,Proprietary 2 Year,110,"357,770"
12090,ROBERT FIANCE BEAUTY SCHOOLS,NJ,Proprietary 2 Year,184,"615,099"
22237,ROBERT FIANCE BEAUTY SCHOOLS,NJ,Proprietary 2 Year,189,"550,287"
25282,ROBERT FIANCE BEAUTY SCHOOLS,NJ,Proprietary 2 Year,124,"439,883"
20618,ROMAN ACADEMY OF BEAUTY CULTURE,NJ,Proprietary 2 Year,81,"285,722"
2609,ROWAN UNIVERSITY,NJ,Public 4 Year,"2,725","10,637,027"
2629,"RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY",NJ,Public 4 Year,"12,929","56,898,189"
2638,SAINT PETER'S COLLEGE,NJ,Private 4 Year,"1,194","4,967,880"
5461,SALEM COMMUNITY COLLEGE,NJ,Public 2 Year,632,"2,080,957"
2632,SETON HALL UNIVERSITY,NJ,Private 4 Year,"1,421","5,689,003"
36663,SOMERSET CHRISTIAN COLLEGE,NJ,Private 4 Year,139,"493,004"
