PELLID,OPEID,GAPSID,Name,State,Type & Control,Recipients,Awards,,,,,,,
1409,140900,1226,SAINT JOSEPH COLLEGE,CT,Private 4 Year,317,"1,008,665",,,,,,,
1406,140600,1225,SOUTHERN CONNECTICUT STATE UNIVERSITY,CT,Public 4 year,"1,836","5,716,402",,,,,,,
6191,619100,2792,ST VINCENT'S COLLEGE,CT,Private 2 Year,111,"246,960",,,,,,,
12425,1242500,3544,STONE ACADEMY,CT,Proprietary,"1,216","2,754,848",,,,,,,
9765,976500,3240,THREE RIVERS COMMUNITY COLLEGE,CT,Public 2 year,"1,234","2,496,428",,,,,,,
1414,141400,0065,TRINITY COLLEGE,CT,Private 4 Year,319,"1,064,769",,,,,,,
9764,976400,3239,TUNXIS COMMUNITY COLLEGE,CT,Public 2 year,"1,095","2,645,706",,,,,,,
1416,141600,1227,UNIVERSITY OF BRIDGEPORT,CT,Private 4 Year,860,"2,515,754",,,,,,,
1417,141700,1228,UNIVERSITY OF CONNECTICUT,CT,Public 4 year,"3,421","11,180,193",,,,,,,
1422,142200,1229,UNIVERSITY OF HARTFORD,CT,Private 4 Year,995,"3,198,506",,,,,,,
1397,139700,1219,UNIVERSITY OF NEW HAVEN,CT,Private 4 Year,797,"2,503,295",,,,,,,
11697,1169700,3463,VINAL TECHNICAL HIGH SCHOOL,CT,Public 2 year,12,"25,010",,,,,,,
14603,2300000,4140,W F KAYNOR TECHNICAL HIGH SCHOOL,CT,Public 2 year,11,"26,189",,,,,,,
1424,142400,1230,WESLEYAN UNIVERSITY,CT,Private 4 Year,352,"1,232,642",,,,,,,
1380,138000,1214,WESTERN CONNECTICUT STATE UNIVERSITY,CT,Public 4 year,954,"2,949,478",,,,,,,
16003,2265900,4066,WINDHAM COMMUNITY MEMORIAL HOSPITAL PROGRAM OF RADIOLOGIC TECHNOLOGY,CT,Private 2 Year,6,"19,415",,,,,,,
7311,731100,2919,WINDHAM TECHNICAL HIGH SCHOOL,CT,Public 2 year,15,"45,577",,,,,,,
1426,142600,1232,YALE UNIVERSITY,CT,Private 4 Year,537,"1,906,167",,,,,,,
1434,143400,0067,AMERICAN UNIVERSITY,DC,Private 4 Year,637,"2,003,229",,,,,,,
34096,3409600,4966,BENNETT CAREER INSTITUTE,DC,Proprietary,142,"379,461",,,,,,,
31043,3104300,5622,CAREER TECHNICAL INSTITUTE,DC,Proprietary,441,"1,085,143",,,,,,,
1437,143700,1237,CATHOLIC UNIVERSITY OF AMERICA,DC,Private 4 Year,352,"997,074",,,,,,,
11950,1195000,3496,CORCORAN COLLEGE OF ART AND DESIGN,DC,Private 4 Year,79,"284,142",,,,,,,
16085,2279200,4093,DUDLEY BEAUTY COLLEGE,DC,Proprietary,113,"304,885",,,,,,,
1443,144300,1239,GALLAUDET UNIVERSITY,DC,Private 4 Year,361,"1,256,085",,,,,,,
1444,144400,1240,GEORGE WASHINGTON UNIVERSITY,DC,Private 4 Year,"1,005","3,370,385",,,,,,,
1445,144500,1241,GEORGETOWN UNIVERSITY,DC,Private 4 Year,677,"2,267,215",,,,,,,
1448,144800,0068,HOWARD UNIVERSITY,DC,Private 4 Year,"2,520","8,716,402",,,,,,,
14941,2132800,3796,NATIONAL CONSERVATORY OF DRAMATIC ARTS,DC,Private 2 Year,9,"31,264",,,,,,,
32183,3218300,4875,POTOMAC COLLEGE,DC,Proprietary,320,"850,276",,,,,,,
1456,145600,1242,SOUTHEASTERN UNIVERSITY,DC,Private 4 Year,356,"832,638",,,,,,,
1459,145900,1243,STRAYER UNIVERSITY,DC,Proprietary,"18,952","41,445,449",,,,,,,
37503,3750300,5500,TECHNICAL LEARNING CENTERS,DC,Proprietary,135,"422,890",,,,,,,
1460,146000,1244,TRINITY UNIVERSITY,DC,Private 4 Year,684,"2,049,966",,,,,,,
7015,144100,1238,UNIVERSITY OF THE DISTRICT OF COLUMBIA,DC,Public 4 year,"1,975","5,490,295",,,,,,,
41307,4130700,6114,ACADEMY OF MASSAGE AND BODYWORK,DE,Proprietary,22,"59,752",,,,,,,
21252,2125200,3785,BEEBE SCHOOL OF NURSING,DE,Private 2 Year,6,"21,696",,,,,,,
30258,3025800,4583,DAWN TRAINING CENTRE,DE,Proprietary,375,"1,139,813",,,,,,,
41398,4139800,6291,DELAWARE COLLEGE OF ART & DESIGN,DE,Private 2 Year,83,"245,579",,,,,,,
37023,3702300,5832,DELAWARE LEARNING INSTITUTE OF COSMETOLOGY,DE,Proprietary,43,"130,197",,,,,,,
1428,142800,1233,DELAWARE STATE UNIVERSITY,DE,Public 4 year,"1,473","4,835,733",,,,,,,
11727,1172700,3468,DELAWARE TECHNICAL & COMMUNITY COLLEGE,DE,Public 2 year,"1,318","2,977,486",,,,,,,
11387,2144900,3817,DELAWARE TECHNICAL & COMMUNITY COLLEGE,DE,Public 2 year,"1,641","3,616,182",,,,,,,
7053,705300,2885,DELAWARE TECHNICAL & COMMUNITY COLLEGE - OWENS CAMPUS,DE,Public 2 year,"1,712","3,877,383",,,,,,,
1429,142900,1234,GOLDEY-BEACOM COLLEGE,DE,Private 4 Year,187,"596,766",,,,,,,
35433,3543300,5050,HARRIS SCHOOL OF BUSINESS,DE,Proprietary,595,"1,649,454",,,,,,,
15477,2190400,0724,SCHILLING-DOUGLAS SCHOOL OF HAIR DESIGN,DE,Proprietary,124,"342,879",,,,,,,
1431,143100,0066,UNIVERSITY OF DELAWARE,DE,Public 4 year,"1,377","4,197,977",,,,,,,
1433,143300,1235,WESLEY COLLEGE,DE,Private 4 Year,622,"1,899,087",,,,,,,
7948,794800,3027,WILMINGTON UNIVERSITY,DE,Private 4 Year,"1,475","4,181,467",,,,,,,
33463,3346300,4936,ACADEMY FOR PRACTICAL NURSING AND HEALTH OCCUPATIONS,FL,Private 2 Year,496,"1,381,056",,,,,,,
41269,4126900,5958,ACADEMY OF CAREER TRAINING,FL,Proprietary,70,"185,374",,,,,,,
16785,2499000,4291,ACADEMY OF COSMETOLOGY,FL,Proprietary,165,"399,628",,,,,,,
26127,2612700,0906,ACADEMY OF COSMETOLOGY - PALM BAY,FL,Proprietary,101,"243,568",,,,,,,
31134,3113400,4772,ACADEMY OF PALM BEACH,FL,Proprietary,112,"292,006",,,,,,,
41205,4120500,5944,ACADEMY OF PROFESSIONAL CAREERS,FL,Proprietary,4,"3,154",,,,,,,
34145,3414500,4970,ACUPUNCTURE AND MASSAGE COLLEGE,FL,Proprietary,45,"132,875",,,,,,,
37573,3757300,5477,ADVANCE SCIENCE INSTITUTE,FL,Proprietary,135,"342,537",,,,,,,
25027,2502700,0830,ADVANCED CAREER TRAINING,FL,Proprietary,"2,507","6,670,863",,,,,,,
16181,2293600,4126,ADVANCED TECHNICAL CENTERS,FL,Private 2 Year,4,"8,279",,,,,,,
41359,4135900,6258,ALLIED HEALTH INSTITUTE,FL,Proprietary,202,"333,307",,,,,,,
34914,3491400,5505,AMERICAN ADVANCED TECHNICIANS INSTITUTE,FL,Proprietary,94,"252,565",,,,,,,
37063,3706300,5423,AMERICAN INSTITUTE,FL,Proprietary,674,"1,829,606",,,,,,,
40165,4016500,5756,AMERICAN INSTITUTE OF BEAUTY,FL,Proprietary,179,"389,831",,,,,,,
33903,3390300,4953,AMERICARE SCHOOL OF NURSING,FL,Proprietary,476,"1,172,854",,,,,,,
35954,3595400,5071,ANGLEY COLLEGE,FL,Proprietary,296,"763,720",,,,,,,
10195,1019500,3307,ART INSTITUTE OF FORT LAUDERDALE (THE),FL,Proprietary,"1,722","4,620,491",,,,,,,
38163,3816300,5589,ARTISTIC NAILS & BEAUTY ACADEMY,FL,Proprietary,262,"649,097",,,,,,,
30123,3012300,5474,ASM BEAUTY WORLD ACADEMY,FL,Proprietary,98,"259,738",,,,,,,
16180,2293200,4125,ATI CAREER TRAINING CENTER,FL,Proprietary,"2,212","6,695,575",,,,,,,
15646,2215900,3965,ATI CAREER TRAINING CENTER,FL,Proprietary,611,"1,793,491",,,,,,,
14612,2151100,3829,ATI COLLEGE OF HEALTH,FL,Proprietary,"1,866","5,410,237",,,,,,,
12263,1226300,3520,ATLANTIC TECHNICAL CENTER,FL,Public 2 Year,352,"987,848",,,,,,,
39413,3941300,5744,AVE MARIA UNIVERSITY,FL,Private 4 Year,335,"1,149,078",,,,,,,
41194,4119400,5922,AVEDA INSTITUTE - SAINT PETERSBURG,FL,Proprietary,102,"286,502",,,,,,,
41348,4134800,6214,AVEDA INSTITUTE - TALLAHASSEE,FL,Proprietary,73,"209,271",,,,,,,
13001,2159600,3848,BAPTIST COLLEGE OF FLORIDA (THE),FL,Private 4 Year,233,"705,972",,,,,,,
1466,146600,1246,BARRY UNIVERSITY,FL,Private 4 Year,"2,060","6,362,585",,,,,,,
33733,3373300,5703,BEACON COLLEGE,FL,Private 4 Year,16,"59,649",,,,,,,
38014,3801400,5564,BEAUTY INSTITUTE (THE),FL,Proprietary,109,"260,936",,,,,,,
16111,2283800,4102,BEAUTY SCHOOLS OF AMERICA,FL,Proprietary,"2,513","6,883,928",,,,,,,
14752,3018500,0928,BENE'S INTERNATIONAL SCHOOL OF BEAUTY,FL,Proprietary,262,"609,094",,,,,,,
1467,146700,0069,BETHUNE COOKMAN UNIVERSITY,FL,Private 4 Year,"2,556","9,327,132",,,,,,,
15565,2200100,3935,BRADENTON BEAUTY & BARBER ACADEMY,FL,Proprietary,203,"589,299",,,,,,,
33823,3382300,4950,BRADFORD-UNION AREA CAREERTECHNICAL CENTER,FL,Public 2 year,76,"226,444",,,,,,,
1470,147000,1249,BREVARD COMMUNITY COLLEGE,FL,Public 2 year,"4,526","11,587,519",,,,,,,
1500,150000,1265,BROWARD COLLEGE,FL,Public 4 year,"14,017","37,319,706",,,,,,,
38425,3842500,5634,CAMBRIDGE INSTITUTE OF ALLIED HEALTH,FL,Proprietary,164,"422,093",,,,,,,
39063,3906300,5674,CAREER INSTITUTE OF FLORIDA,FL,Proprietary,259,"576,269",,,,,,,
41459,4145900,6379,CELEBRITY SCHOOL OF BEAUTY,FL,Proprietary,60,"153,135",,,,,,,
22455,2245500,0744,CENTRAL FLORIDA COLLEGE,FL,Proprietary,665,"1,814,032",,,,,,,
1471,147100,0070,CENTRAL FLORIDA COMMUNITY COLLEGE,FL,Public 2 year,"2,923","7,382,720",,,,,,,
34254,3425400,4981,CENTRAL FLORIDA INSTITUTE,FL,Proprietary,599,"1,689,909",,,,,,,
39394,3939400,5718,CENTURA INSTITUTE,FL,Proprietary,189,"622,291",,,,,,,
16165,2297000,4134,CHARLOTTE TECHNICAL CENTER,FL,Public 2 Year,98,"288,679",,,,,,,
1472,147200,1250,CHIPOLA COLLEGE,FL,Public 4 year,827,"2,467,715",,,,,,,
30799,3079900,0973,CITY COLLEGE,FL,Private 2 Year,209,"562,960",,,,,,,
16839,2515400,0835,CITY COLLEGE,FL,Private 4 Year,"1,202","3,604,122",,,,,,,
15025,147300,1251,CLEARWATER CHRISTIAN COLLEGE,FL,Private 4 Year,218,"696,434",,,,,,,
30716,3071600,0963,COLLEGE OF BUSINESS & TECHNOLOGY,FL,Proprietary,900,"2,745,942",,,,,,,
39853,3985300,5771,COMMERCIAL DIVING ACADEMY,FL,Proprietary,169,"291,645",,,,,,,
31086,3108600,4757,COMPU-MED VOCATIONAL CAREERS,FL,Proprietary,749,"2,609,277",,,,,,,
15307,2172700,3875,CONCORDE CAREER INSTITUTE,FL,Proprietary,820,"2,052,316",,,,,,,
14016,2089600,3714,CONCORDE CAREER INSTITUTE,FL,Proprietary,995,"2,478,939",,,,,,,
16050,2275100,4081,CONCORDE CAREER INSTITUTE,FL,Proprietary,661,"1,823,566",,,,,,,
31784,3178400,4854,CORAL RIDGE TRAINING SCHOOL,FL,Proprietary,36,"118,466",,,,,,,
16092,2279600,4095,CORTIVA INSTITUTE - FLORIDA,FL,Proprietary,117,"257,151",,,,,,,
41350,4135000,6240,COZMO THE SCHOOL,FL,Proprietary,60,"168,549",,,,,,,
5594,559400,2744,D. G. ERWIN TECHNICAL CENTER,FL,Public 2 Year,734,"1,923,278",,,,,,,
38323,3832300,5588,DADE MEDICAL COLLEGE,FL,Proprietary,774,"2,559,396",,,,,,,
39396,3939600,5727,DAYTONA COLLEGE,FL,Proprietary,84,"237,180",,,,,,,
1475,147500,1252,DAYTONA STATE COLLEGE,FL,Public 4 year,"6,672","18,073,186",,,,,,,
41274,4127400,5982,DIGITAL MEDIA ARTS COLLEGE,FL,Proprietary,145,"440,693",,,,,,,
1487,148700,1258,ECKERD COLLEGE,FL,Private 4 Year,517,"1,567,559",,,,,,,
1477,147700,1253,EDISON STATE COLLEGE,FL,Public 4 year,"3,725","9,653,324",,,,,,,
1478,147800,5343,EDWARD WATERS COLLEGE,FL,Private 4 Year,660,"2,439,680",,,,,,,
1479,147900,0071,EMBRY-RIDDLE AERONAUTICAL UNIVERSITY,FL,Private 4 Year,"2,049","5,882,397",,,,,,,
35704,3570400,5443,ENGLISH CENTER  (THE),FL,Public 2 year,52,"74,917",,,,,,,
14560,2121800,3778,EVEREST INSTITUTE,FL,Proprietary,"3,507","8,591,896",,,,,,,
30032,3003200,4538,EVEREST INSTITUTE,FL,Proprietary,"1,882","5,213,231",,,,,,,
7735,149900,1264,EVEREST UNIVERSITY,FL,Proprietary,"10,575","23,497,136",,,,,,,
1534,153400,1284,EVEREST UNIVERSITY,FL,Proprietary,"13,920","26,513,029",,,,,,,
25998,2599800,4482,EVEREST UNIVERSITY,FL,Proprietary,"4,865","11,770,852",,,,,,,
8146,814600,3050,EVEREST UNIVERSITY - POMPANO BEACH,FL,Proprietary,"3,393","8,674,665",,,,,,,
31085,3108500,0989,EVERGLADES UNIVERSITY,FL,Private 4 Year,664,"2,139,579",,,,,,,
15111,2148200,3824,FASHION FOCUS HAIR ACADEMY,FL,Proprietary,50,"127,066",,,,,,,
41320,4132000,6239,FASTTRAIN OF FORT LAUDERDALE,FL,Proprietary,75,"151,237",,,,,,,
41322,4132200,6056,FASTTRAIN OF JACKSONVILLE,FL,Proprietary,90,"192,343",,,,,,,
41319,4131900,6033,FASTTRAIN OF MIAMI,FL,Proprietary,194,"400,860",,,,,,,
41321,4132100,6248,FASTTRAIN OF TAMPA,FL,Proprietary,92,"165,662",,,,,,,
12544,1254400,3554,FIRST COAST TECHNICAL INSTITUTE,FL,Public 2 year,341,"809,470",,,,,,,
7893,789300,0538,FLAGLER COLLEGE,FL,Private 4 Year,679,"2,145,952",,,,,,,
38233,3823300,5804,FLORIDA ACADEMY OF HEALTH & BEAUTY,FL,Proprietary,64,"164,682",,,,,,,
1480,148000,0073,FLORIDA AGRICULTURAL & MECHANICAL UNIV,FL,Public 4 year,"5,814","20,012,310",,,,,,,
1481,148100,1254,FLORIDA ATLANTIC UNIVERSITY,FL,Public 4 year,"5,786","17,188,383",,,,,,,
36114,3611400,5075,FLORIDA BARBER ACADEMY,FL,Proprietary,198,"519,416",,,,,,,
25862,2586200,4461,FLORIDA CAREER COLLEGE,FL,Proprietary,645,"1,170,848",,,,,,,
16302,2305800,0778,FLORIDA CAREER COLLEGE,FL,Proprietary,"4,596","10,781,524",,,,,,,
30963,3096300,4704,FLORIDA CAREER INSTITUTE,FL,Proprietary,221,"567,480",,,,,,,
15192,2156700,3840,FLORIDA CHRISTIAN COLLEGE,FL,Private 4 Year,103,"305,270",,,,,,,
1482,148200,1255,FLORIDA COLLEGE,FL,Private 4 Year,105,"321,889",,,,,,,
30086,3008600,0917,FLORIDA COLLEGE OF NATURAL HEALTH,FL,Proprietary,878,"2,601,509",,,,,,,
1484,148400,1256,FLORIDA COMMUNITY COLLEGE AT JACKSONVILLE,FL,Public 4 year,"7,873","20,205,139",,,,,,,
36276,3627600,5079,FLORIDA EDUCATION INSTITUTE,FL,Proprietary,386,"1,046,390",,,,,,,
32553,3255300,5274,FLORIDA GULF COAST UNIVERSITY,FL,Public 4 year,"1,679","5,145,136",,,,,,,
31155,3115500,4779,FLORIDA HOSPITAL COLLEGE OF HEALTH SCIENCES,FL,Private 4 Year,613,"1,258,895",,,,,,,
36183,3618300,5077,FLORIDA INSTITUTE OF ANIMAL ARTS,FL,Proprietary,149,"485,899",,,,,,,
1469,146900,1248,FLORIDA INSTITUTE OF TECHNOLOGY,FL,Private 4 Year,"1,652","3,566,659",,,,,,,
16483,2329900,4195,FLORIDA INSTITUTE OF ULTRASOUND,FL,Proprietary,26,"82,398",,,,,,,
9635,963500,3212,FLORIDA INTERNATIONAL UNIVERSITY - UNIVERSITY PARK CAMPUS,FL,Public 4 year,"10,683","33,565,611",,,,,,,
1485,148500,1257,FLORIDA KEYS COMMUNITY COLLEGE,FL,Public 2 year,360,"853,722",,,,,,,
1486,148600,0074,FLORIDA MEMORIAL UNIVERSITY,FL,Private 4 Year,"1,325","4,384,321",,,,,,,
17069,2547600,0852,FLORIDA NATIONAL COLLEGE,FL,Proprietary,"3,012","8,860,928",,,,,,,
41299,4129900,6110,FLORIDA SCHOOL OF MASSAGE,FL,Proprietary,82,"165,770",,,,,,,
1488,148800,1259,FLORIDA SOUTHERN COLLEGE,FL,Private 4 Year,538,"1,579,301",,,,,,,
1489,148900,5251,FLORIDA STATE UNIVERSITY,FL,Public 4 year,"8,276","22,170,207",,,,,,,
15670,2218700,3971,FLORIDA TECHNICAL COLLEGE,FL,Proprietary,"1,582","4,143,852",,,,,,,
25982,2598200,4479,FLORIDA TECHNICAL COLLEGE OF JACKSONVILLE,FL,Proprietary,291,"731,781",,,,,,,
16573,2338400,4216,FORT PIERCE BEAUTY ACADEMY,FL,Proprietary,453,"1,205,815",,,,,,,
16812,2362100,4270,FULL SAIL UNIVERSITY,FL,Proprietary,"2,354","7,848,716",,,,,,,
38663,3866300,5719,GALIANO CAREER ACADEMY,FL,Proprietary,488,"1,452,911",,,,,,,
16280,2307400,4159,GEORGE STONE AREA VOCATIONAL TECHNICAL CENTER,FL,Public 2 year,196,"375,449",,,,,,,
30798,3079800,4669,GEORGE T BAKER AVIATION SCHOOL,FL,Public 2 year,186,"431,418",,,,,,,
16301,2305700,4154,GULF COAST COLLEGE,FL,Proprietary,236,"667,123",,,,,,,
1490,149000,1260,GULF COAST COMMUNITY COLLEGE,FL,Public 2 year,"2,263","5,738,753",,,,,,,
40583,4058300,5840,HEALTH OPPORTUNITY TECHNICAL CENTER,FL,Proprietary,165,"476,582",,,,,,,
15158,2601600,4489,HENRY W. BREWSTER TECHNICAL CENTER,FL,Public 2 year,230,"552,676",,,,,,,
25971,2597100,0886,HERITAGE INSTITUTE,FL,Proprietary,857,"2,509,497",,,,,,,
30358,3035800,4612,HERITAGE INSTITUTE,FL,Proprietary,340,"998,121",,,,,,,
7870,787000,3012,HILLSBOROUGH COMMUNITY COLLEGE,FL,Public 2 year,"8,611","22,535,649",,,,,,,
41204,4120400,5905,HI-TECH SCHOOL OF COSMETOLOGY,FL,Proprietary,99,"342,308",,,,,,,
15463,2188900,3911,HOBE SOUND BIBLE COLLEGE,FL,Private 4 Year,70,"205,162",,,,,,,
30375,3037500,4613,HODGES UNIVERSITY,FL,Private 4 Year,"1,614","4,722,771",,,,,,,
1493,149300,1261,INDIAN RIVER STATE COLLEGE,FL,Public 4 year,"4,238","10,897,019",,,,,,,
15962,2257900,4048,INTERNATIONAL ACADEMY,FL,Proprietary,297,"818,109",,,,,,,
30314,3031400,4602,INTERNATIONAL ACADEMY OF DESIGN AND TECHNOLOGY,FL,Proprietary,"4,827","13,151,834",,,,,,,
35643,3564300,5057,INTERNATIONAL SCHOOL OF HEALTH AND BEAUTY,FL,Proprietary,208,"600,617",,,,,,,
34114,3411400,1017,INTERNATIONAL TRAINING CAREERS,FL,Private 2 Year,401,"1,432,162",,,,,,,
36274,3627400,5078,JACKSONVILLE BEAUTY INSTITUTE,FL,Proprietary,154,"515,672",,,,,,,
1495,149500,1262,JACKSONVILLE UNIVERSITY,FL,Private 4 Year,895,"2,714,726",,,,,,,
1497,149700,1263,JONES COLLEGE,FL,Private 4 Year,687,"2,074,700",,,,,,,
35533,3553300,5446,KEISER CAREER COLLEGE,FL,Proprietary,79,"219,266",,,,,,,
31239,3123900,0995,KEISER CAREER COLLEGE,FL,Proprietary,"1,345","3,965,179",,,,,,,
15159,2151900,0704,KEISER UNIVERSITY,FL,Proprietary,"10,329","32,684,666",,,,,,,
15191,2325100,0789,KEY COLLEGE,FL,Proprietary,68,"205,180",,,,,,,
17272,2573200,0866,LA BELLE BEAUTY ACADEMY,FL,Proprietary,318,"864,305",,,,,,,
14746,2287100,0765,LA BELLE BEAUTY SCHOOL,FL,Proprietary,388,"1,102,585",,,,,,,
1501,150100,1266,LAKE CITY COMMUNITY COLLEGE,FL,Public 2 year,"1,280","3,307,500",,,,,,,
13000,2228300,3986,LAKE TECHNICAL CENTER,FL,Public 2 year,177,"470,723",,,,,,,
1502,150200,1267,LAKE-SUMTER COMMUNITY COLLEGE,FL,Public 2 year,976,"2,390,815",,,,,,,
31583,3158300,4844,LEE COUNTY HIGH TECH CENTER NORTH,FL,Public 2 year,129,"348,114",,,,,,,
7558,755800,2965,LEE COUNTY HIGH TECHNICAL CENTER CENTRAL,FL,Public 2 year,249,"661,135",,,,,,,
16095,2280800,4098,LINCOLN COLLEGE OF TECHNOLOGY,FL,Proprietary,"1,880","5,040,790",,,,,,,
5586,558600,2743,LINDSEY HOPKINS TECHNICAL EDUCATION CENTER,FL,Public 2 Year,277,"589,959",,,,,,,
13997,558500,2742,LIVELY TECHNICAL CENTER,FL,Public 2 year,488,"1,054,776",,,,,,,
14146,1016100,0598,LORAINE'S ACADEMY,FL,Proprietary,162,"380,640",,,,,,,
13234,1323400,3635,LORENZO WALKER INSTITUTE OF TECHNOLOGY,FL,Public 2 year,188,"519,522",,,,,,,
1505,150500,1269,LYNN UNIVERSITY,FL,Private 4 Year,286,"946,029",,,,,,,
41284,4128400,6096,MANAGEMENT RESOURCES INSTITUTE,FL,Proprietary,179,"537,454",,,,,,,
1504,150400,1268,MANATEE COMMUNITY COLLEGE,FL,Public 2 year,"5,464","14,710,466",,,,,,,
15496,561200,2752,MANATEE TECHNICAL INSTITUTE,FL,Public 2 year,474,"1,177,447",,,,,,,
15110,2148300,3825,MANHATTAN BEAUTY SCHOOL,FL,Proprietary,749,"2,074,963",,,,,,,
15039,2156300,3838,MARGATE SCHOOL OF BEAUTY,FL,Proprietary,88,"185,802",,,,,,,
31039,3103900,4738,MARION COUNTY COMMUNITY TECHNICAL  & ADULT EDUCATION CENTER,FL,Public 2 Year,128,"409,486",,,,,,,
14706,560800,2751,MAYNARD A. TRAVISS CAREER CENTER,FL,Public 2 year,231,"662,459",,,,,,,
38753,3875300,5690,MEDICAL CAREER INSTITUTE OF SOUTH FLORIDA,FL,Proprietary,291,"810,343",,,,,,,
30996,3099600,4718,MERCY HOSPITAL SCHOOL OF PRACTICAL NURSING,FL,Private 2 Year,21,"57,080",,,,,,,
15548,2326800,0793,MERIDIAN CAREER INSTITUTE,FL,Proprietary,274,"813,936",,,,,,,
31256,3125600,4806,MIAMI AD SCHOOL,FL,Proprietary,36,"95,311",,,,,,,
1506,150600,1270,MIAMI DADE COLLEGE,FL,Public 4 year,"29,188","86,804,410",,,,,,,
8878,887800,3123,MIAMI INTERNATIONAL UNIVERSITY OF ART & DESIGN,FL,Proprietary,"2,054","6,192,421",,,,,,,
16400,2316200,4176,MIAMI LAKES EDUCATIONAL CENTER,FL,Public 2 year,333,"806,190",,,,,,,
16875,2501500,4293,MID FLORIDA TECH,FL,Public 2 year,159,"399,008",,,,,,,
30359,3035900,0944,NATIONAL AVIATION ACADEMY,FL,Proprietary,359,"1,179,692",,,,,,,
39574,3957400,5740,NEW COLLEGE OF FLORIDA,FL,Public 4 year,153,"485,090",,,,,,,
34334,3433400,4988,NEW CONCEPT MASSAGE AND BEAUTY SCHOOL,FL,Proprietary,81,"240,539",,,,,,,
32243,3224300,4877,NEW PROFESSIONS TECHNICAL INSTITUTE,FL,Proprietary,709,"1,985,994",,,,,,,
41408,4140800,6339,NORTH FLORIDA ACADEMY,FL,Proprietary,9,"26,921",,,,,,,
1508,150800,1271,NORTH FLORIDA COMMUNITY COLLEGE,FL,Public 2 year,679,"1,756,092",,,,,,,
35573,3557300,5749,NORTH FLORIDA COSMETOLOGY INSTITUTE,FL,Proprietary,104,"278,382",,,,,,,
34343,3434300,4990,NORTH FLORIDA INSTITUTE,FL,Proprietary,829,"2,275,096",,,,,,,
1510,151000,1273,NORTHWEST FLORIDA STATE COLLEGE,FL,Public 4 year,"1,683","4,552,662",,,,,,,
30892,3089200,4688,NOUVELLE INSTITUTE,FL,Proprietary,563,"1,735,759",,,,,,,
1509,150900,1272,NOVA SOUTHEASTERN UNIVERSITY-DAVIE,FL,Private 4 Year,"2,125","6,526,136",,,,,,,
32303,3230300,4878,OKALOOSA APPLIED TECHNOLOGY CENTER,FL,Public 2 year,179,"413,131",,,,,,,
41349,4134900,6350,ORANGE PARK BEAUTY ACADEMY,FL,Proprietary,38,"100,004",,,,,,,
14719,2513200,4320,ORANGE TECHNICAL EDUCATION CENTERS - ORLANDO TECHNICAL,FL,Public 2 year,228,"537,056",,,,,,,
15036,2321200,4180,ORANGE TECHNICAL EDUCATION CENTERS-WESTSIDE TECH,FL,Public 2 year,269,"729,659",,,,,,,
41063,4106300,5896,PALM BEACH ACADEMY OF HEALTH & BEAUTY,FL,Proprietary,51,"145,526",,,,,,,
8849,884900,3115,PALM BEACH ATLANTIC UNIVERSITY,FL,Private 4 Year,756,"2,312,562",,,,,,,
1512,151200,1274,PALM BEACH COMMUNITY COLLEGE,FL,Public 4 year,"6,755","18,120,399",,,,,,,
10652,1065200,3366,PASCO - HERNANDO COMMUNITY COLLEGE,FL,Public 2 year,"3,996","10,371,926",,,,,,,
14748,2149900,3827,PAUL MITCHELL THE SCHOOL-JACKSONVILLE,FL,Proprietary,137,"432,119",,,,,,,
1513,151300,1275,PENSACOLA JUNIOR COLLEGE,FL,Public 2 year,"3,480","9,002,086",,,,,,,
41054,4105400,5865,PENSACOLA SCHOOL OF MASSAGE THERAPY & HEALTH CAREERS,FL,Proprietary,111,"340,173",,,,,,,
5605,560500,2749,PINELLAS TECHNICAL EDUCATION CENTER - CLEARWATER CAMPUS,FL,Public 2 Year,300,"799,091",,,,,,,
13917,2115300,5378,PINELLAS TECHNICAL EDUCATION CENTERS - ST. PETERSBURG CAMPUS,FL,Public 2 year,266,"713,782",,,,,,,
1514,151400,1276,POLK COMMUNITY COLLEGE,FL,Public 2 year,"2,527","6,231,716",,,,,,,
31147,3114700,4774,PRAXIS INSTITUTE,FL,Proprietary,469,"1,311,075",,,,,,,
41431,4143100,6384,PROFESSIONAL HANDS INSTITUTE,FL,Proprietary,28,"42,891",,,,,,,
33484,3348400,5188,PROFESSIONAL TRAINING CENTERS,FL,Proprietary,556,"1,571,990",,,,,,,
17198,2554200,4401,RADFORD LOCKLIN TECHNICAL CENTER,FL,Public 2 year,44,"81,624",,,,,,,
8501,850100,0552,RASMUSSEN COLLEGE,FL,Proprietary,"2,596","5,828,884",,,,,,,
7586,758600,2970,REMINGTON COLLEGE - TAMPA CAMPUS,FL,Proprietary,"1,431","3,836,318",,,,,,,
15780,2511700,4315,RIDGE CAREER CENTER,FL,Public 2 year,191,"471,113",,,,,,,
12574,1257400,3557,RINGLING COLLEGE OF ART & DESIGN,FL,Private 4 Year,326,"1,214,411",,,,,,,
9104,910400,3148,RIVERSIDE HAIRSTYLING ACADEMY,FL,Proprietary,38,"121,357",,,,,,,
16919,2524200,4339,ROBERT MORGAN EDUCATIONAL CENTER,FL,Public 2 year,307,"789,491",,,,,,,
1515,151500,0075,ROLLINS COLLEGE,FL,Private 4 Year,503,"1,633,993",,,,,,,
36964,3696400,5900,SABER,FL,Private 2 Year,337,"886,422",,,,,,,
