OPEID,NAME,CITY,STATE,Type & Control,Recipients,Awards
2616100,JEAN MADELINE ED CTR FOR COSM,PHILADELPHIA,PA,Proprietary 2 Year,224,"885,605"
865300,JEFFERSON CO DUBOIS VOC TECH-PR NSG,REYNOLDSVILLE,PA,Public 4 Year,36,"227,042"
3103300,JNA INSTITUTE OF CULINARY ARTS,PHILADELPHIA,PA,Proprietary 2 Year,92,"329,480"
2114200,JOHNSON COLLEGE,SCRANTON,PA,Private 2 Year,241,"959,870"
327900,JUNIATA COLLEGE,HUNTINGDON,PA,Private 4 Year,342,"1,274,859"
2158300,JUNIATA-MIFFLIN CO AREA VOC TECH,LEWISTOWN,PA,Public 2 Year,61,"170,169"
491000,KAPLAN CAREER INSTITUTE,HARRISBURG,PA,Proprietary 2 Year,"2,489","8,938,747"
743600,KAPLAN CAREER INSTITUTE - ICM CAMPUS,PITTSBURGH,PA,Proprietary 2 Year,"1,115","4,564,337"
328000,KEYSTONE COLLEGE,LA PLUME,PA,Private 4 Year,"1,004","3,820,956"
4137100,KIMBERLY'S BEAUTY SCHOOL,PHILADELPHIA,PA,Proprietary 2 Year,22,"79,251"
328200,KINGS COLLEGE,WILKES-BARRE,PA,Private 4 Year,683,"2,627,235"
332200,KUTZTOWN UNIVERSITY OF PENNSYLVANIA,KUTZTOWN,PA,Public 4 Year,"2,959","11,608,076"
398700,LA ROCHE COLLEGE,PITTSBURGH,PA,Private 4 Year,503,"1,988,264"
328300,LACKAWANNA COLLEGE,SCRANTON,PA,Private 2 Year,"1,131","4,210,351"
328400,LAFAYETTE COLLEGE,EASTON,PA,Private 4 Year,258,"936,102"
328500,LANCASTER BIBLE COLLEGE,LANCASTER,PA,Private 4 Year,413,"1,448,482"
2310800,LANCASTER COUNTY CAREER & TECH CTR,WILLOW STREET,PA,Public 2 Year,339,"1,339,444"
986300,LANCASTER GENERAL COLLEGE OF NURSING AND,LANCASTER,PA,Private 4 Year,329,"1,005,116"
2212700,LANCASTER SCHOOL OF COSMETOLOGY,LANCASTER,PA,Proprietary 2 Year,94,"288,508"
777900,LANSDALE SCHOOL OF BUSINESS,NORTH WALES,PA,Proprietary 2 Year,427,"1,439,461"
2292700,LANSDALE SCHOOL OF COSMETOLOGY,LANSDALE,PA,Proprietary 2 Year,29,"111,187"
328700,LASALLE UNIVERSITY,PHILADELPHIA,PA,Private 4 Year,"1,596","6,549,994"
2546200,LAUREL BUSINESS INSTITUTE,UNIONTOWN,PA,Proprietary 2 Year,334,"1,549,068"
2092500,LAUREL TECHNICAL INSTITUTE,SHARON,PA,Proprietary 2 Year,332,"1,639,213"
2545000,LAWRENCE COUNTY CAREER AND TECHNICAL CEN,NEW CASTLE,PA,Public 2 Year,52,"221,318"
3006800,LE CORDON BLEU INSTITUTE OF CULINARY ART,PITTSBURGH,PA,Proprietary 2 Year,"2,457","12,935,090"
2330300,LEBANON CO CAREER & TECHNOLOGY CTR,LEBANON,PA,Public 2 Year,78,"390,913"
328800,LEBANON VALLEY COLLEGE,ANNVILLE,PA,Private 4 Year,431,"1,545,626"
681000,LEHIGH CARBON COMMUNITY COLLEGE,SCHNECKSVILLE,PA,Public 2 Year,"2,983","9,222,289"
328900,LEHIGH UNIVERSITY,BETHLEHEM,PA,Private 4 Year,709,"2,886,398"
2282500,LENAPE SCHOOL OF PRACTICAL NURSING,FORD CITY,PA,Public 2 Year,118,"395,538"
2118000,LEVITTOWN BEAUTY ACADEMY LLC,LEVITTOWN,PA,Proprietary 2 Year,49,"144,191"
783200,LINCOLN TECH INSTITUTE,PHILADELPHIA,PA,Proprietary 2 Year,658,"2,552,990"
775900,LINCOLN TECHNICAL INSTITUTE,ALLENTOWN,PA,Proprietary 2 Year,875,"2,893,864"
329000,LINCOLN UNIVERSITY,LINCOLN UNIVERSIT,PA,Public 4 Year,"1,246","5,741,703"
332300,LOCK HAVEN UNIV OF PENNSYLVANIA,LOCK HAVEN,PA,Public 4 Year,"2,149","8,651,838"
3236400,LT INTERNATIONAL BEAUTY SCHOOL,PHILADELPHIA,PA,Proprietary 2 Year,153,"586,287"
681100,LUZERNE COUNTY COMMUNITY COLLEGE,NANTICOKE,PA,Public 2 Year,"3,285","11,353,206"
329300,LYCOMING COLLEGE,WILLIAMSPORT,PA,Private 4 Year,452,"1,683,184"
329400,MANOR COLLEGE,JENKINTOWN,PA,Private 2 Year,386,"1,430,091"
332400,MANSFIELD UNIVERSITY,MANSFIELD,PA,Public 4 Year,"1,491","6,139,184"
329600,MARYWOOD UNIVERSITY,SCRANTON,PA,Private 4 Year,855,"3,300,434"
489800,MCCANN SCHOOL OF BUSINESS & TECHNOL,POTTSVILLE,PA,Proprietary 2 Year,"4,016","14,436,769"
2362300,MERCER COUNTY AREA VOC TECH SCHOOL,MERCER,PA,Public 2 Year,57,"275,486"
489900,MERCY HOSP SCH OF NURSING,PITTSBURGH,PA,Private 2 Year,39,"121,784"
329700,MERCYHURST COLLEGE,ERIE,PA,Private 4 Year,"1,988","7,717,382"
329800,MESSIAH COLLEGE,GRANTHAM,PA,Private 4 Year,613,"2,149,361"
4158000,METRO BEAUTY ACADEMY,ALLENTOWN,PA,Proprietary 2 Year,158,"572,535"
3109100,METROPOLITAN CAREER CENTER,PHILADELPHIA,PA,Private 2 Year,163,"675,065"
332500,MILLERSVILLE UNIVERSITY OF PA,MILLERSVILLE,PA,Public 4 Year,"2,353","8,978,064"
324700,MISERICORDIA  UNIVERSITY,DALLAS,PA,Private 4 Year,733,"2,922,099"
445200,MONTGOMERY COUNTY COMMUNITY COLLEGE,BLUE BELL,PA,Public 2 Year,"4,122","13,333,488"
330000,MOORE COLLEGE OF ART & DESIGN,PHILADELPHIA,PA,Private 4 Year,220,"857,349"
330100,MORAVIAN COLLEGE,BETHLEHEM,PA,Private 4 Year,536,"2,208,588"
330200,MOUNT ALOYSIUS COLLEGE,CRESSON,PA,Private 4 Year,842,"3,208,152"
330400,MUHLENBERG COLLEGE,ALLENTOWN,PA,Private 4 Year,281,"1,054,750"
3952300,NATIONAL MASSAGE THERAPY INSTITUTE,PHILADELPHIA,PA,Proprietary 2 Year,754,"2,168,081"
3439400,NAWCC SCHOOL OF HOROLOGY,COLUMBIA,PA,Private 2 Year,5,"19,226"
398800,NEUMANN UNIVERSITY,ASTON,PA,Private 4 Year,939,"3,529,057"
778000,NEW CASTLE SCHOOL OF TRADES,PULASKI,PA,Proprietary 2 Year,855,"3,554,685"
490100,NEWPORT BUSINESS INSTITUTE,LOWER BURRELL,PA,Proprietary 2 Year,76,"338,033"
491400,NEWPORT BUSINESS INSTITUTE,WILLIAMSPORT,PA,Proprietary 2 Year,117,"484,816"
719100,NORTHAMPTON COMMUNITY COLLEGE,BETHLEHEM,PA,Public 2 Year,"4,905","15,102,074"
2161400,NORTHEASTERN HOSP SCH OF NRSG,PHILADELPHIA,PA,Private 2 Year,64,"211,223"
2353100,NORTHERN TIER CAREER CENTER,TOWANDA,PA,Public 2 Year,47,"221,779"
3950500,NORTHWEST REGIONAL TECHNOLOGY INSTITUTE,ERIE,PA,Proprietary 2 Year,56,"166,661"
2153500,OAKBRIDGE ACADEMY OF ARTS,LOWER BURRELL,PA,Proprietary 2 Year,53,"228,205"
2183000,ORLEANS TECHNICAL INSTITUTE,PHILADELPHIA,PA,Private 2 Year,642,"2,106,685"
2119300,PA ACAD OF COSMETOLOGY ARTS & SCI,JOHNSTOWN,PA,Proprietary 2 Year,96,"353,800"
2289500,PACE INSTITUTE,READING,PA,Proprietary 2 Year,281,"1,330,337"
330900,PEIRCE COLLEGE,PHILADELPHIA,PA,Private 4 Year,"1,398","4,663,428"
490200,PENN COMMERCIAL BUSINESS/TECHNICAL SCHL,WASHINGTON,PA,Proprietary 2 Year,493,"1,810,026"
332900,PENN STATE UNIVERSITY,UNIVERSITY PARK,PA,Public 4 Year,"23,250","86,228,912"
944900,PENNCO TECH,BRISTOL,PA,Proprietary 2 Year,753,"3,395,761"
2107300,PENNSYLVANIA ACADEMY OF FINE ARTS,PHILADELPHIA,PA,Private 4 Year,95,"382,831"
2269900,PENNSYLVANIA COLLEGE OF ART & DESIGN,LANCASTER,PA,Private 4 Year,110,"385,685"
339500,PENNSYLVANIA COLLEGE OF TECHNOLOGY,WILLIAMSPORT,PA,Public 4 Year,"3,090","11,876,237"
2330600,PENNSYLVANIA GUNSMITH SCHOOL,PITTSBURGH,PA,Proprietary 2 Year,34,"166,956"
3180400,PENNSYLVANIA HIGHLANDS COMMUNITY COLLEGE,JOHNSTOWN,PA,Public 2 Year,893,"3,131,555"
2574800,PENNSYLVANIA INSTITUTE OF TAXIDERMY,EBENSBURG,PA,Proprietary 2 Year,16,"55,390"
1099800,PENNSYLVANIA INSTITUTE OF TECH,MEDIA,PA,Private 2 Year,"1,138","4,601,331"
2255200,PENNSYLVANIA SCHOOL OF BUSINESS,ALLENTOWN,PA,Proprietary 2 Year,608,"1,859,923"
3766300,PENNSYLVANIA SCHOOL OF MUSCLE THERAPY,KING OF PRUSSIA,PA,Proprietary 2 Year,166,"378,437"
335100,PHILADELPHIA BIBLICAL UNIVERSITY,LANGHORNE,PA,Private 4 Year,448,"1,704,701"
335400,PHILADELPHIA UNIVERSITY,PHILADELPHIA,PA,Private 4 Year,874,"3,378,972"
1081400,PITTSBURGH INST MORTUARY SCIENCE,PITTSBURGH,PA,Private 2 Year,82,"341,288"
531000,PITTSBURGH INST OF AERONAUTICS,PITTSBURGH,PA,Private 2 Year,207,"897,003"
743700,PITTSBURGH TECHNICAL INSTITUTE,OAKDALE,PA,Proprietary 2 Year,"1,904","8,900,904"
335700,POINT PARK UNIVERSITY,PITTSBURGH,PA,Private 4 Year,"1,623","6,137,850"
3923300,PRECISION MANUFACTURING INSTITUTE,MEADVILLE,PA,Private 2 Year,27,"72,666"
3781300,PRINCETON INFORMATION TECHNOLOGY CENTER,GLENSIDE,PA,Proprietary 2 Year,135,"571,067"
2301300,PRISM CAREER INSTITUTE,UPPER DARBY,PA,Proprietary 2 Year,894,"3,574,019"
895500,PRUONTOS HAIR DESIGN INSTITUTE,ALTOONA,PA,Proprietary 2 Year,32,"122,952"
4145800,PULSE BEAUTY ACADEMY A PAUL MITCHELL PAR,DOWNINGTON,PA,Proprietary 2 Year,96,"388,414"
1038800,READING AREA COMMUNITY COLLEGE,READING,PA,Public 2 Year,"3,916","12,628,809"
656500,READING HOSPITAL SCHOOL OF HEALTH SCIENC,WEST READING,PA,Private 2 Year,134,"517,506"
335900,ROBERT MORRIS UNIVERSITY,MOON TOWNSHIP,PA,Private 4 Year,"1,363","5,135,120"
1205000,ROSEDALE TECHNICAL INSTITUTE,PITTSBURGH,PA,Private 2 Year,440,"2,171,814"
336000,ROSEMONT COLLEGE,ROSEMONT,PA,Private 4 Year,343,"1,441,377"
1321400,ROXBOROUGH MEM HOSP SCH OF NURSING,PHILADELPHIA,PA,Proprietary 2 Year,53,"236,314"
336600,SAINT FRANCIS UNIVERSITY,LORETTO,PA,Private 4 Year,589,"2,365,360"
336700,SAINT JOSEPH'S UNIVERSITY,PHILADELPHIA,PA,Private 4 Year,776,"2,818,226"
2202300,SANFORD-BROWN INSTITUTE,PITTSBURGH,PA,Proprietary 2 Year,"2,049","9,441,665"
594600,SCHOOL OF RADIOLOGIC TECHNOLOGY AT ST. C,PHILADELPHIA,PA,Proprietary 2 Year,15,"63,038"
2251200,SCHUYLKILL COUNTY AREA VOC TECH SCH,FRACKVILLE,PA,Public 2 Year,82,"376,364"
1171500,SCHUYLKILL HEALTH SCHOOL OF NURSING,POTTSVILLE,PA,Private 2 Year,27,"95,692"
336200,SETON HILL UNIVERSITY,GREENSBURG,PA,Private 4 Year,649,"2,508,624"
657600,SEWICKLEY VALLEY HOSP SCH NRSNG,SEWICKLEY,PA,Private 2 Year,39,"142,269"
657800,SHARON REGIONAL SCHOOL OF NURSING,SHARON,PA,Private 2 Year,18,"70,988"
332600,SHIPPENSBURG UNIVERSITY,SHIPPENSBURG,PA,Public 4 Year,"2,144","7,949,231"
332700,SLIPPERY ROCK UNIVERSITY,SLIPPERY ROCK,PA,Public 4 Year,"2,779","10,795,588"
4149800,SOMERSET COUNTY TECHNOLOGY CENTER,SOMERSET,PA,Public 2 Year,13,"93,973"
1292900,SOUTH HILLS BEAUTY ACADEMY,PITTSBURGH,PA,Proprietary 2 Year,45,"176,550"
1326300,SOUTH HILLS SCHOOL OF BUSINESS & TECHNOL,STATE COLLEGE,PA,Proprietary 2 Year,681,"2,509,605"
657400,"ST LUKE'S HOSPITAL OF BETHLEHEM, PA",BETHLEHEM,PA,Private 2 Year,53,"167,591"
655100,ST MARGARET SCHL OF NURSING,PITTSBURGH,PA,Private 2 Year,77,"261,220"
336800,ST VINCENT COLLEGE,LATROBE,PA,Private 4 Year,483,"1,869,261"
336400,ST. CHARLES BORROMEO SEMINARY,WYNNEWOOD,PA,Private 4 Year,19,"77,750"
2206300,STROUDSBURG SCHOOL OF COSMETOLOGY,STROUDSBURG,PA,Proprietary 2 Year,49,"199,181"
3561400,SUSQUEHANNA COUNTY CAREER & TECHNOL,DIMOCK,PA,Public 2 Year,12,"55,941"
336900,SUSQUEHANNA UNIVERSITY,SELINSGROVE,PA,Private 4 Year,537,"2,208,080"
337000,SWARTHMORE COLLEGE,SWARTHMORE,PA,Private 4 Year,231,"886,882"
1252300,TALMUDICAL YESHIVA OF PHILA,PHILADELPHIA,PA,Private 4 Year,35,"149,286"
337100,TEMPLE UNIVERSITY,PHILADELPHIA,PA,Private 4 Year,"10,285","41,307,912"
791200,THADDEUS STEVENS CLG OF TECHNOLOGY,LANCASTER,PA,Public 2 Year,533,"2,205,090"
337600,THIEL COLLEGE,GREENVILLE,PA,Private 4 Year,505,"2,081,254"
1239300,THOMAS JEFF UNIV-CLG ALLIED HEALTH,PHILADELPHIA,PA,Private 4 Year,249,"1,078,953"
783900,TRIANGLE TECH,PITTSBURGH,PA,Proprietary 2 Year,328,"1,576,396"
2090200,TRIANGLE TECH,ERIE,PA,Proprietary 2 Year,188,"917,607"
2129000,TRIANGLE TECH,GREENSBURG,PA,Proprietary 2 Year,352,"1,684,382"
2174400,TRIANGLE TECH,DU BOIS,PA,Proprietary 2 Year,523,"2,290,795"
3010800,TRI-STATE BUSINESS INSTITUTE,ERIE,PA,Proprietary 2 Year,"3,689","14,060,546"
337800,UNIVERSITY OF PENNSYLVANIA,PHILADELPHIA,PA,Private 4 Year,"1,562","6,864,899"
337900,UNIVERSITY OF PITTSBURGH,PITTSBURGH,PA,Public 4 Year,"6,485","24,798,676"
338400,UNIVERSITY OF SCRANTON,SCRANTON,PA,Private 4 Year,890,"3,314,497"
335000,UNIVERSITY OF THE ARTS (THE),PHILADELPHIA,PA,Private 4 Year,654,"2,639,769"
335300,UNIVERSITY OF THE SCIENCES IN PHILADELPH,PHILADELPHIA,PA,Private 4 Year,602,"2,463,007"
657700,UPMC SHADYSIDE SCHOOL OF NURSING,PITTSBURGH,PA,Private 2 Year,126,"417,312"
338500,URSINUS COLLEGE,COLLEGEVILLE,PA,Private 4 Year,393,"1,568,722"
330600,VALLEY FORGE CHRISTIAN COLLEGE,PHOENIXVILLE,PA,Private 4 Year,527,"2,137,832"
338600,VALLEY FORGE MILITARY COLLEGE,WAYNE,PA,Private 2 Year,133,"560,821"
2306200,VENANGO COUNTY AREA VOC TECH SCHOOL,OIL CITY,PA,Public 2 Year,42,"229,953"
2061000,VENUS BEAUTY ACADEMY,SHARON HILL,PA,Proprietary 2 Year,85,"293,977"
856800,VET TECH INSTITUTE,PITTSBURGH,PA,Proprietary 2 Year,217,"1,089,987"
338800,VILLANOVA UNIVERSITY,VILLANOVA,PA,Private 4 Year,851,"3,557,056"
2144000,"VISION ACADEMY, THE",ALLENTOWN,PA,Proprietary 2 Year,94,"397,398"
2206200,"VISION ACADEMY, THE",AMBLER,PA,Proprietary 2 Year,171,"657,140"
2192800,WALNUT HILL COLLEGE,PHILADELPHIA,PA,Proprietary 4 Year,194,"876,448"
338900,WASHINGTON & JEFFERSON COLLEGE,WASHINGTON,PA,Private 4 Year,374,"1,441,062"
658200,WASHINGTON HOSP SCH OF NURSING,WASHINGTON,PA,Private 2 Year,79,"267,155"
339100,WAYNESBURG UNIVERSITY,WAYNESBURG,PA,Private 4 Year,654,"2,440,985"
1162200,WELDER TRAINING & TESTING INST,ALLENTOWN,PA,Proprietary 2 Year,27,"89,317"
332800,WEST CHESTER UNIVERSITY,WEST CHESTER,PA,Public 4 Year,"3,131","12,222,631"
2350100,WESTERN AREA CAREER & TECHNOLOGY CT,CANONSBURG,PA,Public 2 Year,63,"402,039"
658300,WESTERN PENN HOSP-SCH OF NURSING,PITTSBURGH,PA,Private 2 Year,42,"168,502"
339200,WESTMINSTER COLLEGE,NEW WILMINGTON,PA,Private 4 Year,514,"1,940,569"
1017600,WESTMORELAND COUNTY COMMUNITY CLG,YOUNGWOOD,PA,Public 2 Year,"4,042","13,703,494"
331300,WIDENER UNIVERSITY,CHESTER,PA,Private 4 Year,"1,029","3,932,904"
2529800,WILKES BARRE AREA CAREER AND TECHNICAL C,WILKES-BARRE,PA,Public 2 Year,164,"563,213"
339400,WILKES UNIVERSITY,WILKES-BARRE,PA,Private 4 Year,768,"2,909,650"
339600,WILSON COLLEGE,CHAMBERSBURG,PA,Private 4 Year,266,"1,066,533"
1313400,YESHIVATH BETH MOSHE,SCRANTON,PA,Private 4 Year,31,"173,893"
536500,YORK CO AREA VOC-TECH SCH-PRAC NSG,YORK,PA,Public 2 Year,45,"127,904"
339900,YORK COLLEGE OF PENNSYLVANIA,YORK,PA,Private 4 Year,"1,318","4,702,161"
2127400,YORK TECHNICAL INSTITUTE,YORK,PA,Proprietary 2 Year,"2,097","9,280,373"
2120800,"YORKTOWNE BUSINESS INSTITUTE, INC.",YORK,PA,Proprietary 2 Year,238,"1,098,468"
3081900,YTI CAREER INSTITUTE - ALTOONA,ALTOONA,PA,Proprietary 2 Year,391,"1,834,301"
2304400,YTI CAREER INSTITUTE - MECHANICSBURG,MECHANICSBURG,PA,Proprietary 2 Year,283,"1,195,756"
3122500,ACADEMIA SERRANT INC.,PONCE,PR,Proprietary 2 Year,460,"1,909,572"
3843300,ADVANCED TECH COLLEGE,BAYAMON,PR,Proprietary 2 Year,352,"1,703,683"
3849300,AGUADILLA TECHNICAL COLLEGE,AGUADILLA,PR,Proprietary 2 Year,37,"141,355"
2303800,AMERICAN EDUCATIONAL COLLEGE,BAYAMON,PR,Proprietary 2 Year,"1,458","5,497,321"
4176000,AMERICAN TECHNICAL INSTITUTE,BAYAMON,PR,Proprietary 2 Year,33,"121,582"
1194100,AMERICAN UNIVERSITY OF PUERTO RICO,BAYAMON,PR,Private 4 Year,"1,340","6,076,531"
1194101,AMERICAN UNIVERSITY OF PUERTO RICO,MANATI,PR,Private 4 Year,"1,276","5,855,843"
2234900,ANTILLES SCHOOL OF TECH CAREERS,SANTURCE,PR,Proprietary 2 Year,397,"1,732,408"
3544300,ATENAS COLLEGE,MANATI,PR,Private 4 Year,"1,896","9,662,469"
2505400,ATLANTIC COLLEGE,GUAYNABO,PR,Private 4 Year,"1,384","6,310,230"
2297700,AUTOMECA TECHNICAL COLLEGE,BAYAMON,PR,Proprietary 2 Year,"1,718","6,971,180"
502200,BAYAMON CENTRAL UNIVERSITY,BAYAMON,PR,Private 4 Year,"1,960","11,135,520"
3758300,BAYAMON COMMUNITY COLLEGE,BAYAMON,PR,Proprietary 2 Year,266,"1,078,036"
4107300,CARIB TECHNOLOGICAL INSTITUTE,BAYAMON,PR,Proprietary 2 Year,425,"1,803,044"
3608300,CARIBBEAN FORENSIC & TECHNICAL COLL,RIO PIEDRAS,PR,Proprietary 2 Year,143,"583,910"
1252500,CARIBBEAN UNIVERSITY,BAYAMON,PR,Private 4 Year,"5,156","24,678,689"
1072400,CARLOS ALBIZU UNIVERSITY,SAN JUAN,PR,Private 4 Year,341,"1,622,290"
3585300,CENTRO DE CAPACITACION Y ASESORAMIE,ARECIBO,PR,Private 2 Year,45,"151,063"
2189100,CENTRO DE ESTUDIOS MULTIDISCIPLIN,SAN JUAN,PR,Private 2 Year,"4,013","22,488,422"
3336300,CENTURY COLLEGE,AGUADILLA,PR,Proprietary 2 Year,357,"1,688,960"
3735400,"CHARLIES GUARD,DETECTIVE BUREAU&ACA",AGUADILLA,PR,Proprietary 2 Year,245,"933,729"
2335500,COLEGIO BIBLICO PENTECOSTAL DE PR,ST JUST TRUJILLO,PR,Private 4 Year,160,"689,593"
3157600,"COLEGIO DE CINEMATOGRAFIA, ARTES Y TELEV",BAYAMON,PR,Proprietary 2 Year,782,"3,077,853"
2552300,COLEGIO MAYOR DE TECHNOLOGIA,ARROYO,PR,Proprietary 2 Year,464,"2,074,499"
3531300,COLEGIO PENTECOSTAL MIZPA,RIO PIEDRAS,PR,Private 4 Year,274,"1,053,087"
3061900,COLEGIO TECHNOLOGICO Y COMERCIAL,AGUADA,PR,Proprietary 2 Year,99,"346,565"
3800300,COLEGIO TECNICO DE ELECTRICIDAD GALLOSA,AGUADA,PR,Proprietary 2 Year,79,"258,516"
1056700,COLEGIO TECNOLOGICO DE SAN JUAN,SAN JUAN,PR,Public 4 Year,"1,673","7,557,518"
394100,COLEGIO UNIVERSITARIO DEL ESTE,CAROLINA,PR,Private 4 Year,"13,012","61,472,898"
890200,COLUMBIA CENTRO UNIVERSITARIO,CAGUAS,PR,Proprietary 4 Year,"2,622","14,020,230"
2241901,COMMONWEALTH OF PR DEPT OF EDUC - CARLOS,CAROLINA,PR,Public 2 Year,79,"344,212"
2241904,COMMONWEALTH OF PR DEPT OF EDUC - ITPR R,GUAYAMA,PR,Public 2 Year,701,"3,023,962"
2241907,COMMONWEALTH OF PR DEPT OF EDUC - ITPR R,RIO PIEDRAS,PR,Public 2 Year,"1,526","6,572,239"
2241908,COMMONWEALTH OF PR DEPT OF EDUC - ITPR R,PONCE,PR,Public 2 Year,668,"2,953,236"
2241905,COMMONWEALTH OF PR DEPT OF EDUC - JOSE A,MANATI,PR,Public 2 Year,16,"56,761"
2241902,COMMONWEALTH OF PR DEPT OF EDUC - TOMAS,BAYAMON,PR,Public 2 Year,36,"183,675"
1081900,CONSERVATORIO DE MUSICA DE PUERTO RICO,SAN JUAN,PR,Public 4 Year,284,"1,426,213"
3070500,D'MART INSTITUTE,BARRANQUITAS,PR,Proprietary 2 Year,"1,676","7,438,809"
3021900,EDIC COLLEGE,CAGUAS,PR,Proprietary 2 Year,"1,944","10,241,285"
2165100,EDP COLLEGE OF PUERTO RICO,HATO REY,PR,Private 4 Year,"2,323","10,716,695"
2570400,EDUCATIONAL TECHNICAL COLLEGE,BAYAMON,PR,Proprietary 2 Year,"1,135","5,425,297"
2189300,EMMA'S BEAUTY ACADEMY,MAYAGUEZ,PR,Proprietary 2 Year,499,"1,980,336"
3075600,EMMA'S BEAUTY ACADEMY,JUANA DIAZ,PR,Proprietary 4 Year,722,"3,359,465"
2569400,ESCUELA DE ARTES PLASTICAS,SAN JUAN,PR,Public 4 Year,468,"2,498,435"
3106900,ESCUELA DE PERITOS ELECTRICITAS,ISABELA,PR,Proprietary 2 Year,98,"286,522"
3751300,ESCUELA HOTELERA DE SAN JUAN,SAN JUAN,PR,Proprietary 2 Year,966,"4,130,714"
2576100,ESCUELA TECNICA DE ELECTRICIDAD,PONCE,PR,Proprietary 2 Year,477,"2,351,411"
3123100,GLOBELLE TECHNICAL INSTITUTE,VEGA BAJA,PR,Proprietary 2 Year,252,"1,258,282"
2593700,HISPANIC AMERICAN COLLEGE,CAGUAS,PR,Proprietary 2 Year,488,"2,322,825"
2260800,HUERTAS JUNIOR COLLEGE,CAGUAS,PR,Proprietary 2 Year,"2,233","11,627,230"
2340600,HUMACAO COMMUNITY COLLEGE,HUMACAO,PR,Private 2 Year,788,"2,819,052"
1194000,ICPR JUNIOR COLLEGE,SAN JUAN,PR,Proprietary 2 Year,"2,869","13,762,546"
3781400,INDUSTRIAL TECHNICAL COLLEGE,HUMACAO,PR,Proprietary 2 Year,377,"1,523,737"
2170300,INST EDUC TECNIA OCUP LA REINA,MANATI,PR,Proprietary 2 Year,648,"2,612,125"
2504500,INSTITUCION CHAVIANO DE MAYAGUEZ,MAYAGUEZ,PR,Proprietary 2 Year,217,"910,559"
2343600,INSTITUTE OF BEAUTY CAREERS,ARECIBO,PR,Proprietary 2 Year,956,"3,613,341"
3800400,INSTITUTE OF BEAUTY OCCUPATIONS AND TECH,MOCA,PR,Proprietary 2 Year,160,"716,323"
2166400,INSTITUTO DE BANCA Y COMERCIO,RIO PIEDRAS,PR,Proprietary 2 Year,"16,325","73,357,396"
4117200,INSTITUTO EDUCATIVO PREMIER,PONCE,PR,Proprietary 2 Year,248,"839,821"
3452300,INSTITUTO PRE-VOCACIONAL E INDUSTRI,ARECIBO,PR,Private 2 Year,220,"701,734"
393803,INTER AMERICAN UNIVERSITY OF PR,SAN GERMAN,PR,Private 4 Year,"4,093","18,487,048"
393802,INTER AMERICAN UNIVERSITY OF PUERTO RICO,RIO PIEDRAS,PR,Private 4 Year,"6,100","22,768,669"
393808,INTER-AMER UNIV PR - GUAYAMA CAMPUS,GUAYAMA,PR,Private 4 Year,"2,484","11,058,477"
393805,INTER-AMER UNIV PR-ARECIBO CAMPUS,ARECIBO,PR,Private 4 Year,"5,073","22,116,111"
393806,INTER-AMER UNIV PR-BARRANQUITAS REG,BARRANQUITAS,PR,Private 4 Year,"2,635","11,510,560"
393811,INTER-AMER UNIV PR-BAYAMON REG CLG,BAYAMON,PR,Private 4 Year,"4,682","20,687,785"
393807,INTER-AMER UNIV PR-FAJARDO REGIONAL,FAJARDO,PR,Private 4 Year,"2,378","10,346,689"
393809,INTER-AMER UNIV PR-PONCE REGIONAL,MERCODITA,PR,Private 4 Year,"6,183","27,558,424"
393804,INTER-AMER UNIV PR-RECINTO AGUADILA,AGUADILLA,PR,Private 4 Year,"4,586","19,708,807"
2562500,INTERNATIONAL TECHNICAL COLLEGE,SAN JUAN,PR,Proprietary 2 Year,166,"678,859"
3469300,IVAEM COLLEGE,CAGUAS,PR,Proprietary 2 Year,200,"831,982"
3785300,J.G. GUAYNABO TECHNICAL COLLEGE,GUAYNABLO,PR,Proprietary 2 Year,156,"684,353"
3112100,JOHN DEWEY COLLEGE,HATO REY,PR,Private 4 Year,"7,530","27,114,155"
3552300,LESTON COLLEGE,BAYAMON,PR,Proprietary 2 Year,185,"439,098"
4131600,LIBERTY TECHNICAL COLLEGE,CAYEY,PR,Proprietary 2 Year,209,"879,676"
3025900,"LICEO DE ARTE, DISENOS Y COMERCIO",CAGUAS,PR,Proprietary 2 Year,618,"2,955,735"
2195800,LICEO E ARTE Y TECNOLGIA,SAN JUAN,PR,Proprietary 2 Year,"1,190","4,830,344"
2063100,MBTI BUSINESS TRNG INSTITUTE,SAN JUAN,PR,Proprietary 2 Year,"1,796","8,471,857"
3025500,MECH TECH COLLEGE,CAGUAS,PR,Proprietary 2 Year,"4,324","18,129,012"
2195400,MODERN HAIRSTYLING INSTITUTE,BAYAMON,PR,Proprietary 2 Year,643,"2,524,000"
2195500,MODERN HAIRSTYLING INSTITUTE,ARECIBO,PR,Proprietary 2 Year,109,"425,515"
2195900,MODERN HAIRSTYLING INSTITUTE,CAROLINA,PR,Proprietary 2 Year,606,"2,208,920"
3414300,MONTECLARO,RIO GRANDE,PR,Private 2 Year,12,"36,792"
3965400,MYRANGEL BEAUTY INSTITUTE,SAN LORENZO,PR,Proprietary 2 Year,302,"1,231,240"
2260600,NATIONAL COLLEGE OF BUSINESS & TECH,BAYAMON,PR,Proprietary 4 Year,"8,092","26,871,812"
3124200,NOVA COLLEGE DE PUERTO RICO,BAYAMON,PR,Proprietary 2 Year,396,"1,570,237"
