OPEID,NAME,CITY,STATE,Type & Control,Recipients,Awards
2289200,COLUMBIA AREA CAREER CENTER,COLUMBIA,MO,Public 2 Year,52,"218,451"
245600,COLUMBIA COLLEGE,COLUMBIA,MO,Private 4 Year,"11,539","38,546,225"
246700,CONCEPTION SEMINARY COLLEGE,CONCEPTION,MO,Private 4 Year,44,"175,976"
2361600,CONCORDE CAREER COLLEGE,KANSAS CITY,MO,Proprietary 2 Year,"1,263","5,176,055"
4173900,COSMETOLOGY COLLEGE OF FRANKLIN COUNTY,SAINT CLAIR,MO,Proprietary 2 Year,9,"28,261"
3077200,COSMETOLOGY CONCEPTS INSTITUTE,COLUMBIA,MO,Proprietary 2 Year,43,"189,333"
245800,COTTEY COLLEGE,NEVADA,MO,Private 4 Year,147,"592,911"
2068200,COX HEALTH - COX COLLEGE,SPRINGFIELD,MO,Private 4 Year,350,"1,250,209"
245900,CROWDER COLLEGE,NEOSHO,MO,Public 2 Year,"3,033","10,533,477"
246000,CULVER STOCKTON COLLEGE,CANTON,MO,Private 4 Year,409,"1,747,357"
3072800,DALLAS COUNTY CAREER CENTER,LOUISBURG,MO,Public 2 Year,4,"3,663"
246100,DRURY UNIVERSITY,SPRINGFIELD,MO,Private 4 Year,"2,924","11,206,624"
886200,EAST CENTRAL COLLEGE,UNION,MO,Public 2 Year,"2,532","8,437,385"
3916300,ECLIPS SCHOOL OF COSMETOLOGY AND BARBERI,CAPE GIRARDEAU,MO,Proprietary 2 Year,105,"458,881"
2564700,ELAINE STEVEN BEAUTY COLLEGE,ST LOUIS,MO,Proprietary 2 Year,243,"830,035"
246300,EVANGEL UNIVERSITY,SPRINGFIELD,MO,Private 4 Year,877,"3,666,258"
2250600,EVEREST COLLEGE,SPRINGFIELD,MO,Proprietary 4 Year,"1,736","7,046,938"
246400,FONTBONNE UNIVERSITY,ST LOUIS,MO,Private 4 Year,812,"3,760,259"
2056100,FOUR RIVERS CAREER CENTER,WASHINGTON,MO,Public 2 Year,30,"143,831"
2124500,FRANKLIN TECHNOLOGY CENTER,JOPLIN,MO,Public 2 Year,147,"629,085"
2568500,GRABBER SCHOOL OF HAIR DESIGN,BALLWIN,MO,Proprietary 2 Year,103,"454,388"
553100,GRAND RIVER TECHNICAL SCHOOL,CHILLICOTHE,MO,Public 2 Year,68,"286,006"
3924300,HAIR ACADEMY 110 (THE),KIRKSVILLE,MO,Proprietary 2 Year,27,"98,237"
2151000,HANNIBAL CAREER AND TECHNICAL CENTE,HANNIBAL,MO,Public 2 Year,46,"184,958"
908900,HANNIBAL-LAGRANGE COLLEGE,HANNIBAL,MO,Private 4 Year,468,"1,838,136"
246600,HARRIS-STOWE STATE COLLEGE,ST LOUIS,MO,Public 4 Year,"1,359","5,458,148"
1027900,HICKEY COLLEGE,ST LOUIS,MO,Proprietary 4 Year,356,"1,722,173"
826900,HILLYARD TECHNICAL CENTER,ST JOSEPH,MO,Public 2 Year,71,"302,502"
960700,HOUSE OF HEAVILIN BEAUTY COLLEGE,KANSAS CITY,MO,Proprietary 2 Year,87,"335,916"
3110900,HOUSE OF HEAVILIN BEAUTY COLLEGE,RAYMORE,MO,Proprietary 2 Year,56,"214,742"
2277500,HOUSE OF HEAVILIN OF BLUE SPRINGS,BLUE SPRINGS,MO,Proprietary 2 Year,123,"492,269"
959000,INDEPENDENCE COLLEGE OF COSMETOLOGY,INDEPENDENCE,MO,Proprietary 2 Year,97,"406,432"
732923,ITT TECHNICAL INSTITUTE,EARTH CITY,MO,Proprietary 4 Year,"4,406","20,011,824"
246800,JEFFERSON COLLEGE,HILLSBORO,MO,Public 2 Year,"3,496","11,679,311"
247300,KANSAS CITY ART INSTITUTE,KANSAS CITY,MO,Private 4 Year,309,"1,310,941"
2073600,KENNETT CAREER & TECHNOLOGY CENTER,KENNETT,MO,Public 2 Year,18,"85,986"
247600,KENRICK-GLENNON SEMINARY,ST LOUIS,MO,Private 4 Year,1,"5,200"
528800,KIRKSVILLE AREA TECHNICAL CENTER,KIRKSVILLE,MO,Public 2 Year,47,"264,388"
2263400,LAKE CAREER AND TECHNICAL CENTER,CAMDENTON,MO,Public 2 Year,11,"57,985"
3042400,LEBANON TECHNOLOGY & CAREER CENTER,LEBANON,MO,Public 2 Year,44,"171,663"
2142200,LEX LA RAY TECHNICAL CENTER,LEXINGTON,MO,Public 2 Year,39,"181,692"
247900,LINCOLN UNIVERSITY,JEFFERSON CITY,MO,Public 4 Year,"1,825","7,541,696"
248000,LINDENWOOD UNIVERSITY,ST CHARLES,MO,Private 4 Year,"3,166","11,640,670"
471100,LINN STATE TECHNICAL COLLEGE,LINN,MO,Public 2 Year,548,"2,207,043"
470300,LOGAN COLLEGE OF CHIROPRACTIC,CHESTERFIELD,MO,Private 4 Year,29,"83,895"
666600,LUTHERAN  SCHOOL OF NURSING,ST LOUIS,MO,Proprietary 2 Year,112,"360,977"
248200,MARYVILLE UNIVERSITY,ST LOUIS,MO,Private 4 Year,"1,021","3,512,566"
2520800,MERRELL UNIV OF BTY ARTS & SCIENCES,JEFFERSON CITY,MO,Proprietary 2 Year,135,"639,423"
3092600,MESSENGER COLLEGE,JOPLIN,MO,Private 4 Year,61,"306,774"
2180200,METRO BUSINESS COLLEGE,CAPE GIRARDEAU,MO,Proprietary 2 Year,887,"3,500,319"
248400,METROPOLITAN COMMUNITY COLLEGE,KANSAS CITY,MO,Public 2 Year,"11,368","34,525,517"
2121100,MIDWEST INSTITUTE,KIRKWOOD,MO,Proprietary 2 Year,270,"1,095,576"
3528300,MIDWEST UNIVERSITY,WENTZVILLE,MO,Private 4 Year,4,"11,100"
248500,MIDWESTERN BAPTIST THEOL SEMINARY,KANSAS CITY,MO,Private 4 Year,91,"306,563"
248600,MINERAL AREA COLLEGE,PARK HILLS,MO,Public 2 Year,"2,636","9,934,380"
754000,MISSOURI BAPTIST UNIVERSITY,ST LOUIS,MO,Private 4 Year,797,"3,321,785"
2295700,MISSOURI BEAUTY ACADEMY,FARMINGTON,MO,Proprietary 2 Year,174,"618,010"
979500,MISSOURI COLLEGE,BRENTWOOD,MO,Proprietary 4 Year,"1,527","7,995,833"
3519300,MISSOURI COLLEGE OF COSMETOLOGY NORTH,SPRINGFIELD,MO,Proprietary 2 Year,122,"560,653"
2154900,MISSOURI SCH OF BARB & HAIR,FLORISSANT,MO,Proprietary 2 Year,14,"70,552"
248800,MISSOURI SOUTHERN STATE UNIVERSITY,JOPLIN,MO,Public 4 Year,"3,178","12,406,314"
250300,MISSOURI STATE UNIVERSITY,SPRINGFIELD,MO,Public 4 Year,"5,637","23,088,225"
3106000,MISSOURI STATE UNIVERSITY - WEST PLAINS,WEST PLAINS,MO,Public 2 Year,"1,480","5,610,437"
2304000,MISSOURI TECH,SAINT CHARLES,MO,Proprietary 4 Year,46,"179,731"
251700,MISSOURI UNIVERSITY OF SCIENCE & TECHNOL,ROLLA,MO,Public 4 Year,"1,568","6,041,868"
248900,MISSOURI VALLEY COLLEGE,MARSHALL,MO,Private 4 Year,852,"3,812,179"
249000,MISSOURI WESTERN STATE UNIVERSITY,ST JOSEPH,MO,Public 4 Year,"2,900","11,203,103"
249100,MOBERLY AREA COMMUNITY COLLEGE,MOBERLY,MO,Public 2 Year,"3,376","11,444,385"
3166300,MOBERLY AREA TECHNICAL CENTER,MOBERLY,MO,Public 2 Year,4,"11,630"
952000,NATIONAL ACADEMY OF BEAUTY ARTS,ST LOUIS,MO,Proprietary 2 Year,312,"1,169,242"
2608000,NEOSHO BEAUTY COLLEGE,NEOSHO,MO,Proprietary 2 Year,66,"281,703"
2203400,NEVADA REGIONAL TECHNICAL CENTER,NEVADA,MO,Public 2 Year,22,"137,390"
3101000,NEW DIMENSION SCHOOL OF HAIR DESIGN,JOPLIN,MO,Proprietary 2 Year,54,"191,814"
2066900,NICHOLS CAREER CENTER,JEFFERSON CITY,MO,Public 2 Year,34,"200,097"
251400,NORTH CENTRAL MISSOURI COLLEGE,TRENTON,MO,Public 2 Year,"1,121","4,207,566"
2188100,NORTHLAND CAREER CENTER,PLATTE CITY,MO,Public 2 Year,17,"128,277"
249600,NORTHWEST MISSOURI STATE UNIV,MARYVILLE,MO,Public 4 Year,"2,244","9,064,882"
2188000,NORTHWEST TECHNICAL SCHOOL,MARYVILLE,MO,Public 2 Year,15,"36,025"
2202700,OZARK CHRISTIAN COLLEGE,JOPLIN,MO,Private 4 Year,304,"1,048,967"
3083000,OZARKS TECHNICAL COMMUNITY COLLEGE,SPRINGFIELD,MO,Public 2 Year,"9,141","29,567,462"
2543800,PARIS II EDUCATIONAL CENTER (THE),GLADSTONE,MO,Proprietary 2 Year,202,"754,919"
249800,PARK UNIVERSITY,PARKVILLE,MO,Private 4 Year,"4,160","13,920,653"
2555300,PATSY AND ROB'S ACADEMY OF BEAUTY,SAINT ANN,MO,Proprietary 2 Year,95,"335,028"
4170700,PAUL MITCHELL THE SCHOOL ST LOUIS,ST. LOUIS,MO,Proprietary 2 Year,98,"384,002"
4127000,PEMISCOT COUNTY SPECIAL SCHOOL DISTRICT,HAYTI,MO,Public 2 Year,19,"85,359"
1173500,PIKE/LINCOLN TECHNICAL CENTER,EOLIA,MO,Public 2 Year,43,"182,083"
1040500,PINNACLE CAREER INSTITUTE,KANSAS CITY,MO,Proprietary 2 Year,"2,245","8,735,753"
543000,POPLAR BLUFF TECHNICAL CAREER CNTR,POPLAR BLUFF,MO,Public 2 Year,73,"332,494"
3878300,PROFESSIONAL MASSAGE TRAINING CENTER,SPRINGFIELD,MO,Proprietary 2 Year,87,"261,169"
1250000,RANKEN TECHNICAL COLLEGE,ST LOUIS,MO,Private 4 Year,"1,265","3,877,064"
639200,RESEARCH COLLEGE OF NURSING,KANSAS CITY,MO,Proprietary 4 Year,39,"181,281"
249900,ROCKHURST UNIVERSITY,KANSAS CITY,MO,Private 4 Year,363,"1,378,540"
542900,ROLLA TECHNICAL INSTITUTE,ROLLA,MO,Public 2 Year,121,"598,078"
2530600,SAINT CHARLES COMMUNITY COLLEGE,COTTLEVILLE,MO,Public 2 Year,"2,629","7,941,995"
250600,SAINT LOUIS UNIVERSITY,ST LOUIS,MO,Private 4 Year,"1,918","7,178,708"
978200,SAINT LUKE'S COLLEGE OF HEALTH SCIENCES,KANSAS CITY,MO,Private 4 Year,22,"84,855"
2214500,SALEM COLLEGE OF HAIRSTYLING,SALEM,MO,Proprietary 2 Year,50,"219,185"
543800,SALINE COUNTY CAREER CENTER,MARSHALL,MO,Public 2 Year,29,"147,805"
4170600,SALON PROFESSIONAL ACADEMY (THE),ST. CHARLES,MO,Proprietary 2 Year,38,"161,760"
2205200,SANFORD-BROWN COLLEGE,FENTON,MO,Proprietary 4 Year,"2,719","12,774,112"
3070900,SE MO HOSP CLG NURSING & HEALTH SCI,CAPE GIRARDEAU,MO,Private 2 Year,115,"425,601"
4184400,SEYMOUR BEAUTY ACADEMY,SEYMOUR,MO,Proprietary 2 Year,13,"32,971"
542600,SIKESTON CAREER AND TECHNOLOGY CTR,SIKESTON,MO,Public 2 Year,37,"242,188"
4174000,SKIN INSTITUTE,SAINT LOUIS,MO,Proprietary 2 Year,29,"128,850"
542400,SOUTH CENTRAL CAREER CENTER,WEST PLAINS,MO,Public 2 Year,129,"562,725"
250100,SOUTHEAST MISSOURI STATE UNIV,CAPE GIRARDEAU,MO,Public 4 Year,"3,736","14,977,887"
250200,SOUTHWEST BAPTIST UNIVERSITY,BOLIVAR,MO,Private 4 Year,"1,433","5,158,971"
3068600,SPECIAL SCHOOL DISTRICT OF ST. LOUIS CO.,SUNSET HILLS,MO,Public 2 Year,152,"636,190"
441300,ST JOHNS HOSP SCH RAD TECH,SPRINGFIELD,MO,Private 2 Year,9,"42,726"
1258000,ST LOUIS CHRISTIAN COLLEGE,FLORISSANT,MO,Private 4 Year,215,"837,494"
2340500,ST LOUIS COLLEGE OF HEALTH CAREERS,ST LOUIS,MO,Proprietary 2 Year,854,"3,355,906"
250400,ST LOUIS COLLEGE OF PHARMACY,ST LOUIS,MO,Private 4 Year,157,"608,561"
247100,ST LOUIS COMMUNITY COLLEGE,ST LOUIS,MO,Public 2 Year,"16,277","51,952,339"
3097600,ST LOUIS HAIR ACADEMY,ST LOUIS,MO,Proprietary 2 Year,27,"90,030"
808000,STATE FAIR COMMUNITY COLLEGE,SEDALIA,MO,Public 2 Year,"3,438","12,417,385"
251200,STEPHENS COLLEGE,COLUMBIA,MO,Private 4 Year,337,"1,461,251"
855200,STEVENS INSTITUTE OF BUSINESS & ARTS,ST LOUIS,MO,Proprietary 4 Year,183,"909,742"
3579300,TEXAS COUNTY TECHNICAL INSTITUTE,HOUSTON,MO,Private 2 Year,203,"860,466"
4145700,THE SYSTEM A PAUL MITCHELL PARTNER SCHL,SPRINGFIELD,MO,Proprietary 2 Year,154,"575,119"
471300,THREE RIVERS COMMUNITY COLLEGE,POPLAR BLUFF,MO,Public 2 Year,"2,865","11,062,337"
4145200,TRANSFORMED BARBER AND COSMETOLOGY ACADE,KANSAS CITY,MO,Proprietary 2 Year,119,"462,887"
4133300,TREND SETTERS SCHOOL OF COSMETOLOGY,CAPE GIRARDEAU,MO,Proprietary 2 Year,53,"251,119"
860600,TRI-COUNTY TECHNICAL SCHOOL,ELDON,MO,Public 2 Year,39,"203,013"
249500,TRUMAN STATE UNIVERSITY,KIRKSVILLE,MO,Public 4 Year,"1,167","4,614,006"
245400,UNIVERSITY OF CENTRAL MISSOURI,WARRENSBURG,MO,Public 4 Year,"3,654","14,717,358"
3663400,UNIVERSITY OF COSMETOLOGY,SULLIVAN,MO,Proprietary 2 Year,7,"20,796"
251600,UNIVERSITY OF MISSOURI-COLUMBIA,COLUMBIA,MO,Public 4 Year,"5,587","22,518,918"
251800,UNIVERSITY OF MISSOURI-KANSAS CITY,KANSAS CITY,MO,Public 4 Year,"3,489","14,083,435"
251900,UNIVERSITY OF MISSOURI-ST LOUIS,ST LOUIS,MO,Public 4 Year,"4,373","16,241,765"
2599700,VATTEROTT COLLEGE,BERKELEY,MO,Proprietary 4 Year,"8,136","43,010,861"
4130300,VICTORY TRADE SCHOOL,SPRINGFIELD,MO,Private 2 Year,32,"163,868"
1102600,WARRENSBURG AREA VOC TECH SCH,WARRENSBURG,MO,Public 2 Year,29,"171,892"
252000,WASHINGTON UNIVERSITY,ST LOUIS,MO,Private 4 Year,528,"2,039,800"
528900,WAYNESVILLE CAREER CENTER,WAYNESVILLE,MO,Public 2 Year,46,"254,647"
252100,WEBSTER UNIVERSITY,ST LOUIS,MO,Private 4 Year,"1,435","5,425,576"
3970400,WELLSPRING SCHOOL OF ALLIED HEALTH,KANSAS CITY,MO,Proprietary 2 Year,67,"225,965"
252200,WENTWORTH MILITARY ACADEMY,LEXINGTON,MO,Private 2 Year,216,"885,660"
252300,WESTMINSTER COLLEGE,FULTON,MO,Private 4 Year,327,"1,336,168"
252400,WILLIAM JEWELL COLLEGE,LIBERTY,MO,Private 4 Year,309,"1,162,887"
252500,WILLIAM WOODS UNIVERSITY,FULTON,MO,Private 4 Year,423,"1,562,655"
3033000,NORTHERN MARIANAS COLLEGE,SAIPAN,MP,Public 4 Year,898,"3,662,817"
3464300,ACADEMY OF HAIR DESIGN,MOSS POINT,MS,Proprietary 2 Year,69,"308,576"
2244300,ACADEMY OF HAIR DESIGN #1,GRENADA,MS,Proprietary 2 Year,181,"825,157"
2235900,ACADEMY OF HAIR DESIGN #4,PEARL,MS,Proprietary 2 Year,71,"315,699"
2251600,ACADEMY OF HAIR DESIGN #6,HATTIESBURG,MS,Proprietary 4 Year,160,"760,107"
239600,ALCORN STATE UNIVERSITY,ALCORN STATE,MS,Public 4 Year,"2,865","14,347,450"
239700,BELHAVEN UNIVERSITY,JACKSON,MS,Private 4 Year,"1,568","6,300,287"
3525300,BLUE CLIFF COLLEGE,GULFPORT,MS,Proprietary 2 Year,505,"1,788,065"
239800,BLUE MOUNTAIN COLLEGE,BLUE MOUNTAIN,MS,Private 4 Year,350,"1,559,126"
2074900,CHRIS' BEAUTY COLLEGE,GULFPORT,MS,Proprietary 2 Year,118,"442,732"
240100,COAHOMA COMMUNITY COLLEGE,CLARKSDALE,MS,Public 2 Year,"3,003","15,381,387"
240200,COPIAH-LINCOLN COMMUNITY COLLEGE,WESSON,MS,Public 2 Year,"2,959","12,468,589"
4131300,CORINTH ACADEMY OF COSMETOLOGY,CORNITH,MS,Proprietary 2 Year,88,"361,236"
2502100,CREATIONS COLLEGE OF COSMETOLOGY,TUPELO,MS,Proprietary 2 Year,73,"292,051"
3848300,DAY SPA CAREER COLLEGE,OCEAN SPRING,MS,Proprietary 2 Year,67,"259,328"
2249900,DELTA BEAUTY COLLEGE,GREENVILLE,MS,Proprietary 2 Year,80,"350,759"
240300,DELTA STATE UNIVERSITY,CLEVELAND,MS,Public 4 Year,"1,485","6,916,854"
240400,EAST CENTRAL COMMUNITY COLLEGE,DECATUR,MS,Public 2 Year,"2,184","9,244,738"
240500,EAST MISSISSIPPI COMM COLLEGE,SCOOBA,MS,Public 2 Year,"4,724","20,845,050"
3004000,FINAL TOUCH BEAUTY SCHOOL,MERIDIAN,MS,Proprietary 2 Year,56,"252,120"
2251700,FOSTER'S COSMETOLOGY COLLEGE,RIPLEY,MS,Proprietary 2 Year,25,"121,988"
3963300,HEALING TOUCH SCHOOL OF MASSAGE THERAPY,HATTIESBURG,MS,Proprietary 2 Year,16,"62,204"
240700,HINDS COMMUNITY COLLEGE,RAYMOND,MS,Public 2 Year,"11,483","48,021,693"
240800,HOLMES COMMUNITY COLLEGE,GOODMAN,MS,Public 2 Year,"4,945","19,611,808"
240900,ITAWAMBA COMMUNITY COLLEGE,FULTON,MS,Public 2 Year,"6,467","27,133,941"
2586000,J & J HAIR DESIGN COLLEGE,CARTHAGE,MS,Proprietary 2 Year,137,"706,755"
241000,JACKSON STATE UNIVERSITY,JACKSON,MS,Public 4 Year,"5,435","26,731,634"
241100,JONES COUNTY JUNIOR COLLEGE,ELLISVILLE,MS,Public 2 Year,"3,413","13,815,907"
2320800,MAGNOLIA COLLEGE OF COSMETOLOGY,JACKSON,MS,Proprietary 2 Year,155,"659,447"
241300,MERIDIAN COMMUNITY COLLEGE,MERIDIAN,MS,Public 2 Year,"2,757","10,517,119"
241400,MILLSAPS COLLEGE,JACKSON,MS,Private 4 Year,221,"915,244"
241500,MISSISSIPPI COLLEGE,CLINTON,MS,Private 4 Year,"1,291","5,253,594"
2302800,MISSISSIPPI COLLEGE OF BEAUTY CULT,LAUREL,MS,Proprietary 2 Year,74,"347,041"
241600,MISSISSIPPI DELTA CMTY COLLEGE,MOORHEAD,MS,Public 2 Year,"3,012","13,108,140"
241702,MISSISSIPPI GULF CST CLG-JACKSON CN,GAUTIER,MS,Public 2 Year,"1,961","7,719,544"
241701,MISSISSIPPI GULF CST CLG-JEFF DAVIS,GULFPORT,MS,Public 2 Year,"2,175","8,446,671"
241700,MISSISSIPPI GULF CST CLG-PERKINSTON,PERKINSTON,MS,Public 2 Year,"1,357","5,688,883"
4140200,"MISSISSIPPI INSTITUTE OF AESTHETICS, NAI",CLINTON,MS,Proprietary 2 Year,42,"196,076"
4137400,MISSISSIPPI SCHOOL OF THERAPEUTIC MASSAG,JACKSON,MS,Proprietary 2 Year,29,"106,676"
242300,MISSISSIPPI STATE UNIVERSITY,MISSISSIPPI STATE,MS,Public 4 Year,"5,715","26,466,271"
242200,MISSISSIPPI UNIV FOR WOMEN,COLUMBUS,MS,Public 4 Year,"1,490","7,105,286"
242400,MISSISSIPPI VALLEY STATE UNIVERSITY,ITTA BENA,MS,Public 4 Year,"2,139","10,136,937"
242600,NORTHEAST MS CMNTY COLLEGE,BOONEVILLE,MS,Public 2 Year,"2,641","10,749,949"
242700,NORTHWEST MISSISSIPPI COMMUNITY CLG,SENATOBIA,MS,Public 2 Year,"6,077","24,253,412"
243000,PEARL RIVER COMMUNITY COLLEGE,POPLARVILLE,MS,Public 2 Year,"4,086","16,808,809"
243300,RUST COLLEGE,HOLLY SPRINGS,MS,Private 4 Year,824,"3,803,540"
243500,SOUTHEASTERN BAPTIST COLLEGE,LAUREL,MS,Private 4 Year,52,"201,371"
243600,SOUTHWEST MISSISSIPPI CMNTY CLG,SUMMIT,MS,Public 2 Year,"1,700","6,754,400"
243900,TOUGALOO COLLEGE,TOUGALOO,MS,Private 4 Year,784,"4,478,195"
3263300,TRAXLER'S SCHOOL OF HAIR,JACKSON,MS,Proprietary 2 Year,44,"229,564"
244000,UNIVERSITY OF MISSISSIPPI,UNIVERSITY,MS,Public 4 Year,"4,881","23,118,252"
244001,UNIVERSITY OF MISSISSIPPI - MED CTR,JACKSON,MS,Public 4 Year,151,"635,396"
244100,UNIVERSITY OF SOUTHERN MISSISSIPPI,HATTIESBURG,MS,Public 4 Year,"6,853","30,349,755"
244700,WILLIAM CAREY UNIVERSITY,HATTIESBURG,MS,Private 4 Year,"1,633","7,274,791"
2621300,ACADEMY OF COSMETOLOGY,BOZEMAN,MT,Proprietary 2 Year,19,"85,686"
3763400,"ACADEMY OF NAIL, SKIN & HAIR",BILLINGS,MT,Proprietary 2 Year,107,"467,109"
4163700,BITTERROOT SCHOOL OF COSMETOLOGY,HAMILTON,MT,Proprietary 2 Year,31,"158,176"
2510600,BLACKFEET COMMUNITY COLLEGE,BROWNING,MT,Private 2 Year,501,"1,965,887"
790000,BUTTE ACADEMY OF BEAUTY CULTURE,BUTTE,MT,Proprietary 2 Year,53,"217,821"
252600,CARROLL COLLEGE,HELENA,MT,Private 4 Year,375,"1,403,176"
2545200,CHIEF DULL KNIFE COLLEGE,LAME DEER,MT,Public 2 Year,192,"695,037"
4187700,CREVIER'S SCHOOL OF COSMETOLOGY,KALISPELL,MT,Proprietary 2 Year,54,"201,268"
894700,"DAHL'S COLLEGE OF BEAUTY,INC",GREAT FALLS,MT,Proprietary 2 Year,35,"122,030"
252900,DAWSON COMMUNITY COLLEGE,GLENDIVE,MT,Public 2 Year,195,"742,124"
677700,FLATHEAD VALLEY COMMUNITY COLLEGE,KALISPELL,MT,Public 2 Year,"1,420","5,090,624"
2517500,FORT BELKNAP COLLEGE,HARLEM,MT,Public 2 Year,180,"696,123"
2343000,FT PECK COMMUNITY COLLEGE,POPLAR,MT,Public 2 Year,226,"868,373"
3778300,HEALTH WORKS INSTITUTE,BOZEMAN,MT,Proprietary 2 Year,26,"84,016"
757000,HELENA COLLEGE OF TECHNOLOGY,HELENA,MT,Public 2 Year,902,"3,377,307"
2286600,LITTLE BIG HORN COLLEGE,CROW AGENCY,MT,Public 2 Year,344,"1,306,993"
252800,MILES COMMUNITY COLLEGE,MILES CITY,MT,Public 2 Year,268,"989,044"
3205300,MODERN BEAUTY SCHOOL,MISSOULA,MT,Proprietary 2 Year,40,"197,850"
253000,MONTANA STATE UNIVERSITY - BILLINGS,BILLINGS,MT,Public 4 Year,"2,239","8,305,221"
253200,MONTANA STATE UNIVERSITY - BOZEMAN,BOZEMAN,MT,Public 4 Year,"4,039","16,007,210"
253300,MONTANA STATE UNIVERSITY-NORTHERN,HAVRE,MT,Public 4 Year,745,"2,979,196"
253100,MONTANA TECH OF THE UNIV OF MONTANA,BUTTE,MT,Public 4 Year,"1,151","4,690,146"
931400,MSU COLLEGE OF TECH-GREAT FALLS,GREAT FALLS,MT,Public 2 Year,"1,262","4,692,431"
253400,ROCKY MOUNTAIN COLLEGE,BILLINGS,MT,Private 4 Year,375,"1,437,395"
2143400,SALISH KOOTENAI COLLEGE,PABLO,MT,Public 4 Year,954,"3,725,546"
4164100,SALON PROFESSIONAL ACADEMY (THE),GREAT FALLS,MT,Proprietary 2 Year,84,"450,769"
2610900,STONE CHILD COLLEGE,BOX ELDER,MT,Public 2 Year,243,"962,044"
252700,UNIVERSITY OF GREAT FALLS,GREAT FALLS,MT,Private 4 Year,458,"1,829,111"
253600,UNIVERSITY OF MONTANA (THE),MISSOULA,MT,Public 4 Year,"5,856","22,681,774"
253700,UNIVERSITY OF MONTANA WESTERN (THE),DILLON,MT,Public 4 Year,700,"2,782,455"
546300,ALAMANCE COMMUNITY COLLEGE,GRAHAM,NC,Public 2 Year,"3,129","12,211,483"
3513400,APEX SCHOOL OF THEOLOGY,DURHAM,NC,Private 4 Year,399,"1,568,738"
290600,APPALACHIAN STATE UNIVERSITY,BOONE,NC,Public 4 Year,"4,156","16,413,418"
2110500,ART INSTITUTE OF CHARLOTTE (THE),CHARLOTTE,NC,Proprietary 4 Year,"3,105","12,490,194"
403300,ASHEVILLE BUNCOMBE TECH CMTY CLG,ASHEVILLE,NC,Public 2 Year,"3,303","12,833,364"
4140700,AVEDA INSTITUTE CHAPEL HILL,CHAPEL HILL,NC,Proprietary 2 Year,208,"1,009,509"
290800,BARTON COLLEGE,WILSON,NC,Private 4 Year,612,"2,458,169"
855800,BEAUFORT COUNTY COMMUNITY COLLEGE,WASHINGTON,NC,Public 2 Year,"1,301","5,030,186"
291000,BELMONT ABBEY COLLEGE,BELMONT,NC,Private 4 Year,930,"3,884,651"
291100,BENNETT COLLEGE,GREENSBORO,NC,Private 4 Year,559,"2,571,608"
798700,BLADEN COMMUNITY COLLEGE,DUBLIN,NC,Public 2 Year,"1,725","6,532,082"
968400,BLUE RIDGE COMMUNITY COLLEGE,FLAT ROCK,NC,Public 2 Year,"1,239","4,280,438"
4172800,BODY THERAPY INSTITUTE,SILER CITY,NC,Proprietary 2 Year,12,"22,244"
291200,BREVARD COLLEGE,BREVARD,NC,Private 4 Year,260,"953,266"
781400,BROOKSTONE COLLEGE OF BUSINESS,CHARLOTTE,NC,Proprietary 2 Year,521,"1,629,483"
2170700,BRUNSWICK COMMUNITY COLLEGE,BOLIVA,NC,Public 2 Year,733,"2,642,335"
647700,CABARRUS COLLEGE OF HEALTH SCIENCES,CONCORD,NC,Private 4 Year,168,"571,244"
483500,CALDWELL COMMUNITY CLG & TECH INST,HUDSON,NC,Public 2 Year,"2,739","10,770,978"
291300,CAMPBELL UNIVERSITY,BUIES CREEK,NC,Private 4 Year,"1,620","6,317,237"
532000,CAPE FEAR COMMUNITY COLLEGE,WILMINGTON,NC,Public 2 Year,"4,965","17,821,055"
3777300,CAROLINA ACAD OF COSMETIC ART & SCI,GASTONIA,NC,Proprietary 2 Year,260,"1,029,812"
4154200,CAROLINA BIBLE COLLEGE,FAYETTEVILLE,NC,Private 4 Year,38,"127,425"
3570300,CAROLINA CHRISTIAN COLLEGE,WINSTON-SALEM,NC,Private 4 Year,43,"179,828"
4178100,CAROLINA COLLEGE OF HAIR DESIGN,ASHEVILLE,NC,Proprietary 2 Year,18,"71,472"
4101300,CAROLINA SCHOOL OF BROADCASTING,CHARLOTTE,NC,Proprietary 2 Year,35,"83,242"
3104200,CAROLINAS COLLEGE OF HEALTH SCIENCE,CHARLOTTE,NC,Public 2 Year,84,"208,119"
808100,CARTERET COMMUNITY COLLEGE,MOREHEAD CITY,NC,Public 2 Year,"1,189","4,044,132"
291400,CATAWBA COLLEGE,SALISBURY,NC,Private 4 Year,607,"2,518,331"
531800,CATAWBA VALLEY COMMUNITY COLLEGE,HICKORY,NC,Public 2 Year,"2,673","9,818,632"
4129400,CENTER FOR MASSAGE & NATURAL HEALTH,WEAVERVILLE,NC,Proprietary 2 Year,30,"83,367"
544900,CENTRAL CAROLINA COMMUNITY COLLEGE,SANFORD,NC,Public 2 Year,"2,501","8,833,613"
291500,CENTRAL PIEDMONT COMMUNITY COLLEGE,CHARLOTTE,NC,Public 2 Year,"10,791","35,569,180"
291600,CHOWAN UNIVERSITY,MURFREESBORO,NC,Private 4 Year,787,"3,487,061"
808200,CLEVELAND COMMUNITY COLLEGE,SHELBY,NC,Public 2 Year,"2,402","8,774,711"
