PELLID,OPEID,Name,City,State,Type & Control,Recips,Awards
30199,3019900,ADELANTE CAREER INSTITUTE,VAN NUYS,CA,Proprietary,122,"330,819"
16897,2520400,ADRIAN'S BEAUTY COLLEGE OF TURLOCK,TURLOCK,CA,Proprietary,84,"209,571"
37363,3736300,ADVANCE BEAUTY COLLEGE,GARDEN GROVE,CA,Proprietary,299,"740,515"
37863,3786300,ADVANCED COLLEGE,PARAMOUNT,CA,Proprietary,187,"553,139"
35324,3532400,ADVANCED TRAINING ASSOCIATES,EL CAJON,CA,Proprietary,17,"43,104"
14046,2258600,ALAMEDA BEAUTY COLLEGE,ALAMEDA,CA,Proprietary,78,"200,499"
14260,2282300,ALHAMBRA BEAUTY COLLEGE,ALHAMBRA,CA,Proprietary,176,"464,517"
1111,111100,ALLAN HANCOCK COLLEGE,SANTA MARIA,CA,Public 2 Year,"1,359","3,536,242"
11117,1111700,ALLIANT INTERNATIONAL UNIVERSITY,SAN DIEGO,CA,Private 4 Year,80,"222,316"
14801,746501,AMERICAN ACADEMY OF DRAMATIC ARTS - HOLL,HOLLYWOOD,CA,Private 2 Year,58,"210,215"
39696,3969600,AMERICAN AUTO INSTITUTE,CERRITOS,CA,Proprietary,92,"247,211"
13074,1307400,AMERICAN BEAUTY COLLEGE,BELLFLOWER,CA,Proprietary,83,"257,070"
15829,2241800,AMERICAN CAREER COLLEGE,LOS ANGELES,CA,Proprietary,"3,687","9,778,654"
39713,3971300,AMERICAN CAREER COLLEGE,ONTARIO,CA,Proprietary,636,"1,706,041"
31444,3144400,AMERICAN CLG OF HEALTH PROFESSIONS,REDLANDS,CA,Proprietary,16,"61,960"
14545,2099200,AMERICAN CONSERVATORY THEATER,SAN FRANCISCO,CA,Private 4 Year,2,"8,620"
39623,3962300,AMERICAN INSTITUTE OF MASSAGE THERAPY,SANTA ANA,CA,Proprietary,8,"15,689"
2741,274100,AMERICAN JEWISH UNIVERSITY,BEL AIR,CA,Private 4 Year,25,"77,415"
40713,4071300,AMERICAN PACIFIC COLLEGE,VAN NUYS,CA,Proprietary,35,"43,909"
1232,123200,AMERICAN RIVER COLLEGE,SACRAMENTO,CA,Public 2 Year,"7,435","17,691,714"
32253,3225300,AMERICAN UNIVERSITY OF HEALTH SCIENCES,LONG BEACH,CA,Proprietary,49,"127,845"
1113,111300,ANTELOPE VALLEY COLLEGE,LANCASTER,CA,Public 2 Year,"4,750","11,198,300"
34275,3427500,ANTELOPE VALLEY MEDICAL COLLEGE,LANCASTER,CA,Proprietary,645,"2,019,720"
1116,111600,ART CENTER COLLEGE OF DESIGN,PASADENA,CA,Private 4 Year,655,"2,108,793"
7236,723600,ART INST OF CALIFORNIA-LOS ANGELES,LOS ANGELES,CA,Proprietary,"3,168","8,086,193"
16471,2327600,ART INST OF CALIFORNIA-SAN DIEGO,SAN DIEGO,CA,Proprietary,"1,612","4,232,765"
31254,3125400,ART INSTITUTE OF CALIFORNIA-HOLLYWOOD (T,LOS ANGELES,CA,Proprietary,634,"1,509,206"
25956,2595600,ASIAN AMERICAN INTERNATIONAL BTY CG,WESTMINSTER CITY,CA,Proprietary,119,"341,686"
17135,2553500,ASSOCIATED TECHNICAL COLLEGE,SAN DIEGO,CA,Proprietary,176,"521,202"
13988,902200,ASSOCIATED TECHNICAL COLLEGE,LOS ANGELES,CA,Proprietary,616,"1,964,462"
37404,3740400,ATI COLLEGE,NORWALK,CA,Proprietary,198,"560,404"
35983,3598300,AVALON BEAUTY COLLEGE,SANTA BARBARA,CA,Proprietary,16,"41,142"
16894,2519800,AVANCE BEAUTY COLLEGE,SAN DIEGO,CA,Proprietary,69,"205,412"
1117,111700,AZUSA PACIFIC UNIVERSITY,AZUSA,CA,Private 4 Year,"1,017","2,744,831"
1118,111800,BAKERSFIELD COLLEGE,BAKERSFIELD,CA,Public 2 Year,"5,670","13,171,063"
30674,3067400,BALDWIN PARK ADULT SCHOOL,BALDWIN PARK,CA,Public 2 Year,150,"314,911"
1119,111900,BARSTOW COMMUNITY COLLEGE,BARSTOW,CA,Public 2 Year,"1,311","2,716,833"
7050,705000,BAY VISTA COLLEGE OF BEAUTY,NATIONAL CITY,CA,Proprietary,152,"437,520"
39993,3999300,BEAUMONT ADULT SCHOOL,BEAUMONT,CA,Public 2 Year,50,"170,795"
14311,2242700,BERKELEY CITY COLLEGE,BERKELEY,CA,Public 2 Year,"1,108","2,572,809"
1121,112100,BETHANY UNIVERSITY /  ASSEMBLIES OF GOD,SCOTTS VALLEY,CA,Private 4 Year,156,"411,701"
32663,3266300,BETHESDA CHRISTIAN UNIVERSITY,ANAHEIM,CA,Private 4 Year,25,"63,175"
1122,112200,BIOLA UNIVERSITY,LA MIRADA,CA,Private 4 Year,921,"2,461,832"
15384,2180600,BRIDGES  ACADEMY OF BEAUTY,BARSTOW,CA,Proprietary,14,"31,899"
13703,2065500,BROOKS COLLEGE,LONG BEACH,CA,Proprietary,228,"662,450"
1123,112300,BROOKS INSTITUTE,SANTA BARBARA,CA,Proprietary,660,"1,930,914"
17050,2543400,BROWNSON TECHNICAL SCHOOL,ANAHEIM,CA,Proprietary,118,"313,768"
7164,716400,BRYAN COLLEGE,LOS ANGELES,CA,Proprietary,182,"497,913"
6972,807300,BUTTE COMMUNITY COLLEGE,OROVILLE,CA,Public 2 Year,"4,479","11,283,786"
36984,3698400,CA COLLEGE OF VOCATIONAL CAREER,BAKERSFIELD,CA,Proprietary,62,"213,590"
1124,112400,CABRILLO COLLEGE,APTOS,CA,Public 2 Year,"2,540","5,951,504"
1143,114300,CAL POLY STATE UNIVERSITY,SAN LUIS OBISPO,CA,Public 4 Year,"2,964","8,643,984"
1144,114400,CALIF STATE POLYTECHNIC UNIV POMONA,POMONA,CA,Public 4 Year,"6,878","20,542,589"
1146,114600,CALIF STATE UNIV - CHICO,CHICO,CA,Public 4 Year,"4,685","14,521,231"
1147,114700,CALIF STATE UNIV - FRESNO,FRESNO,CA,Public 4 Year,"8,200","25,471,274"
7993,799300,CALIF STATE UNIV BAKERSFIELD,BAKERSFIELD,CA,Public 4 Year,"3,383","10,122,945"
1142,114200,CALIF STATE UNIV SAN BERNARDINO,SAN BERNARDINO,CA,Public 4 Year,"6,698","19,980,364"
1137,113700,CALIF STATE UNIV-FULLERTON,FULLERTON,CA,Public 4 Year,"8,602","24,654,224"
1139,113900,CALIF STATE UNIV-LONG BEACH,LONG BEACH,CA,Public 4 Year,"9,952","30,028,393"
1140,114000,CALIF STATE UNIV-LOS ANGELES,LOS ANGELES,CA,Public 4 Year,"8,339","23,749,454"
1153,115300,CALIF STATE UNIV-NORTHRIDGE,NORTHRIDGE,CA,Public 4 Year,"11,403","33,768,800"
1150,115000,CALIF STATE UNIV-SACRAMENTO,SACRAMENTO,CA,Public 4 Year,"8,385","24,798,545"
1157,115700,CALIF STATE UNIV-STANISLAUS,TURLOCK,CA,Public 4 Year,"3,166","8,718,730"
1125,112500,CALIFORNIA BAPTIST UNIVERSITY,RIVERSIDE,CA,Private 4 Year,951,"2,595,613"
13828,2065700,CALIFORNIA BEAUTY COLLEGE,MODESTO,CA,Proprietary,25,"71,975"
39745,3974500,CALIFORNIA CAREER COLLEGE,CANOGA PARK,CA,Proprietary,65,"163,759"
16896,2520200,CALIFORNIA CAREER SCHOOLS,ANAHEIM,CA,Proprietary,2,"1,372"
14128,884400,CALIFORNIA CHRISTIAN COLLEGE,FRESNO,CA,Private 4 Year,24,"73,565"
1127,112700,CALIFORNIA COLLEGE OF THE ARTS,SAN FRANCISCO,CA,Private 4 Year,420,"1,255,591"
14683,2110800,CALIFORNIA COLLEGE SAN DIEGO,SAN DIEGO,CA,Proprietary,494,"1,401,878"
15698,2220200,CALIFORNIA CULINARY ACADEMY,SAN FRANCISCO,CA,Proprietary,430,"1,205,854"
11865,1186500,CALIFORNIA HAIR DESIGN ACADEMY,SAN DIEGO,CA,Proprietary,83,"214,361"
36813,3681300,CALIFORNIA HEALING ARTS COLLEGE,LOS ANGELES,CA,Proprietary,55,"157,652"
12154,1215400,CALIFORNIA INST OF INTEGRAL STUDIES,SAN FRANCISCO,CA,Private 4 Year,33,"70,811"
1131,113100,CALIFORNIA INSTITUTE OF TECHNOLOGY,PASADENA,CA,Private 4 Year,106,"285,736"
1132,113200,CALIFORNIA INSTITUTE OF THE ARTS,VALENCIA,CA,Private 4 Year,224,"751,478"
39764,3976400,CALIFORNIA INSTITUTE OF THE HEALING ARTS,SACRAMENTO,CA,Proprietary,1,760
1133,113300,CALIFORNIA LUTHERAN UNIVERSITY,THOUSAND OAKS,CA,Private 4 Year,344,"923,787"
1134,113400,CALIFORNIA MARITIME ACADEMY,VALLEJO,CA,Public 4 Year,196,"626,839"
32103,3210300,CALIFORNIA SCHOOL OF CULINARY ARTS,PASADENA,CA,Proprietary,759,"2,108,765"
32603,3260300,CALIFORNIA STATE U-MONTEREY BAY,SEASIDE,CA,Public 4 Year,"1,464","4,251,219"
39803,3980300,CALIFORNIA STATE UNIVERSITY CHANNEL ISLA,CAMARILLO,CA,Public 4 Year,906,"2,582,063"
38743,3874300,CAMBRIDGE CAREER COLLEGE,YUBA CITY,CA,Proprietary,97,"309,348"
6973,697300,CANADA COLLEGE,REDWOOD CITY,CA,Public 2 Year,525,"1,261,938"
13914,2125000,CAREER ACADEMY OF BEAUTY,WEST GARDEN GROVE,CA,Proprietary,122,"270,479"
37974,3797400,CAREER CARE INSTITUTE,LANCASTER,CA,Proprietary,337,"883,100"
41192,4119200,CAREER COLLEGE CONSULTANTS,LOS ANGELES,CA,Proprietary,11,"25,015"
40563,4056300,CAREER COLLEGE OF CALIFORNIA,SANTA ANA,CA,Proprietary,7,"7,548"
41345,4134500,CAREER COLLEGE OF SAN DIEGO,SAN DIEGO,CA,Proprietary,8,"18,445"
34274,3427400,CAREER COLLEGES OF AMERICA,SOUTH GATE,CA,Proprietary,"1,499","4,344,191"
32423,3242300,CAREER NETWORK INSTITUTE,ORANGE,CA,Proprietary,318,"780,771"
6731,673100,CASA LOMA COLLEGE,VAN NUYS,CA,Private 2 Year,434,"1,185,873"
16516,2332800,CENTER FOR EMPLOYMENT TRAINING,SAN JOSE,CA,Private 2 Year,"2,588","6,787,240"
30977,3097700,CENTRAL CALIF SCH CONTINUING EDUC,SAN LUIS OBISPO,CA,Proprietary,121,"382,948"
26023,2602300,CENTRAL COAST COLLEGE,SALINAS,CA,Proprietary,212,"444,695"
1161,116100,CERRITOS COLLEGE,NORWALK,CA,Public 2 Year,"5,396","12,689,511"
10111,1011100,CERRO-COSO COMMUNITY COLLEGE,RIDGECREST,CA,Public 2 Year,833,"2,030,120"
1162,116200,CHABOT COLLEGE,HAYWARD,CA,Public 2 Year,"2,574","5,942,964"
1163,116300,CHAFFEY COLLEGE,RANCHO CUCAMONGA,CA,Public 2 Year,"4,144","9,228,870"
1164,116400,CHAPMAN UNIVERSITY,ORANGE,CA,Private 4 Year,"1,491","3,861,731"
13653,1036500,CHARLES R DREW UNIV OF MED & SCI,LOS ANGELES,CA,Private 4 Year,79,"203,003"
1166,116600,CITRUS COLLEGE,GLENDORA,CA,Public 2 Year,"2,609","6,480,549"
12874,450200,CITY COLLEGE OF SAN FRANCISCO,SAN FRANCISCO,CA,Public 2 Year,"6,496","16,960,639"
1170,117000,CLAREMONT MCKENNA COLLEGE,CLAREMONT,CA,Private 4 Year,127,"388,630"
32783,3278300,CLARITA CAREER COLLEGE,CANYON COUNTRY,CA,Proprietary,719,"1,880,737"
14919,2147400,CLEVELAND CHIROPRACTIC COLLEGE,LOS ANGELES,CA,Private 4 Year,44,"120,793"
16330,2309500,CLOVIS ADULT EDUC,CLOVIS,CA,Public 2 Year,154,"355,131"
41153,4115300,COACHELLA VALLEY BEAUTY COLLEGE,LA QUINTA,CA,Proprietary,48,"111,624"
41265,4126500,COAST CAREER INSTITUTE,LOS ANGELES,CA,Proprietary,3,"5,388"
40923,4092300,COASTLINE BEAUTY COLLEGE,FOUNTAIN VALLEY,CA,Proprietary,59,"151,639"
13536,2063500,COASTLINE COMMUNITY COLLEGE,FOUNTAIN VALLEY,CA,Public 2 Year,705,"1,681,084"
35773,3577300,COBA ACADEMY,ORANGE,CA,Proprietary,40,"104,387"
1177,117700,COGSWELL POLYTECHNICAL COLLEGE,SUNNYVALE,CA,Private 4 Year,46,"126,132"
9273,729600,COLEMAN COLLEGE,SAN DIEGO,CA,Private 4 Year,218,"551,441"
15686,2220000,COLLEEN O'HARA BEAUTY ACADEMY,SANTA ANA,CA,Proprietary,202,"566,354"
6720,672000,COLLEGE OF ALAMEDA,ALAMEDA,CA,Public 2 Year,"1,091","2,868,340"
38525,3852500,COLLEGE OF INFORMATION TECHNOLOGY,FULLERTON,CA,Proprietary,289,"770,378"
1178,117800,COLLEGE OF MARIN,KENTFIELD,CA,Public 2 Year,998,"2,541,133"
1181,118100,COLLEGE OF SAN MATEO,SAN MATEO,CA,Public 2 Year,857,"2,105,665"
8903,890300,COLLEGE OF THE CANYONS,SANTA CLARITA,CA,Public 2 Year,"1,256","2,952,797"
1182,118200,COLLEGE OF THE DESERT,PALM DESERT,CA,Public 2 Year,"1,745","4,163,119"
1185,118500,COLLEGE OF THE REDWOODS,EUREKA,CA,Public 2 Year,"2,363","5,680,154"
1186,118600,COLLEGE OF THE SEQUOIAS,VISALIA,CA,Public 2 Year,"3,934","9,355,903"
1187,118700,COLLEGE OF THE SISKIYOUS,WEED,CA,Public 2 Year,905,"2,262,868"
7707,770700,COLUMBIA COLLEGE,SONORA,CA,Public 2 Year,621,"1,428,702"
14697,2110200,COLUMBIA COLLEGE,TARZANA,CA,Private 4 Year,116,"317,618"
38744,3874400,COMMMUNITY CHRISTIAN COLLEGE,REDLANDS,CA,Private 2 Year,32,"77,242"
32503,3250300,COMMUNITY BASED EDUCATION AND DEVEL,LOS ANGELES,CA,Private 2 Year,427,"1,539,211"
36953,3695300,COMMUNITY ENHANCEMENT SERVICES,LOS ANGELES,CA,Private 2 Year,192,"490,656"
1188,118800,COMPTON COMMUNITY COLLEGE,COMPTON,CA,Public 2 Year,"1,034","2,738,114"
37593,3759300,COMPUTER TUTOR BUSINESS & TECH INST,MODESTO,CA,Proprietary,80,"204,883"
7607,760700,CONCORDE CAREER INSTITUTE,NORTH HOLLYWOOD,CA,Proprietary,566,"1,469,595"
7930,793000,CONCORDE CAREER INSTITUTE,SAN DIEGO,CA,Proprietary,797,"1,966,240"
8071,807100,CONCORDE CAREER INSTITUTE,GARDEN GROVE,CA,Proprietary,561,"1,467,182"
8537,853700,CONCORDE CAREER INSTITUTE,SAN BERNARDINO,CA,Proprietary,"1,039","2,692,378"
13885,2070500,CONCORDIA UNIVERSITY,IRVINE,CA,Private 4 Year,307,"856,088"
1190,119000,CONTRA COSTA COLLEGE,SAN PABLO,CA,Public 2 Year,"1,216","3,190,790"
35424,3542400,COPPER MOUNTAIN COLLEGE,JOSHUA TREE,CA,Public 2 Year,587,"1,466,543"
7536,753600,COSUMNES RIVER COLLEGE,SACRAMENTO,CA,Public 2 Year,"2,447","6,354,646"
41145,4114500,COURTESY CAREER COLLEGE,WEST HILLS,CA,Proprietary,116,"302,980"
9272,927200,CRAFTON HILLS COLLEGE,YUCAIPA,CA,Public 2 Year,874,"1,853,393"
40033,4003300,CSI CAREER COLLEGE,VACAVILLE,CA,Proprietary,171,"481,541"
1192,119200,CUESTA COLLEGE,SAN LUIS OBISPO,CA,Public 2 Year,"1,442","3,461,681"
14435,2111300,CUYAMACA COLLEGE,EL CAJON,CA,Public 2 Year,"1,187","3,036,338"
14557,2174600,CYNTHIA'S BEAUTY ACADEMY,BELL,CA,Proprietary,214,"632,233"
1193,119300,CYPRESS COLLEGE,CYPRESS,CA,Public 2 Year,"2,399","6,115,008"
4480,448000,DE ANZA COLLEGE,CUPERTINO,CA,Public 2 Year,"2,644","6,991,837"
16233,2298000,DESIGN INSTITUTE OF SAN DIEGO,SAN DIEGO,CA,Proprietary,154,"388,027"
36463,3646300,DESIGN'S SCHOOL OF COSMETOLOGY,PASO ROBLES,CA,Proprietary,104,"281,532"
1191,119100,DIABLO VALLEY COLLEGE,PLEASANT HILL,CA,Public 2 Year,"1,820","4,691,848"
17136,2553600,DIVERSIFIED LANGUAGE INSTITUTE,LOS ANGELES,CA,Proprietary,772,"2,320,630"
1196,119600,DOMINICAN UNIVERSITY OF CALIFORNIA,SAN RAFAEL,CA,Private 4 Year,395,"1,146,650"
34794,3479400,DONALD VOCATIONAL SCHOOL,LOS ANGELES,CA,Proprietary,185,"604,837"
31095,3109500,DONGGUK ROYAL UNIVERSITY,LOS ANGELES,CA,Private 4 Year,12,"25,126"
5638,563800,DOWNEY ADULT SCHOOL,DOWNEY,CA,Public 2 Year,15,"42,480"
1222,2226000,EAST LOS ANGELES COLLEGE,MONTEREY PARK,CA,Public 2 Year,"4,791","13,373,531"
31166,3116600,EAST SAN GABRIEL VLY REG OCCUP PROG,WEST COVINA,CA,Public 2 Year,2,"2,211"
1197,119700,EL CAMINO COLLEGE,TORRANCE,CA,Public 2 Year,"3,937","9,369,431"
14484,2091200,ELEGANCE INTERNATIONAL,HOLLYWOOD,CA,Proprietary,59,"99,862"
30944,3094400,ELITE PROGRESSIVE SCHOOL OF COSM,SACRAMENTO,CA,Proprietary,80,"241,898"
9032,903200,EMPIRE COLLEGE,SANTA ROSA,CA,Proprietary,295,"800,865"
34134,3413400,ENGLISH CENTER FOR INTERNATIONAL WOMEN,OAKLAND,CA,Private 2 Year,152,"408,722"
15125,2167800,ESTES INSTITUTE OF COSMETOLOGY,VISALIA,CA,Proprietary,98,"235,850"
11107,1110700,EVEREST  COLLEGE,ANAHEIM,CA,Proprietary,726,"1,658,518"
7606,760600,EVEREST COLLEGE,LOS ANGELES,CA,Proprietary,842,"2,009,247"
8090,809000,EVEREST COLLEGE,ALHAMBRA,CA,Proprietary,"1,178","2,800,242"
11024,1102400,EVEREST COLLEGE,SAN FRANCISCO,CA,Proprietary,"2,467","5,743,288"
11109,1110900,EVEREST COLLEGE,RESEDA,CA,Proprietary,"1,143","2,578,534"
11121,1112100,EVEREST COLLEGE,HAYWARD,CA,Proprietary,569,"1,196,949"
11123,1112300,EVEREST COLLEGE,GARDENA,CA,Proprietary,"1,845","4,297,376"
31954,3195400,EVEREST COLLEGE,TORRANCE,CA,Proprietary,213,"498,454"
4494,449400,EVEREST COLLEGE,SAN BERNARDINO,CA,Proprietary,978,"2,283,017"
12061,1206100,EVEREST COLLEGE,SAN JOSE,CA,Proprietary,415,"969,265"
30723,3072300,EVEREST COLLEGE,ONTARIO,CA,Proprietary,"2,494","5,503,536"
12452,1245200,EVERGREEN VALLEY COLLEGE,SAN JOSE,CA,Public 2 Year,"2,135","5,727,064"
39733,3973300,EX'PRESSION COLLEGE FOR DIGITAL ARTS,EMERYVILLE,CA,Proprietary,408,"1,281,352"
15756,2234300,FASHION CAREERS OF CALIFORNIA,SAN DIEGO,CA,Proprietary,72,"171,743"
8597,859700,FEATHER RIVER COLLEGE,QUINCY,CA,Public 2 Year,374,"965,773"
7253,725300,FEDERICO BEAUTY INSTITUTE,SACRAMENTO,CA,Proprietary,152,"365,700"
11112,1111200,FIDM-FASHION INSTITUTE OF DESIGN,LOS ANGELES,CA,Proprietary,"1,637","4,380,756"
31313,3131300,FIVE BRANCHES UNIVERSITY,SANTA CRUZ,CA,Private 4 Year,11,"26,364"
38713,3871300,FOLSOM LAKE COLLEGE,FOLSOM,CA,Public 2 Year,"1,003","2,441,421"
1199,119900,FOOTHILL COLLEGE,LOS ALTOS HILLS,CA,Public 2 Year,800,"1,932,090"
31623,3162300,FOUR-D SUCCESS ACADEMY,COLTON,CA,Proprietary,673,"1,952,965"
13557,2230900,FREDRICK & CHARLES BEAUTY COLLEGE,EUREKA,CA,Proprietary,59,"154,954"
30399,3039900,FREMONT COLLEGE,CERRITOS,CA,Proprietary,117,"317,465"
1307,130700,FRESNO CITY COLLEGE,FRESNO,CA,Public 2 Year,"8,456","20,442,844"
1253,125300,FRESNO PACIFIC UNIVERSITY,FRESNO,CA,Private 4 Year,758,"1,969,931"
1201,120100,FULLERTON COLLEGE,FULLERTON,CA,Public 2 Year,"3,264","8,656,623"
12027,1202700,GALEN COLLEGE OF CALIFORNIA,FRESNO,CA,Proprietary,178,"435,327"
1202,120200,GAVILAN COLLEGE,GILROY,CA,Public 2 Year,"1,113","2,752,955"
15765,2231900,GEMOLOGICAL INSTITUTE OF AMERICA,CARLSBAD,CA,Private 4 Year,38,"107,200"
16581,2338500,GLENDALE CAREER COLLEGE,GLENDALE,CA,Proprietary,413,"1,269,786"
1203,120300,GLENDALE COMMUNITY COLLEGE,GLENDALE,CA,Public 2 Year,"4,687","12,271,640"
40764,4076400,GNOMON SCHOOL OF VISUAL EFFECTS,HOLLYWOOD,CA,Proprietary,12,"32,975"
1205,120500,GOLDEN GATE UNIVERSITY,SAN FRANCISCO,CA,Private 4 Year,69,"146,613"
1206,120600,GOLDEN WEST COLLEGE,HUNTINGTON BEACH,CA,Public 2 Year,"2,108","6,075,830"
1208,120800,GROSSMONT COLLEGE,EL CAJON,CA,Public 2 Year,"2,586","6,466,417"
12522,565500,HACIENDA LA PUENTE ADULT EDUC CTR,LA PUENTE,CA,Public 2 Year,322,"701,715"
14599,2211000,HAIRMASTERS UNIVERSITY OF BEAUTY,SAN BERNARDINO,CA,Proprietary,55,"161,802"
1209,120900,HARTNELL COMMUNITY COLLEGE,SALINAS,CA,Public 2 Year,"1,632","3,714,753"
1171,117100,HARVEY MUDD COLLEGE,CLAREMONT,CA,Private 4 Year,91,"264,007"
7234,723400,HEALD COLLEGE,SAN FRANCISCO,CA,Proprietary,985,"2,080,034"
8093,809300,HEALD COLLEGE,FRESNO,CA,Proprietary,"1,321","3,231,236"
8532,853200,HEALD COLLEGE,HAYWARD,CA,Proprietary,"1,126","2,630,711"
25931,2593100,HEALD COLLEGE,ROSEVILLE,CA,Proprietary,575,"1,280,314"
25932,2593200,HEALD COLLEGE,MILPITAS,CA,Proprietary,931,"2,233,844"
25933,2593300,HEALD COLLEGE,STOCKTON,CA,Proprietary,"1,068","2,568,152"
30340,3034000,HEALD COLLEGE,SALINAS,CA,Proprietary,707,"1,653,128"
41278,4127800,HEALTHY HAIR ACADEMY,INGLEWOOD,CA,Proprietary,32,"83,097"
14813,2285100,HILLTOP BEAUTY SCHOOL,DALY CITY,CA,Proprietary,185,"535,552"
1183,118300,HOLY NAMES UNIVERSITY,OAKLAND,CA,Private 4 Year,252,"742,413"
1252,125200,HOPE INTERNATIONAL UNIVERSITY,FULLERTON,CA,Private 4 Year,232,"579,097"
1149,114900,HUMBOLDT STATE UNIVERSITY,ARCATA,CA,Public 4 Year,"2,973","9,294,478"
1212,121200,HUMPHREYS COLLEGE,STOCKTON,CA,Private 4 Year,495,"1,296,486"
17061,2545900,HYPNOSIS MOTIVATION INSTITUTE,TARZANA,CA,Private 2 Year,88,"232,250"
1214,121400,IMPERIAL VALLEY COLLEGE,IMPERIAL,CA,Public 2 Year,"3,852","9,623,150"
41327,4132700,INFOTECH CAREER COLLEGE,BELLFLOWER,CA,Proprietary,6,"8,616"
14673,2128300,INSTITUTE FOR BUSINESS & TECHNOLOGY,SANTA CLARA,CA,Proprietary,"1,013","2,874,008"
30675,3067500,INSTITUTE OF TECHNOLOGY,CLOVIS,CA,Proprietary,"2,214","5,707,233"
40053,4005300,INTERAMERICAN COLLEGE,NATIONAL CITY,CA,Private 4 Year,23,"61,500"
25594,2559400,INTERCOAST COLLEGES,ORANGE,CA,Proprietary,917,"2,575,444"
16930,2520300,INTERIOR DESIGNERS INSTITUTE,NEWPORT BEACH,CA,Proprietary,46,"88,459"
33953,3395300,INTERNATIONAL CAREER DEVELOPMENT,HOLLYWOOD,CA,Proprietary,"1,744","5,146,199"
39644,3964400,INTERNATIONAL SCHOOL OF BEAUTY,PALM DESERT,CA,Proprietary,30,"89,408"
14552,2255400,INTERNATIONAL SCHOOL OF COSMETOLOGY,HAWTHORNE,CA,Proprietary,45,"103,391"
25395,2539500,IRVINE VALLEY COLLEGE,IRVINE,CA,Public 2 Year,801,"2,095,833"
14685,2120900,ITT TECHNICAL INSTITUTE,RANCHO CORDOVA,CA,Proprietary,794,"1,981,132"
16205,2291600,ITT TECHNICAL INSTITUTE,SAN DIEGO,CA,Proprietary,853,"1,928,581"
16206,2291500,ITT TECHNICAL INSTITUTE,SAN DIMAS,CA,Proprietary,"1,033","2,812,140"
16429,2321800,ITT TECHNICAL INSTITUTE,SYLMAR,CA,Proprietary,921,"2,289,204"
16430,2321900,ITT TECHNICAL INSTITUTE,ANAHEIM,CA,Proprietary,537,"1,351,402"
30704,3070400,ITT TECHNICAL INSTITUTE,SAN BERNARDINO,CA,Proprietary,"1,243","3,285,868"
30874,3087400,ITT TECHNICAL INSTITUTE,TORRANCE,CA,Proprietary,"1,392","3,593,487"
34854,3485400,JAMES ALBERT SCHOOL OF COSMETOLOGY,COSTA MESA,CA,Proprietary,62,"155,253"
12026,1202600,JE BOUTIQUE COLLEGE OF BEAUTY,EL CAJON,CA,Proprietary,99,"250,112"
4484,448400,JOHN F. KENNEDY UNIVERSITY,PLEASANT HILL,CA,Private 4 Year,60,"143,090"
31253,3125300,JOHN WESLEY INTER. BARBER & BTY CLG,LONG BEACH,CA,Proprietary,86,"286,921"
14444,2091700,KAPLAN COLLEGE,SAN DIEGO,CA,Proprietary,964,"2,644,641"
16307,2306300,KAPLAN COLLEGE,SALIDA,CA,Proprietary,"1,851","5,111,917"
16720,2351900,KAPLAN COLLEGE,SACRAMENTO,CA,Proprietary,"1,432","3,722,823"
17265,2565400,KAPLAN COLLEGE,STOCKTON,CA,Proprietary,689,"1,736,056"
30445,3044500,KAPLAN COLLEGE,PANORAMA CITY,CA,Proprietary,306,"759,226"
33083,3308300,KENSINGTON COLLEGE,SANTA ANA,CA,Proprietary,16,"49,130"
32823,3282300,KIM ANH ACADEMY OF BEAUTY,WESTMINSTER,CA,Proprietary,135,"363,720"
6165,616500,LA CNTY CLG OF NURSING & ALLD HLTH,LOS ANGELES,CA,Public 2 Year,85,"149,389"
16355,2312400,LA COLLEGE INTERNATIONAL,LOS ANGELES,CA,Proprietary,169,"324,132"
1215,121500,LA SIERRA UNIVERSITY,RIVERSIDE,CA,Private 4 Year,538,"1,597,506"
38534,3853400,LADERA CAREER PATHS TRAINING CENTERS,LOS ANGELES,CA,Proprietary,15,"34,082"
16517,2330500,LAGUNA COLLEGE OF ART AND DESIGN,LAGUNA BEACH,CA,Private 4 Year,93,"255,207"
38063,3806300,LAKE COLLEGE,REDDING,CA,Proprietary,143,"358,713"
12907,1290700,LAKE TAHOE COMMUNITY COLLEGE,SOUTH LAKE TAHOE,CA,Public 2 Year,270,"593,444"
13010,1301000,LANCASTER BEAUTY SCHOOL,LANCASTER,CA,Proprietary,118,"309,817"
1266,126600,LANEY COLLEGE,OAKLAND,CA,Public 2 Year,"2,577","7,253,001"
30357,3035700,LAS POSITAS COLLEGE,LIVERMORE,CA,Public 2 Year,812,"1,875,999"
1217,121700,LASSEN COLLEGE,SUSANVILLE,CA,Public 2 Year,489,"1,223,275"
36213,3621300,LIBERTY TRAINING INSTITUTE,LOS ANGELES,CA,Proprietary,149,"223,726"
16029,2270600,LIFE PACIFIC COLLEGE,SAN DIMAS,CA,Private 4 Year,166,"455,664"
6975,697500,LINCOLN UNIVERSITY,OAKLAND,CA,Private 4 Year,9,"33,830"
24948,2494800,LOLA BEAUTY COLLEGE,GARDEN GROVE,CA,Proprietary,45,"125,113"
1218,121800,LOMA LINDA UNIVERSITY,LOMA LINDA,CA,Private 4 Year,295,"839,302"
