PELLID,Institution,City,State,Recipients,Awards
001362,Otero Junior College,La Junta,CO,627,"1,161,623"
008896,Pikes Peak Community College,Colorado Springs,CO,"2,569","3,886,317"
014829,Pueblo Community College,Pueblo,CO,"1,909","3,354,180"
009543,Red Rocks Community College,Lakewood,CO,806,"1,212,644"
001363,Regis University,Denver,CO,726,"1,136,243"
010732,San Juan Basin Area Vocational Technical School,Mancos,CO,140,"284,925"
012875,T H Pickens Technical Center of The Aurora Public Sch,Aurora,CO,94,"150,055"
001360,The Metropolitan State College of Denver,Denver,CO,"4,024","6,853,916"
001368,Trinidad State Junior College,Trinidad,CO,"1,082","2,044,154"
001370,University of Colorado at Boulder,Boulder,CO,"3,163","6,258,317"
004509,University of Colorado at Colorado Springs,Colorado Springs,CO,"1,254","2,292,425"
006740,University of Colorado at Denver,Denver,CO,"1,514","2,864,080"
004508,University of Colorado Health Sciences Center,Denver,CO,130,"320,949"
001371,University of Denver,Denver,CO,522,"816,114"
001349,UNIVERSITY OF NORTHERN COLORADO,Greeley,CO,"1,973","3,496,763"
001365,University of Southern Colorado,Pueblo,CO,"1,984","3,478,021"
001372,Western State College of Colorado,Gunnison,CO,547,"1,059,812"
009822,Albert I Prince Regional Vocational Technical School,Hartford,CT,12,"26,926"
001374,Albertus Magnus College,New Haven,CT,267,"476,102"
011150,Asnuntuck Community College,Enfield,CT,160,"220,517"
014369,Bais Binyomin Academy,Stamford,CT,31,"91,599"
006181,Bridgeport Hospital School of Nursing,Bridgeport,CT,39,"64,667"
011496,Bullard - Havens Regional Vocational Technical School,Bridgeport,CT,39,"61,852"
007635,Capital Community College,Hartford,CT,"1,004","1,367,273"
001378,Central Connecticut State University,New Britain,CT,"1,345","2,403,420"
001379,Connecticut College,New London,CT,226,"441,326"
033813,Connecticut Training Center,East Hartford,CT,117,"166,056"
015834,E C Goodwin Regional Vocational Technical School,New Britain,CT,19,"39,030"
001425,Eastern Connecticut State University,Willimantic,CT,952,"1,709,710"
013514,Eli Whitney Regional Vocational Technical School,Hamden,CT,27,"52,950"
015635,Ella T Grasso Southeastern Regional Vocational Technical School,Hartford,CT,5,"10,051"
001385,Fairfield University,Fairfield,CT,260,"501,994"
006981,Gateway Community College,New Haven,CT,811,"1,176,980"
014873,H C Wilcox Regional Vocational Technical School,Meriden,CT,1,"3,125"
009065,Hartford School of Music (The),Hartford,CT,12,"21,278"
013265,Harvard H Ellis Regional Vocational Technical School,Danielson,CT,10,"21,016"
013264,Henry Abbott Regional Vocational Technical School,Danbury,CT,8,"17,022"
001389,Holy Apostles College & Seminary,Cromwell,CT,3,"8,325"
004513,Housatonic Community College,Bridgeport,CT,"1,069","1,360,258"
015835,Howell Cheney Regional Vocational-Technical School,Manchester,CT,13,"21,384"
009291,J. M. Wright Regional Vocational - Technical School,Stamford,CT,11,"22,078"
030794,Lyme Academy of Fine Arts,Old Lyme,CT,15,"21,730"
001392,Manchester Community College,Manchester,CT,847,"1,195,387"
008038,Middlesex Community College,Middletown,CT,251,"216,440"
001393,Mitchell College,New London,CT,162,"304,536"
006982,Naugatuck Valley Community College,Waterbury,CT,671,"935,426"
001398,Northwestern Connecticut Community College,Winsted,CT,132,"182,360"
001399,Norwalk Community College,Norwalk,CT,685,"1,054,312"
011843,Norwich Regional Vocational Technical School,Norwich,CT,9,"16,295"
025650,Platt Regional Vocational Technical School,Milford,CT,14,"33,400"
010530,Quinebaug Valley Community College,Danielson,CT,430,"533,093"
001402,Quinnipiac College,Hamden,CT,455,"792,618"
001403,Sacred Heart University,Fairfield,CT,478,"888,837"
001409,Saint Joseph College,Hartford,CT,227,"411,160"
001406,Southern Connecticut State University,New Haven,CT,"1,220","2,242,992"
006191,St Vincent's College,Bridgeport,CT,50,"65,042"
001401,Teikyo Post University,Waterbury,CT,220,"487,316"
009765,Three Rivers Community College,Norwich,CT,578,"735,553"
001414,Trinity College,Hartford,CT,267,"489,507"
009764,Tunxis Community College,Farmington,CT,471,"632,926"
001416,UNIVERSITY OF BRIDGEPORT,Bridgeport,CT,329,"686,290"
001417,University of Connecticut,Storrs,CT,"2,225","4,320,529"
001422,University of Hartford,West Hartford,CT,713,"1,304,553"
001397,University of New Haven- University of New Haven,West Haven,CT,492,"865,442"
011697,Vinal Regional Vocational - Technical School,Middletown,CT,8,"11,738"
014603,W F Kaynor Regional Vocational Technical School,Waterbury,CT,9,"19,658"
001424,Wesleyan University,Middletown,CT,413,"870,802"
001380,Western Connecticut State University,Danbury,CT,638,"1,164,713"
016003,Windham Community Memorial Hospital Program Of Radiologic Technology,Willimantic,CT,6,"13,025"
007311,Windham Regional Vocational Technical School,Willimantic,CT,9,"16,014"
001426,YALE UNIVERSITY,New Haven,CT,631,"1,345,505"
001434,American University,Washington,DC,717,"1,384,143"
001437,Catholic University of America,Washington,DC,364,"717,717"
011950,CORCORAN COLLEGE OF ART AND DESIGN,Washington,DC,124,"265,352"
001443,Gallaudet University,Washington,DC,417,"777,833"
001444,George Washington University,Washington,DC,874,"1,675,104"
001445,Georgetown University,Washington,DC,699,"1,484,386"
012665,Harrison Center for Career Education,Washington,DC,70,"143,195"
001448,Howard University,Washington,DC,"2,118","4,629,698"
014941,National Conservatory of Dramatic Arts,Washington,DC,4,"8,512"
001456,Southeastern University,Washington,DC,222,"381,703"
001460,Trinity College,Washington,DC,434,"804,660"
007015,University of the District of Columbia,Washington,DC,"1,191","2,123,377"
021252,Beebe School of Nursing,Lewes,DE,8,"20,563"
001428,Delaware State University,Dover,DE,"1,224","2,497,035"
011387,DELAWARE TECHNICAL & COMMUNITY COLLEGE,Wilmington,DE,"1,106","1,526,563"
011727,DELAWARE TECHNICAL & COMMUNITY COLLEGE,Dover,DE,615,"828,583"
007053,Delaware Technical & Community College - Owens Campus,Georgetown,DE,"1,234","1,640,308"
001429,Goldey Beacom College,Wilmington,DE,163,"290,549"
001431,University of Delaware,Newark,DE,"1,454","2,492,499"
001433,Wesley College,Dover,DE,379,"710,045"
007948,Wilmington College,New Castle,DE,466,"754,349"
033463,Academy for Practical Nursing and Health Occupation,West Palm Beach,FL,237,"343,409"
012263,Atlantic Vocational Technical Center,Coconut Creek,FL,170,"298,479"
001466,Barry University,Miami Shores,FL,"1,559","2,844,315"
001467,Bethune Cookman College,Daytona Beach,FL,"1,895","4,422,423"
001470,Brevard Community College,Cocoa,FL,"2,378","4,131,163"
001500,Broward Community College,Fort Lauderdale,FL,"6,713","11,680,309"
001471,Central Florida Community College,Ocala,FL,"1,699","2,823,557"
016165,Charlotte Vocational Technical Center,Port Charlotte,FL,137,"227,510"
001472,Chipola Junior College,Marianna,FL,552,"1,029,982"
016839,City College,Fort Lauderdale,FL,"1,059","1,773,719"
030799,City College,Casselberry,FL,243,"348,226"
015025,Clearwater Christian College,Clearwater,FL,210,"377,343"
005594,D. G. Erwin Technical Center,Tampa,FL,638,"766,612"
001475,Daytona Beach Community College,Daytona Beach,FL,"3,847","6,150,864"
001487,Eckerd College,Saint Petersburg,FL,445,"820,318"
001477,Edison Community College,Fort Myers,FL,"1,755","2,929,507"
001478,Edward Waters College,Jacksonville,FL,545,"1,292,176"
001479,Embry-Riddle Aeronautical University,Daytona Beach,FL,"2,250","3,744,830"
012544,First Coast Technical Institute,Saint Augustine,FL,171,"187,431"
007893,Flagler College,Saint Augustine,FL,366,"624,363"
001480,Florida Agricultural & Mechanical Univ,Tallahassee,FL,"4,718","10,455,236"
001481,Florida Atlantic University,Boca Raton,FL,"3,863","7,242,997"
013001,Florida Baptist Theological College,Graceville,FL,327,"689,392"
015192,Florida Christian College,Kissimmee,FL,97,"181,086"
001482,Florida College,Temple Terrace,FL,97,"182,959"
001484,Florida Community College at Jacksonville,Jacksonville,FL,"5,107","8,538,952"
032553,Florida Gulf Coast University,Fort Myers,FL,650,"1,198,025"
031155,Florida Hospital College of Health Sciences,Orlando,FL,182,"321,741"
001469,Florida Institute of Technology,Melbourne,FL,426,"830,886"
009635,Florida International University,Miami,FL,"6,924","13,041,420"
001485,Florida Keys Community College,Key West,FL,207,"336,362"
001486,Florida Memorial College,Miami,FL,"1,610","3,806,528"
001488,Florida Southern College,Lakeland,FL,499,"957,868"
001489,Florida State University,Tallahassee,FL,"6,115","11,927,142"
016280,George Stone Area Vocational Technical Center,Pensacola,FL,347,"437,028"
030798,George T Baker Aviation School,Miami,FL,156,"187,337"
001490,Gulf Coast Community College,Panama City,FL,"2,017","3,017,020"
015158,HENRY W. BREWSTER TECHNICAL CENTER,Tampa,FL,134,"145,168"
007870,Hillsborough Community College,Tampa,FL,"4,022","6,871,455"
015463,Hobe Sound Bible College,Hobe Sound,FL,36,"69,519"
001493,Indian River Community College,Fort Pierce,FL,"1,564","2,637,167"
030375,International College,Naples,FL,587,"1,047,295"
034114,INTERNATIONAL TRAINING CAREERS,MIAMI,FL,71,"125,208"
001495,Jacksonville University,Jacksonville,FL,505,"963,918"
001497,Jones College,Jacksonville,FL,649,"1,068,896"
001501,Lake City Community College,Lake City,FL,633,"1,108,654"
013000,Lake Technical Center,Eustis,FL,125,"174,954"
001502,Lake-Sumter Community College,Leesburg,FL,604,"960,163"
007558,Lee County High Technical Center Central,Fort Myers,FL,174,"293,083"
031583,Lee County High Technical Center North,Cape Coral,FL,75,"100,922"
005586,Lindsey Hopkins Technical Education,Miami,FL,191,"235,845"
013997,Lively Technical Center,Tallahassee,FL,247,"328,939"
013234,Lorenzo Walker Institute of Technology,Naples,FL,70,"129,932"
001505,Lynn University,Boca Raton,FL,280,"568,831"
001504,Manatee Community College,Bradenton,FL,"2,201","3,655,995"
015496,Manattee Technical Institute,Bradenton,FL,193,"289,087"
031039,Marion County School of Radiologic Technology Education Center,Ocala,FL,19,"50,351"
030996,Mercy Hospital School of Practical Nursing,Miami,FL,22,"48,152"
016400,Miami Lakes Technical Education Center,Miami Lakes,FL,236,"286,873"
001506,Miami-Dade Community College,Miami,FL,"23,983","43,482,335"
001508,North Florida Community College,Madison,FL,412,"786,118"
013175,North Technical Education Center,Riviera Beach,FL,60,"85,775"
001509,Nova Southeastern University,Fort Lauderdale,FL,"1,456","2,768,104"
032303,Okaloosa Applied Technology Center,Fort Walton Beach,FL,109,"164,514"
001510,Okaloosa Walton Community College,Niceville,FL,"1,397","2,134,097"
014719,Orange Technical Education Centers - Orlando Technical,Orlando,FL,220,"342,357"
015036,Orange Technical Education Centers - Westside Tech,Winter Garden,FL,70,"91,128"
016875,OTEC Mid-Florida Technical Institute,Orlando,FL,123,"143,194"
016837,OTEC Winter Park Tech,Winter Park,FL,167,"215,910"
008849,Palm Beach Atlantic College,West Palm Beach,FL,587,"1,121,752"
001512,Palm Beach Community College,Lake Worth,FL,"2,671","4,317,089"
010652,Pasco-Hernando Community College,Dade City,FL,"1,891","3,086,817"
001513,Pensacola Junior College,Pensacola,FL,"3,794","6,175,858"
013917,Pinellas Technical Education Center,Saint Petersburg,FL,287,"585,205"
005605,Pinellas Technical Education Center - Clearwater,Clearwater,FL,386,"773,086"
001514,Polk Community College,Winter Haven,FL,"1,096","1,998,394"
017198,Radford Locklin  Technical Center,Milton,FL,113,"134,956"
015780,Ridge Technical Center,Winter Haven,FL,83,"109,721"
012574,Ringling School of Art & Design,Sarasota,FL,216,"453,694"
016919,Robert Morgan Vocational Technical Institute,Miami,FL,210,"233,426"
001515,Rollins College,Winter Park,FL,504,"949,245"
008075,Saint John Vianney College Seminary,Miami,FL,12,"31,536"
001523,Saint Johns River Community College,Palatka,FL,776,"1,240,654"
001526,Saint Leo College,Saint Leo,FL,"2,082","3,489,857"
001528,Saint Petersburg Junior College,Pinellas Park,FL,"4,321","7,138,442"
001468,Saint Thomas University,Miami,FL,541,"1,088,153"
001519,Santa Fe Community College,Gainesville,FL,"3,060","5,542,875"
013689,Sarasota County Technical Institute,Sarasota,FL,94,"163,303"
001520,Seminole Community College,Sanford,FL,"1,922","2,924,553"
016181,SER/IBM Business Institute,Miami,FL,34,"43,522"
009902,Sheridan Vocational-Technical Center,Hollywood,FL,320,"615,211"
001522,South Florida Community College,Avon Park,FL,753,"1,231,062"
014624,South Technical Education Center,Boynton Beach,FL,57,"67,963"
001521,Southeastern College of the Assemblies of God,Lakeland,FL,432,"791,999"
016068,Southwest Florida College of Business,Fort Myers,FL,888,"1,439,208"
016421,SPURGEON BAPTIST BIBLE COLLEGE,MULBERRY,FL,15,"14,032"
001531,Stetson University,DeLand,FL,503,"1,006,730"
016824,Suwannee-Hamilton Technical Center,Live Oak,FL,85,"123,074"
001533,Tallahassee Community College,Tallahassee,FL,"2,840","5,466,895"
013814,Talmudic College of Florida,Miami Beach,FL,5,"15,625"
031008,Taylor Technical Institute,Perry,FL,106,"176,397"
031279,Technical Education Center Osceola,Kissimmee,FL,63,"93,681"
003955,The University of West Florida,Pensacola,FL,"2,001","3,501,713"
010826,Tom P Haney Vo-Technical Center,Panama City,FL,149,"175,622"
014706,Traviss Technical Center,Lakeland,FL,115,"225,857"
031019,Trinity Baptist College,Jacksonville,FL,144,"263,875"
030282,Trinity College of Florida,New Port Richey,FL,63,"98,959"
003954,University of Central Florida,Orlando,FL,"5,916","10,988,326"
001535,University of Florida,Gainesville,FL,"7,113","13,729,823"
001536,University of Miami,Coral Gables,FL,"1,930","4,080,635"
009841,University of North Florida,Jacksonville,FL,"1,827","3,294,752"
001537,University of South Florida,Tampa,FL,"6,886","12,885,566"
001538,University of Tampa,Tampa,FL,754,"1,426,859"
006750,Valencia Community College,Orlando,FL,"5,853","9,857,099"
008848,Warner Southern College,Lake Wales,FL,395,"768,519"
013898,Washington Holmes Technical Center,Chipley,FL,187,"249,149"
001540,Webber College,Babson Park,FL,98,"197,151"
030036,William T Mcfatter Vocational-Technical Center,Davie,FL,227,"343,707"
016258,Withacoochee Technical Institute,Inverness,FL,85,"119,738"
032563,Yeshiva Gedolah Rabbinical College,Miami Beach,FL,27,"73,150"
010343,College of Micronesia - FSM,"Kolonia, Pohnpei",FM,"1,838","4,390,351"
001541,Abraham Baldwin Agricultural College,Tifton,GA,"1,164","1,977,408"
001542,Agnes Scott College,Decatur,GA,204,"435,530"
001544,Albany State University,Albany,GA,"2,057","4,744,774"
005601,Albany Technical Institute,Albany,GA,"1,391","1,267,578"
030321,Altamaha Technical Institute,Jesup,GA,415,"341,217"
001545,Andrew College,Cuthbert,GA,154,"320,963"
001546,Armstrong Atlantic State University,Savannah,GA,"2,028","3,576,066"
005600,Athens Area Technical Institute,Athens,GA,790,"828,914"
001547,Atlanta Christian College,East Point,GA,141,"263,882"
001549,Atlanta College of Art,Atlanta,GA,133,"243,420"
012165,Atlanta Metropolitan College,Atlanta,GA,"1,172","2,093,917"
008543,Atlanta Technical Institute,Atlanta,GA,"1,359","1,655,282"
001552,Augusta Stste University,Augusta,GA,"1,821","3,385,408"
005599,Augusta Technical Institute,Augusta,GA,"1,372","1,560,527"
011074,Bainbridge College,Bainbridge,GA,649,"956,208"
032513,Beacon College,Columbus,GA,20,"22,969"
001554,Berry College,Mount Berry,GA,337,"622,491"
030763,Beulah Heights Bible College,Atlanta,GA,204,"406,430"
001556,Brenau University,Gainesville,GA,498,"870,820"
001557,Brewton Parker College,Mount Vernon,GA,577,"1,055,774"
010487,Carroll Technical Institute,Carrollton,GA,625,"484,493"
005620,Chattahoochee Technical Institute,Marietta,GA,"1,155","885,083"
001559,Clark Atlanta University,Atlanta,GA,"1,988","4,372,042"
008976,Clayton College & State University,Morrow,GA,"1,402","2,276,509"
001558,coastal Georgia Community College,Brunswick,GA,728,"1,029,295"
001561,Columbus State University,Columbus,GA,"1,597","2,816,147"
005624,Columbus Technical Institute,Columbus,GA,"1,034","908,186"
004024,Coosa Valley Technical Institute,Rome,GA,970,"793,015"
003484,Covenant College,Lookout Mountain,GA,331,"593,734"
003956,Dalton College,Dalton,GA,907,"1,264,041"
001543,Darton College,Albany,GA,"1,165","1,801,879"
016582,DEKALB TECHNICAL INSTITUTE,Clarkston,GA,"1,411","1,191,472"
010436,East Central Technical Institute,Fitzgerald,GA,459,"514,751"
010997,East Georgia College,Swainsboro,GA,551,"956,547"
001563,Emmanuel College,Franklin Springs,GA,309,"600,982"
001564,Emory University,Atlanta,GA,761,"1,531,895"
005613,Flint River Technical Institute,Thomaston,GA,499,"464,449"
009507,Floyd Junior College,Rome,GA,799,"1,199,591"
001566,Fort Valley State University,Fort Valley,GA,"1,735","3,910,369"
001567,Gainesville College,Oakwood,GA,658,"951,996"
006203,Georgia Baptist College of Nursing,Atlanta,GA,100,"193,156"
001602,Georgia College & State University,Milledgeville,GA,"1,029","1,976,976"
001569,Georgia Institute of Technology,Atlanta,GA,"1,390","2,633,282"
