PELLID,Institution,City,State,Recipients,Awards
002949,Mount Olive College,Mount Olive,NC,427,"695,128"
008557,Nash Community College,Rocky Mount,NC,655,"1,007,862"
002905,North Carolina Agricultural and Technical State University,Greensboro,NC,"2,762","5,911,467"
002950,North Carolina Central University,Durham,NC,"2,051","4,380,212"
003981,North Carolina School of the Arts,Winston-Salem,NC,150,"306,443"
002972,NORTH CAROLINA STATE UNIVERSITY,Raleigh,NC,"2,951","5,588,424"
002951,North Carolina Wesleyan College,Rocky Mount,NC,539,"1,052,319"
007031,Pamlico Community College,Grantsboro,NC,101,"178,487"
002953,Peace College,Raleigh,NC,111,"208,421"
002955,Pfeiffer University,Misenheimer,NC,263,"520,726"
002956,Piedmont Baptist College,Winston Salem,NC,111,"206,668"
009646,Piedmont Community College,Roxboro,NC,545,"958,675"
004062,Pitt Community College,Greenville,NC,"1,241","2,338,414"
006482,Presbyterian Hospital School of Nursing,Charlotte,NC,33,"59,030"
002957,Queens College,Charlotte,NC,212,"388,794"
005447,Randolph Community College,Asheboro,NC,445,"789,797"
005464,Richmond Community College,Hamlet,NC,764,"1,468,884"
014101,Roanoke Bible College,Elizabeth City,NC,74,"137,246"
008613,Roanoke Chowan Community College,Ahoskie,NC,627,"1,193,763"
008612,Robeson Community College,Lumberton,NC,563,"1,280,098"
002958,Rockingham Community College,Wentworth,NC,516,"894,980"
005754,Rowan Cabarrus Community College,Salisbury,NC,925,"1,403,353"
002967,Saint Andrews Presbyterian College,Laurinburg,NC,189,"368,700"
002960,Salem College,Winston-Salem,NC,315,"600,335"
007892,Sampson Community College,Clinton,NC,545,"962,762"
002961,Sandhills Community College,Pinehurst,NC,"1,062","2,042,501"
002962,Shaw University,Raleigh,NC,"1,692","3,741,862"
007985,South Piedmont Community College,Polkton,NC,771,"1,382,070"
002964,Southeastern Community College,Whiteville,NC,897,"1,831,811"
008466,Southwestern Community College,Sylva,NC,560,"1,051,116"
002968,St Augustines College,Raleigh,NC,980,"2,208,752"
011194,Stanly Community College,Albemarle,NC,484,"673,226"
002970,Surry Community College,Dobson,NC,654,"1,131,092"
009430,Tri County College,Murphy,NC,567,"1,003,733"
002974,University of North Carolina - Chapel Hill,Chapel Hill,NC,"1,848","3,613,150"
002975,University of North Carolina - Charlotte,Charlotte,NC,"3,069","5,790,312"
002976,University of North Carolina - Greensboro,Greensboro,NC,"2,309","4,440,452"
002907,University of North Carolina at Asheville,Asheville,NC,585,"1,096,306"
002954,University of North Carolina at Pembroke,Pembroke,NC,"1,079","2,189,401"
002984,University of North Carolina Wilmington,Wilmington,NC,"1,725","3,213,964"
009903,Vance-Granville Community College,Henderson,NC,"1,352","2,350,167"
002978,Wake Forest University,Winston-Salem,NC,265,"522,479"
004844,Wake Technical Community College,Raleigh,NC,"1,358","2,280,065"
002979,Warren Wilson College,Swannanoa,NC,194,"368,224"
006483,Watts School of Nursing,Durham,NC,13,"18,709"
008216,Wayne Community College,Goldsboro,NC,918,"1,622,850"
002981,Western Carolina University,Cullowhee,NC,"1,271","2,416,625"
002982,Western Piedmont Community College,Morganton,NC,582,"1,054,034"
002983,Wilkes Community College,Wilkesboro,NC,634,"1,034,616"
004845,Wilson Technical Community College,Wilson,NC,685,"1,087,546"
002985,Wingate University,Wingate,NC,272,"535,251"
002986,Winston-Salem State University,Winston-Salem,NC,"1,294","2,942,383"
002988,Bismarck State College,Bismarck,ND,912,"1,683,808"
015793,Cankdeska Cikana (Little Hoop) Community College,Fort Totten,ND,84,"141,078"
002989,Dickinson State University,Dickinson,ND,770,"1,477,538"
015536,Ft Berthold Community College,New Town,ND,236,"502,905"
002990,Jamestown College,Jamestown,ND,439,"803,017"
002991,Lake Region State College,Devils Lake,ND,324,"600,658"
002993,Mayville State University,Mayville,ND,257,"466,561"
009354,MedCenter One College of Nursing,Bismarck,ND,30,"62,054"
002994,Minot State University,Minot,ND,"1,344","2,451,967"
002995,Minot State University - Bottineau,Bottineau,ND,300,"567,493"
002996,NORTH DAKOTA STATE COLLEGE OF SCIENCE,Wahpeton,ND,"1,014","1,910,675"
002997,North Dakota State University of Agriculture & Applied Science,Fargo,ND,"2,364","4,191,499"
014993,Sitting Bull College,Ft Yates,ND,219,"373,313"
012059,Trinity Bible College,Ellendale,ND,204,"469,998"
009450,Turtle Mountain Community College,Belcourt,ND,366,"762,112"
014470,United Tribes Technical College,Bismarck,ND,263,"594,047"
002992,University of Mary,Bismarck,ND,817,"1,455,348"
003005,University of North Dakota,Grand Forks,ND,"2,334","4,365,076"
003008,Valley City State University,Valley City,ND,381,"716,355"
003007,Williston State College,Williston,ND,398,"793,201"
008492,Alegent Health School of Radiologic Technology,Omaha,NE,2,"1,950"
002538,Bellevue University,Bellevue,NE,735,"1,104,200"
006399,Bryan School of Nursing,Lincoln,NE,50,"76,802"
014468,Central Community College,Grand Island,NE,"1,694","2,642,625"
002539,Chadron State College,Chadron,NE,902,"1,725,772"
009862,Clarkson College,Omaha,NE,78,"114,787"
002540,College of Saint Mary,Omaha,NE,292,"526,905"
002541,Concordia University,Seward,NE,316,"546,413"
002542,Creighton University,Omaha,NE,530,"994,334"
002543,Dana College,Blair,NE,215,"392,167"
002544,Doane College,Crete,NE,359,"625,204"
002547,Grace University,Omaha,NE,210,"318,843"
002548,Hastings College,Hastings,NE,353,"689,681"
033233,Little Priest Tribal College,Winnebago,NE,63,"97,174"
004432,Metropolitan Community College,Omaha,NE,"2,364","2,352,388"
002553,Midland Lutheran College,Fremont,NE,357,"622,967"
002557,Mid-Plains Community College,North Platte,NE,656,"1,199,072"
012976,Nebraska Christian College,Norfolk,NE,64,"123,687"
007358,Nebraska College of Technical Agriculture,Curtis,NE,109,"214,810"
015339,Nebraska Indian Community College,Macy,NE,59,"62,422"
009937,Nebraska Methodist College of Nursing & Allied Health,Omaha,NE,138,"264,736"
002555,Nebraska Wesleyan University,Lincoln,NE,413,"781,348"
002556,Northeast Community College,Norfolk,NE,948,"1,664,075"
002559,Peru State College,Peru,NE,428,"783,894"
007591,Southeast Community College,Lincoln,NE,"1,938","2,573,940"
002563,Union College,Lincoln,NE,261,"512,457"
002565,University of Nebraska,Lincoln,NE,"3,465","6,077,089"
002551,University of Nebraska - Kearney,Kearney,NE,"1,745","3,026,635"
002554,University Of Nebraska - Omaha,Omaha,NE,"2,349","3,989,768"
006895,University of Nebraska Medical Center,Omaha,NE,238,"436,890"
002566,Wayne State College,Wayne,NE,"1,028","1,928,315"
002560,Western Nebraska Community College,Scottsbluff,NE,665,"1,153,476"
002567,York College,York,NE,228,"430,891"
002572,Colby Sawyer College,New London,NH,183,"330,766"
031013,College for Lifelong Learning,Concord,NH,665,"902,217"
004731,Daniel Webster College,Nashua,NH,172,"286,883"
002573,Dartmouth College,Hanover,NH,442,"800,072"
002575,Franklin Pierce College,Rindge,NH,712,"1,287,396"
002590,Keene State College,Keene,NH,773,"1,371,747"
002579,New England College,Henniker,NH,187,"360,338"
002580,New Hampshire College,Manchester,NH,691,"872,557"
002582,New Hampshire Community Technical College at Manchester/Stratham,Manchester,NH,588,"883,267"
005291,New Hampshire Technical College at Berlin/Laconia,Berlin,NH,491,"739,981"
009236,New Hampshire Technical College at Nashua/Claremont,Nashua,NH,447,"699,479"
002581,New Hampshire Technical Institute,Concord,NH,572,"912,322"
002584,Notre Dame College,Manchester,NH,189,"342,231"
002591,Plymouth State College of the University System of New Hampshire,Plymouth,NH,853,"1,441,473"
002586,Rivier College,Nashua,NH,302,"492,787"
002587,Saint Anselm College,Manchester,NH,290,"512,618"
015016,Saint Joseph  School of Practical Nursing,Nashua,NH,36,"65,121"
033053,Second Start,Concord,NH,29,"62,030"
030431,Thomas More College of Arts,Merrimack,NH,22,"52,025"
002589,University of New Hampshire,Durham,NH,"1,856","3,325,552"
004733,White Pines College,Chester,NH,35,"65,755"
002596,Atlantic Community College,Mays Landing,NJ,"1,639","2,737,155"
013865,Atlantic County Vocational Technical School,Mays Landing,NJ,15,"26,123"
004736,Bergen Community College,Paramus,NJ,"2,018","3,712,736"
016349,Bergen County Technical Schools,Hackensack,NJ,39,"62,618"
003972,Beth Medrash Govoha of America,Lakewood,NJ,774,"1,977,295"
002597,Bloomfield College,Bloomfield,NJ,"1,050","2,225,186"
008404,Brookdale Community College,Lincroft,NJ,"1,841","3,128,900"
007730,Burlington County College - Pemberton Campus,Pemberton,NJ,"1,127","1,676,010"
002598,Caldwell College,Caldwell,NJ,345,"638,527"
006865,Camden County College,Blackwood,NJ,"2,295","4,239,930"
031083,Camden County Vocational & Technical Schools,Sicklerville,NJ,145,"219,772"
015118,Cape May County Technical School District,Cape May Court House,NJ,17,"42,650"
002599,Centenary College,Hackettstown,NJ,235,"469,650"
006410,Charles E Gregory School of Nursing (The),Old Bridge,NJ,33,"64,191"
014712,Christ Hospital School of Nurse,Jersey City,NJ,39,"52,783"
002642,COLLEGE OF NEW JERSEY (THE),Ewing,NJ,908,"1,727,873"
002600,College of Saint Elizabeth,Morristown,NJ,189,"386,426"
007106,County College of Morris,Randolph,NJ,769,"1,293,494"
002601,Cumberland County College,Vineland,NJ,847,"1,565,893"
002603,Drew University,Madison,NJ,249,"522,002"
007107,Essex County College,Newark,NJ,"3,172","6,298,312"
002607,Fairleigh Dickinson University,Teaneck,NJ,"1,248","2,517,975"
002610,Felician College,Lodi,NJ,418,"749,571"
002608,Georgian Court College,Lakewood,NJ,426,"879,395"
006901,Gloucester County College,Sewell,NJ,995,"1,641,656"
015455,Gloucester County Vocational Technical School District,Sewell,NJ,26,"56,716"
006417,Holy Name Hospital School of Nursing,Teaneck,NJ,28,"58,054"
012954,Hudson County Community College,Jersey City,NJ,"2,696","5,447,600"
002622,Kean University,Union,NJ,"2,476","5,144,062"
002641,Mercer County Community College,Trenton,NJ,"1,344","2,330,204"
002615,Middlesex County College,Edison,NJ,"2,242","3,922,564"
016753,Middlesex County Vocational & Technical High Schools,East Brunswick,NJ,70,"122,559"
005399,MONMOUTH COUNTY VOCATIONAL SCHOOL DISTRICT,COLTS NECK,NJ,46,"72,850"
002616,Monmouth University,West Long Branch,NJ,"1,019","1,971,790"
002617,Montclair State University,Upper Montclair,NJ,"2,580","5,316,696"
006420,MOUNTAINSIDE HOSPITAL SCHOOL OF NURSING,Montclair,NJ,36,"64,967"
006421,"MRMC-Schools of Nursing, Medical Imaging & Therapeutic Sciences",Plainfield,NJ,89,"127,314"
034245,New Community Workforce Development Center,Newark,NJ,100,"134,481"
002613,New Jersey City University,Jersey City,NJ,"2,302","4,880,581"
002621,New Jersey Institute of Technology,Newark,NJ,"1,298","2,676,461"
002624,Ocean County College,Toms River,NJ,"1,068","1,857,604"
016934,Ocean County Vocational - Technical Schools,Toms River,NJ,66,"101,182"
009994,Passaic County Community College,Paterson,NJ,"2,582","4,020,012"
002627,Princeton University,Princeton,NJ,330,"704,724"
030775,Rabbi Jacob Joseph School,Edison,NJ,9,"21,775"
008609,Rabbinical College of America,Morristown,NJ,57,"168,636"
009344,Ramapo College of New Jersey,Mahwah,NJ,832,"1,683,153"
007731,Raritan Valley Community College,North Branch,NJ,485,"862,436"
009345,Richard Stockton College of New Jersey,Pomona,NJ,"1,425","2,765,435"
002628,Rider University,Lawrenceville,NJ,892,"1,767,780"
002609,Rowan University,Glassboro,NJ,"1,776","3,541,001"
002629,Rutgers the State University of New Jersey Central Office,New Brunswick,NJ,"9,251","19,783,877"
005461,Salem Community College,Carneys Point,NJ,270,"466,765"
002632,Seton Hall University,South Orange,NJ,"1,169","2,358,446"
014074,Somerset County Technical Institute,Bridgewater,NJ,23,"38,987"
006429,ST FRANCIS MEDICAL CENTER,TRENTON,NJ,3,"6,025"
002638,St Peters College,Jersey City,NJ,"1,108","2,358,651"
002639,Stevens Institute Of Technology,Hoboken,NJ,426,"896,535"
025688,Sussex County Community College,Newton,NJ,429,"665,496"
011989,Talmudical Academy of Central New Jersey,Adelphia,NJ,9,"20,024"
011648,Thomas A Edison State College,Trenton,NJ,281,"344,204"
002643,Union County College,Cranford,NJ,"2,712","5,055,735"
006139,Union County Vocational Technical Schools,Scotch Plains,NJ,35,"61,258"
013645,University of Medicine and Dentistry of New Jersey,Newark,NJ,43,"83,511"
016857,Warren County Community College,Washington,NJ,159,"257,519"
002625,WILLIAM PATERSON UNIVERSITY OF NEW JERSEY,Wayne,NJ,"1,741","3,433,752"
004742,Albuquerque Technical Vocational Institute,Albuquerque,NM,"4,371","6,134,107"
004743,Clovis Community College,Clovis,NM,"1,463","2,455,226"
002649,College of Santa Fe,Santa Fe,NM,518,"658,158"
013935,College of the Southwest,Hobbs,NM,310,"554,384"
016119,Crownpoint Institute of Technology,Crownpoint,NM,140,"310,129"
002651,Eastern New Mexico University,Portales,NM,"3,029","6,181,243"
014152,Institute of American Indian and Alaska National Culture and Arts Dev,Santa Fe,NM,92,"206,004"
030293,International Institute of Chinese Medicine,Santa Fe,NM,5,"7,013"
009962,Luna Vocational Technical Institute,Las Vegas,NM,382,"756,025"
032063,Mesa Technical College,Tucumcari,NM,190,"338,904"
030993,Metropolitan College of Court Reporting,Albuquerque,NM,121,"225,848"
002653,New Mexico Highlands University,Las Vegas,NM,"1,099","2,257,453"
002654,New Mexico Institute of Mining & Technology,Socorro,NM,367,"748,084"
002655,New Mexico Junior College,Hobbs,NM,"1,006","1,807,331"
002656,New Mexico Military Institute,Roswell,NM,136,"263,473"
002657,New Mexico State University,Las Cruces,NM,"7,129","14,918,011"
005286,Northern New Mexico Community College,El Rito,NM,817,"1,555,838"
002093,Saint John's College,Santa Fe,NM,118,"228,200"
002660,San Juan College,Farmington,NM,"1,263","2,469,165"
016065,Santa Fe Community College,Santa Fe,NM,610,"1,094,518"
011185,Southwestern Indian Polytechnic Institute,Albuquerque,NM,485,"696,977"
002663,University of New Mexico,Albuquerque,NM,"7,586","15,695,931"
002664,Western New Mexico State University,Silver City,NM,"1,020","2,243,712"
010362,Community College of Southern Nevada,North Las Vegas,NV,"3,786","8,027,327"
006977,Great Basin College,Elko,NV,337,"505,897"
009192,Sierra Nevada College,Incline Village,NV,84,"168,206"
010363,Truckee Meadows Community College,Reno,NV,"1,173","1,656,198"
002569,University of Nevada - Las Vegas,Las Vegas,NV,"2,759","5,284,590"
002568,University of Nevada - Reno,Reno,NV,"1,265","2,329,421"
013896,Western Nevada Community College,Carson City,NV,544,"774,016"
002666,Adelphi University,Garden City,NY,686,"1,417,876"
002885,Albany College of Pharmacy,Albany,NY,172,"338,032"
015936,Albany Schoharie Schenectady Boces Practical Nursing Program,Albany,NY,24,"57,121"
002668,Alfred University,Alfred,NY,635,"1,204,954"
033583,ALLEN SCHOOL,Jamaica,NY,477,"615,137"
015038,Alvin Ailey American Dance Center,New York,NY,29,"49,086"
010813,American Academy McAllister Institute,New York,NY,91,"170,557"
007465,American Academy of Dramatic Arts,New York,NY,63,"137,737"
030310,American Center for Career Training,New York,NY,386,"736,052"
016082,American Musical & Dramatic Academy,New York,NY,136,"246,791"
006435,Arnot Ogden Medical Center,Elmira,NY,30,"62,569"
011208,Associated Beth Rivkah Schools,Brooklyn,NY,78,"236,047"
009769,Audrey Cohen College,New York,NY,993,"2,235,063"
002671,Bard College,Annandale-on-Hudson,NY,256,"542,317"
002708,Barnard College,New York,NY,475,"1,056,789"
011192,Beth Hamedrash Shaarei Yosher Institute,Brooklyn,NY,76,"233,500"
011922,Beth HaTalmud Rabbinical College,Brooklyn,NY,80,"238,600"
014928,BOCES Rensselaer School of Practical Nursing,Castleton,NY,67,"181,832"
013029,Boricua College,New York,NY,"1,224","2,884,261"
014662,Bramson ORT College - Main Campus,Forest Hills,NY,"1,058","1,981,176"
002862,Broome Community College,Binghamton,NY,"2,345","3,793,066"
014498,Broome Delaware Tioga Boces Program of Practical Nursing,Binghamton,NY,25,"34,798"
015838,Buffalo Vocational Technical Center,Buffalo,NY,64,"114,437"
002681,Canisius College,Buffalo,NY,891,"1,682,836"
012364,Catholic Medical Center School of Nursing at Saint Anthony's Hospital,Fresh Meadows,NY,32,"76,002"
014648,Cattaraugus/Allegany/Erie/Wyoming BOCES,Olean,NY,75,"145,797"
002861,Cayuga County Community College - SUNY Office of Community College,Auburn,NY,"1,039","1,838,960"
014996,Cayuga Onondaga Boces Practical Nursing Program,Auburn,NY,12,"20,830"
002685,Cazenovia College,Cazenovia,NY,374,"767,942"
004776,Central Yeshiva Tomchei Tmimim Lubavitz,Brooklyn,NY,393,"1,149,398"
015050,Champlain Valley Educational Services,Plattsburgh,NY,11,"17,085"
014760,Circle in the Square Theatre School,New York,NY,10,"23,175"
002686,CITY UNIVERSITY OF NEW YORK CENTRAL OFFICE,New York,NY,"83,924","178,793,142"
002699,Clarkson University,Potsdam,NY,702,"1,375,331"
006787,Clinton Community College,Plattsburgh,NY,716,"1,158,369"
006443,Cochran School of Nursing Andrus Pavilion St. John's Riverside Hosp.,Yonkers,NY,43,"78,687"
002701,Colgate University,Hamilton,NY,307,"640,876"
002665,College of Aeronautics,Flushing,NY,767,"1,565,883"
002702,College of Insurance,New York,NY,35,"63,664"
002703,College of Mount Saint Vincent,Riverdale,NY,631,"1,420,503"
002704,College of New Rochelle,New Rochelle,NY,"5,037","11,380,607"
002705,College of St Rose,Albany,NY,754,"1,469,976"
002707,Columbia University in the City of New York,New York,NY,"1,093","2,216,946"
002709,Concordia College,Bronxville,NY,160,"326,315"
002710,COOPER UNION FOR THE ADVANCEMENT OF SCIENCE & ART (THE),New York,NY,158,"352,019"
015404,Cope Institute,New York,NY,226,"399,496"
002711,Cornell University,Ithaca,NY,"2,450","5,309,180"
006445,Crouse  Hospital School of Nursing,Syracuse,NY,68,"135,246"
007304,Culinary Institute Of America,Hyde Park,NY,702,"1,436,306"
011614,CVPH Medical Center,Plattsburgh,NY,8,"21,200"
002808,Daemen College,Amherst,NY,476,"942,525"
014887,Dance Theatre of Harlem,New York,NY,3,"5,975"
015131,Darkei Noam Rabbinical College,Brooklyn,NY,16,"41,295"
030816,Delaware Chenango Madison Otsego Boces,Norwich,NY,55,"100,681"
002713,Dominican College of Blauvelt,Orangeburg,NY,278,"490,066"
015674,Dorothea Hopfer School of Nursing At The Mount Vernon Hospital (The),Mount Vernon,NY,13,"27,314"
002667,Dowling College,Oakdale,NY,859,"1,631,820"
011917,Drake School of Manhattan,New York,NY,225,"362,550"
011918,Drake School of the Bronx,Bronx,NY,691,"1,414,602"
014530,Dutchess BOCES School of Practical Nursing,Poughkeepsie,NY,42,"68,853"
002864,Dutchess Community College,Poughkeepsie,NY,"1,211","2,022,191"
002712,D'Youville College,Buffalo,NY,388,"795,114"
015375,Eastern Suffolk BOCES,Bellport,NY,112,"193,613"
015891,Ellis Hospital School of Nursing,Schenectady,NY,23,"42,443"
002718,Elmira College,Elmira,NY,371,"663,886"
012557,ERIE 1 BOARD OF COOPERATIVE EDUCATIONAL SERVICES,West Seneca,NY,74,"151,795"
015777,Erie 2 - Chautauqua - Cattaraugus BOCES,Dunkirk,NY,36,"75,375"
010684,Erie Community College - City Campus,Buffalo,NY,"1,775","3,458,096"
002865,Erie Community College - North Campus,Willamsville,NY,"1,853","3,342,242"
012427,Erie Community College South Campus,Orchard Park,NY,"1,031","1,729,267"
002866,Fashion Institute of Technology,New York,NY,"1,981","4,148,062"
016507,FEGS Trades & Business School,New York,NY,25,"37,633"
007532,Finger Lakes Community College,Canandaigua,NY,"1,356","2,240,656"
002722,FORDHAM UNIVERSITY,Bronx,NY,"1,515","3,221,465"
033283,Franklin Career Institute,Hempstead,NY,210,"317,405"
034044,Gamla College,Brooklyn,NY,259,"592,778"
006782,Genesee Community College,Batavia,NY,"1,538","2,603,820"
031153,Genesee-Livingston-Steuben-Wyoming BOCES,Batavia,NY,22,"45,260"
015992,Global Business Institute,Far Rockaway,NY,522,"923,847"
032083,Grace Institute of Business Technology,Brooklyn,NY,332,"500,000"
014654,Hamilton - Fulton - Montgomery BOCES,Johnstown,NY,22,"27,246"
002728,Hamilton College,Clinton,NY,218,"509,248"
002729,Hartwick College,Oneonta,NY,334,"665,479"
015395,Helene Fuld School of Nursing North General Hospital,New York,NY,109,"128,731"
014517,Herkimer County Boces Practical Nursing Program,Herkimer,NY,49,"100,658"
002735,Hilbert College,Hamburg,NY,344,"640,755"
002731,HOBART AND WILLIAM SMITH COLLEGES,Geneva,NY,420,"927,290"
002732,Hofstra University,Hempstead,NY,"2,193","4,591,808"
002734,Houghton College,Houghton,NY,446,"855,230"
002868,Hudson Valley Community College,Troy,NY,"2,511","3,965,734"
016463,Institute of Business Technology,New York,NY,468,"850,173"
012107,Institute of Design and Construction,Brooklyn,NY,91,"164,859"
002737,Iona College,New Rochelle,NY,990,"1,951,965"
002739,Ithaca College,Ithaca,NY,"1,008","1,986,734"
002869,JAMESTOWN COMMUNITY COLLEGE,Jamestown,NY,"1,606","2,716,571"
002870,Jefferson Community College,Watertown,NY,"1,564","2,453,796"
010052,Jefferson Lewis Boces Program of Practical Nursing,Watertown,NY,42,"73,738"
002742,JUILLIARD SCHOOL (THE),New York,NY,111,"259,056"
010549,Kehilath Yakov Rabbinical Seminary,Ossining,NY,97,"293,475"
002744,Keuka College,Keuka Park,NY,392,"750,710"
015921,Kol Yaakov Torah Center,Monsey,NY,6,"11,905"
002748,Le Moyne College,Syracuse,NY,661,"1,320,264"
014321,Long Island College Hospital,Brooklyn,NY,52,"88,999"
002751,Long Island University,Brookville,NY,"6,685","14,409,413"
013026,Machzikei Hadath Rabbinical College,Brooklyn,NY,112,"323,859"
014890,Madison Oneida Boces Practical Nursing Program,Verona,NY,67,"112,114"
002758,Manhattan College,Riverdale,NY,818,"1,793,919"
031933,Manhattan School of Computer Technology,New York,NY,217,"349,442"
002759,Manhattan School of Music,New York,NY,94,"224,498"
002760,Manhattanville College,Purchase,NY,369,"835,751"
002763,Maria College,Albany,NY,269,"417,802"
015230,Marion S Whelan School of Practical Nursing of Geneva General Hospital,Geneva,NY,10,"18,731"
002765,Marist College,Poughkeepsie,NY,886,"1,698,165"
015061,Martha Graham School of Contemporary Dance,New York,NY,3,"6,488"
002768,Marymount College,Tarrytown,NY,338,"738,515"
002769,Marymount Manhattan College,New York,NY,735,"1,463,054"
002777,Medaille College,Buffalo,NY,502,"909,475"
012203,Memorial Hospital School of Nursing,Albany,NY,28,"45,141"
014886,Merce Cunningham Studio,New York,NY,6,"13,582"
002772,Mercy College,Dobbs Ferry,NY,"4,613","9,015,234"
031814,Merkaz Bnos,Brooklyn,NY,322,"657,874"
009335,Mesivta of Eastern Parkway Rabbinical Seminary,Brooklyn,NY,40,"101,422"
007264,Mesivta Torah Vodaath Rabbinical Seminary,Brooklyn,NY,49,"130,368"
003974,Mesivtha Tifereth Jerusalem of America,New York,NY,16,"27,244"
004798,MIRRER YESHIVA CENTRAL INSTITUTE,Brooklyn,NY,88,"237,979"
002775,Molloy College,Rockville Centre,NY,600,"1,127,734"
002872,Monroe Community College,Rochester,NY,"4,307","7,711,343"
014591,Montefiore Medical Center School of Radiology Therapy Technology,Bronx,NY,10,"25,474"
002778,Mount Saint Mary College,Newburgh,NY,444,"859,397"
002873,Nassau Community College,Garden City,NY,"4,920","9,003,723"
014901,Nassau County BOCES,Westbury,NY,27,"30,574"
002779,Nazareth College of Rochester,Rochester,NY,464,"905,062"
009029,Neighborhood Playhouse School of the Theatre (The),New York,NY,11,"28,225"
002780,New School University,New York,NY,"1,023","2,230,840"
025994,New York College for Wholistic Health Education & Research (The),Syosset,NY,204,"406,838"
002782,New York Institute of Technology,Old Westbury,NY,"1,803","3,631,903"
013606,New York School of Interior Design,New York,NY,28,"37,430"
005072,New York United Hospital School of Radiology,Port Chester,NY,3,"4,237"
002785,NEW YORK UNIVERSITY,NEW YORK,NY,"3,391","6,757,495"
024543,New York University School of Medicine,New York,NY,9,"20,450"
002874,Niagara County Community College,Sanborn,NY,"1,789","3,003,013"
002788,Niagara University,Niagara University,NY,699,"1,287,476"
007111,North Country Community College,Saranac Lake,NY,568,"1,066,633"
002790,Nyack College,Nyack,NY,783,"1,582,239"
011984,Ohr HaMeir Theological Seminary,Peekskill,NY,45,"119,182"
002875,Onondaga Community College,Syracuse,NY,"2,068","3,574,238"
012652,Onondaga Cortland Madison Boces,Liverpool,NY,70,"132,620"
002876,Orange County Community College,Middletown,NY,"1,229","1,993,747"
014888,Orange Ulster Boces School Of Practical Nursing,Goshen,NY,24,"43,070"
012783,Oswego County BOCES Adult Careers Center,Mexico,NY,34,"57,462"
012387,Otsego Area School of Practical Nursing,Oneonta,NY,25,"70,858"
002791,Pace University,New York,NY,"3,070","6,651,497"
002795,Paul Smith's College of Arts & Sciences,Paul Smiths,NY,334,"683,310"
006438,Phillips Beth Israel School of Nursing,New York,NY,29,"38,784"
002796,Polytechnic University,Brooklyn,NY,980,"2,329,652"
015291,Practical Bible College,Bible School Park,NY,156,"302,861"
002798,Pratt Institute,Brooklyn,NY,854,"1,847,291"
016297,Professional Business Institute,New York,NY,"1,154","1,966,243"
033373,Project Social Care/M.B. Inc.,Rego Park,NY,294,"574,273"
013244,PUTNAM-WESTCHESTER BOCES,Yorktown Hts,NY,33,"49,053"
003976,Rabbinical Academy Mesivta Rabbi Chaim Berlin,Brooklyn,NY,51,"143,662"
010943,Rabbinical College Beth Shraga,Monsey,NY,13,"37,912"
008614,Rabbinical College Bobover Yeshiva Bnei Zion,Brooklyn,NY,150,"448,225"
003977,Rabbinical College Ch'san Sofer of New York,Brooklyn,NY,57,"174,075"
010378,Rabbinical College of Long Island,Long Beach,NY,25,"69,875"
031292,Rabbinical College of Ohr Shimon Yisroel,Brooklyn,NY,114,"352,375"
026229,Rabbinical College of Yeshiva and Kolel Bais Medrosh Elyon Association,Monsey,NY,15,"45,025"
008617,Rabbinical Seminary Mkor Chaim of Yeshiva,Brooklyn,NY,13,"39,575"
011710,Rabbinical Seminary Of Adas Yereim,Brooklyn,NY,57,"173,925"
003978,Rabbinical Seminary of America,Forest Hills,NY,62,"148,069"
002803,RENSSELAER POLYTECHNIC INSTITUTE,Troy,NY,960,"1,889,400"
002805,Roberts Wesleyan College,Rochester,NY,411,"761,768"
015201,Rochester General Hospital,Rochester,NY,41,"78,540"
002806,Rochester Institute of Technology,Rochester,NY,"2,607","5,070,000"
002877,Rockland Community College,Suffern,NY,"1,229","2,122,955"
016038,Rockland County Boces Practical Nursing School,West Nyack,NY,32,"61,878"
002810,Sage Colleges,Troy,NY,731,"1,392,895"
006461,Saint Elizabeth Medical Center,Utica,NY,77,"145,688"
005064,Saint James Mercy Hospital,Hornell,NY,7,"14,750"
002823,Saint John's University,Jamaica,NY,"4,693","10,220,097"
002825,Saint Joseph's College,Brooklyn,NY,879,"1,607,513"
006467,Saint Joseph's Hospital Health Center School of Nursing,Syracuse,NY,60,"99,242"
015513,Saint Lawrence Lewis County BOCES,Norwood,NY,34,"52,266"
002829,SAINT LAWRENCE UNIVERSITY,Canton,NY,413,"842,509"
005066,Saint Luke's Memorial Hospital School of Radiography,Utica,NY,7,"16,025"
002832,Saint Thomas Aquinas College,Sparkill,NY,371,"797,768"
009248,Samaritan Hospital School of Nursing,Troy,NY,32,"53,659"
002813,Sarah Lawrence College,Bronxville,NY,140,"279,640"
006785,Schenectady County Community College,Schenectady,NY,"1,373","2,095,384"
012407,Schuyler Chemung Tioga BOCES,Elmira,NY,34,"68,062"
017121,Seminar L'Moros Bais Yaakov,Brooklyn,NY,175,"447,634"
011076,Shor Yoshuv Rabbinical College,Far Rockaway,NY,23,"55,092"
002816,Siena College,Loudonville,NY,604,"1,176,609"
009479,Sisters of Charity Medical Center School of Nursing,Staten Island,NY,18,"35,084"
002814,Skidmore College,Saratoga Springs,NY,344,"698,256"
010641,Southern Westchester BOCES,Mamaroneck,NY,42,"106,897"
