PELLID,Institution,State,Recipients,Awards,
15003,Columbia Beauty Academy                                               ,MO,61,"130,492",
2456,Columbia College                                                      ,MO,"2,910","5,033,907",
2467,Conception Seminary College                                           ,MO,37,"92,325",
16820,Concorde Career Institute                                             ,MO,578,"1,002,592",
2458,Cottey College                                                        ,MO,77,"176,775",
2459,Crowder College                                                       ,MO,712,"1,252,534",
2460,Culver Stockton College                                               ,MO,260,"536,612",
30728,Dallas County Area Vocational Technical School                        ,MO,4,"9,925",
15515,Davis H. Hart Mexico Area Vocational Technical School                 ,MO,7,"16,150",
6385,Deaconess College Of Nursing                                          ,MO,93,"165,471",
2455,Devry Institute Of Technology                                         ,MO,"1,243","2,243,185",
2461,Drury College                                                         ,MO,"1,475","2,668,744",
8862,East Central College                                                  ,MO,722,"1,237,244",
17209,Elaine Steven Beauty College                                          ,MO,170,"237,668",
10405,Electronics Institute                                                 ,MO,240,"372,742",
2463,Evangel University                                                    ,MO,506,"1,057,118",
30320,Excelsior Springs Area Career Center                                  ,MO,1,"3,300",
2464,Fontbonne University                                                  ,MO,350,"666,898",
13529,Four Rivers Area Vocational Technical School                          ,MO,18,"43,350",
13568,Franklin Technology Center                                            ,MO,109,"227,772",
15830,Gibson Technical Center                                               ,MO,46,"86,055",
17279,Grabber School Of Hair Design                                         ,MO,27,"40,410",
5531,Grand River Technical School                                          ,MO,50,"102,602",
14028,Hannibal Area Vocational Technical School                             ,MO,38,"78,155",
9089,Hannibal-Lagrange College                                             ,MO,245,"483,067",
2466,Harris-Stowe State College                                            ,MO,878,"1,774,120",
31743,Herndon Career Center                                                 ,MO,2,"4,576",
14209,Hickey College                                                        ,MO,201,"395,934",
15801,Hillyard Technical Center                                             ,MO,36,"78,363",
9607,House Of Heavilin Beauty College                                      ,MO,84,"158,375",
14819,House Of Heavilin Beauty College Of Blue Springs                      ,MO,52,"84,399",
31109,House Of Heavilin Of Blue Springs Inc                                 ,MO,122,"190,956",
9590,Independence College Of Cosmetology                                   ,MO,52,"83,700",
2468,Jefferson College                                                     ,MO,993,"1,801,595",
30772,Jerry'S School Of Hairstyling                                         ,MO,11,"26,680",
6389,Jewish Hospital College Of Nursing & Allied Health                    ,MO,74,"135,201",
2473,Kansas City Art Institute                                             ,MO,136,"308,893",
13934,Kennett Area Vocational Technical School                              ,MO,16,"42,907",
14698,Kirksville Area Technical Center                                      ,MO,44,"65,005",
31030,Laiben School Of Cosmetology                                          ,MO,13,"25,903",
15986,Lake Career & Technical Center                                        ,MO,12,"22,675",
13877,Lester E. Cox Medical Center                                          ,MO,208,"346,532",
15484,Lewis & Clark Career Center                                           ,MO,1,"1,650",
14971,Lex La Ray Techl Center                                               ,MO,21,"55,075",
2479,Lincoln University                                                    ,MO,"1,192","2,390,552",
2480,Lindenwood University                                                 ,MO,"1,011","1,784,966",
4711,Linn State Technical College                                          ,MO,278,"560,605",
4703,Logan College Of Chiropractic                                         ,MO,43,"57,014",
6666,Lutheran Medical Center School Of Nursing                             ,MO,42,"71,407",
2482,Maryville University Of Saint Louis                                   ,MO,426,"767,029",
16911,Merrell University Of Beauty Arts & Sciences                          ,MO,27,"55,593",
30926,Messenger College                                                     ,MO,57,"123,284",
14710,Metro Business College                                                ,MO,402,"798,591",
2484,Metropolitan Community Colleges                                       ,MO,"4,184","6,368,049",
14528,Midwest Institute For Medical Assistants                              ,MO,123,"220,135",
2486,Mineral Area College                                                  ,MO,"1,187","2,294,597",
7540,Missouri Baptist College                                              ,MO,319,"630,526",
16224,Missouri Beauty Academy                                               ,MO,39,"79,870",
9795,Missouri College                                                      ,MO,422,"831,339",
35193,Missouri College Of Cosmetology North                                 ,MO,4,"4,967",
15107,Missouri School Of Barbering & Hairstyling-St. Louis                  ,MO,26,"48,789",
2488,Missouri Southern State College                                       ,MO,"1,905","3,796,768",
16272,Missouri Tech                                                         ,MO,90,"146,560",
2489,Missouri Valley College                                               ,MO,659,"1,486,450",
2490,Missouri Western State College                                        ,MO,"1,864","3,641,137",
2491,Moberly Area Community College                                        ,MO,988,"1,711,729",
31663,Moberly Area Technical Center                                         ,MO,6,"7,140",
9520,National Academy Of Beauty Arts                                       ,MO,98,"175,898",
26080,Neosho Beauty College                                                 ,MO,59,"104,752",
14134,Nevada Regional Technical Center                                      ,MO,41,"63,040",
31010,New Dimension School Of Hair Design                                   ,MO,35,"44,227",
13664,Nichols Career Center                                                 ,MO,40,"93,554",
15439,North Central Area Vocational Technical School                        ,MO,5,"8,084",
2514,North Central Missouri College                                        ,MO,511,"1,010,351",
30686,North Technical School                                                ,MO,58,"110,708",
15451,Northland Career Center                                               ,MO,25,"47,324",
2496,Northwest Missouri State University                                   ,MO,"1,457","2,875,800",
15450,Northwest Technical School                                            ,MO,22,"45,888",
15569,Ozark Christian College                                               ,MO,288,"577,410",
17086,Ozark Mountain Technical Center                                       ,MO,8,"12,850",
30830,Ozarks Technical Community College                                    ,MO,"1,865","3,091,791",
17057,Paris Ii Educational Center                                           ,MO,66,"104,030",
2498,Park University                                                       ,MO,"2,212","3,612,099",
8552,Patricia Stevens College                                              ,MO,134,"234,447",
17133,Patsy & Rob'S Academy Of Beauty                                       ,MO,141,"244,847",
16209,Perryville Area Career And Technology Center                          ,MO,4,"8,700",
13785,Pike Lincoln Technical Center                                         ,MO,25,"49,024",
13683,Poplar Bluff Technical Career Center                                  ,MO,23,"48,062",
12500,Ranken Technical College                                              ,MO,285,"500,200",
6392,Research Medical Center                                               ,MO,30,"75,025",
2499,Rockhurst University                                                  ,MO,296,"602,406",
5429,Rolla Technical Institute                                             ,MO,196,"459,539",
17027,Saint Charles County Community College                                ,MO,896,"1,275,865",
12580,Saint Louis Christian College                                         ,MO,84,"152,185",
2504,Saint Louis College Of Pharmacy                                       ,MO,208,"453,071",
2469,Saint Louis Community College                                         ,MO,"6,369","10,487,506",
30976,Saint Louis Hair Academy                                              ,MO,51,"78,457",
9782,Saint Lukes College                                                   ,MO,23,"50,187",
15642,Salem College Of Hairstyling                                          ,MO,68,"120,168",
15639,Saline County Career Center                                           ,MO,22,"41,299",
15597,Sanford Brown College                                                 ,MO,"1,530","2,739,625",
15552,Sikeston Beauty College                                               ,MO,43,"63,854",
13243,Sikeston Career And Technology Center                                 ,MO,56,"124,764",
5424,South Central Area Vocational-Technical School                        ,MO,127,"305,836",
30709,Southeast Missouri Hospital College Of Nursing And Health Sciences    ,MO,24,"50,348",
2501,Southeast Missouri State University                                   ,MO,"1,788","3,460,827",
2502,Southwest Baptist University                                          ,MO,"1,023","1,947,513",
2503,Southwest Missouri State University                                   ,MO,"3,701","7,414,605",
31060,Southwest Missouri University - West Plains                           ,MO,777,"1,482,498",
14368,Springfield College                                                   ,MO,910,"1,369,558",
4413,St Johns Regional Health Center School Of Radiologic Technology       ,MO,5,"13,450",
2506,St Louis University                                                   ,MO,"1,595","3,374,389",
16848,St. Louis College Of Health Careers                                   ,MO,364,"764,406",
10347,"Stage One, The Hair School                                            ",MO,62,"112,604",
7628,State Fair Community College                                          ,MO,"1,011","1,756,711",
2512,Stephens College                                                      ,MO,126,"284,968",
4713,Three Rivers Community College                                        ,MO,"1,199","2,171,188",
16341,Tri County Technical School                                           ,MO,64,"100,079",
2495,Truman State University                                               ,MO,680,"1,301,959",
2516,University Of Missouri - Columbia                                     ,MO,"2,973","5,750,656",
2518,University Of Missouri - Kansas City                                  ,MO,"1,374","2,787,246",
2517,University Of Missouri - Rolla                                        ,MO,855,"1,717,059",
2519,University Of Missouri - St Louis                                     ,MO,"2,531","4,648,396",
16368,Vanderschmidt School (The)                                            ,MO,10,"25,907",
15506,Vatterott College                                                     ,MO,"3,029","5,878,797",
14434,Warrensburg Area Vocational Technical School                          ,MO,20,"40,791",
2520,Washington University                                                 ,MO,496,"964,356",
14833,Waynesville Technical Academy                                         ,MO,23,"52,950",
2521,Webster University                                                    ,MO,755,"1,392,107",
2522,Wentworth Military Academy                                            ,MO,133,"282,507",
2523,Westminster College                                                   ,MO,139,"292,750",
2524,William Jewell College                                                ,MO,234,"430,983",
2525,William Woods University                                              ,MO,238,"412,105",
15746,Northern Marianas College                                             ,MP,482,"1,021,776",
34643,Academy Of Hair Design                                                ,MS,46,"94,339",
14397,Academy Of Hair Design #1                                             ,MS,214,"349,054",
15779,Academy Of Hair Design #4                                             ,MS,59,"103,686",
22516,Academy Of Hair Design #6 (The)                                       ,MS,110,"195,618",
30015,Academy Of Hair Design #7 (The)                                       ,MS,30,"57,935",
2396,Alcorn State University                                               ,MS,"1,910","4,847,001",
2397,Belhaven College                                                      ,MS,655,"1,305,921",
35253,Blue Cliff College                                                    ,MS,7,"6,680",
2398,Blue Mountain College                                                 ,MS,206,"386,601",
13902,Chris Beauty College                                                  ,MS,185,"317,589",
2401,Coahoma Community College                                             ,MS,"1,317","3,182,579",
2402,Copiah Lincoln Community College                                      ,MS,"1,590","3,254,625",
16838,Creations College Of Cosmetology                                      ,MS,88,"168,330",
14335,Delta Beauty College                                                  ,MS,205,"375,699",
2403,Delta State University                                                ,MS,"1,312","2,977,659",
2404,East Central Community College                                        ,MS,"1,317","2,780,018",
2405,East Mississippi Community College                                    ,MS,"1,754","3,620,564",
30040,Final Touch Beauty School                                             ,MS,105,"203,337",
15898,Foster'S Cosmetology College                                          ,MS,36,"59,704",
17126,Gibsons Barber & Beauty College                                       ,MS,63,"140,872",
2407,Hinds Community College                                               ,MS,"5,057","10,650,410",
2408,Holmes Community College                                              ,MS,"1,696","3,562,911",
16727,"Ics, The Wright Beauty College                                        ",MS,39,"83,366",
2409,Itawamba Community College                                            ,MS,"1,924","3,608,630",
25860,J & J Hair Design College                                             ,MS,84,"193,234",
2410,Jackson State University                                              ,MS,"4,108","10,293,516",
2411,Jones County Junior College                                           ,MS,"2,602","5,208,026",
16788,Magnolia Bible College                                                ,MS,23,"41,576",
16424,Magnolia College Of Cosmetology                                       ,MS,126,"212,209",
2412,Mary Holmes College                                                   ,MS,272,"630,505",
2413,Meridian Community College                                            ,MS,"1,711","3,379,474",
2414,Millsaps College                                                      ,MS,294,"607,805",
2415,Mississippi College                                                   ,MS,658,"1,338,562",
14574,Mississippi College Of Beauty Culture                                 ,MS,66,"123,199",
2416,Mississippi Delta Community College                                   ,MS,"2,220","4,884,664",
2417,Mississippi Gulf Coast Community College                              ,MS,"3,571","7,137,064",
2423,Mississippi State University                                          ,MS,"3,902","8,658,725",
2422,Mississippi University For Women                                      ,MS,964,"2,061,573",
2424,Mississippi Valley State University                                   ,MS,"2,091","5,447,702",
2426,Northeast Mississippi Community College                               ,MS,"1,223","2,421,825",
2427,Northwest Mississippi Community College                               ,MS,"2,860","5,721,116",
2430,Pearl River Community College                                         ,MS,"1,808","3,748,204",
2433,Rust College                                                          ,MS,603,"1,398,374",
15024,Southeastern Baptist College                                          ,MS,37,"60,586",
2436,Southwest Mississippi Community College                               ,MS,"1,065","2,217,310",
2439,Tougaloo College                                                      ,MS,658,"1,622,107",
32633,Traxler'S School Of Hair                                              ,MS,69,"164,708",
2440,University Of Mississippi                                             ,MS,"2,235","5,095,622",
2441,University Of Southern Mississippi                                    ,MS,"4,728","10,204,081",
11461,Wesley College                                                        ,MS,46,"100,652",
2447,William Carey College                                                 ,MS,"1,103","2,109,318",
2448,Wood College                                                          ,MS,127,"269,822",
26213,Academy Of Cosmetology                                                ,MT,21,"41,839",
14902,Blackfeet Community College                                           ,MT,330,"648,618",
7900,Butte Academy Of Beauty Culture                                       ,MT,18,"34,402",
2526,Carroll College                                                       ,MT,333,"713,071",
14878,Chief Dull Knife College                                              ,MT,99,"215,364",
9468,College Of Coiffure Art                                               ,MT,55,"98,475",
8947,Dahl'S College Of Beauty                                              ,MT,13,"14,663",
2529,Dawson Community College                                              ,MT,224,"462,011",
6777,Flathead Valley Community College                                     ,MT,560,"994,266",
16967,Fort Belknap College                                                  ,MT,127,"266,863",
16616,Fort Peck Community College                                           ,MT,291,"627,977",
7570,Helena College Of Technology Of The University Of Montana             ,MT,413,"935,632",
16135,Little Big Horn College                                               ,MT,173,"372,801",
16450,Maddios Hairstyling & Cosmetology College                             ,MT,7,"17,050",
2528,Miles Community College                                               ,MT,279,"612,941",
32053,Modern Beauty School                                                  ,MT,29,"67,056",
2530,Montana State University - Billings                                   ,MT,"1,803","3,630,529",
2532,Montana State University - Bozeman                                    ,MT,"3,082","6,361,862",
2533,Montana State University - Northern                                   ,MT,876,"1,903,533",
9314,Montana State University Great Falls College Of Technology            ,MT,624,"1,170,854",
2531,Montana Tech Of The University Of Montana                             ,MT,753,"1,634,369",
2534,Rocky Mountain College                                                ,MT,317,"661,897",
4427,Saint Patrick Hospital School Of Radiologic Technology                ,MT,4,"10,850",
11260,Saint Vincent Hospital & Health Center - School Of Radiography        ,MT,6,"15,950",
15023,Salish Kootenai College                                               ,MT,534,"1,180,082",
26109,Stone Child College                                                   ,MT,240,"455,696",
2537,The University Of Montana-Western                                     ,MT,567,"1,177,627",
2527,University Of Great Falls                                             ,MT,601,"1,192,917",
2536,University Of Montana                                                 ,MT,"3,537","7,532,696",
5463,Alamance Community College                                            ,NC,680,"1,167,739",
32373,Anson College Of Cosmetology                                          ,NC,6,"10,809",
2906,Appalachian State University                                          ,NC,"1,907","3,737,368",
4033,Asheville Buncombe Technical Community College                        ,NC,966,"1,590,460",
2909,Barber-Scotia College                                                 ,NC,428,"1,095,988",
2908,Barton College                                                        ,NC,351,"710,834",
8558,Beaufort County Community College                                     ,NC,536,"1,071,613",
2910,Belmont Abbey College                                                 ,NC,207,"416,078",
2911,Bennett College                                                       ,NC,326,"769,941",
7987,Bladen Community College                                              ,NC,593,"1,290,129",
9684,Blue Ridge Community College                                          ,NC,347,"466,951",
2912,Brevard College                                                       ,NC,173,"387,220",
7814,Brookstone College Of Business                                        ,NC,536,"796,342",
15285,Brunswick Community College                                           ,NC,402,"753,307",
15358,Cabarrus College Of Health Sciences                                   ,NC,48,"85,958",
4835,Caldwell Community College & Technical Institute                      ,NC,813,"1,530,534",
2913,Campbell University                                                   ,NC,935,"1,816,387",
5320,Cape Fear Community College                                           ,NC,"1,612","2,687,561",
16130,Carolina Beauty College                                               ,NC,716,"985,183",
8081,Carteret Community College                                            ,NC,610,"1,158,272",
2914,Catawba College                                                       ,NC,382,"852,200",
5318,Catawba Valley Community College                                      ,NC,578,"998,296",
5449,Central Carolina Community College                                    ,NC,"1,156","2,106,731",
2915,Central Piedmont Community College - Central                          ,NC,"1,329","2,222,444",
31042,Charlotte Mecklenburg Hospital Authority                              ,NC,45,"85,098",
17159,Cheveux School Of Hair Design                                         ,NC,55,"100,695",
2916,Chowan College                                                        ,NC,328,"710,443",
8082,Cleveland Community College                                           ,NC,655,"1,219,809",
5316,Coastal Carolina Community College                                    ,NC,917,"1,652,300",
2917,College Of The Albemarle                                              ,NC,610,"1,196,837",
30644,Cosmetology Institute Of Beauty Arts & Sciences (The)                 ,NC,35,"78,400",
8086,Craven Community College                                              ,NC,847,"1,602,996",
2918,Davidson College                                                      ,NC,92,"200,375",
2919,Davidson County Community College                                     ,NC,807,"1,417,758",
2920,Duke University                                                       ,NC,575,"1,272,504",
5448,Durham Technical Community College                                    ,NC,928,"1,491,919",
2923,East Carolina University                                              ,NC,"3,701","8,108,920",
8855,Edgecombe Community College                                           ,NC,"1,057","1,816,835",
2926,Elizabeth City State University                                       ,NC,"1,244","3,087,937",
2927,Elon University                                                       ,NC,323,"663,269",
15211,Fayetteville Beauty College                                           ,NC,81,"134,483",
2928,Fayetteville State University                                         ,NC,"1,890","4,349,132",
7640,Fayetteville Technical Community College                              ,NC,"2,233","4,163,152",
5317,Forsyth Technical Community College                                   ,NC,"1,108","1,945,021",
2929,Gardner-Webb University                                               ,NC,"1,166","1,395,718",
2973,Gaston College                                                        ,NC,"1,059","1,816,177",
2930,Greensboro College                                                    ,NC,256,"526,739",
2931,Guilford College                                                      ,NC,253,"524,606",
4838,Guilford Technical Community College                                  ,NC,"1,387","2,601,337",
15789,Hairstyling Institute Of Charlotte                                    ,NC,39,"86,066",
7986,Halifax Community College                                             ,NC,948,"1,585,919",
8083,Haywood Community College                                             ,NC,483,"989,725",
30893,Heritage Bible College                                                ,NC,45,"88,327",
2933,High Point University                                                 ,NC,760,"1,579,122",
2934,Isothermal Community College                                          ,NC,537,"973,801",
7687,James Sprunt Community College                                        ,NC,407,"799,988",
13819,John Wesley College                                                   ,NC,55,"89,521",
2936,Johnson C. Smith University                                           ,NC,"1,092","2,624,377",
9336,Johnston Community College                                            ,NC,753,"1,338,946",
2937,King'S College                                                        ,NC,192,"404,191",
2939,Lees-Mcrae College                                                    ,NC,204,"448,854",
2940,Lenoir Community College                                              ,NC,872,"1,792,004",
2941,Lenoir-Rhyne College                                                  ,NC,406,"732,881",
11926,Leon'S Beauty School                                                  ,NC,74,"158,600",
2942,Livingstone College                                                   ,NC,642,"1,636,806",
2943,Louisburg College                                                     ,NC,217,"509,904",
2944,Mars Hill College                                                     ,NC,451,"915,585",
7988,Martin Community College                                              ,NC,366,"797,772",
11197,Mayland Community College                                             ,NC,333,"539,081",
8085,Mcdowell Technical Community College                                  ,NC,443,"830,000",
33613,Medical Arts Massage School                                           ,NC,15,"12,083",
6478,Mercy School Of Nursing                                               ,NC,49,"115,225",
2945,Meredith College                                                      ,NC,408,"786,666",
2946,Methodist College                                                     ,NC,673,"1,294,203",
2947,Mitchell Community College                                            ,NC,484,"903,915",
14793,Mitchell'S Hair Styling Academy                                       ,NC,8,"11,900",
13670,Mitchells Hair Styling Academy                                        ,NC,63,"95,632",
11799,Mitchell'S Hairstyling Academy                                        ,NC,45,"76,724",
14858,Mitchell'S Hairstyling Academy                                        ,NC,14,"21,536",
8087,Montgomery Community College                                          ,NC,267,"494,991",
2948,Montreat College                                                      ,NC,318,"559,994",
2949,Mount Olive College                                                   ,NC,464,"832,826",
13850,Mr David'S School Of Hair Design                                      ,NC,61,"128,467",
8557,Nash Community College                                                ,NC,748,"1,192,405",
2905,North Carolina Agricultural And Technical State University            ,NC,"2,923","6,871,606",
2950,North Carolina Central University                                     ,NC,"2,143","5,015,059",
3981,North Carolina School Of The Arts                                     ,NC,134,"286,853",
2972,North Carolina State University                                       ,NC,"2,886","5,991,794",
2951,North Carolina Wesleyan College                                       ,NC,621,"1,236,707",
7031,Pamlico Community College                                             ,NC,111,"209,484",
2953,Peace College                                                         ,NC,122,"271,612",
2955,Pfeiffer University                                                   ,NC,283,"588,416",
2956,Piedmont Baptist College                                              ,NC,121,"228,615",
9646,Piedmont Community College                                            ,NC,611,"1,061,410",
4062,Pitt Community College                                                ,NC,"1,502","2,822,609",
6482,Presbyterian Hospital School Of Nursing                               ,NC,40,"75,087",
2957,Queens College                                                        ,NC,217,"421,423",
5447,Randolph Community College                                            ,NC,474,"828,166",
5464,Richmond Community College                                            ,NC,804,"1,671,466",
14101,Roanoke Bible College                                                 ,NC,70,"136,746",
8613,Roanoke Chowan Community College                                      ,NC,632,"1,334,253",
8612,Robeson Community College                                             ,NC,864,"2,170,537",
2958,Rockingham Community College                                          ,NC,576,"1,034,451",
5754,Rowan Cabarrus Community College                                      ,NC,944,"1,615,638",
2967,Saint Andrews Presbyterian College                                    ,NC,204,"450,044",
2960,Salem College                                                         ,NC,317,"634,277",
7892,Sampson Community College                                             ,NC,542,"958,536",
2961,Sandhills Community College                                           ,NC,"1,173","2,250,811",
31090,School Of Communication Arts Of North Carolina Inc                    ,NC,123,"195,741",
2962,Shaw University                                                       ,NC,"1,503","3,421,395",
10264,South College                                                         ,NC,205,"355,033",
9025,South Eastern College Of Beauty Culture                               ,NC,35,"62,654",
7985,South Piedmont Community College                                      ,NC,763,"1,398,643",
2964,Southeastern Community College                                        ,NC,927,"1,944,893",
8466,Southwestern Community College                                        ,NC,572,"1,131,176",
2968,St Augustines College                                                 ,NC,958,"2,368,768",
11194,Stanly Community College                                              ,NC,407,"722,349",
2970,Surry Community College                                               ,NC,716,"1,285,515",
14578,The Art Institute Of Charlotte                                        ,NC,153,"189,399",
9430,Tri-County Community College                                          ,NC,567,"1,041,553",
2974,University Of North Carolina - Chapel Hill                            ,NC,"1,936","4,059,834",
2975,University Of North Carolina - Charlotte                              ,NC,"3,009","6,251,100",
2976,University Of North Carolina - Greensboro                             ,NC,"2,395","4,958,337",
2907,University Of North Carolina At Asheville                             ,NC,587,"1,198,341",
2954,University Of North Carolina At Pembroke                              ,NC,"1,386","2,949,986",
2984,University Of North Carolina At Wilmington (The)                      ,NC,"1,694","3,536,296",
9903,Vance-Granville Community College                                     ,NC,"1,607","2,867,176",
2978,Wake Forest University                                                ,NC,270,"560,169",
4844,Wake Technical Community College                                      ,NC,"1,526","2,643,708",
2979,Warren Wilson College                                                 ,NC,183,"394,738",
6483,Watts School Of Nursing                                               ,NC,12,"21,875",
8216,Wayne Community College                                               ,NC,"1,053","1,861,520",
2981,Western Carolina University                                           ,NC,"1,353","2,823,788",
2982,Western Piedmont Community College                                    ,NC,712,"1,301,897",
2983,Wilkes Community College                                              ,NC,667,"1,143,965",
4845,Wilson Technical Community College                                    ,NC,841,"1,554,703",
2985,Wingate University                                                    ,NC,295,"615,216",
30095,Winston-Salem Barber School                                           ,NC,49,"91,693",
2986,Winston-Salem State University                                        ,NC,"1,351","3,312,788",
4846,Aaker'S Business College                                              ,ND,214,"350,925",
2988,Bismarck State College                                                ,ND,980,"1,932,651",
15793,Cankdeska Cikana (Little Hoop) Community College                      ,ND,131,"233,631",
2989,Dickinson State University                                            ,ND,803,"1,613,311",
15536,Ft Berthold Community College                                         ,ND,197,"444,544",
16232,Headquarters Academy Of Hair Design                                   ,ND,55,"124,072",
2990,Jamestown College                                                     ,ND,450,"896,781",
10406,Josef'S School Of Hair Design                                         ,ND,42,"69,808",
7756,Josefs School Of Hair Design                                          ,ND,34,"53,988",
2991,Lake Region State College                                             ,ND,302,"569,015",
2993,Mayville State University                                             ,ND,275,"559,762",
9354,Medcenter One College Of Nursing                                      ,ND,30,"70,553",
2994,Minot State University                                                ,ND,"1,361","2,653,456",
2995,Minot State University - Bottineau                                    ,ND,250,"507,878",
16929,Moler Barber College Of Hair Styling                                  ,ND,7,"12,867",
2996,North Dakota State College Of Science                                 ,ND,933,"2,034,718",
2997,North Dakota State University Of Agriculture & Applied Science        ,ND,"2,368","4,699,187",
12295,R D Hairstyling College                                               ,ND,40,"68,350",
14993,Sitting Bull College                                                  ,ND,207,"362,069",
12059,Trinity Bible College                                                 ,ND,226,"511,989",
9450,Turtle Mountain Community College                                     ,ND,349,"774,591",
14470,United Tribes Technical College                                       ,ND,268,"673,331",
2992,University Of Mary                                                    ,ND,754,"1,406,052",
3005,University Of North Dakota                                            ,ND,"2,412","4,968,439",
3008,Valley City State University                                          ,ND,357,"750,616",
3007,Williston State College                                               ,ND,372,"788,087",
8492,Alegent Health School Of Radiologic Technology                        ,NE,2,"4,700",
9523,Bahner College Of Hairstyling                                         ,NE,81,"141,889",
2538,Bellevue University                                                   ,NE,774,"1,281,085",
6399,Bryan School Of Nursing                                               ,NE,60,"91,623",
9617,Capitol Schools Of Hairstyling And Esthetics                          ,NE,49,"72,506",
14468,Central Community College                                             ,NE,"1,620","2,687,874",
2539,Chadron State College                                                 ,NE,850,"1,756,543",
9862,Clarkson College                                                      ,NE,85,"119,861",
14176,College Of Hair Design                                                ,NE,82,"156,955",
2540,College Of Saint Mary                                                 ,NE,312,"586,527",
2541,Concordia University                                                  ,NE,327,"613,418",
31643,Creative Center (The)                                                 ,NE,40,"86,140",
2542,Creighton University                                                  ,NE,491,"975,847",
2543,Dana College                                                          ,NE,210,"423,149",
2544,Doane College                                                         ,NE,400,"769,035",
10197,Eq School Of Hair Design                                              ,NE,59,"106,776",
2547,Grace University                                                      ,NE,234,"408,274",
2548,Hastings College                                                      ,NE,334,"683,831",
9303,Joseph'S College Of Beauty                                            ,NE,37,"68,674",
11519,Joseph'S College Of Beauty                                            ,NE,194,"380,561",
15773,Joseph'S Of Kearney School Of Hair Design                             ,NE,60,"104,333",
4721,Lincoln School Of Commerce                                            ,NE,400,"793,604",
33233,Little Priest Tribal College                                          ,NE,87,"153,726",
4432,Metropolitan Community College                                        ,NE,"2,542","2,715,120",
2553,Midland Lutheran College                                              ,NE,325,"643,633",
2557,Mid-Plains Community College                                          ,NE,653,"1,302,472",
32793,Myotherapy Institute                                                  ,NE,14,"31,625",
12976,Nebraska Christian College                                            ,NE,84,"158,732",
8491,Nebraska College Of Business                                          ,NE,537,"984,789",
7358,Nebraska College Of Technical Agriculture                             ,NE,119,"258,708",
15339,Nebraska Indian Community College                                     ,NE,80,"147,726",
9937,Nebraska Methodist College Of Nursing & Allied Health                 ,NE,161,"315,105",
2555,Nebraska Wesleyan University                                          ,NE,400,"782,070",
16892,North Platte Beauty Academy                                           ,NE,34,"71,977",
2556,Northeast Community College                                           ,NE,933,"1,816,627",
11217,Omaha College Of Health Careers                                       ,NE,188,"321,101",
31273,Omaha School Of Massage Therapy                                       ,NE,30,"56,516",
2559,Peru State College                                                    ,NE,436,"868,115",
7591,Southeast Community College                                           ,NE,"1,990","2,924,118",
2563,Union College                                                         ,NE,247,"544,909",
2565,University Of Nebraska                                                ,NE,"3,396","6,765,016",
2551,University Of Nebraska - Kearney                                      ,NE,"1,579","3,023,772",
2554,University Of Nebraska - Omaha                                        ,NE,"2,352","4,415,824",
6895,University Of Nebraska Medical Center                                 ,NE,224,"433,525",
7501,Vatterott College                                                     ,NE,132,"271,268",
30233,Vatterott College                                                     ,NE,159,"312,143",
2566,Wayne State College                                                   ,NE,"1,066","2,202,318",
2560,Western Nebraska Community College                                    ,NE,739,"1,350,810",
26105,Xenon International School Of Hair Design Ii                          ,NE,36,"68,333",
2567,York College                                                          ,NE,200,"405,891",
2572,Colby Sawyer College                                                  ,NH,175,"344,072",
31013,College For Lifelong Learning                                         ,NH,711,"1,015,331",
16275,Concord Academy Of Hair Design                                        ,NH,11,"11,061",
8493,Continental Academie Of Hair Design                                   ,NH,20,"39,381",
13189,Continental Academie Of Hair Design                                   ,NH,42,"71,772",
4731,Daniel Webster College                                                ,NH,190,"340,743",
2573,Dartmouth College                                                     ,NH,422,"869,976",
14177,Empire Beauty School                                                  ,NH,111,"192,885",
15403,Empire Beauty School                                                  ,NH,142,"253,173",
2575,Franklin Pierce College                                               ,NH,711,"1,371,277",
4729,Hesser College                                                        ,NH,"1,324","1,933,809",
15836,Keene Beauty Academy                                                  ,NH,35,"76,692",
2590,Keene State College                                                   ,NH,787,"1,518,361",
4730,Mcintosh College                                                      ,NH,602,"1,234,538",
15356,Michael'S School Of Hair Design And Esthetics                         ,NH,48,"78,023",
2579,New England College                                                   ,NH,187,"390,064",
15845,New England School Of Hair Design                                     ,NH,28,"49,901",
2580,New Hampshire College                                                 ,NH,720,"1,043,933",
5291,New Hampshire Community Technical College At Berlin/Laconia - Berlin  ,NH,450,"771,582",
2582,New Hampshire Community Technical College At Manchester/Stratham      ,NH,593,"936,174",
9236,New Hampshire Technical College At Nashua/Claremont                   ,NH,386,"624,651",
2581,New Hampshire Technical Institute                                     ,NH,529,"884,816",
2584,Notre Dame College                                                    ,NH,183,"366,014",
2591,Plymouth State College Of The University System Of New Hampshire      ,NH,829,"1,551,852",
13558,Portsmouth Beauty School Of Hair Design                               ,NH,17,"36,972",
2586,Rivier College                                                        ,NH,307,"573,451",
2587,Saint Anselm College                                                  ,NH,269,"538,436",
15016,Saint Joseph  School Of Practical Nursing                             ,NH,49,"77,630",
33053,Second Start                                                          ,NH,27,"45,871",
30431,Thomas More College Of Arts                                           ,NH,19,"49,899",
2589,University Of New Hampshire                                           ,NH,"1,808","3,640,112",
4733,White Pines College                                                   ,NH,47,"115,500",
17158,Academy Of Computer Careers                                           ,NJ,272,"354,922",
