OPEID,Institution,State,Recipients,Awards
3620300,NATIONAL FASHION & BEAUTY COLLEGE,PR,75,"231,052"
3461400,POLITEC INSTITUTE,PR,299,"601,158"
2534900,PONCE PARAMEDICAL COLLEGE INC (POPAC),PR,"1,713","4,590,352"
2235000,PONCE TECHNICAL SCHOOL,PR,33,"103,137"
393600,PONTIFICAL CATHOLIC UNIVERSITY OF PUERTO RICO (THE) -,PR,"7,165","23,276,629"
3104400,PROFESSIONAL ELECTRICAL SCHOOL,PR,198,"531,589"
3085700,PROFESSIONAL TECHNICAL INSTITUTION -,PR,488,"1,237,517"
3076000,PUERTO RICO BARBER COLLEGE - FAJARDO,PR,74,"210,200"
2566800,PUERTO RICO TECH JUNIOR COLLEGE -,PR,282,"754,048"
1314800,RAMIREZ COLLEGE OF BUSINESS & TECHNOLOGY,PR,856,"2,480,650"
2563500,ROGIE'S SCHOOL OF BEAUTY CULTURE,PR,703,"1,462,193"
1120300,"RYDER MEMORIAL HOSPITAL, SCHOOL OF PRACTICAL NURSING",PR,22,"69,084"
2502400,SERBIA'S TECHNICAL COLLEGE,PR,565,"1,067,117"
3068400,STAR CAREER COLLEGE,PR,163,"351,639"
2563200,TEDDY ULMO INSTITUTE,PR,124,"212,331"
3115900,TRINITY COLLEGE OF PUERTO RICO,PR,334,"1,068,383"
3326300,UNIVERSAL CAREERS COUNSELING CENTERS,PR,659,"1,865,934"
3029700,UNIVERSAL TECHNOLOGY COLLEGE OF  PR  -  #111 COMERCIO STREET,PR,"1,730","4,539,705"
501900,UNIVERSIDAD ADVENTISTA DE LAS ANTILLAS,PR,742,"2,481,988"
2163300,UNIVERSIDAD CENTRAL DEL CARIBE,PR,65,"196,051"
394100,UNIVERSIDAD DEL ESTE,PR,"9,259","28,362,022"
1171900,UNIVERSIDAD DEL TURABO,PR,"9,796","31,017,723"
2587500,UNIVERSIDAD METROPOLITANA,PR,"7,031","21,337,911"
2100000,UNIVERSIDAD POLITECNICA DE PUERTO RICO/POLYTECHNIC UNIVERSITY OF P.R.,PR,"3,017","7,940,798"
394206,UNIVERSITY OF PUERTO RICO - CENTRAL ADMINISTRATION - AGUADILLA,PR,"2,319","7,971,984"
394207,UNIVERSITY OF PUERTO RICO - CENTRAL ADMINISTRATION - ARECIBO,PR,"3,341","11,157,829"
394208,UNIVERSITY OF PUERTO RICO - CENTRAL ADMINISTRATION - BAYAMON,PR,"2,774","8,900,910"
394209,UNIVERSITY OF PUERTO RICO - CENTRAL ADMINISTRATION - CAROLINA,PR,"2,384","7,158,510"
394204,UNIVERSITY OF PUERTO RICO - CENTRAL ADMINISTRATION - CAYEY,PR,"3,146","10,218,110"
394205,UNIVERSITY OF PUERTO RICO - CENTRAL ADMINISTRATION - HUMACAO,PR,"3,145","10,044,753"
394211,UNIVERSITY OF PUERTO RICO - CENTRAL ADMINISTRATION - LA MONTA?A,PR,"1,289","4,478,876"
394202,UNIVERSITY OF PUERTO RICO - CENTRAL ADMINISTRATION - MAYAGUEZ,PR,"6,881","21,956,670"
394203,UNIVERSITY OF PUERTO RICO - CENTRAL ADMINISTRATION - MEDICAL SCIENCES,PR,448,"1,450,267"
394210,UNIVERSITY OF PUERTO RICO - CENTRAL ADMINISTRATION - PONCE,PR,"2,614","8,750,109"
394201,UNIVERSITY OF PUERTO RICO - CENTRAL ADMINISTRATION - RIO PIEDRAS,PR,"9,514","30,770,519"
393700,UNIVERSITY OF THE SACRED HEART,PR,"3,417","10,786,333"
1100900,PALAU COMMUNITY COLLEGE,PW,836,"2,331,964"
2071900,ARTHUR ANGELO SCHOOL OF COSMETOLOGY AND HAIR DESIGN,RI,115,"239,418"
340100,BROWN UNIVERSITY,RI,690,"1,765,170"
340200,BRYANT COLLEGE,RI,397,"981,041"
340800,COMMUNITY COLLEGE OF RHODE ISLAND,RI,"3,621","6,858,659"
3232300,COMPUTER-ED INSTITUTE,RI,"1,335","2,702,526"
340400,JOHNSON & WALES UNIVERSITY,RI,"5,316","13,153,714"
784400,KATHARINE GIBBS SCHOOL,RI,621,"1,134,990"
3115200,MOTORING TECHNICAL TRAINING INSTITUTE,RI,130,"310,492"
784500,NEW ENGLAND INSTITUTE OF TECHNOLOGY,RI,"1,421","2,928,482"
2090800,NEWPORT SCHOOL OF HAIRDRESSING,RI,23,"58,245"
3080000,NEWPORT SCHOOL OF HAIRDRESSING,RI,63,"136,537"
340600,PROVIDENCE COLLEGE,RI,360,"838,198"
3127800,RHODE ISLAND BEAUTY ACADEMY,RI,29,"28,005"
340700,RHODE ISLAND COLLEGE,RI,"1,784","4,278,629"
340900,RHODE ISLAND SCHOOL OF DESIGN,RI,288,"800,202"
341000,ROGER WILLIAMS UNIVERSITY,RI,638,"1,336,198"
341100,SALVE REGINA COLLEGE,RI,287,"686,920"
1115900,SAWYER SCHOOL  (THE),RI,"1,048","2,361,275"
659100,ST JOSEPH HOSPITAL SCHOOL OF NURSING,RI,13,"43,000"
341400,UNIVERSITY OF RHODE ISLAND,RI,"2,372","5,844,644"
2176900,WARWICK ACADEMY OF BEAUTY CULTURE,RI,120,"244,529"
3570500,ZION BIBLE INSTITUTE,RI,113,"286,097"
3088300,ACADEMY OF COSMETOLOGY,SC,164,"397,162"
2552400,ACADEMY OF HAIR TECHNOLOGY,SC,94,"198,862"
1005600,AIKEN TECHNICAL COLLEGE,SC,"1,601","3,537,352"
341700,ALLEN UNIVERSITY,SC,437,"1,309,015"
341800,ANDERSON COLLEGE,SC,523,"1,291,156"
342000,BENEDICT COLLEGE,SC,"2,698","8,403,963"
3304300,BETA TECH,SC,665,"1,271,492"
399500,CENTRAL CAROLINA TECHNICAL COLLEGE,SC,"2,538","4,917,965"
2356600,CHARLESTON COSMETOLOGY INSTITUTE,SC,152,"332,417"
3595300,CHARLESTON SCHOOL OF MASSAGE,SC,12,"16,794"
341900,CHARLESTON SOUTHERN UNIVERSITY,SC,988,"2,557,719"
2338600,CHARZANNE BEAUTY COLLEGE,SC,104,"209,739"
342300,"CITADEL, THE MILITARY COLLEGE OF SOUTH CAROLINA",SC,328,"914,377"
342400,CLAFLIN UNIVERSITY,SC,"1,191","3,656,879"
342500,CLEMSON UNIVERSITY,SC,"1,907","4,862,555"
492300,CLINTON JUNIOR COLLEGE,SC,99,"295,735"
345100,COASTAL CAROLINA UNIVERSITY,SC,"1,410","3,529,333"
342700,COKER COLLEGE,SC,706,"1,766,863"
342800,COLLEGE OF CHARLESTON,SC,"1,858","4,702,355"
2310300,COLUMBIA BEAUTY SCHOOL,SC,34,"79,201"
343000,COLUMBIA COLLEGE OF SOUTH CAROLINA,SC,589,"1,529,877"
342900,COLUMBIA INTERNATIONAL UNIVERSITY,SC,256,"641,537"
343100,CONVERSE COLLEGE,SC,213,"471,417"
2193300,CONWAY SCHOOL OF PRACTICAL NURSING,SC,61,"139,071"
536300,DENMARK TECHNICAL COLLEGE,SC,"1,541","4,005,253"
343200,ERSKINE COLLEGE,SC,142,"357,425"
399000,FLORENCE-DARLINGTON TECHNICAL COLLEGE,SC,"2,980","7,222,728"
492400,FORREST JUNIOR COLLEGE,SC,246,"610,984"
922600,FRANCIS MARION UNIVERSITY,SC,"1,174","3,125,456"
343400,FURMAN UNIVERSITY,SC,270,"672,710"
399100,GREENVILLE TECHNICAL COLLEGE,SC,"4,581","7,337,082"
492500,HORRY GEORGETOWN TECHNICAL COLLEGE,SC,"2,874","6,204,736"
2341100,KENNETH SHULER SCHOOL OF COSMETOLOGY & NAIL DESIGN,SC,123,"306,918"
3052300,KENNETH SHULER'S SCHOOL OF COSMETOLOGY & HAIR DESIGN,SC,63,"146,525"
3513300,LACY COSMETOLOGY SCHOOL,SC,44,"111,882"
343500,LANDER UNIVERSITY,SC,896,"2,401,526"
343600,LIMESTONE COLLEGE,SC,994,"2,125,173"
343800,MEDICAL UNIVERSITY OF SOUTH CAROLINA,SC,56,"128,914"
399300,MIDLANDS TECHNICAL COLLEGE - AIRPORT CAMPUS,SC,"4,507","9,393,138"
343900,MORRIS COLLEGE,SC,995,"3,084,353"
344000,NEWBERRY COLLEGE,SC,303,"819,346"
344100,NORTH GREENVILLE COLLEGE,SC,603,"1,515,427"
760200,NORTHEASTERN TECHNICAL COLLEGE,SC,877,"1,506,778"
681500,ORANGEBURG CALHOUN TECHNICAL COLLEGE,SC,"1,918","3,479,217"
399200,PIEDMONT TECHNICAL COLLEGE,SC,"3,023","5,279,573"
1209200,PLAZA SCHOOL OF BEAUTY,SC,37,"71,582"
344500,PRESBYTERIAN COLLEGE,SC,182,"425,882"
344600,SOUTH CAROLINA STATE UNIVERSITY,SC,"2,309","6,735,051"
3258300,SOUTHERN METHODIST COLLEGE,SC,59,"147,258"
342200,SOUTHERN WESLEYAN UNIVERSITY,SC,834,"1,437,092"
344700,SPARTANBURG METHODIST COLLEGE,SC,316,"823,945"
399400,SPARTANBURG TECHNICAL COLLEGE,SC,"2,083","4,517,811"
3293300,STRAND COLLEGE OF HAIR DESIGN,SC,43,"103,975"
2567600,SUMTER BEAUTY COLLEGE,SC,81,"157,751"
991000,TECHNICAL COLLEGE OF THE LOWCOUNTRY- BEAUFORT CAMPUS,SC,"1,316","2,059,430"
492600,TRI COUNTY TECHNICAL COLLEGE,SC,"1,954","4,121,512"
492000,TRIDENT TECHNICAL COLLEGE,SC,"5,820","12,553,376"
344900,UNIVERSITY OF SOUTH CAROLINA - AIKEN,SC,"1,010","2,563,287"
344800,UNIVERSITY OF SOUTH CAROLINA - COLUMBIA,SC,"3,883","10,392,687"
345300,UNIVERSITY OF SOUTH CAROLINA - LANCASTER,SC,266,"648,790"
345400,UNIVERSITY OF SOUTH CAROLINA - SALKEHATCHIE,SC,441,"951,464"
342600,UNIVERSITY OF SOUTH CAROLINA - SUMTER,SC,400,"913,936"
492700,UNIVERSITY OF SOUTH CAROLINA - UNION,SC,165,"351,729"
345000,UNIVERSITY OF SOUTH CAROLINA BEAUFORT,SC,300,"680,164"
695100,UNIVERSITY OF SOUTH CAROLINA-SPARTANBURG -,SC,"1,589","3,970,161"
345500,VOORHEES COLLEGE,SC,703,"1,891,692"
932200,WILLIAMSBURG TECHNICAL COLLEGE,SC,519,"955,265"
345600,WINTHROP UNIVERSITY,SC,"1,514","3,830,422"
345700,WOFFORD COLLEGE,SC,180,"476,064"
399600,YORK TECHNICAL COLLEGE,SC,"2,002","4,039,776"
345800,AUGUSTANA COLLEGE,SD,496,"1,183,602"
492900,AVERA MCKENNAN HOSPITAL,SD,7,"18,000"
2137100,BLACK HILLS BEAUTY COLLEGE,SD,56,"125,506"
345900,BLACK HILLS STATE UNIVERSITY,SD,"1,415","3,366,692"
346300,DAKOTA STATE UNIVERSITY,SD,631,"1,487,949"
346100,DAKOTA WESLEYAN UNIVERSITY,SD,407,"1,062,477"
2297800,HEADLINES ACADEMY OF COSMETOLOGY,SD,65,"148,573"
2144600,KILIAN COMMUNITY COLLEGE,SD,363,"704,038"
530900,LAKE AREA TECHNICAL INSTITUTE,SD,550,"1,474,119"
828400,MITCHELL TECHNICAL INSTITUTE,SD,401,"1,030,339"
346500,MOUNT MARTY COLLEGE,SD,471,"1,122,594"
405700,NATIONAL AMERICAN UNIVERSITY,SD,"1,782","3,538,156"
346600,NORTHERN STATE UNIVERSITY,SD,808,"1,960,753"
1465900,OGLALA LAKOTA COLLEGE-,SD,954,"2,364,404"
346700,PRESENTATION COLLEGE,SD,351,"842,869"
598700,SACRED HEART HOSPITAL SCHOOL OF RADIOLOGIC TECHNOLOGY,SD,10,"28,650"
3019200,SI TANKA/HURON UNIVERSITY,SD,589,"1,504,126"
2143700,SINTE GLESKA UNIVERSITY,SD,575,"1,388,696"
1147700,SIOUX VALLEY HOSPITAL,SD,9,"23,250"
2277300,SISSETON WAHPETON COMMUNITY COLLEGE,SD,164,"408,749"
347000,SOUTH DAKOTA SCHOOL OF MINES AND TECHNOLOGY,SD,625,"1,487,087"
347100,SOUTH DAKOTA STATE UNIVERSITY,SD,"2,620","6,105,851"
776400,SOUTHEAST TECHNICAL INSTITUTE,SD,790,"1,714,467"
346900,UNIVERSITY OF SIOUX FALLS,SD,371,"799,161"
347400,UNIVERSITY OF SOUTH DAKOTA,SD,"1,850","4,426,596"
1017000,WESTERN DAKOTA TECHNICAL INSTITUTE,SD,575,"1,319,242"
1046000,AMERICAN BAPTIST THEOLOGICAL SEMINARY,TN,71,"206,439"
347700,AQUINAS COLLEGE,TN,296,"569,715"
2257400,ARNOLD'S BEAUTY SCHOOL,TN,77,"158,932"
347800,AUSTIN PEAY STATE UNIVERSITY,TN,"2,946","7,219,758"
3440300,BAPTIST MEMORIAL COLLEGE OF HEALTH SCIENCES,TN,261,"663,976"
347900,BELMONT UNIVERSITY,TN,454,"1,113,417"
348000,BETHEL COLLEGE,TN,584,"1,423,915"
353600,BRYAN COLLEGE,TN,206,"466,019"
348100,CARSON-NEWMAN COLLEGE,TN,745,"1,910,789"
399800,CHATTANOOGA STATE TECHNICAL COMMUNITY COLLEGE,TN,"3,189","6,988,647"
348200,CHRISTIAN BROTHERS UNIVERSITY,TN,499,"1,283,137"
399900,CLEVELAND STATE COMMUNITY COLLEGE,TN,"1,088","2,471,678"
348300,COLUMBIA STATE COMMUNITY COLLEGE,TN,"1,471","3,335,733"
2157100,CONCORDE CAREER COLLEGE,TN,"1,817","3,974,858"
998200,CRICHTON COLLEGE,TN,436,"946,420"
348500,CUMBERLAND UNIVERSITY,TN,399,"1,088,958"
348600,DAVID LIPSCOMB UNIVERSITY,TN,401,"970,135"
493400,DRAUGHONS JUNIOR COLLEGE,TN,"1,867","3,934,717"
683500,DYERSBURG STATE COMMUNITY COLLEGE,TN,"1,110","2,578,549"
348700,EAST TENNESSEE STATE UNIVERSITY,TN,"3,298","8,629,762"
2204200,ELECTRONIC COMPUTER PROGRAMMING COLLEGE,TN,220,"444,709"
2595000,FAYETTEVILE BEAUTY SCHOOL,TN,71,"160,903"
349000,FISK UNIVERSITY,TN,451,"1,318,752"
743900,FOUNTAINHEAD COLLEGE OF TECHNOLOGY,TN,92,"249,028"
3008800,FRANKLIN ACADEMY D/B/A ACADEMY OF BEAUTY ARTS,TN,93,"154,081"
3001800,FREE WILL BAPTIST BIBLE COLLEGE,TN,113,"261,713"
349200,FREED-HARDEMAN UNIVERSITY,TN,575,"1,430,905"
349400,HIWASSEE COLLEGE,TN,229,"613,539"
2359800,ITT TECHNICAL INSTITUTE,TN,"1,230","2,687,096"
3073400,ITT TECHNICAL INSTITUTE,TN,"1,386","2,864,502"
493700,JACKSON STATE COMMUNITY COLLEGE,TN,"1,564","3,521,194"
885900,JOHN A. GUPTON COLLEGE,TN,45,"107,844"
2153100,JOHN NAVE UNIVERSITY OF COSMETOLOGY,TN,47,"68,792"
349500,JOHNSON BIBLE COLLEGE,TN,257,"661,847"
349600,KING COLLEGE,TN,208,"545,648"
349800,LAMBUTH UNIVERSITY,TN,305,"812,552"
349900,LANE COLLEGE,TN,747,"2,238,646"
350000,LEE UNIVERSITY,TN,"1,327","3,398,514"
350100,LEMOYNE-OWEN COLLEGE,TN,588,"1,738,040"
350200,LINCOLN MEMORIAL UNIVERSITY,TN,529,"1,366,523"
350400,MARTIN METHODIST COLLEGE,TN,304,"796,371"
350500,MARYVILLE COLLEGE,TN,337,"841,702"
2597600,MCCOLLUM & ROSS  HAIR SCHOOL,TN,183,"450,792"
2326300,MEDVANCE INSTITUTE,TN,"1,027","2,213,407"
350700,MEMPHIS COLLEGE OF ART,TN,121,"331,016"
660000,METHODIST HOSPITAL SCHOOL OF NURSING,TN,128,"242,187"
865500,MIDDLE TENNESSEE SCHOOL OF COSMETOLOGY,TN,42,"93,247"
351000,MIDDLE TENNESSEE STATE UNIVERSITY,TN,"5,127","12,778,786"
2614200,MILLER - MOTTE TECHNICAL COLLEGE,TN,"2,010","4,261,699"
351100,MILLIGAN COLLEGE,TN,222,"582,684"
2278700,MISTER WAYNE'S SCHOOL OF UNISEX HAIR DESIGN,TN,38,"67,890"
683600,MOTLOW STATE COMMUNITY COLLEGE,TN,"1,368","3,119,086"
744000,NASHVILLE AUTO DIESEL COLLEGE,TN,"1,162","2,426,035"
2125300,NASHVILLE COLLEGE OF MEDICAL CAREERS,TN,280,"679,374"
814500,NASHVILLE STATE TECHNICAL COMMUNITY COLLEGE,TN,"1,764","3,667,950"
461700,NATIONAL COLLEGE OF BUSINESS AND TECHNOLOGY,TN,392,"929,512"
3149300,NEW DIRECTIONS HAIR ACADEMY,TN,245,"494,783"
2498000,NEW WAVE HAIR ACADEMY,TN,140,"308,669"
3012500,NEW WAVE HAIR ACADEMY,TN,445,"1,039,745"
3079100,NORTH CENTRAL INSTITUTE,TN,29,"53,755"
537800,NORTHEAST STATE TECHNICAL COMMUNITY COLLEGE,TN,"1,903","4,275,288"
2578200,NOSSI COLLEGE OF ART,TN,175,"474,494"
2106400,O'MORE COLLEGE OF DESIGN,TN,35,"94,995"
1269300,PELLISSIPPI STATE TECHNICAL COMMUNITY COLLEGE,TN,"2,526","5,433,903"
1044700,PLAZA BEAUTY SCHOOL,TN,69,"147,935"
2539800,QUEEN CITY COLLEGE,TN,100,"241,488"
2275500,REUBEN-ALLEN COLLEGE,TN,44,"107,581"
351900,RHODES COLLEGE,TN,151,"395,490"
991400,ROANE STATE COMMUNITY COLLEGE,TN,"2,351","5,332,593"
493800,SOUTH COLLEGE,TN,449,"1,004,811"
2326200,SOUTHEASTERN CAREER COLLEGE,TN,85,"172,811"
351800,SOUTHERN ADVENTIST UNIVERSITY,TN,556,"1,410,580"
1043900,SOUTHWEST TENNESSEE COMMUNITY COLLEGE,TN,"5,755","13,438,596"
3061100,STYLEMASTERS BEAUTY ACADEMY,TN,88,"214,398"
3126900,STYLES & PROFILES BEAUTY COLLEGE,TN,27,"58,661"
2540000,TENN ACADEMY OF COSMETOLOGY,TN,95,"181,679"
3024900,TENNESSEE ACADEMY OF COSMETOLOGY,TN,93,"193,831"
3454300,TENNESSEE CAREER COLLEGE,TN,98,"221,337"
3219300,TENNESSEE INSTITUTE OF HEALING ARTS,TN,55,"142,678"
956700,TENNESSEE SCHOOL OF BEAUTY,TN,112,"284,276"
352200,TENNESSEE STATE UNIVERSITY,TN,"3,751","10,507,059"
536000,TENNESSEE TECHNICAL CENTER - MEMPHIS,TN,314,"631,416"
535100,TENNESSEE TECHNICAL CENTER - MORRISTOWN,TN,786,"1,254,182"
352300,TENNESSEE TECHNOLOGICAL UNIVERSITY,TN,"2,326","5,707,371"
528000,TENNESSEE TECHNOLOGY CENTER - COVINGTON,TN,128,"186,794"
535700,TENNESSEE TECHNOLOGY CENTER - CRUMP,TN,179,"306,776"
528100,TENNESSEE TECHNOLOGY CENTER - ELIZABETHTON,TN,337,"575,248"
535600,TENNESSEE TECHNOLOGY CENTER - HOHENWALD,TN,288,"504,585"
535900,TENNESSEE TECHNOLOGY CENTER - NASHVILLE,TN,425,"565,832"
528300,TENNESSEE TECHNOLOGY CENTER - NEW BERN,TN,159,"241,992"
971000,TENNESSEE TECHNOLOGY CENTER - ONEIDA/HUNTSVILLE,TN,180,"319,621"
1216400,TENNESSEE TECHNOLOGY CENTER - RIPLEY,TN,189,"239,695"
535800,TENNESSEE TECHNOLOGY CENTER AT ATHENS,TN,135,"211,337"
402600,TENNESSEE TECHNOLOGY CENTER AT CROSSVILLE,TN,291,"451,526"
778200,TENNESSEE TECHNOLOGY CENTER AT DICKSON,TN,260,"440,574"
1032600,TENNESSEE TECHNOLOGY CENTER AT HARRIMAN,TN,190,"371,293"
528200,TENNESSEE TECHNOLOGY CENTER AT HARTSVILLE,TN,82,"113,723"
1070000,TENNESSEE TECHNOLOGY CENTER AT JACKSBORO,TN,174,"325,780"
535400,TENNESSEE TECHNOLOGY CENTER AT JACKSON,TN,411,"719,333"
402500,TENNESSEE TECHNOLOGY CENTER AT KNOXVILLE,TN,477,"745,341"
535300,TENNESSEE TECHNOLOGY CENTER AT LIVINGSTON,TN,278,"495,844"
535200,TENNESSEE TECHNOLOGY CENTER AT MCKENZIE - MCKENZIE,TN,136,"263,692"
530700,TENNESSEE TECHNOLOGY CENTER AT MCMINNVILLE,TN,166,"246,496"
2103500,TENNESSEE TECHNOLOGY CENTER AT MURFREESBORO,TN,127,"224,727"
2237900,TENNESSEE TECHNOLOGY CENTER AT PARIS,TN,331,"618,314"
946400,TENNESSEE TECHNOLOGY CENTER AT PULASKI,TN,189,"319,314"
537900,TENNESSEE TECHNOLOGY CENTER AT SHELBYVILLE,TN,241,"388,987"
2092800,TENNESSEE TECHNOLOGY CENTER AT WHITEVILLE,TN,157,"247,755"
352400,TENNESSEE TEMPLE UNIVERSITY,TN,278,"671,506"
352500,TENNESSEE WESLEYAN COLLEGE,TN,300,"780,322"
352600,TREVECCA NAZARENE UNIVERSITY,TN,404,"882,092"
352700,TUSCULUM COLLEGE,TN,674,"1,578,230"
352800,UNION UNIVERSITY,TN,398,"933,500"
350900,UNIVERSITY OF MEMPHIS (THE),TN,"5,172","13,549,366"
352900,UNIVERSITY OF TENNESSEE - CHATTANOOGA,TN,"1,957","5,047,252"
353000,UNIVERSITY OF TENNESSEE - KNOXVILLE,TN,"4,247","10,732,819"
353100,UNIVERSITY OF TENNESSEE - MARTIN,TN,"1,904","4,892,615"
672500,UNIVERSITY OF TENNESSEE HEALTH SCIENCE CENTER (THE),TN,36,"94,044"
353400,UNIVERSITY OF THE SOUTH (THE),TN,181,"418,401"
353500,VANDERBILT UNIVERSITY,TN,666,"1,722,294"
2335900,VOLUNTEER BEAUTY ACADEMY,TN,62,"106,563"
2294000,VOLUNTEER BEAUTY ACADEMY OF DYERSBURG,TN,92,"161,845"
2293900,VOLUNTEER BEAUTY ACADEMY OF NASHVILLE,TN,85,"155,974"
991200,VOLUNTEER STATE COMMUNITY COLLEGE,TN,"1,883","3,989,831"
886300,WALTERS STATE COMMUNITY COLLEGE,TN,"2,404","5,684,552"
3088800,WATKINS INSTITUTE COLLEGE OF ART & DESIGN,TN,103,"220,450"
494700,WEST TENNESSEE BUSINESS COLLEGE,TN,566,"1,262,406"
1155300,WILLIAM R  MOORE COLLEGE OF TECHNOLOGY,TN,31,"70,391"
3513500,WILLIAMSON CHRISTIAN COLLEGE,TN,7,"8,738"
3683300,WORLD CLASS UNIVERSITY,TN,75,"166,866"
353700,ABILENE CHRISTIAN UNIVERSITY,TX,"1,125","2,806,590"
3563300,ACADEMY OF COSMETOLOGY,TX,24,"40,221"
2357700,ACADEMY OF HAIR DESIGN,TX,99,"226,412"
3276300,ACADEMY OF HAIR DESIGN,TX,72,"178,935"
3277300,ACADEMY OF HAIR DESIGN,TX,82,"146,407"
3128100,ACADEMY OF HEALTH CARE PROFESSIONS (THE),TX,794,"1,740,022"
3412300,ADVANCED BARBER COLLEGE & HAIR DESIGN,TX,145,"391,988"
3573300,AERONAUTICAL INSTITUTE OF TECHNOLOGIES,TX,14,"35,350"
3023800,AIMS ACADEMY,TX,54,"127,022"
353900,ALVIN COMMUNITY COLLEGE,TX,847,"1,932,403"
354000,AMARILLO COLLEGE,TX,"3,340","6,641,009"
2248200,AMARILLO COLLEGE OF HAIRDRESSING,TX,192,"459,607"
3153300,AMERICAN COLLEGE OF ACUPUNCTURE & ORIENTAL MEDICINE,TX,11,"36,500"
1005700,AMERICAN COMMERCIAL COLLEGE,TX,238,"475,091"
1005900,AMERICAN COMMERCIAL COLLEGE,TX,386,"819,961"
2136800,AMERICAN COMMERCIAL COLLEGE,TX,167,"343,279"
2200800,AMERICAN COMMERCIAL COLLEGE,TX,296,"571,240"
1248200,AMERICAN TRADES INSTITUTE,TX,760,"1,511,594"
666100,ANGELINA COLLEGE,TX,"2,549","6,140,425"
354100,ANGELO STATE UNIVERSITY,TX,"2,189","5,419,238"
2081400,ARLINGTON BAPTIST COLLEGE,TX,76,"178,369"
2521200,ARLINGTON CAREER INSTITUTE,TX,304,"619,611"
3159300,ARLINGTON MEDICAL INSTITUTE,TX,153,"318,245"
2539600,ART INSTITUTE OF DALLAS (THE),TX,716,"1,530,752"
2117100,ART INSTITUTE OF HOUSTON,TX,925,"2,048,020"
2596600,ATI - CAREER TRAINING CENTER,TX,"1,190","2,308,307"
2596500,ATI- CAREER TRAINING CENTER,TX,759,"1,621,605"
2188600,AUSTIN BUSINESS COLLEGE,TX,307,"662,443"
354300,AUSTIN COLLEGE,TX,284,"794,034"
1201500,AUSTIN COMMUNITY COLLEGE,TX,"5,065","9,759,325"
2362800,AUSTIN GRADUATE SCHOOL OF THEOLOGY,TX,9,"19,400"
1226800,BALDWIN BEAUTY SCHOOL #5,TX,109,"277,731"
660600,BAPTIST HEALTH SYSTEM,TX,62,"145,546"
2331200,BAPTIST MISSIONARY ASSOCIATION THEOLOGICAL SEMINARY,TX,7,"9,076"
354500,BAYLOR UNIVERSITY,TX,"2,015","5,056,631"
3541300,BEHOLD] BEAUTY ACADEMY,TX,42,"99,845"
354900,BLINN COLLEGE,TX,"2,841","6,414,104"
1298200,BORDER INSTITUTE OF TECHNOLOGY,TX,344,"699,631"
2144800,BRADFORD SCHOOL OF BUSINESS,TX,179,"420,677"
728700,BRAZOSPORT COLLEGE,TX,698,"1,409,503"
2100200,BROOKHAVEN COLLEGE,TX,"1,353","2,952,710"
2294800,CAPITOL CITY CAREERS,TX,99,"182,889"
2074100,CAPITOL CITY TRADE & TECHNICAL SCHOOL,TX,659,"1,328,618"
2572100,CAREER ACADEMY,TX,81,"171,385"
2245100,CAREER ADVANCEMENT AND APPLIED TECHNOLOGY TRAINING DIVISION,TX,12,"38,496"
3426300,CAREER ADVANCEMENT CENTER,TX,221,"497,037"
2591900,"CAREER CENTERS OF TEXAS - EL PASO, INC.",TX,"1,644","3,984,516"
2591100,CAREER POINT INSTITUTE,TX,"1,415","2,883,575"
3400300,CAREER QUEST,TX,78,"175,151"
3541400,CAREER TECH INSTITUTE,TX,202,"593,752"
3091200,CAREERS UNLIMITED,TX,93,"250,920"
3105900,CAREERS UNLIMITED,TX,821,"2,142,540"
356100,CEDAR VALLEY COLLEGE,TX,"1,077","2,316,324"
2604700,CENTER FOR ADVANCED LEGAL STUDIES,TX,206,"514,984"
2239100,CENTRAL TEXAS BEAUTY COLLEGE #2,TX,218,"482,146"
400300,CENTRAL TEXAS COLLEGE,TX,"3,653","6,867,910"
1062400,CENTRAL TEXAS COMMERCIAL COLLEGE,TX,163,"369,511"
1293000,CHARLES & SUE'S SCHOOL OF HAIR DESIGN,TX,64,"169,949"
3028800,CIRCLE J BEAUTY SCHOOL,TX,138,"290,294"
355300,CISCO JUNIOR COLLEGE,TX,"1,328","2,859,903"
355400,CLARENDON COLLEGE,TX,283,"695,108"
354600,COASTAL BEND COLLEGE,TX,"1,848","4,616,826"
3422400,COLLEGE OF BIBLICAL STUDIES-HOUSTON,TX,88,"246,437"
3189400,COLLEGE OF SAINT THOMAS MORE,TX,10,"22,962"
709600,COLLEGE OF THE MAINLAND,TX,"1,042","2,133,207"
2361400,COLLIN COUNTY COMMUNITY COLLEGE,TX,"1,660","3,389,451"
355600,COMMONWEALTH INSTITUTE OF FUNERAL SERVICES,TX,57,"95,187"
2572000,COMPUTER CAREER CENTER,TX,408,"1,075,025"
3542300,CONCORDE CAREER INSTITUTE,TX,123,"319,360"
355700,CONCORDIA UNIVERSITY AT AUSTIN,TX,266,"612,275"
2058600,CONLEE'S COLLEGE OF COSMETOLOGY,TX,25,"57,268"
3509400,CORYELL COSMETOLOGY COLLEGE,TX,33,"80,662"
1248300,COSMETOLOGY CAREER CENTER,TX,80,"169,867"
2119200,COURT REPORTING INSTITUTE OF DALLAS,TX,579,"1,261,401"
661200,COVENANT SCHOOL OF NURSING AND ALLIED HEALTH,TX,113,"261,064"
